GEN | [cash_withdrawal_not_recognised] | Orig: What is this witdrawal -> Aug: What is this cash withdrawal being declined?
GEN | [direct_debit_payment_not_recognised] | Orig: what is the word? -> Aug: We've received a notification that a direct debit payment has not been recognised in your account.
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was a transfer fee charged
GEN | [card_arrival] | Orig: WHAT IS THE SOLUTION OF THIS PROBLEM -> Aug: What is the resolution for my card arrival issue?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: I'm concerned about a suspicious transaction on my account. I've noticed a direct debit payment that I didn't authorise, and I'm worried it might be a case of identity theft. The payment was made to a store that's not local to me, and I urgently need to resolve this issue to avoid any financial difficulties.
GEN | [transaction_charged_twice] | Orig: I was charged multiple times at the same location at the same time -> Aug: I was double-charged for the same transaction at the same location and date
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was not processed due to insufficient funds or other reasons, and we cannot proceed with the transaction.
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: We've noticed that your recent payment attempt was declined. Can you please check your card details to ensure everything is up to date and within your available balance?
GEN | [country_support] | Orig: I live in Germany. Is that one of the countries you are in? What other countries are you in? -> Aug: I reside in Germany. Are you a financial institution that operates in Germany? Can you also provide information on the other countries you support?
GEN | [request_refund] | Orig: What is the return policy? -> Aug: Can you please provide me with the return policy so I can initiate a refund?
GEN | [request_refund] | Orig: What is the refund process? -> Aug: Can you please guide me through the steps to initiate a refund?
GEN | [pin_blocked] | Orig: I used my pin too many times. -> Aug: I've exceeded the allowed number of pin attempts.
GEN | [wrong_amount_of_cash_received] | Orig: i asked for 100 only got 80 -> Aug: i requested 200 but was given 150
GEN | [compromised_card] | Orig: I think that someone may be using my card, but I'm not sure,. -> Aug: I'm concerned that my card might have been compromised, but I'm not entirely certain.
GEN | [compromised_card] | Orig: I can't be sure, but I think that someone may be using my card. -> Aug: I'm concerned that my card might have been compromised and someone is using it.
GEN | [transaction_charged_twice] | Orig: I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back? -> Aug: I've noticed that I've been double-billed for a few transactions on my card this week. Could you kindly investigate and reverse the duplicate charges for me?
GEN | [transaction_charged_twice] | Orig: My card was declined but it shows as multiple charges? -> Aug: I've noticed that I've been charged twice for the same transaction, but my card was declined.
GEN | [get_physical_card] | Orig: Is the PIN sent in another message? -> Aug: Can I request a physical card instead?
GEN | [request_refund] | Orig: What is the refund policy? -> Aug: Can you please provide information about your refund policy?
GEN | [request_refund] | Orig: I want to know about your refund policy. -> Aug: I'd like to inquire about the process for requesting a refund.
GEN | [passcode_forgotten] | Orig: passcode retrieval -> Aug: forgot passcode
GEN | [pin_blocked] | Orig: How come I got blocked for entering wrong pins? -> Aug: I'm trying to understand why I was blocked for entering incorrect PINs.
GEN | [get_physical_card] | Orig: I dont have a pin -> Aug: I'd like to request a physical card to replace the one I lost.
GEN | [get_physical_card] | Orig: Is the PIN separately delivered? -> Aug: Can I receive my physical card separately from the PIN?
GEN | [pin_blocked] | Orig: What should I do if I exceed my PIN tries? -> Aug: What should I do if my PIN is blocked due to excessive attempts?
GEN | [compromised_card] | Orig: I think someone may be using my card. -> Aug: I suspect my credit card has been compromised.
GEN | [transaction_charged_twice] | Orig: Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please. -> Aug: I've noticed a duplicate charge on my recent credit card transactions, specifically a restaurant visit that was recorded twice. Could you please investigate and cancel one of the charges, and refund the duplicate amount to my account?
GEN | [transaction_charged_twice] | Orig: Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack? -> Aug: Hello, I've reviewed my recent transactions and noticed that I was mistakenly charged twice for a meal at a restaurant earlier this week. Could you please assist me in reversing one of the charges and refunding the duplicate amount?
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hello. I've been experiencing issues with my credit card being declined, both last night and today when trying to make a purchase. Can you please check the status of my card?
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I may have incorrectly entered my PIN.
GEN | [compromised_card] | Orig: Someone besides me might be using my card. -> Aug: It appears that someone else may be using my credit card.
GEN | [pin_blocked] | Orig: How many times can I enter a wrong PIN before it is blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my account is blocked?
GEN | [compromised_card] | Orig: Someone might be using my card that is not me. -> Aug: It appears that someone else might be using my card, and I'm concerned it's not me.
GEN | [card_payment_not_recognised] | Orig: Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here? -> Aug: I'm concerned that someone may have accessed my card information, as I'm seeing some unauthorized transactions in the app. Can you investigate and let me know what's happening?
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: Can I initiate a return and request a refund?
GEN | [request_refund] | Orig: Can you explain your refund policy, please? -> Aug: Could you please provide information about your refund process?
GEN | [card_payment_not_recognised] | Orig: I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back. -> Aug: I'm concerned that someone else is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
GEN | [compromised_card] | Orig: There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
 -> Aug: I'm concerned about some unauthorized transactions on my account, and I suspect someone may have compromised my card information.
VAL | [cash_withdrawal_not_recognised] | NO | Text: What is this cash withdrawal being declined?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment has not been recognised in your account.
VAL | [transfer_fee_charged] | YES | Text: why was a transfer fee charged
VAL | [card_arrival] | NO | Text: What is the resolution for my card arrival issue?
VAL | [pin_blocked] | NO | Text: I tried to enter my PIN multiple times.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a suspicious transaction on my account. I've noticed a direct debit payment that I didn't authorise, and I'm worried it might be a case of identity theft. The payment was made to a store that's not local to me, and I urgently need to resolve this issue to avoid any financial difficulties.
VAL | [transaction_charged_twice] | YES | Text: I was double-charged for the same transaction at the same location and date
VAL | [declined_transfer] | NO | Text: The transfer was not processed due to insufficient funds or other reasons, and we cannot proceed with the transaction.
VAL | [declined_card_payment] | NO | Text: We've noticed that your recent payment attempt was declined. Can you please check your card details to ensure everything is up to date and within your available balance?
VAL | [country_support] | NO | Text: I reside in Germany. Are you a financial institution that operates in Germany? Can you also provide information on the other countries you support?
VAL | [request_refund] | NO | Text: Can you please provide me with the return policy so I can initiate a refund?
VAL | [request_refund] | NO | Text: Can you please guide me through the steps to initiate a refund?
VAL | [pin_blocked] | YES | Text: I've exceeded the allowed number of pin attempts.
VAL | [wrong_amount_of_cash_received] | NO | Text: i requested 200 but was given 150
VAL | [compromised_card] | NO | Text: I'm concerned that my card might have been compromised, but I'm not entirely certain.
VAL | [compromised_card] | YES | Text: I'm concerned that my card might have been compromised and someone is using it.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been double-billed for a few transactions on my card this week. Could you kindly investigate and reverse the duplicate charges for me?
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been charged twice for the same transaction, but my card was declined.
VAL | [get_physical_card] | NO | Text: Can I request a physical card instead?
VAL | [request_refund] | NO | Text: Can you please provide information about your refund policy?
VAL | [request_refund] | YES | Text: I'd like to inquire about the process for requesting a refund.
VAL | [passcode_forgotten] | YES | Text: forgot passcode
VAL | [pin_blocked] | YES | Text: I'm trying to understand why I was blocked for entering incorrect PINs.
VAL | [get_physical_card] | NO | Text: I'd like to request a physical card to replace the one I lost.
VAL | [get_physical_card] | NO | Text: Can I receive my physical card separately from the PIN?
VAL | [pin_blocked] | NO | Text: What should I do if my PIN is blocked due to excessive attempts?
VAL | [compromised_card] | YES | Text: I suspect my credit card has been compromised.
VAL | [transaction_charged_twice] | YES | Text: I've noticed a duplicate charge on my recent credit card transactions, specifically a restaurant visit that was recorded twice. Could you please investigate and cancel one of the charges, and refund the duplicate amount to my account?
VAL | [transaction_charged_twice] | YES | Text: Hello, I've reviewed my recent transactions and noticed that I was mistakenly charged twice for a meal at a restaurant earlier this week. Could you please assist me in reversing one of the charges and refunding the duplicate amount?
VAL | [declined_transfer] | YES | Text: Hello. I've been experiencing issues with my credit card being declined, both last night and today when trying to make a purchase. Can you please check the status of my card?
VAL | [pin_blocked] | YES | Text: I may have incorrectly entered my PIN.
VAL | [compromised_card] | YES | Text: It appears that someone else may be using my credit card.
VAL | [pin_blocked] | YES | Text: What is the maximum number of incorrect PIN attempts allowed before my account is blocked?
VAL | [compromised_card] | NO | Text: It appears that someone else might be using my card, and I'm concerned it's not me.
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned that someone may have accessed my card information, as I'm seeing some unauthorized transactions in the app. Can you investigate and let me know what's happening?
VAL | [request_refund] | NO | Text: Can I initiate a return and request a refund?
VAL | [request_refund] | YES | Text: Could you please provide information about your refund process?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned that someone else is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
VAL | [compromised_card] | YES | Text: I'm concerned about some unauthorized transactions on my account, and I suspect someone may have compromised my card information.
