GEN | [why_verify_identity] | Orig: Can i make transactions before identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [reverted_card_payment?] | Orig: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? -> Aug: I recently made a purchase using my card, but the same amount is showing up in my account, and I'm not sure why. Can you help me figure out what's going on?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account to make the payment as I've forgotten my login credentials.
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can i do to prevent being charged a fee on my next transaction?
GEN | [pending_cash_withdrawal] | Orig: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? -> Aug: Hello, I'm having trouble with my card, I'm confused about the status of my withdrawal, I attempted to use the ATM earlier but it didn't go through, but it seems like the transaction is still pending, can you assist me in canceling it?
GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: To terminate an account, can I do it through the app or do I need to speak with a representative?
GEN | [terminate_account] | Orig: What are the steps to finishing up with this account? -> Aug: How do I go about closing this account?
GEN | [terminate_account] | Orig: This place has been too much work so I'd just like to close out my account & be done. -> Aug: This account has become too burdensome, and I'd like to terminate it to simplify my financial situation.
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What can I do to unblock my debit/credit card?
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect my credit card has been compromised, what steps can I take to protect my account and report the issue?
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: What do I do if I suspect unauthorized activity on my compromised card?
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods and currencies do you accept for card reloads?
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: What should I do if a direct debit payment is not recognized by our system?
GEN | [supported_cards_and_currencies] | Orig: use my credit to add money -> Aug: utilize my supported credit cards to top up my account
GEN | [card_payment_not_recognised] | Orig: I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card. -> Aug: I'm concerned about unauthorized transactions on my account. Can I get a refund for the recent charges I didn't approve? Additionally, I'd like to temporarily suspend my card activity.
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: I'm concerned that my card may have been lost or stolen, has there been any transactions on it recently?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the ATM at Notting Hill, but the transaction was declined. Could there be a problem with my card? This is the first time I've tried using it.
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How do I confirm my account's currency setting, as I receive payments in GBP?
GEN | [topping_up_by_card] | Orig: What do I need to do to transfer money with my credit card? -> Aug: To complete a card-based top-up, what steps do I need to follow to add funds to my account using my credit card?
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I recently got married and I'd like to update my records to reflect my new married name.
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [edit_personal_details] | Orig: How do I input a new address? -> Aug: How do I update my address information?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the ATM at Notting Hill, but the transaction was declined. Is there an issue with my card? This is my first time using it.
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [exchange_rate] | Orig: What is the exchange looking like? -> Aug: What is the current exchange rate?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get anything out. Is there a problem with my card? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the ATM at Notting Hill, but the transaction was declined. Could you please check if there's an issue with my card? This is my first time using it.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: Would you like to make a payment using cash or cheque?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: I'd be happy to provide details on the top-up limit requirements.
GEN | [cash_withdrawal_not_recognised] | Orig: Someone stole my wallet a couple of hours ago now and they have taken money from my account. Is there any way that you can help so I won't lose any more of my money. -> Aug: I'm concerned that an unauthorized transaction has been made on my account. Someone took money from my account a few hours ago, and I'm worried that I might lose more if it's not resolved. Can you assist me in stopping any further transactions and recovering the stolen funds?
GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: We've noticed a £1 charge showing as pending on your statement. Can you please let us know what you think this might be for? We've checked our records and can't find any evidence of a purchase or transaction that would explain the charge.
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: We have not yet reversed the $1.00 charge as previously discussed.
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
GEN | [pending_cash_withdrawal] | Orig: When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier today, but the machine refused to dispense the funds. Upon checking my account, I noticed that the withdrawal is still pending. Could you please assist me in cancelling this transaction, as I did not receive the cash as expected?
GEN | [failed_transfer] | Orig: I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system? -> Aug: I've tried to initiate a routine transaction multiple times, but it keeps failing. Is there a technical issue with your platform?
GEN | [topping_up_by_card] | Orig: Hoe do i use my credit card to transfer money? -> Aug: How can I use my credit card to add funds to my account?
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I would like to update my contact information.
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it -> Aug: I attempted to withdraw cash from an ATM in Notting Hill, but the transaction was declined. Is my card still active? This is the first time I've tried using it.
GEN | [receiving_money] | Orig: I would like to know how my friend would be able to send me money -> Aug: I would like to inquire about the process of receiving a payment from my friend.
GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
VAL | [why_verify_identity] | YES | Text: Can I initiate transactions before completing the identity verification process?
VAL | [reverted_card_payment?] | NO | Text: I recently made a purchase using my card, but the same amount is showing up in my account, and I'm not sure why. Can you help me figure out what's going on?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access my account to make the payment as I've forgotten my login credentials.
VAL | [card_payment_fee_charged] | NO | Text: what can i do to prevent being charged a fee on my next transaction?
VAL | [pending_cash_withdrawal] | YES | Text: Hello, I'm having trouble with my card, I'm confused about the status of my withdrawal, I attempted to use the ATM earlier but it didn't go through, but it seems like the transaction is still pending, can you assist me in canceling it?
VAL | [terminate_account] | YES | Text: To terminate an account, can I do it through the app or do I need to speak with a representative?
VAL | [terminate_account] | YES | Text: How do I go about closing this account?
VAL | [terminate_account] | YES | Text: This account has become too burdensome, and I'd like to terminate it to simplify my financial situation.
VAL | [pin_blocked] | NO | Text: What can I do to unblock my debit/credit card?
VAL | [compromised_card] | YES | Text: If I suspect my credit card has been compromised, what steps can I take to protect my account and report the issue?
VAL | [compromised_card] | YES | Text: What do I do if I suspect unauthorized activity on my compromised card?
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods and currencies do you accept for card reloads?
VAL | [receiving_money] | YES | Text: How do I receive money from a friend?
VAL | [direct_debit_payment_not_recognised] | YES | Text: What should I do if a direct debit payment is not recognized by our system?
VAL | [supported_cards_and_currencies] | NO | Text: utilize my supported credit cards to top up my account
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about unauthorized transactions on my account. Can I get a refund for the recent charges I didn't approve? Additionally, I'd like to temporarily suspend my card activity.
VAL | [lost_or_stolen_card] | NO | Text: I'm concerned that my card may have been lost or stolen, has there been any transactions on it recently?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM at Notting Hill, but the transaction was declined. Could there be a problem with my card? This is the first time I've tried using it.
VAL | [receiving_money] | NO | Text: How do I confirm my account's currency setting, as I receive payments in GBP?
VAL | [topping_up_by_card] | YES | Text: To complete a card-based top-up, what steps do I need to follow to add funds to my account using my credit card?
VAL | [edit_personal_details] | YES | Text: I recently got married and I'd like to update my records to reflect my new married name.
VAL | [reverted_card_payment?] | NO | Text: Why was my payment reversed and credited back to my card?
VAL | [edit_personal_details] | YES | Text: How do I update my address information?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM at Notting Hill, but the transaction was declined. Is there an issue with my card? This is my first time using it.
VAL | [direct_debit_payment_not_recognised] | NO | Text: Unidentified direct debit payment
VAL | [exchange_rate] | YES | Text: What is the current exchange rate?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM at Notting Hill, but the transaction was declined. Could you please check if there's an issue with my card? This is my first time using it.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Would you like to make a payment using cash or cheque?
VAL | [top_up_limits] | YES | Text: I'd be happy to provide details on the top-up limit requirements.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned that an unauthorized transaction has been made on my account. Someone took money from my account a few hours ago, and I'm worried that I might lose more if it's not resolved. Can you assist me in stopping any further transactions and recovering the stolen funds?
VAL | [extra_charge_on_statement] | YES | Text: We've noticed a £1 charge showing as pending on your statement. Can you please let us know what you think this might be for? We've checked our records and can't find any evidence of a purchase or transaction that would explain the charge.
VAL | [extra_charge_on_statement] | YES | Text: We have not yet reversed the $1.00 charge as previously discussed.
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier today, but the machine refused to dispense the funds. Upon checking my account, I noticed that the withdrawal is still pending. Could you please assist me in cancelling this transaction, as I did not receive the cash as expected?
VAL | [failed_transfer] | YES | Text: I've tried to initiate a routine transaction multiple times, but it keeps failing. Is there a technical issue with your platform?
VAL | [topping_up_by_card] | YES | Text: How can I use my credit card to add funds to my account?
VAL | [edit_personal_details] | YES | Text: I would like to update my contact information.
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in Notting Hill, but the transaction was declined. Is my card still active? This is the first time I've tried using it.
VAL | [receiving_money] | YES | Text: I would like to inquire about the process of receiving a payment from my friend.
VAL | [pin_blocked] | NO | Text: What can I do to resolve the PIN block issue?
