GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [declined_card_payment] | Orig: My card was not accepted in a shop -> Aug: Your payment was declined at the merchant's location
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: We're sorry to hear that your card is not accepting cash withdrawals at the ATM. Please try re-entering your PIN or contact our customer support team for assistance.
GEN | [pending_top_up] | Orig: My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work? -> Aug: Why is my top-up still pending? Can you give me an estimate of how long it will take to process? I'm in a bit of a bind and need the funds for an essential coffee run, so I'd appreciate it if you could provide an update on when the top-up will be available.
GEN | [disposable_card_limits] | Orig: What are the restrictions on the virtual cards? -> Aug: What are the spending limits on my disposable virtual cards?
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: A fee was deducted from my last card transaction.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you accept SWIFT transfers? -> Aug: Can you facilitate bank transfers with a charge applied?
GEN | [wrong_amount_of_cash_received] | Orig: Why is my cash request and the amount I received different? -> Aug: The amount I received is not the same as the cash I requested.
GEN | [disposable_card_limits] | Orig: Are there limits on the virtual cards? -> Aug: What are the spending limits for my disposable virtual card?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What are the spending limits for my disposable virtual cards?
GEN | [card_not_working] | Orig: What do I do if i accidentally broke my card? -> Aug: What should I do if I've damaged my credit card?
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that my card might have been misplaced at a store, but the staff are denying any knowledge of it. I'm getting anxious that it could be in the wrong hands. Can you help me investigate this situation?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Why was a fee deducted from my transfer amount?
GEN | [card_swallowed] | Orig: A Bank ATM did not give my card back. What do I do now? -> Aug: A Bank ATM swallowed my card. What do I do now?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy? -> Aug: I'm trying to withdraw cash from an ATM while abroad, but I'm concerned about the exchange rate. Will I get the correct rate for my home currency, or will there be an issue?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Your cash withdrawal request was declined due to insufficient funds or technical issues.
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: You are not authorized to receive funds into your account.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my credit/debit card for the transaction?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this issue?
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Even though I'm not based in the UK, can I still get a card?
GEN | [activate_my_card] | Orig: I would like to get help from someone in your customer service department with assisting me with activating my card. -> Aug: I need assistance from your customer service team to activate my credit/debit card.
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [reverted_card_payment?] | Orig: I didn't cancel my card payment. -> Aug: Why was my card payment reversed?
GEN | [card_acceptance] | Orig: Can I pay with my card anywhere? -> Aug: Can I use my card for transactions at any location?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you help me track the status?
GEN | [reverted_card_payment?] | Orig: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? -> Aug: Why did my recent card payments get reversed or cancelled? I've made multiple transactions online over the past two weeks, but none have been successful.
GEN | [failed_transfer] | Orig: I think my transfer failed. What do I do now? -> Aug: I'm worried that my recent transfer didn't go through. Can you help me resolve the issue?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it was unsuccessful.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use bank transfer to top up my account, and what are the associated charges?
GEN | [card_acceptance] | Orig: Where can I use my card to pay? -> Aug: What are the places where I can use my card to make a payment?
GEN | [get_disposable_virtual_card] | Orig: Please explain how I use the disposable cards? -> Aug: Please provide instructions on how to utilize the disposable virtual card.
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! The cash I received is not the correct amount. Can you help me resolve this issue?
GEN | [card_not_working] | Orig: What do I do if my card gets broken? -> Aug: What should I do if my credit card is no longer functioning?
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment is still pending and has not been processed.
GEN | [card_payment_fee_charged] | Orig: You advertise no fee when paying with a card then my statement shows a fee. -> Aug: You claim there's no fee for card payments, but I've been charged one on my latest statement.
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: We're sorry to inform you that the transfer was declined. Would you like to know the reason behind the decline and explore alternative options for completing the transfer?
GEN | [pending_card_payment] | Orig: I made a payment that is not yet complete. -> Aug: Your payment is still pending and has not been successfully processed.
VAL | [card_acceptance] | NO | Text: Where can I use my card?
VAL | [declined_card_payment] | YES | Text: Your payment was declined at the merchant's location
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to hear that your card is not accepting cash withdrawals at the ATM. Please try re-entering your PIN or contact our customer support team for assistance.
VAL | [pending_top_up] | YES | Text: Why is my top-up still pending? Can you give me an estimate of how long it will take to process? I'm in a bit of a bind and need the funds for an essential coffee run, so I'd appreciate it if you could provide an update on when the top-up will be available.
VAL | [disposable_card_limits] | YES | Text: What are the spending limits on my disposable virtual cards?
VAL | [card_payment_fee_charged] | YES | Text: A fee was deducted from my last card transaction.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can you facilitate bank transfers with a charge applied?
VAL | [wrong_amount_of_cash_received] | YES | Text: The amount I received is not the same as the cash I requested.
VAL | [disposable_card_limits] | YES | Text: What are the spending limits for my disposable virtual card?
VAL | [disposable_card_limits] | YES | Text: What are the spending limits for my disposable virtual cards?
VAL | [card_not_working] | NO | Text: What should I do if I've damaged my credit card?
VAL | [lost_or_stolen_card] | NO | Text: I'm concerned that my card might have been misplaced at a store, but the staff are denying any knowledge of it. I'm getting anxious that it could be in the wrong hands. Can you help me investigate this situation?
VAL | [transfer_fee_charged] | NO | Text: Why was a fee deducted from my transfer amount?
VAL | [card_swallowed] | YES | Text: A Bank ATM swallowed my card. What do I do now?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm trying to withdraw cash from an ATM while abroad, but I'm concerned about the exchange rate. Will I get the correct rate for my home currency, or will there be an issue?
VAL | [declined_cash_withdrawal] | YES | Text: Your cash withdrawal request was declined due to insufficient funds or technical issues.
VAL | [beneficiary_not_allowed] | NO | Text: You are not authorized to receive funds into your account.
VAL | [card_payment_fee_charged] | YES | Text: Why was I charged an additional fee when I used my credit/debit card for the transaction?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this issue?
VAL | [country_support] | YES | Text: Even though I'm not based in the UK, can I still get a card?
VAL | [activate_my_card] | YES | Text: I need assistance from your customer service team to activate my credit/debit card.
VAL | [pending_top_up] | YES | Text: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [reverted_card_payment?] | YES | Text: Why was my card payment reversed?
VAL | [card_acceptance] | NO | Text: Can I use my card for transactions at any location?
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you help me track the status?
VAL | [reverted_card_payment?] | NO | Text: Why did my recent card payments get reversed or cancelled? I've made multiple transactions online over the past two weeks, but none have been successful.
VAL | [failed_transfer] | NO | Text: I'm worried that my recent transfer didn't go through. Can you help me resolve the issue?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it was unsuccessful.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use bank transfer to top up my account, and what are the associated charges?
VAL | [card_acceptance] | YES | Text: What are the places where I can use my card to make a payment?
VAL | [get_disposable_virtual_card] | YES | Text: Please provide instructions on how to utilize the disposable virtual card.
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm shortchanged! The cash I received is not the correct amount. Can you help me resolve this issue?
VAL | [card_not_working] | YES | Text: What should I do if my credit card is no longer functioning?
VAL | [pending_card_payment] | YES | Text: A payment is still pending and has not been processed.
VAL | [card_payment_fee_charged] | YES | Text: You claim there's no fee for card payments, but I've been charged one on my latest statement.
VAL | [declined_transfer] | NO | Text: We're sorry to inform you that the transfer was declined. Would you like to know the reason behind the decline and explore alternative options for completing the transfer?
VAL | [pending_card_payment] | YES | Text: Your payment is still pending and has not been successfully processed.
