GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [transfer_not_received_by_recipient] | Orig: I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money? -> Aug: I'm trying to send some funds to a friend who's in a tight spot and needs the money ASAP. Can you tell me when she'll be able to access the transferred amount?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my card payments are being reversed or declined when I try to make an online purchase? I enter my payment details, but it's rejected later on.
GEN | [country_support] | Orig: where do you have locations at -> Aug: where are your branches located
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my credit/debit card.
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for topping up my card with euros?
GEN | [cash_withdrawal_charge] | Orig: How come I got to pay to get my money from the ATM? -> Aug: Why do I have to pay a fee to withdraw cash from the ATM?
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processing immediately?
GEN | [declined_cash_withdrawal] | Orig: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. -> Aug: Hello, I'd like to verify my card details. I've never had any issues with cash withdrawals before, but this morning, my card was declined unexpectedly while I was on my way to work.
GEN | [apple_pay_or_google_pay] | Orig: what can I do if I got my American Express in Apple Bay but top up is not working? -> Aug: What can I do if I got my American Express in Google Pay but the top-up is not working?
GEN | [apple_pay_or_google_pay] | Orig: how do i set up my apple pay watch to connect to my account -> Aug: How do I configure my Google Pay watch to link to my account?
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: How long does it typically take to process a pending cash withdrawal request?
GEN | [card_not_working] | Orig: There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on -> Aug: My card isn't functioning properly. I've attempted to use it multiple times today at various locations, but it's consistently declined. The transactions I've tried to make are relatively small, so I'm unsure what's causing the issue.
GEN | [Refund_not_showing_up] | Orig: It's been more than a week since I had a return charged to my card, why hasn't it showed up? -> Aug: I've been waiting for over a week for a refund to be credited to my account, but it's still not showing up.
GEN | [card_acceptance] | Orig: Are there any places that won't take my card? -> Aug: Are there any merchants or businesses that don't accept my credit/debit card?
GEN | [beneficiary_not_allowed] | Orig: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? -> Aug: Hello - I'm on the app and trying to purchase crypto, but the beneficiary is not allowed. What's the issue?
GEN | [topping_up_by_card] | Orig: Is it simple to transfer money using my credit card? -> Aug: Can I easily add funds to my account using my credit card?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the fee for exchange change? -> Aug: Is the exchange rate fee applicable to my card payment?
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the pending transfer be processed and reflected in my account balance?
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I track my incoming transactions?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: Why did my card payments suddenly stop?
GEN | [cash_withdrawal_not_recognised] | Orig: Somebody is taking money out of my account without my approval in another town separate from me. Please place a freeze on my account until I can make it to the bank. -> Aug: I'm concerned that an unauthorized cash withdrawal is being made from my account in a different location, not where I am currently located. Can you please put a hold on my account until I can visit the bank in person?
GEN | [reverted_card_payment?] | Orig: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? -> Aug: HELP. My account was charged, but the seller claims they haven't received the payment? Can you clarify when the payment will be reversed?
GEN | [top_up_limits] | Orig: How can I information on my limit for top-ups? -> Aug: What are the current limits for topping up my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please look into this and expedite the process? I'm concerned it might take an unusually long time, unlike the usual couple of hours it usually takes.
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm still waiting for the funds to reach the recipient's account.
GEN | [cash_withdrawal_charge] | Orig: Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be? -> Aug: I'm happy to help clarify the cash withdrawal charge policy for you. Can you please confirm your account type and the recent changes you've noticed in your account activity?
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: What is the estimated timeframe for processing my transfer?
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you automatically select the payment method or do I have the option to choose between Visa or Mastercard?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa or does it have to be something else. -> Aug: Can I get a Mastercard or does it have to be something else?
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I haven't received any update yet.
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for adding funds using my card?
GEN | [cash_withdrawal_not_recognised] | Orig: Help!  The app says I took out cash but I didn't! -> Aug: I'm confused, my account shows a cash withdrawal, but I'm certain I didn't make one.
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM using my debit card?
GEN | [pending_transfer] | Orig: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm concerned it's been delayed for an unusually long time.
GEN | [top_up_limits] | Orig: I need someone to assist me with explaining how much I can top-up. -> Aug: I require guidance on the maximum amount I can top up my limits.
GEN | [Refund_not_showing_up] | Orig: Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please. -> Aug: I'm still waiting for my refund, which I requested a few days ago. Can you please check if it's been processed and when I can expect to receive it? I'm starting to get concerned that it's not showing up in my account.
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [age_limit] | Orig: I have young kids. Can they use this service? -> Aug: I have minors. Can they use this service?
VAL | [cash_withdrawal_charge] | YES | Text: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm trying to send some funds to a friend who's in a tight spot and needs the money ASAP. Can you tell me when she'll be able to access the transferred amount?
VAL | [reverted_card_payment?] | YES | Text: Can you help me understand why my card payments are being reversed or declined when I try to make an online purchase? I enter my payment details, but it's rejected later on.
VAL | [country_support] | NO | Text: where are your branches located
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit/debit card.
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges for topping up my card with euros?
VAL | [cash_withdrawal_charge] | YES | Text: Why do I have to pay a fee to withdraw cash from the ATM?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up for my new account not processing immediately?
VAL | [declined_cash_withdrawal] | YES | Text: Hello, I'd like to verify my card details. I've never had any issues with cash withdrawals before, but this morning, my card was declined unexpectedly while I was on my way to work.
VAL | [apple_pay_or_google_pay] | NO | Text: What can I do if I got my American Express in Google Pay but the top-up is not working?
VAL | [apple_pay_or_google_pay] | NO | Text: How do I configure my Google Pay watch to link to my account?
VAL | [pending_cash_withdrawal] | YES | Text: How long does it typically take to process a pending cash withdrawal request?
VAL | [card_not_working] | YES | Text: My card isn't functioning properly. I've attempted to use it multiple times today at various locations, but it's consistently declined. The transactions I've tried to make are relatively small, so I'm unsure what's causing the issue.
VAL | [Refund_not_showing_up] | YES | Text: I've been waiting for over a week for a refund to be credited to my account, but it's still not showing up.
VAL | [card_acceptance] | YES | Text: Are there any merchants or businesses that don't accept my credit/debit card?
VAL | [beneficiary_not_allowed] | YES | Text: Hello - I'm on the app and trying to purchase crypto, but the beneficiary is not allowed. What's the issue?
VAL | [topping_up_by_card] | YES | Text: Can I easily add funds to my account using my credit card?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: Is the exchange rate fee applicable to my card payment?
VAL | [pending_transfer] | YES | Text: When will the pending transfer be processed and reflected in my account balance?
VAL | [receiving_money] | YES | Text: how can I track my incoming transactions?
VAL | [reverted_card_payment?] | NO | Text: Why did my card payments suddenly stop?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned that an unauthorized cash withdrawal is being made from my account in a different location, not where I am currently located. Can you please put a hold on my account until I can visit the bank in person?
VAL | [reverted_card_payment?] | NO | Text: HELP. My account was charged, but the seller claims they haven't received the payment? Can you clarify when the payment will be reversed?
VAL | [top_up_limits] | YES | Text: What are the current limits for topping up my account?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please look into this and expedite the process? I'm concerned it might take an unusually long time, unlike the usual couple of hours it usually takes.
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for the funds to reach the recipient's account.
VAL | [cash_withdrawal_charge] | NO | Text: I'm happy to help clarify the cash withdrawal charge policy for you. Can you please confirm your account type and the recent changes you've noticed in your account activity?
VAL | [transfer_timing] | NO | Text: What is the estimated timeframe for processing my transfer?
VAL | [visa_or_mastercard] | NO | Text: Do you automatically select the payment method or do I have the option to choose between Visa or Mastercard?
VAL | [visa_or_mastercard] | NO | Text: Can I get a Mastercard or does it have to be something else?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I haven't received any update yet.
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for adding funds using my card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused, my account shows a cash withdrawal, but I'm certain I didn't make one.
VAL | [cash_withdrawal_charge] | YES | Text: What are the charges for withdrawing cash from an ATM using my debit card?
VAL | [pending_transfer] | YES | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm concerned it's been delayed for an unusually long time.
VAL | [top_up_limits] | YES | Text: I require guidance on the maximum amount I can top up my limits.
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund, which I requested a few days ago. Can you please check if it's been processed and when I can expect to receive it? I'm starting to get concerned that it's not showing up in my account.
VAL | [top_up_limits] | NO | Text: Are you limiting my limit increases?
VAL | [age_limit] | NO | Text: I have minors. Can they use this service?
