GEN | [cancel_transfer] | Orig: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? -> Aug: I mistakenly entered the wrong account number and sent funds to the incorrect recipient. I'm unable to cancel the transaction through the app. Can you assist me in reversing this transfer as soon as possible?
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: The amount I received from the ATM was incorrect
GEN | [supported_cards_and_currencies] | Orig: how can i add money from my amex card -> Aug: You can add funds to your account using your American Express card, which is one of the supported cards and currencies we accept.
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm concerned that someone has stolen my wallet and is attempting to use my card to make unauthorized cash withdrawals. Can you please assist me in canceling or freezing my card to prevent any further transactions?
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I mistakenly initiated a transfer to the wrong account and would like to cancel it.
GEN | [request_refund] | Orig: My order hasn't shown up yet, what can I do? -> Aug: I placed an order but it hasn't arrived, can I get a refund or a replacement?
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I'm being told I withdrew cash from an ATM, but I'm certain I didn't.
GEN | [why_verify_identity] | Orig: Can I use my account now, even though my identity verification has not gone through yet? -> Aug: Why do I need to complete the identity verification process before I can access my account?
GEN | [card_swallowed] | Orig: I need a new card because the ATM took mine. -> Aug: I swallowed my card while trying to get cash from the ATM and now I need a replacement.
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I've already deposited the cash, but my account still shows a pending withdrawal. Can you explain why it's still pending?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'd like to place an order for a physical card. Can you guide me through the process?
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Why was my cash withdrawal request declined?
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I exchange the currency I'm using through your app?
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [verify_source_of_funds] | Orig: Can you tell me where my readily available cash has come from? -> Aug: Can you confirm the origin of the funds in my account?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to track down a refund I requested for a recent purchase, but the merchant hasn't confirmed receipt or processing. Can you check if the funds have been credited to my account?
GEN | [card_linking] | Orig: I recently reported my card as missing/lost, and I just found it. Can I still use it? -> Aug: I recently reported my card as stolen, and I've since located it. Can I still use it?
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: I'm unable to locate the cash withdrawal that's reflected in my account summary.
GEN | [verify_source_of_funds] | Orig: How can I lookup the source for my available money? -> Aug: Can you please confirm the origin of the funds in your account?
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to track the status of my recently issued card.
GEN | [topping_up_by_card] | Orig: I can't see my top up in my wallet! -> Aug: I'm having trouble finding my recent card top-up in my digital wallet.
GEN | [passcode_forgotten] | Orig: My passcode is not being accepted -> Aug: I'm having trouble remembering my passcode
GEN | [passcode_forgotten] | Orig: I would like to better understand why my pass-code is not working. -> Aug: I'm having trouble remembering my passcode and would appreciate help figuring out why it's not accepting my attempts.
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my cash withdrawal still pending?
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: Hello, I'm concerned about a recent transfer I made to my landlord, as they're claiming it hasn't been received. I've double-checked the account number and everything appears to be in order on my end. Could there be any other reason why the transfer hasn't gone through?
GEN | [card_swallowed] | Orig: I didn't get my card back from the ATM. -> Aug: I swallowed my card while trying to retrieve it from the ATM.
GEN | [cancel_transfer] | Orig: I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately! -> Aug: I'm extremely frustrated because I accidentally initiated a transfer to the wrong account and now I need to cancel it. Can you assist me in reversing this transaction as soon as possible?
GEN | [card_arrival] | Orig: Where is my card? -> Aug: When will my new card arrive?
GEN | [getting_virtual_card] | Orig: How long do you have to wait to see your virtual card your ordered? -> Aug: When can I expect to receive my virtual card after ordering it?
GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm unable to locate my card topping-up option in my digital wallet
GEN | [exchange_charge] | Orig: If someone in a different country sends me money, do I have to pay a fee? -> Aug: Are there any charges I need to pay when receiving an international money transfer?
GEN | [declined_cash_withdrawal] | Orig: My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay? -> Aug: I've tried to withdraw cash from two different ATMs, but my card was declined both times. I'm concerned that there might be an issue with my account. Could you please check if everything is okay?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt at an ATM. Please check your account balance and ensure you have sufficient funds. If the issue persists, please contact our customer service team for further assistance.
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can I have someone else add funds to my account using their card?
GEN | [top_up_reverted] | Orig: I put some money in my account the other day but now its gone? Why is this? -> Aug: I made a deposit recently, but it seems to have been reversed. Can you help me understand why this happened?
GEN | [pending_top_up] | Orig: Where are my funds? I topped off my car but it didn't seem to complete. -> Aug: Why hasn't my top-up been processed? I've attempted to add funds to my account, but the transaction appears to be pending.
GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have someone else top up my account using their card?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
VAL | [cancel_transfer] | YES | Text: I mistakenly entered the wrong account number and sent funds to the incorrect recipient. I'm unable to cancel the transaction through the app. Can you assist me in reversing this transfer as soon as possible?
VAL | [wrong_amount_of_cash_received] | NO | Text: The amount I received from the ATM was incorrect
VAL | [supported_cards_and_currencies] | YES | Text: You can add funds to your account using your American Express card, which is one of the supported cards and currencies we accept.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that someone has stolen my wallet and is attempting to use my card to make unauthorized cash withdrawals. Can you please assist me in canceling or freezing my card to prevent any further transactions?
VAL | [cancel_transfer] | YES | Text: I mistakenly initiated a transfer to the wrong account and would like to cancel it.
VAL | [request_refund] | NO | Text: I placed an order but it hasn't arrived, can I get a refund or a replacement?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm being told I withdrew cash from an ATM, but I'm certain I didn't.
VAL | [why_verify_identity] | YES | Text: Why do I need to complete the identity verification process before I can access my account?
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to get cash from the ATM and now I need a replacement.
VAL | [pending_cash_withdrawal] | YES | Text: I've already deposited the cash, but my account still shows a pending withdrawal. Can you explain why it's still pending?
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical card. Can you guide me through the process?
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request declined?
VAL | [exchange_via_app] | YES | Text: Can I exchange the currency I'm using through your app?
VAL | [receiving_money] | YES | Text: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the origin of the funds in my account?
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to track down a refund I requested for a recent purchase, but the merchant hasn't confirmed receipt or processing. Can you check if the funds have been credited to my account?
VAL | [card_linking] | NO | Text: I recently reported my card as stolen, and I've since located it. Can I still use it?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm unable to locate the cash withdrawal that's reflected in my account summary.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds in your account?
VAL | [card_arrival] | YES | Text: I'm trying to track the status of my recently issued card.
VAL | [topping_up_by_card] | YES | Text: I'm having trouble finding my recent card top-up in my digital wallet.
VAL | [passcode_forgotten] | NO | Text: I'm having trouble remembering my passcode
VAL | [passcode_forgotten] | YES | Text: I'm having trouble remembering my passcode and would appreciate help figuring out why it's not accepting my attempts.
VAL | [pending_cash_withdrawal] | YES | Text: Why is my cash withdrawal still pending?
VAL | [transfer_not_received_by_recipient] | YES | Text: Hello, I'm concerned about a recent transfer I made to my landlord, as they're claiming it hasn't been received. I've double-checked the account number and everything appears to be in order on my end. Could there be any other reason why the transfer hasn't gone through?
VAL | [card_swallowed] | YES | Text: I swallowed my card while trying to retrieve it from the ATM.
VAL | [cancel_transfer] | YES | Text: I'm extremely frustrated because I accidentally initiated a transfer to the wrong account and now I need to cancel it. Can you assist me in reversing this transaction as soon as possible?
VAL | [card_arrival] | YES | Text: When will my new card arrive?
VAL | [getting_virtual_card] | YES | Text: When can I expect to receive my virtual card after ordering it?
VAL | [topping_up_by_card] | YES | Text: I'm unable to locate my card topping-up option in my digital wallet
VAL | [exchange_charge] | YES | Text: Are there any charges I need to pay when receiving an international money transfer?
VAL | [declined_cash_withdrawal] | NO | Text: I've tried to withdraw cash from two different ATMs, but my card was declined both times. I'm concerned that there might be an issue with my account. Could you please check if everything is okay?
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt at an ATM. Please check your account balance and ensure you have sufficient funds. If the issue persists, please contact our customer service team for further assistance.
VAL | [topping_up_by_card] | NO | Text: Can I have someone else add funds to my account using their card?
VAL | [top_up_reverted] | YES | Text: I made a deposit recently, but it seems to have been reversed. Can you help me understand why this happened?
VAL | [pending_top_up] | YES | Text: Why hasn't my top-up been processed? I've attempted to add funds to my account, but the transaction appears to be pending.
VAL | [card_not_working] | YES | Text: I've attempted to use my card at various merchants, but it's no longer functioning properly.
VAL | [fiat_currency_support] | YES | Text: Can I convert my funds to euros?
VAL | [topping_up_by_card] | YES | Text: Can I have someone else top up my account using their card?
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer into an account?
