GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a notification that a direct debit payment has been attempted using your debit card, but it's not recognized by our system. Can you please assist us in resolving this issue?
GEN | [contactless_not_working] | Orig: I am having issues using contactless payments, could my card be damaged? -> Aug: I'm experiencing difficulties with contactless transactions, is it possible that my card is malfunctioning?
GEN | [lost_or_stolen_card] | Orig: Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered. -> Aug: My card was stolen while I was on vacation in Spain and I need it blocked and a replacement issued as soon as possible.
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
GEN | [topping_up_by_card] | Orig: I cannot tell what my top up currently is. -> Aug: I'm not sure what my card balance is after the recent top-up.
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my credit card.
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm concerned about the security of my account, and I'd like to request a new card to replace the compromised one.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require an expedited delivery of my card.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the allowance not being disbursed to the beneficiary, as they are not authorized to receive it?
GEN | [card_payment_fee_charged] | Orig: I got charged a service fee on my account. Can it be waived since I didn't know about it before? -> Aug: I was surprised to see a payment processing fee on my statement. Can I request a refund or have it reversed since I wasn't aware of the fee beforehand?
GEN | [declined_transfer] | Orig: I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result! -> Aug: I'm experiencing a problem with my card, as it keeps getting declined. Despite my card being in good standing, I'm unable to complete the transaction. I've tried multiple times, but the result is always the same - declined. Can you help me figure out what's going on?
GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: What forms of identification do you accept for verification?
GEN | [compromised_card] | Orig: I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more? -> Aug: I recently discovered that my card was used in a location I've never visited. Can you please take immediate action to prevent further unauthorized transactions?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: Why is my card not being recognized by the payment terminal?
GEN | [card_swallowed] | Orig: What do I do after the ATM takes my card. -> Aug: What should I do if my card is swallowed by the ATM?
GEN | [card_swallowed] | Orig: The ATM won't give me my card back. I need it back now! -> Aug: The ATM has swallowed my card and I need it returned immediately!
GEN | [get_disposable_virtual_card] | Orig: I need a single use card for shopping online -> Aug: I'd like to request a one-time use virtual card for online transactions.
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if it's possible to use a US-issued card for this transaction?
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up automatic top-ups to my account, so I can receive a steady flow of funds while I'm away on my trip?
GEN | [direct_debit_payment_not_recognised] | Orig: Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late. -> Aug: Hi, I've reviewed my past statements and noticed an unusual direct debit payment that I'm certain wasn't authorized by me. Could you please help me investigate this discrepancy and let me know if I can dispute the charge, as it's already past the deadline?
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to initiate a cancellation and request a refund for my recent purchase.
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, your cash withdrawal request was declined.
GEN | [card_delivery_estimate] | Orig: are you sending me my card? -> Aug: Can you provide an estimated delivery date for my new card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand. -> Aug: I was surprised to find that the exchange rate for the cash withdrawal at the ATM was incorrect, resulting in an unexpected and excessive charge. I wish I had been informed of the rate beforehand, as it would have helped me plan my finances better.
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When can I expect the funds to be refunded to my account after a failed top-up attempt?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect the funds to be available in my account?
GEN | [request_refund] | Orig: My product was faulty. -> Aug: I'd like to request a refund for the defective product.
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for the card?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unauthorised cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you please provide an estimate for the delivery of my card within a 2-day timeframe?
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card for payment?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my card and require a replacement.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why did my card payment get declined?
GEN | [unable_to_verify_identity] | Orig: If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account. -> Aug: We're having trouble verifying your identity, and it may take up to 60 minutes to complete the process. Once we've finished, we'll be in touch. To ensure a smooth verification, please ensure your uploaded images are clear and your document photos are legible. Additionally, you must be at least 18 years old and reside within the European Economic Area or Switzerland to open an account.
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd like to use Visa instead, is that possible?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why hasn't my account updated? -> Aug: I haven't seen any changes to my account balance after depositing cash or cheque.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment has been attempted using your debit card, but it's not recognized by our system. Can you please assist us in resolving this issue?
VAL | [contactless_not_working] | YES | Text: I'm experiencing difficulties with contactless transactions, is it possible that my card is malfunctioning?
VAL | [lost_or_stolen_card] | YES | Text: My card was stolen while I was on vacation in Spain and I need it blocked and a replacement issued as soon as possible.
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
VAL | [topping_up_by_card] | NO | Text: I'm not sure what my card balance is after the recent top-up.
VAL | [transaction_charged_twice] | YES | Text: I've been charged twice for the same transaction on my credit card.
VAL | [compromised_card] | YES | Text: I'm concerned about the security of my account, and I'd like to request a new card to replace the compromised one.
VAL | [card_delivery_estimate] | NO | Text: I require an expedited delivery of my card.
VAL | [declined_transfer] | NO | Text: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
VAL | [beneficiary_not_allowed] | YES | Text: Why is the allowance not being disbursed to the beneficiary, as they are not authorized to receive it?
VAL | [card_payment_fee_charged] | NO | Text: I was surprised to see a payment processing fee on my statement. Can I request a refund or have it reversed since I wasn't aware of the fee beforehand?
VAL | [declined_transfer] | YES | Text: I'm experiencing a problem with my card, as it keeps getting declined. Despite my card being in good standing, I'm unable to complete the transaction. I've tried multiple times, but the result is always the same - declined. Can you help me figure out what's going on?
VAL | [verify_my_identity] | NO | Text: What forms of identification do you accept for verification?
VAL | [compromised_card] | YES | Text: I recently discovered that my card was used in a location I've never visited. Can you please take immediate action to prevent further unauthorized transactions?
VAL | [card_not_working] | YES | Text: Why is my card not being recognized by the payment terminal?
VAL | [card_swallowed] | YES | Text: What should I do if my card is swallowed by the ATM?
VAL | [card_swallowed] | YES | Text: The ATM has swallowed my card and I need it returned immediately!
VAL | [get_disposable_virtual_card] | YES | Text: I'd like to request a one-time use virtual card for online transactions.
VAL | [supported_cards_and_currencies] | NO | Text: I'm wondering if it's possible to use a US-issued card for this transaction?
VAL | [automatic_top_up] | NO | Text: Can I set up automatic top-ups to my account, so I can receive a steady flow of funds while I'm away on my trip?
VAL | [direct_debit_payment_not_recognised] | YES | Text: Hi, I've reviewed my past statements and noticed an unusual direct debit payment that I'm certain wasn't authorized by me. Could you please help me investigate this discrepancy and let me know if I can dispute the charge, as it's already past the deadline?
VAL | [request_refund] | YES | Text: I'd like to initiate a cancellation and request a refund for my recent purchase.
VAL | [declined_cash_withdrawal] | YES | Text: Unfortunately, your cash withdrawal request was declined.
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my new card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was surprised to find that the exchange rate for the cash withdrawal at the ATM was incorrect, resulting in an unexpected and excessive charge. I wish I had been informed of the rate beforehand, as it would have helped me plan my finances better.
VAL | [pending_top_up] | YES | Text: When can I expect the funds to be refunded to my account after a failed top-up attempt?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be available in my account?
VAL | [request_refund] | YES | Text: I'd like to request a refund for the defective product.
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for the card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unauthorised cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimate for the delivery of my card within a 2-day timeframe?
VAL | [card_acceptance] | NO | Text: How can I use my card for payment?
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my card and require a replacement.
VAL | [declined_transfer] | NO | Text: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
VAL | [declined_card_payment] | YES | Text: Why did my card payment get declined?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, and it may take up to 60 minutes to complete the process. Once we've finished, we'll be in touch. To ensure a smooth verification, please ensure your uploaded images are clear and your document photos are legible. Additionally, you must be at least 18 years old and reside within the European Economic Area or Switzerland to open an account.
VAL | [visa_or_mastercard] | NO | Text: I'd like to use Visa instead, is that possible?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I haven't seen any changes to my account balance after depositing cash or cheque.
