GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: The exchange rate used for the cash withdrawal was incorrect.
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that your top-up request was not processed successfully.
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I add funds to my account using my friend's card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Tell me why my balance did not change when I tranferred cash. -> Aug: I'd be happy to help you understand why your account balance wasn't updated after you made a recent transfer.
GEN | [cancel_transfer] | Orig: I used the wrong account. -> Aug: I mistakenly selected the wrong account.
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If a friend wants to add funds to my account, can they do so using my debit/credit card?
GEN | [cancel_transfer] | Orig: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: Hi, I'd like to cancel the transfer I initiated yesterday as it was an error. Could you please reverse the transaction and ensure it's corrected by tomorrow?
GEN | [pending_transfer] | Orig: I need to know why a money transfer is available. -> Aug: I'd like to understand the status of a pending transfer.
GEN | [top_up_by_card_charge] | Orig: Can I get information on topping up? -> Aug: How do I charge my card to top up my account?
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: What steps should my friend take to transfer funds to my account?
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all merchants?
GEN | [card_about_to_expire] | Orig: My card is almost going to expire. -> Aug: Your credit card's expiration date is approaching.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use bank transfer to top up my account, and what are the associated charges for this service?
GEN | [card_linking] | Orig: Can I add a card to back into the app? -> Aug: Can I link a card to my account in the app?
GEN | [failed_transfer] | Orig: Your system is broken. My transfers keep failing, 5 times now. -> Aug: Our system is malfunctioning. I've experienced failed transfers multiple times, with the latest being the fifth instance.
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hi, I'm concerned about a payment that was deducted from my account, but the seller is saying it was reverted back to my account. Can you look into this ASAP and resolve the issue?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: I want to do a swift transfer -> Aug: I'd like to make a bank transfer to top up my account
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: Why is my card blocked and how can I unblock it?
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a purchase and received the item, but the payment hasn't been deducted from my account. Can you help?
GEN | [transfer_not_received_by_recipient] | Orig: My cash transaction isn't showing on my receipt -> Aug: The funds from my recent transfer haven't been credited to the recipient's account.
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned about a payment that was previously reversed and is now showing up in my account again. Can you look into this and resolve the issue ASAP?
GEN | [pending_cash_withdrawal] | Orig: My last ATM request did not go through due to a declined card. Please cancel the request on my account. -> Aug: My previous cash withdrawal request was declined due to a card issue. Could you please cancel the pending withdrawal from my account?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: You can top up your account using either cash or cheque.
GEN | [receiving_money] | Orig: Please show me how my friend can send me money. -> Aug: Can you guide me on how my friend can transfer funds to me?
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but the transaction is being declined.
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I attempted to add funds to my card, but the transaction was unsuccessful.
GEN | [automatic_top_up] | Orig: Will the system automatically update once there is no more money left? -> Aug: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: Can you please explain the process for exchanging foreign currencies for cash transfers?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: Why was the exchange rate applied incorrectly for the item I bought?
GEN | [top_up_by_bank_transfer_charge] | Orig: Does this program take SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account, and what are the associated charges?
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for your recent top-up?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm checking on the status of your recent transfer from France. Can you please confirm the transfer details and the expected update time for your account balance?
GEN | [card_payment_not_recognised] | Orig: Is there any way to know how the transaction got on my account? -> Aug: I'm trying to figure out why the payment from my card wasn't processed successfully.
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned and dispensed an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds. I'm currently at the machine and would appreciate immediate assistance.
GEN | [card_about_to_expire] | Orig: My card's expiration date is close. -> Aug: Your credit card's expiration date is approaching.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: Why was the exchange rate applied incorrectly for my cash withdrawal?
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered in any country where the EU has no jurisdiction?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate used for the cash withdrawal was incorrect.
VAL | [top_up_failed] | NO | Text: It seems that your top-up request was not processed successfully.
VAL | [topping_up_by_card] | YES | Text: Can I add funds to my account using my friend's card?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'd be happy to help you understand why your account balance wasn't updated after you made a recent transfer.
VAL | [cancel_transfer] | NO | Text: I mistakenly selected the wrong account.
VAL | [topping_up_by_card] | NO | Text: If a friend wants to add funds to my account, can they do so using my debit/credit card?
VAL | [cancel_transfer] | YES | Text: Hi, I'd like to cancel the transfer I initiated yesterday as it was an error. Could you please reverse the transaction and ensure it's corrected by tomorrow?
VAL | [pending_transfer] | YES | Text: I'd like to understand the status of a pending transfer.
VAL | [top_up_by_card_charge] | YES | Text: How do I charge my card to top up my account?
VAL | [receiving_money] | YES | Text: What steps should my friend take to transfer funds to my account?
VAL | [card_acceptance] | YES | Text: Is the card accepted by all merchants?
VAL | [card_about_to_expire] | YES | Text: Your credit card's expiration date is approaching.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use bank transfer to top up my account, and what are the associated charges for this service?
VAL | [card_linking] | YES | Text: Can I link a card to my account in the app?
VAL | [failed_transfer] | YES | Text: Our system is malfunctioning. I've experienced failed transfers multiple times, with the latest being the fifth instance.
VAL | [reverted_card_payment?] | NO | Text: Hi, I'm concerned about a payment that was deducted from my account, but the seller is saying it was reverted back to my account. Can you look into this ASAP and resolve the issue?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [reverted_card_payment?] | YES | Text: Why did the payment I made online get reversed and credited back to my account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: I'd like to make a bank transfer to top up my account
VAL | [pin_blocked] | NO | Text: Why is my card blocked and how can I unblock it?
VAL | [reverted_card_payment?] | NO | Text: I made a purchase and received the item, but the payment hasn't been deducted from my account. Can you help?
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds from my recent transfer haven't been credited to the recipient's account.
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment that was previously reversed and is now showing up in my account again. Can you look into this and resolve the issue ASAP?
VAL | [pending_cash_withdrawal] | YES | Text: My previous cash withdrawal request was declined due to a card issue. Could you please cancel the pending withdrawal from my account?
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your account using either cash or cheque.
VAL | [receiving_money] | YES | Text: Can you guide me on how my friend can transfer funds to me?
VAL | [declined_transfer] | YES | Text: I'm attempting to initiate a transfer from my account to another account, but the transaction is being declined.
VAL | [top_up_failed] | YES | Text: I attempted to add funds to my card, but the transaction was unsuccessful.
VAL | [automatic_top_up] | NO | Text: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
VAL | [exchange_rate] | NO | Text: Can you please explain the process for exchanging foreign currencies for cash transfers?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Why was the exchange rate applied incorrectly for the item I bought?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a bank transfer to top up my account, and what are the associated charges?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds used for your recent top-up?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm checking on the status of your recent transfer from France. Can you please confirm the transfer details and the expected update time for your account balance?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why the payment from my card wasn't processed successfully.
VAL | [wrong_amount_of_cash_received] | YES | Text: The ATM malfunctioned and dispensed an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds. I'm currently at the machine and would appreciate immediate assistance.
VAL | [card_about_to_expire] | YES | Text: Your credit card's expiration date is approaching.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Why was the exchange rate applied incorrectly for my cash withdrawal?
VAL | [country_support] | NO | Text: Can this card be delivered in any country where the EU has no jurisdiction?
