GEN | [balance_not_updated_after_bank_transfer] | Orig: I don't see any change in my balance. -> Aug: I'm still seeing the same balance after making a recent transfer.
GEN | [lost_or_stolen_card] | Orig: Are you able to guide me to my card's location? -> Aug: Can you help me locate my missing card?
GEN | [why_verify_identity] | Orig: what I need to verify my account -> Aug: Can you please explain why I need to verify my account?
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm my card details for a successful top-up?
GEN | [card_arrival] | Orig: I don't have my card in 1 week.  Should I be worried? -> Aug: I haven't received my card after a week. Should I be concerned?
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I was shortchanged on the cash I received.
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: As my bank card is about to expire, can I request a replacement card to be sent to China?
GEN | [unable_to_verify_identity] | Orig: Problem verifying my account -> Aug: We're having trouble confirming your identity to access your account.
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'd like to exchange some currency for my trip. Can I do it through the app?
GEN | [country_support] | Orig: Is this card available to United States Residents? -> Aug: Is this card accessible to individuals residing in the United States?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
GEN | [receiving_money] | Orig: can my husband open an account and transfer money -> Aug: Can my spouse open an account and deposit funds?
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: Your payment was declined due to an issue with your card.
GEN | [verify_my_identity] | Orig: Let me know what the steps for the identity checks are -> Aug: Can you walk me through the process for verifying my identity?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: I'm expecting my credit card to arrive, but I haven't received it yet. Can you please let me know its status?
GEN | [transfer_fee_charged] | Orig: I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened? -> Aug: I made an international transfer of 7,000 to a recipient outside the EU, but they only received a smaller amount than what I sent. To rectify this, I need to initiate another transfer to ensure they receive the full amount I originally sent. Could you investigate this discrepancy and provide insight into what might have caused the issue?
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the spending limits associated with these disposable cards?
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been making regular transfers to my vacation property abroad, but I'm surprised to see exorbitant fees popping up. Shouldn't my loyalty as a frequent user be recognized?
GEN | [card_arrival] | Orig: Is there a way to track my card? -> Aug: Can I check the status of my card delivery?
GEN | [card_arrival] | Orig: I would like to track the card you sent to me. -> Aug: I'd like to confirm the status of the card that was mailed to me.
GEN | [get_physical_card] | Orig: I signed up, but don't have a PIN. Where can I find it? -> Aug: I'd like to obtain my physical card, but I don't have a PIN. Can you guide me on how to get it?
GEN | [top_up_failed] | Orig: Can I tell if my top off didn't work?  It doesn't seem to have. -> Aug: Can I check if my top-up was unsuccessful? It appears to have failed.
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to a specific account, or are there limitations on the beneficiary?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What was the reason for the transfer fee deduction?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I put more money into my account? -> Aug: Would you like to add funds to your account using cash or cheque?
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've located my card that I believed was misplaced, and I'd like to reactivate it. Can you assist me with the process?
GEN | [topping_up_by_card] | Orig: I tried to get gas but my money was gone! -> Aug: I attempted to make a purchase using my card, but it seems my account balance has been depleted.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Please, tell me why I can't have the funds I deposited a week ago? I need the money now. -> Aug: I made a deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'M HAVING ISSUES WITH MY CARD PAYMENT. IT KEEPS GETTING DECLINED WHEN I TRY TO USE IT. I'VE TRIED MULTIPLE TIMES, BUT IT KEEPS GETTING REJECTED. CAN YOU PLEASE HELP ME FIGURE OUT WHY THIS IS HAPPENING?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [card_linking] | Orig: I would like to reactivate my card that I previously reported lost. I located the card this morning. -> Aug: I would like to link my previously reported lost card back to my account since I've found it.
GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my new card was declined when I tried to use it today. Can you please help me understand why this happened and what I can do to avoid future declines?
GEN | [transfer_not_received_by_recipient] | Orig: I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed? -> Aug: I'm concerned about a payment I made to my new property manager. Although it's reflected in my account, they're claiming they haven't received it. Can you confirm that the transfer was successfully processed?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still seeing the same balance after making a recent transfer.
VAL | [lost_or_stolen_card] | YES | Text: Can you help me locate my missing card?
VAL | [why_verify_identity] | NO | Text: Can you please explain why I need to verify my account?
VAL | [verify_top_up] | YES | Text: How can I confirm my card details for a successful top-up?
VAL | [card_arrival] | YES | Text: I haven't received my card after a week. Should I be concerned?
VAL | [exchange_charge] | NO | Text: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [card_linking] | YES | Text: How will the newly received card be reflected in the app?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was shortchanged on the cash I received.
VAL | [disposable_card_limits] | YES | Text: What are the transaction limits for a disposable card?
VAL | [card_about_to_expire] | NO | Text: As my bank card is about to expire, can I request a replacement card to be sent to China?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble confirming your identity to access your account.
VAL | [exchange_via_app] | YES | Text: I'd like to exchange some currency for my trip. Can I do it through the app?
VAL | [country_support] | NO | Text: Is this card accessible to individuals residing in the United States?
VAL | [pin_blocked] | YES | Text: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
VAL | [receiving_money] | NO | Text: Can my spouse open an account and deposit funds?
VAL | [declined_card_payment] | YES | Text: Your payment was declined due to an issue with your card.
VAL | [verify_my_identity] | YES | Text: Can you walk me through the process for verifying my identity?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [card_arrival] | YES | Text: I'm expecting my credit card to arrive, but I haven't received it yet. Can you please let me know its status?
VAL | [transfer_fee_charged] | YES | Text: I made an international transfer of 7,000 to a recipient outside the EU, but they only received a smaller amount than what I sent. To rectify this, I need to initiate another transfer to ensure they receive the full amount I originally sent. Could you investigate this discrepancy and provide insight into what might have caused the issue?
VAL | [disposable_card_limits] | YES | Text: What are the spending limits associated with these disposable cards?
VAL | [transfer_fee_charged] | NO | Text: I've been making regular transfers to my vacation property abroad, but I'm surprised to see exorbitant fees popping up. Shouldn't my loyalty as a frequent user be recognized?
VAL | [card_arrival] | YES | Text: Can I check the status of my card delivery?
VAL | [card_arrival] | YES | Text: I'd like to confirm the status of the card that was mailed to me.
VAL | [get_physical_card] | NO | Text: I'd like to obtain my physical card, but I don't have a PIN. Can you guide me on how to get it?
VAL | [top_up_failed] | YES | Text: Can I check if my top-up was unsuccessful? It appears to have failed.
VAL | [beneficiary_not_allowed] | NO | Text: Can I transfer funds to a specific account, or are there limitations on the beneficiary?
VAL | [transfer_fee_charged] | YES | Text: What was the reason for the transfer fee deduction?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Would you like to add funds to your account using cash or cheque?
VAL | [card_linking] | YES | Text: I've located my card that I believed was misplaced, and I'd like to reactivate it. Can you assist me with the process?
VAL | [topping_up_by_card] | NO | Text: I attempted to make a purchase using my card, but it seems my account balance has been depleted.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
VAL | [declined_card_payment] | YES | Text: I'M HAVING ISSUES WITH MY CARD PAYMENT. IT KEEPS GETTING DECLINED WHEN I TRY TO USE IT. I'VE TRIED MULTIPLE TIMES, BUT IT KEEPS GETTING REJECTED. CAN YOU PLEASE HELP ME FIGURE OUT WHY THIS IS HAPPENING?
VAL | [getting_virtual_card] | NO | Text: I'm still waiting to receive my virtual card.
VAL | [card_linking] | NO | Text: I would like to link my previously reported lost card back to my account since I've found it.
VAL | [declined_card_payment] | YES | Text: I'm frustrated because my new card was declined when I tried to use it today. Can you please help me understand why this happened and what I can do to avoid future declines?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned about a payment I made to my new property manager. Although it's reflected in my account, they're claiming they haven't received it. Can you confirm that the transfer was successfully processed?
