GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when will the top-up amount be credited to my account?
GEN | [card_linking] | Orig: I would like to link my card to my account. -> Aug: I'd like to connect my card to my account.
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who is responsible for charging the transfer fee on my card
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up details?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash?
GEN | [activate_my_card] | Orig: How do I verify my new card? -> Aug: How do I activate my new card?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a wire transfer to receive my funds?
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: We've detected an issue with the cash withdrawal transaction in your account, and it seems that the funds were not successfully credited.
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: can I get a new card before my current one expires, and what are the associated fees?
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Are there any charges for topping up my card?
GEN | [card_acceptance] | Orig: Is there a list of where I can use my card? -> Aug: Can you provide me with a list of locations where I can use my card for transactions?
GEN | [getting_spare_card] | Orig: How many active cards can I have? -> Aug: Can I have multiple active cards at the same time?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to the recipient's account. I verified the recipient's account details a few days ago, but the payment hasn't been processed yet.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really frustrated. My payment was declined, and I don't know why.
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [top_up_by_cash_or_cheque] | Orig: Can cash be used in physical locations to top up? -> Aug: Can I use cash to top up my account at a physical location?
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: We've noticed an unexpected discrepancy in your account balance.
GEN | [verify_top_up] | Orig: I can't see a verification code anywhere -> Aug: I'm having trouble finding the verification code for my top-up
GEN | [transfer_fee_charged] | Orig: I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees. -> Aug: I've been a loyal customer for a while, making regular transactions, including a recent transfer to my new address abroad. I'm puzzled as to why I'm being charged extra fees now, considering my consistent usage. It seems unfair that I'm being penalized instead of being rewarded for my loyalty.
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is there a delay in processing my pending card payment for my account?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed?
GEN | [transfer_fee_charged] | Orig: I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me? -> Aug: I've been using my accounts regularly to manage my international payments, but I'm surprised to see new fees popping up. As a loyal customer, I expect some sort of loyalty reward, not additional charges.
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I allow someone else to access my account to make a card-based top-up for me?
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I use this service globally or internationally?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I'm concerned about recent charges on my card that I don't recognize, and I'd like to put a hold on the card immediately. Can I still get a refund for the unauthorized transactions?
GEN | [topping_up_by_card] | Orig: Can my account be topped up by my friends? -> Aug: Can I use my friend's card to top up my account?
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: How many times can I increase my credit limit through a top-up?
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I AM UNABLE TO LOCATE A RECENT CASH WITHDRAWAL FROM MY ACCOUNT AS RECORDED IN MY ONLINE STATEMENT.
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money -> Aug: My wallet was stolen a few hours ago, and I've just noticed an unauthorized withdrawal. This is extremely urgent, please help me before I lose more money.
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: I have a transfer in progress
GEN | [transfer_into_account] | Orig: Help! My account doesn't show any funds. Is transferring funds an option I can use? -> Aug: Can I move funds from another account to my current account? I'm not seeing any balance.
GEN | [card_linking] | Orig: I received my card, how do I get it to work in the app? -> Aug: I just got my new card, can you help me link it to my account in the mobile app?
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're unable to verify your identity at this time, and we'll need to resolve this issue before we can proceed with your account.
VAL | [pending_top_up] | YES | Text: when will the top-up amount be credited to my account?
VAL | [card_linking] | YES | Text: I'd like to connect my card to my account.
VAL | [transfer_fee_charged] | NO | Text: who is responsible for charging the transfer fee on my card
VAL | [verify_top_up] | YES | Text: Why do I need to confirm the top-up details?
VAL | [card_payment_fee_charged] | NO | Text: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: Why hasn't my account balance been updated after I deposited a cheque or cash?
VAL | [activate_my_card] | NO | Text: How do I activate my new card?
VAL | [receiving_money] | YES | Text: Can I use a wire transfer to receive my funds?
VAL | [cash_withdrawal_not_recognised] | YES | Text: We've detected an issue with the cash withdrawal transaction in your account, and it seems that the funds were not successfully credited.
VAL | [transfer_fee_charged] | YES | Text: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [card_about_to_expire] | NO | Text: can I get a new card before my current one expires, and what are the associated fees?
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges for topping up my card?
VAL | [card_acceptance] | NO | Text: Can you provide me with a list of locations where I can use my card for transactions?
VAL | [getting_spare_card] | NO | Text: Can I have multiple active cards at the same time?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm still waiting for my domestic transfer to be credited to the recipient's account. I verified the recipient's account details a few days ago, but the payment hasn't been processed yet.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I made a transfer, but my account balance hasn't been updated.
VAL | [declined_card_payment] | YES | Text: I'm really frustrated. My payment was declined, and I don't know why.
VAL | [getting_spare_card] | YES | Text: I need a replacement card
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [failed_transfer] | NO | Text: Why was my transfer not processed successfully?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I use cash to top up my account at a physical location?
VAL | [cash_withdrawal_not_recognised] | NO | Text: We've noticed an unexpected discrepancy in your account balance.
VAL | [verify_top_up] | NO | Text: I'm having trouble finding the verification code for my top-up
VAL | [transfer_fee_charged] | NO | Text: I've been a loyal customer for a while, making regular transactions, including a recent transfer to my new address abroad. I'm puzzled as to why I'm being charged extra fees now, considering my consistent usage. It seems unfair that I'm being penalized instead of being rewarded for my loyalty.
VAL | [pending_card_payment] | YES | Text: Why is there a delay in processing my pending card payment for my account?
VAL | [pending_card_payment] | YES | Text: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed?
VAL | [transfer_fee_charged] | NO | Text: I've been using my accounts regularly to manage my international payments, but I'm surprised to see new fees popping up. As a loyal customer, I expect some sort of loyalty reward, not additional charges.
VAL | [topping_up_by_card] | YES | Text: Can I allow someone else to access my account to make a card-based top-up for me?
VAL | [country_support] | NO | Text: Can I use this service globally or internationally?
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned about recent charges on my card that I don't recognize, and I'd like to put a hold on the card immediately. Can I still get a refund for the unauthorized transactions?
VAL | [topping_up_by_card] | NO | Text: Can I use my friend's card to top up my account?
VAL | [top_up_limits] | NO | Text: How many times can I increase my credit limit through a top-up?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I AM UNABLE TO LOCATE A RECENT CASH WITHDRAWAL FROM MY ACCOUNT AS RECORDED IN MY ONLINE STATEMENT.
VAL | [cash_withdrawal_not_recognised] | YES | Text: My wallet was stolen a few hours ago, and I've just noticed an unauthorized withdrawal. This is extremely urgent, please help me before I lose more money.
VAL | [pending_transfer] | YES | Text: I have a transfer in progress
VAL | [transfer_into_account] | YES | Text: Can I move funds from another account to my current account? I'm not seeing any balance.
VAL | [card_linking] | YES | Text: I just got my new card, can you help me link it to my account in the mobile app?
VAL | [unable_to_verify_identity] | YES | Text: We're unable to verify your identity at this time, and we'll need to resolve this issue before we can proceed with your account.
