GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: Why hasn't my account balance been updated to reflect the recent transfer I made?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request that it be immediately suspended or deactivated to prevent any unauthorized transactions.
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transaction that occurred earlier today.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my card to make the payment?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Why have my recent online transactions been declined, and my payment kept reverting back to my account, despite my card being active and in good standing?
GEN | [reverted_card_payment?] | Orig: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? -> Aug: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my top-up request been processed successfully?
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch to another option and update my personal information
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: We're having trouble verifying a payment made at a store I didn't visit.
GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: What's the reason for the extra charge showing up on my statement?
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: how can I proceed with a cash deposit or cheque top-up?
GEN | [pending_transfer] | Orig: i put in money for vacation and its not showing. i need that money today, how long will it take -> Aug: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm hesitant to confirm my identity through this process.
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I require a replacement card as my previous one has been stolen.
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
GEN | [age_limit] | Orig: Can I get an account for my son? -> Aug: Can I open an account for my child?
GEN | [transfer_fee_charged] | Orig: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. -> Aug: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
GEN | [edit_personal_details] | Orig: I am here to change my adress. -> Aug: I'd like to update my residential address.
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
GEN | [receiving_money] | Orig: How does one send me money? -> Aug: How can I receive funds from someone else?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?! -> Aug: I'm seeing some transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm unable to add funds to my account.
GEN | [lost_or_stolen_phone] | Orig: Do I need my phone to use the app? -> Aug: Can I still access the app without my phone?
GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can others deposit funds into my account or transfer money to me?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: Did you reverse the payment on your card?
GEN | [request_refund] | Orig: I'm cancelling this charge. I still have not received what I bought from these people a while ago. -> Aug: I'm cancelling the payment as I haven't received the item I purchased from them a while back.
GEN | [get_physical_card] | Orig: Help, I don't know what the PIN is to my card? -> Aug: Can you assist me in retrieving the physical card details, including the PIN, as I've misplaced it?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text maintains the same intent of the original text by focusing on the account balance not being updated after a transfer. It is specific and clear about the context of the transfer. | Original: Why hasn't my account updated to reflect my current balance? | Augmented: Why hasn't my account balance been updated to reflect the recent transfer I made?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why is  my balance not updated? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: My card has been stolen. I reported it with the police, but I need to report it with you as well. | Augmented: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. | Augmented: I'd like to report my card as stolen and request that it be immediately suspended or deactivated to prevent any unauthorized transactions.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. | Augmented: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. | Augmented: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: There was a transaction this morning that I'd like to reverse. | Augmented: I'd like to cancel a transaction that occurred earlier today.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why did I have to pay extra because I paid with my card? | Augmented: Why was I charged an additional fee when I used my card to make the payment?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? | Augmented: Why have my recent online transactions been declined, and my payment kept reverting back to my account, despite my card being active and in good standing?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? | Augmented: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why is it taking so long for my money to appear in my account? I have been waiting a week! | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Is there a problem with the top up system? My transaction hasn't gone through properly | Augmented: Why hasn't my top-up request been processed successfully?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: went somewhere else, need to change details | Augmented: decided to switch to another option and update my personal information
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I think there's a purchase at a store that I didn't go to. | Augmented: We're having trouble verifying a payment made at a store I didn't visit.
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I am not comfortable verifying my indentity. | Augmented: I'm hesitant to confirm my identity.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Why is there a pending hold on one pound on my statement? | Augmented: What's the reason for the extra charge showing up on my statement?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? | Augmented: I recently made a purchase and would like to cancel the transaction. Can you inform me if the item has already been dispatched?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: how do i find top up for cash deposit | Augmented: how can I proceed with a cash deposit or cheque top-up?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: i put in money for vacation and its not showing. i need that money today, how long will it take | Augmented: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I don't want to use this method to identify myself. | Augmented: I'm hesitant to confirm my identity through this process.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I need to order a new card as my other one was stolen. | Augmented: I require a replacement card as my previous one has been stolen.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: The augmented text maintains the same intent of understanding an unexpected charge on the account, and the pending status and amount are preserved. | Original: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? | Augmented: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Can I get an account for my son? | Augmented: Can I open an account for my child?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. | Augmented: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I am here to change my adress. | Augmented: I'd like to update my residential address.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. | Augmented: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How does one send me money? | Augmented: How can I receive funds from someone else?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I purchases several items today. Why are they still showing pending? | Augmented: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? | Augmented: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?! | Augmented: I'm seeing some transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I cant transfer money into my account | Augmented: I'm unable to add funds to my account.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Do I need my phone to use the app? | Augmented: Can I still access the app without my phone?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Are there ways for other people to send me money? | Augmented: Can others deposit funds into my account or transfer money to me?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: So much time has gone by, the pending status shouldn't still be there shouldn't it? | Augmented: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
