GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there. -> Aug: I attempted to refresh my account balance after depositing cash yesterday, but it appears to be stuck. Can you investigate why it's taking so long to reflect the update?
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
GEN | [extra_charge_on_statement] | Orig: Why is it showing that my account has been charged a dollar that is showing as pending? -> Aug: We noticed that there's an additional charge listed on your statement that's still pending, and we'd like to clarify why it was applied to your account.
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [cash_withdrawal_not_recognised] | Orig: I have my card here with me and someone has just made a withdrawal for 500. Please help! -> Aug: I'm holding my card and I've just noticed that someone has made a cash withdrawal of an unknown amount. Can you assist me with this issue?
GEN | [reverted_card_payment?] | Orig: How come I can't find my payment? -> Aug: Why isn't my payment showing up?
GEN | [country_support] | Orig: Is this card available to Americans? -> Aug: Are U.S. citizens eligible to use this card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
GEN | [failed_transfer] | Orig: How is this transfer supposed to work? It's not working for me. -> Aug: What's going on with this transfer? It's not processing as expected.
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [beneficiary_not_allowed] | Orig: Why is this not letting me exchange crypto? I need help making this transaction go through. -> Aug: Why am I unable to proceed with the crypto exchange? I require assistance to facilitate this transaction.
GEN | [card_linking] | Orig: Where do I go to add a new card? -> Aug: How can I link a new card to my account?
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [disposable_card_limits] | Orig: Are there any places that I can't use the disposable cards at? -> Aug: Can I use the disposable cards anywhere, or are there specific locations where they are not accepted?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I make a top-up payment via bank transfer, are there any charges involved?
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I've forgotten my passcode, could you please reset it for me?
GEN | [pending_cash_withdrawal] | Orig: Why has my withdrawal not posted? -> Aug: Why is my cash withdrawal still pending?
GEN | [direct_debit_payment_not_recognised] | Orig: Someone else charged my card! -> Aug: A payment made from my account was not recognized.
GEN | [visa_or_mastercard] | Orig: What credit cards do you carry -> Aug: What types of payment cards do you accept?
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
GEN | [country_support] | Orig: Can an American resident apply to get a card? -> Aug: Is a US citizen eligible to apply for a credit card?
GEN | [country_support] | Orig: Do you issue cards for someone living in the US? -> Aug: Are you able to provide cards to individuals residing in the United States?
GEN | [passcode_forgotten] | Orig: Can my password be reset if I do not have it? -> Aug: Can I recover my passcode if I've forgotten it?
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment rejected by the app?
GEN | [automatic_top_up] | Orig: Can I add money to my card automatically during a trip? -> Aug: Can I set up automatic top-ups for my card while I'm traveling?
GEN | [transfer_not_received_by_recipient] | Orig: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? -> Aug: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
GEN | [transfer_timing] | Orig: When will a transfer from the US post? -> Aug: When can I expect a transfer from the US to be processed?
GEN | [card_payment_not_recognised] | Orig: How do I find out how or where this transaction on my account came from? -> Aug: I'm trying to figure out where this payment on my account originated from. Can you help me identify the source of this transaction?
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
GEN | [card_linking] | Orig: I need some help linking my new card. -> Aug: I require assistance in connecting my recently issued card.
GEN | [request_refund] | Orig: I have an incorrect charge and would like a refund. -> Aug: I'm seeking a refund due to an erroneous transaction.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there. | Augmented: I attempted to refresh my account balance after depositing cash yesterday, but it appears to be stuck. Can you investigate why it's taking so long to reflect the update?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. | Augmented: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why is it showing that my account has been charged a dollar that is showing as pending? | Augmented: We noticed that there's an additional charge listed on your statement that's still pending, and we'd like to clarify why it was applied to your account.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Do you charge a fee for adding money in USD? | Augmented: Is there a charge for topping up my account using my card in USD?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I have my card here with me and someone has just made a withdrawal for 500. Please help! | Augmented: I'm holding my card and I've just noticed that someone has made a cash withdrawal of an unknown amount. Can you assist me with this issue?
VAL | [reverted_card_payment?] | ACCEPT | Reason: Both texts are essentially asking why a payment has not been recorded or recognized by the system. | Original: How come I can't find my payment? | Augmented: Why isn't my payment showing up?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Is this card available to Americans? | Augmented: Are U.S. citizens eligible to use this card?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. | Augmented: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: How is this transfer supposed to work? It's not working for me. | Augmented: What's going on with this transfer? It's not processing as expected.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I need to know how much it costs to transfer funds. | Augmented: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [beneficiary_not_allowed] | UNKNOWN | Reason: N/A | Original: Why is this not letting me exchange crypto? I need help making this transaction go through. | Augmented: Why am I unable to proceed with the crypto exchange? I require assistance to facilitate this transaction.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Where do I go to add a new card? | Augmented: How can I link a new card to my account?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Do I have to pick a creditcard brand? | Augmented: Must I choose between Visa or Mastercard?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there any places that I can't use the disposable cards at? | Augmented: Can I use the disposable cards anywhere, or are there specific locations where they are not accepted?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: If I top-up by using a trasfer are there charges that applied? | Augmented: If I make a top-up payment via bank transfer, are there any charges involved?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't remember my app code, can you reset it? | Augmented: I've forgotten my passcode, could you please reset it for me?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: Both texts are asking about a withdrawal that has not been processed, which fits the target intent of 'pending_cash_withdrawal'. The wording is slightly different but does not change the core banking intent. | Original: Why has my withdrawal not posted? | Augmented: Why is my cash withdrawal still pending?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Someone else charged my card! | Augmented: A payment made from my account was not recognized.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: What credit cards do you carry | Augmented: What types of payment cards do you accept?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! | Augmented: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can an American resident apply to get a card? | Augmented: Is a US citizen eligible to apply for a credit card?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Do you issue cards for someone living in the US? | Augmented: Are you able to provide cards to individuals residing in the United States?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: Can my password be reset if I do not have it? | Augmented: Can I recover my passcode if I've forgotten it?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why wasn't my payment accepted by the app | Augmented: Why was my payment rejected by the app?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money to my card automatically during a trip? | Augmented: Can I set up automatic top-ups for my card while I'm traveling?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? | Augmented: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will a transfer from the US post? | Augmented: When can I expect a transfer from the US to be processed?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: How do I find out how or where this transaction on my account came from? | Augmented: I'm trying to figure out where this payment on my account originated from. Can you help me identify the source of this transaction?
