GEN | [card_swallowed] | Orig: Why did the ATM take my card and keep it? -> Aug: The ATM swallowed my card, and I want to know why it's holding onto it.
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet.
GEN | [verify_top_up] | Orig: why verify the top up? it doesnt make sense -> Aug: what's the purpose of verifying the top-up process? it seems unclear to me
GEN | [top_up_limits] | Orig: Is there a top-up limit that I have to stay under during a given period of time? -> Aug: Is there a maximum amount I'm allowed to top up within a specific timeframe?
GEN | [get_disposable_virtual_card] | Orig: When will you be taking orders for disposable virtual cards? -> Aug: When can I place an order for a disposable virtual card?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
GEN | [getting_spare_card] | Orig: daughter needs card, how do i add her -> Aug: I'd like to obtain a spare card for my daughter.
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I believe I've been incorrectly billed for a transfer fee.
GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [getting_virtual_card] | Orig: I have lost my card, but need to place an online order! How do I get a virtual card instantly? -> Aug: I've misplaced my physical card, and I urgently need to make an online purchase. Can I obtain a virtual card immediately to complete the transaction?
GEN | [transaction_charged_twice] | Orig: My card was declined but it shows as multiple charges? -> Aug: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
GEN | [card_swallowed] | Orig: I need a new card because the ATM took mine. -> Aug: I require a replacement card because I accidentally swallowed my original one.
GEN | [card_arrival] | Orig: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? -> Aug: When can I expect my new card to arrive by mail? What should I do if it doesn't show up?
GEN | [card_payment_wrong_exchange_rate] | Orig: I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap. -> Aug: I believe there was an issue with the exchange rate conversion from Russian Rubles to UK Pounds, resulting in an incorrect charge.
GEN | [get_disposable_virtual_card] | Orig: How do I use the disposable cards? -> Aug: What steps do I need to follow to utilize the temporary virtual cards?
GEN | [pending_card_payment] | Orig: I made a payment with my card and it hasn't changed. How long do you think this will take? -> Aug: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
GEN | [getting_virtual_card] | Orig: I need to order a new virtual card, how do I do that? -> Aug: I'd like to request a new virtual card, can you guide me through the process?
GEN | [card_arrival] | Orig: Do you have info about the card on delivery? -> Aug: Can you provide information about the card's arrival status?
GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent yesterday and would like to rectify the situation as soon as possible, with the funds being transferred to the correct account by tomorrow at the latest.
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I encountered an error while attempting to make a top-up, and it was cancelled.
GEN | [cancel_transfer] | Orig: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? -> Aug: I accidentally set up a rent payment from an incorrect account, and I'd like to switch it to the correct one as soon as possible. Can I modify the transfer to ensure timely payment?
GEN | [age_limit] | Orig: I need to set up an account for my daughter, how would I do that? -> Aug: I'd like to open an account for my child, what's the process for doing so?
GEN | [get_disposable_virtual_card] | Orig: Please explain how I use the disposable cards? -> Aug: Please provide instructions on how to utilize the virtual disposable cards.
GEN | [top_up_failed] | Orig: I did a bank transfer to top up, but the money is not available. -> Aug: I attempted to make a transfer to add funds, but the funds are still unavailable.
GEN | [pending_transfer] | Orig: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. -> Aug: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
GEN | [card_arrival] | Orig: Can you help me track my card? -> Aug: Can you assist me in locating my card?
GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate -> Aug: Why did you apply an incorrect exchange rate for my international transaction? I was expecting a more competitive rate for the foreign currency.
GEN | [apple_pay_or_google_pay] | Orig: Does Apple Watch support the topping-off of my account? -> Aug: Can I use my Apple Watch to replenish my account balance?
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: How do the rules work for increasing my credit limit?
GEN | [declined_cash_withdrawal] | Orig: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? -> Aug: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
GEN | [card_swallowed] | Orig: I didn't get my card back from the ATM. -> Aug: I failed to retrieve my card from the ATM.
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm unable to complete the identity verification process.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: Why did the ATM take my card and keep it? | Augmented: The ATM swallowed my card, and I want to know why it's holding onto it.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. | Augmented: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent a payment but it isn't showing up in the app | Augmented: I made a transfer, but the recipient hasn't received it yet.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the core intent of seeking clarification on the necessity of verification for a top-up. It is asking for an explanation of the process, which is closely related to the original intent. | Original: why verify the top up? it doesnt make sense | Augmented: what's the purpose of verifying the top-up process? it seems unclear to me
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are asking about the limits on top-ups within a certain period, which aligns with the target intent of 'top_up_limits'. The wording is changed but the core banking intent remains the same. | Original: Is there a top-up limit that I have to stay under during a given period of time? | Augmented: Is there a maximum amount I'm allowed to top up within a specific timeframe?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: When will you be taking orders for disposable virtual cards? | Augmented: When can I place an order for a disposable virtual card?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I think there has been a mistake with my transfer | Augmented: I believe there's been an error with the transfer I initiated
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: daughter needs card, how do i add her | Augmented: I'd like to obtain a spare card for my daughter.
VAL | [transfer_fee_charged] | ACCEPT | Reason: The augmented text maintains the core idea of an extra charge for a transfer, which is consistent with the target intent. It does not introduce any new or unsupported information and remains specific to the banking context of fees. | Original: I think I have an extra transfer charge. | Augmented: I believe I've been incorrectly billed for a transfer fee.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can a credit card be used to transfer money? | Augmented: Can I use my credit card to add funds to my account?
VAL | [getting_virtual_card] | ACCEPT | Reason: N/A | Original: I have lost my card, but need to place an online order! How do I get a virtual card instantly? | Augmented: I've misplaced my physical card, and I urgently need to make an online purchase. Can I obtain a virtual card immediately to complete the transaction?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My card was declined but it shows as multiple charges? | Augmented: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Do you think you're asking for too much information about me? | Augmented: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: I need a new card because the ATM took mine. | Augmented: I require a replacement card because I accidentally swallowed my original one.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? | Augmented: When can I expect my new card to arrive by mail? What should I do if it doesn't show up?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap. | Augmented: I believe there was an issue with the exchange rate conversion from Russian Rubles to UK Pounds, resulting in an incorrect charge.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: How do I use the disposable cards? | Augmented: What steps do I need to follow to utilize the temporary virtual cards?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I made a payment with my card and it hasn't changed. How long do you think this will take? | Augmented: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new virtual card, how do I do that? | Augmented: I'd like to request a new virtual card, can you guide me through the process?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Do you have info about the card on delivery? | Augmented: Can you provide information about the card's arrival status?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. | Augmented: I mistakenly sent a payment to the wrong account for my rent yesterday and would like to rectify the situation as soon as possible, with the funds being transferred to the correct account by tomorrow at the latest.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I got an cancellation error when I was topping up. | Augmented: I encountered an error while attempting to make a top-up, and it was cancelled.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? | Augmented: I accidentally set up a rent payment from an incorrect account, and I'd like to switch it to the correct one as soon as possible. Can I modify the transfer to ensure timely payment?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: I need to set up an account for my daughter, how would I do that? | Augmented: I'd like to open an account for my child, what's the process for doing so?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: Please explain how I use the disposable cards? | Augmented: Please provide instructions on how to utilize the virtual disposable cards.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I did a bank transfer to top up, but the money is not available. | Augmented: I attempted to make a transfer to add funds, but the funds are still unavailable.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. | Augmented: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Can you help me track my card? | Augmented: Can you assist me in locating my card?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I am not recognized by the app. | Augmented: We're having trouble verifying your identity through our system.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate | Augmented: Why did you apply an incorrect exchange rate for my international transaction? I was expecting a more competitive rate for the foreign currency.
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Does Apple Watch support the topping-off of my account? | Augmented: Can I use my Apple Watch to replenish my account balance?
