GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [disposable_card_limits] | Orig: How many payments can I make using a virtual card? -> Aug: What is the maximum number of transactions I can make with a disposable card?
GEN | [cash_withdrawal_charge] | Orig: When did you start charging to make a withdrawal? How much is it now? I always thought it was free. -> Aug: When did you begin being charged for cash withdrawals? What's the current fee amount? I'm surprised to hear it's no longer free.
GEN | [cash_withdrawal_charge] | Orig: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. -> Aug: Are there any fees associated with withdrawing cash from my account? I recall making a withdrawal recently and being charged for it.
GEN | [cash_withdrawal_charge] | Orig: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? -> Aug: When did you start charging for cash withdrawals? I've always been able to do it without incurring a fee. How much does it cost now?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take a while for my account balance to update after an international bank transfer is made?
GEN | [top_up_limits] | Orig: How can I information on my limit for top-ups? -> Aug: What are the details about my limit for making top-ups?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble finishing the activation process for my card.
GEN | [cash_withdrawal_charge] | Orig: I have been charged a fee for getting cash -> Aug: I've been assessed a charge for withdrawing cash
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what happened?
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is there a holdup in processing my card payment for my account?
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I'd like to cancel my account due to dissatisfaction with your services.
GEN | [failed_transfer] | Orig: Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on? -> Aug: I'm attempting to finalize the purchase of a property and the initial mortgage payment is stuck. I'm encountering an issue with the transfer, and I'd appreciate it if you could help resolve this problem. What's causing the delay?
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account replenishment myself?
GEN | [card_not_working] | Orig: I can't get my actual card to work -> Aug: I'm having trouble using my physical card
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer with you? -> Aug: Can I initiate a bank transfer to top up my account with you?
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [card_not_working] | Orig: The card that I have isn't working. This is the physical card. -> Aug: The physical card I possess is not functioning properly.
GEN | [transfer_timing] | Orig: There is an urgent thing that I need to transfer from China. Approximately how long will it take? -> Aug: I need to make an urgent transfer from China and I'd like to know the estimated timeframe for the transfer to be processed.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use bank transfer to top up my account at this bank?
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Who is the source of the funds being used to make this transaction?
GEN | [cash_withdrawal_charge] | Orig: I received a fee for obtaining cash, is this correct? -> Aug: I was charged a fee for withdrawing cash, is this a standard practice?
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I learn about incoming transactions?
GEN | [transfer_timing] | Orig: I need to transfer something to China. It is urgent. How many days will it take to get there? -> Aug: I require an expedited transfer to China. Can you inform me about the estimated timeframe for the transfer to reach its destination?
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was overcharged for the item, and the amount doesn't match the expected exchange rate.
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
GEN | [cash_withdrawal_charge] | Orig: Why am I being charged for getting cash? -> Aug: Why am I being assessed a fee for withdrawing cash from my account?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [transfer_timing] | Orig: Can I transfer something urgently from China? How long does it take? -> Aug: Can I make an urgent transfer from China? What's the typical processing time for such a transfer?
GEN | [transfer_timing] | Orig: I desperately need to transfer something from China, Please give me the wait time. -> Aug: I urgently require a transfer from China, Could you please provide the estimated wait time?
GEN | [failed_transfer] | Orig: I am trying to transfer money and something is going wrong. -> Aug: I'm having trouble completing a transfer and it's not going through as expected.
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: What charges do I need to pay when I process a payment?
GEN | [transfer_timing] | Orig: I need a quick transfer from China.  How long would that take? -> Aug: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this transaction?
GEN | [cash_withdrawal_charge] | Orig: Why was I charged for getting cash? -> Aug: I was surprised to see a fee for withdrawing cash from my account.
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
GEN | [why_verify_identity] | Orig: what I need to verify my account -> Aug: to confirm my account information
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: How many payments can I make using a virtual card? | Augmented: What is the maximum number of transactions I can make with a disposable card?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: When did you start charging to make a withdrawal? How much is it now? I always thought it was free. | Augmented: When did you begin being charged for cash withdrawals? What's the current fee amount? I'm surprised to hear it's no longer free.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. | Augmented: Are there any fees associated with withdrawing cash from my account? I recall making a withdrawal recently and being charged for it.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? | Augmented: When did you start charging for cash withdrawals? I've always been able to do it without incurring a fee. How much does it cost now?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. | Augmented: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Is there a longer processing time for international bank transfers? | Augmented: Why does it take a while for my account balance to update after an international bank transfer is made?
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are asking for information about the top-up limit, preserving the intent of getting details about the top-up limits. | Original: How can I information on my limit for top-ups? | Augmented: What are the details about my limit for making top-ups?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I couldn't complete card activation. | Augmented: I'm having trouble finishing the activation process for my card.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I have been charged a fee for getting cash | Augmented: I've been assessed a charge for withdrawing cash
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: My card couldn't complete a transfer, why? | Augmented: The transfer I initiated with my card was unsuccessful, what happened?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: What is the cause of the delay in applying my card payment to my account? | Augmented: Why is there a holdup in processing my card payment for my account?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: I would like to invalidate my account.  I am very disappointed with your services. | Augmented: I'd like to cancel my account due to dissatisfaction with your services.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on? | Augmented: I'm attempting to finalize the purchase of a property and the initial mortgage payment is stuck. I'm encountering an issue with the transfer, and I'd appreciate it if you could help resolve this problem. What's causing the delay?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Am I the only one who can top-up my account? | Augmented: Can I perform a card-based account replenishment myself?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I can't get my actual card to work | Augmented: I'm having trouble using my physical card
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I able to do a SWIFT transfer with you? | Augmented: Can I initiate a bank transfer to top up my account with you?
VAL | [failed_transfer] | ACCEPT | Reason: Both texts are asking about a failed attempt to move funds, which aligns with the 'failed_transfer' intent. The wording has been slightly modified but the core question remains the same. | Original: Why was my transaction not approved? | Augmented: Why was my transfer not processed successfully?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: The card that I have isn't working. This is the physical card. | Augmented: The physical card I possess is not functioning properly.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: There is an urgent thing that I need to transfer from China. Approximately how long will it take? | Augmented: I need to make an urgent transfer from China and I'd like to know the estimated timeframe for the transfer to be processed.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Are SWIFT Transfers available at this bank? | Augmented: Can I use bank transfer to top up my account at this bank?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Who is giving me my money? | Augmented: Who is the source of the funds being used to make this transaction?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I received a fee for obtaining cash, is this correct? | Augmented: I was charged a fee for withdrawing cash, is this a standard practice?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: how do i find out about transfers | Augmented: how can I learn about incoming transactions?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need to transfer something to China. It is urgent. How many days will it take to get there? | Augmented: I require an expedited transfer to China. Can you inform me about the estimated timeframe for the transfer to reach its destination?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: I was charged the wing amount for an item. | Augmented: I was overcharged for the item, and the amount doesn't match the expected exchange rate.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I have enough money in my account, so why is my card being declined? | Augmented: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Why am I being charged for getting cash? | Augmented: Why am I being assessed a fee for withdrawing cash from my account?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: Can I transfer something urgently from China? How long does it take? | Augmented: Can I make an urgent transfer from China? What's the typical processing time for such a transfer?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I desperately need to transfer something from China, Please give me the wait time. | Augmented: I urgently require a transfer from China, Could you please provide the estimated wait time?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I am trying to transfer money and something is going wrong. | Augmented: I'm having trouble completing a transfer and it's not going through as expected.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Need help to get my card to work. | Augmented: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What are the fees imposed when I make a transaction? | Augmented: What charges do I need to pay when I process a payment?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need a quick transfer from China.  How long would that take? | Augmented: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this transaction?
