GEN | [card_not_working] | Orig: My card stopped working. How do I check if there is a freeze on it? -> Aug: My credit card is no longer functioning. Can you help me determine if it's been frozen or restricted in any way?
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: How long does it take to enable my card, as it appears to be inactive?
GEN | [change_pin] | Orig: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? -> Aug: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for one of these items to arrive in the United States?
GEN | [card_not_working] | Orig: Why won't my card accept any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [card_payment_fee_charged] | Orig: Why do I have to pay extra for using my card? -> Aug: Why am I being charged an additional fee for making a payment with my card?
GEN | [card_not_working] | Orig: I can't seem to use my card. Can you help? -> Aug: I'm having trouble using my card. Can you assist me?
GEN | [pending_transfer] | Orig: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? -> Aug: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that my card has been stolen.
GEN | [lost_or_stolen_phone] | Orig: How can I stop someone from using my card after I lost it yesterday. -> Aug: How can I prevent someone from using my card after I misplaced it yesterday?
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up on my statement.
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay an additional amount when using my card to pay? -> Aug: Why was I charged an extra fee when I used my card to make a payment?
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [card_not_working] | Orig: What's going on? My card wont accept any transactions. -> Aug: Why isn't my card working? It's not processing any transactions.
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical timeframe for transferring funds from Europe to my account?
GEN | [activate_my_card] | Orig: How do I active this card? -> Aug: How can I activate this card?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [transfer_into_account] | Orig: How is my money transferred to the account -> Aug: What steps can I take to move my funds into the account?
GEN | [compromised_card] | Orig: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. -> Aug: I believe someone else has used my card, as I've never been to the location where some transactions on my statement are from. Please take immediate action to resolve this issue.
GEN | [extra_charge_on_statement] | Orig: I still have not received an answer as to why I was charged $1.00 in a transaction? -> Aug: I'm still waiting for an explanation about the additional fee that appeared on my statement.
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
GEN | [compromised_card] | Orig: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. -> Aug: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
GEN | [cash_withdrawal_not_recognised] | Orig: I believe my card has been compromised as there are funds showing that I did not receive. -> Aug: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
GEN | [top_up_by_card_charge] | Orig: What do I need to know about topping up? -> Aug: What are the requirements for charging my card for a top-up?
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
GEN | [reverted_card_payment?] | Orig: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? -> Aug: I'm trying to understand why the payment I made wasn't credited to the seller, as they're saying it didn't go through. Can you help me resolve this issue?
GEN | [lost_or_stolen_card] | Orig: My card was stolen last night. -> Aug: My credit card was swiped from my possession last evening.
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer rejected?
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
GEN | [card_not_working] | Orig: Why can't I use my card? -> Aug: Why is my card not functioning properly?
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I'd like to cancel my account, please.
GEN | [request_refund] | Orig: Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important. -> Aug: I'd like to cancel a recent purchase and obtain a refund. Could you assist me in reversing the transaction so I can retrieve the funds? It's crucial that I get the refund as soon as possible.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can the exchange rate change while I am in the process of making a withdrawal? -> Aug: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up using a US-issued card?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was blocked. -> Aug: The transfer to my account was halted due to the beneficiary not being allowed.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: My card stopped working. How do I check if there is a freeze on it? | Augmented: My credit card is no longer functioning. Can you help me determine if it's been frozen or restricted in any way?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How long does it take to activate the card, as it does not look like its working? | Augmented: How long does it take to enable my card, as it appears to be inactive?
VAL | [change_pin] | ACCEPT | Reason: The augmented text does not introduce any new or unsupported information. It simply rephrases the original text with slightly different wording but retains the essential banking intent of changing the PIN. | Original: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? | Augmented: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: What is the length of time for one of these items to come to the U.S? | Augmented: How long does it typically take for one of these items to arrive in the United States?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why won't my card accept any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why do I have to pay extra for using my card? | Augmented: Why am I being charged an additional fee for making a payment with my card?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I can't seem to use my card. Can you help? | Augmented: I'm having trouble using my card. Can you assist me?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? | Augmented: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
VAL | [visa_or_mastercard] | REVIEW | Reason: N/A | Original: I need a Visa card | Augmented: I require a Mastercard
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Help!  I fear that my card was stolen, | Augmented: I'm worried that my card has been stolen.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: How can I stop someone from using my card after I lost it yesterday. | Augmented: How can I prevent someone from using my card after I misplaced it yesterday?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: I returned an item but don't see it on my account? | Augmented: I sent back a product, but the refund isn't showing up on my statement.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. | Augmented: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the core question about an additional charge (fee) for a card payment, which is consistent with the original intent. | Original: Why did I have to pay an additional amount when using my card to pay? | Augmented: Why was I charged an extra fee when I used my card to make a payment?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. | Augmented: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What's going on? My card wont accept any transactions. | Augmented: Why isn't my card working? It's not processing any transactions.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get money from Europe? | Augmented: What is the typical timeframe for transferring funds from Europe to my account?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How do I active this card? | Augmented: How can I activate this card?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? | Augmented: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How is my money transferred to the account | Augmented: What steps can I take to move my funds into the account?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. | Augmented: I believe someone else has used my card, as I've never been to the location where some transactions on my statement are from. Please take immediate action to resolve this issue.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I still have not received an answer as to why I was charged $1.00 in a transaction? | Augmented: I'm still waiting for an explanation about the additional fee that appeared on my statement.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. | Augmented: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
VAL | [compromised_card] | ACCEPT | Reason: The augmented text clearly conveys the same issue of unauthorized transactions and the need for action, which aligns with the 'compromised_card' intent. There are no contradictions or unsupported details added. | Original: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. | Augmented: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I believe my card has been compromised as there are funds showing that I did not receive. | Augmented: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: What do I need to know about topping up? | Augmented: What are the requirements for charging my card for a top-up?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I hate this ATM, it charged me an extra fee, Why did it charge? | Augmented: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? | Augmented: I'm trying to understand why the payment I made wasn't credited to the seller, as they're saying it didn't go through. Can you help me resolve this issue?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: My card was stolen last night. | Augmented: My credit card was swiped from my possession last evening.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How do I make my transfer go through | Augmented: Why was my transfer rejected?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Please help me get a Visa card. | Augmented: Please assist me in obtaining a Mastercard.
