GEN | [card_payment_fee_charged] | Orig: This fee shouldn't be there after I paid with a card. -> Aug: This charge shouldn't have been applied since I used my card for the payment.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why isn't my bank transfer reflected in my account balance?
GEN | [country_support] | Orig: Which countries are represented? -> Aug: What nations are supported?
GEN | [apple_pay_or_google_pay] | Orig: top up for my american express card is not working -> Aug: My Apple Pay or Google Pay for my American Express card is not functioning properly.
GEN | [card_payment_wrong_exchange_rate] | Orig: My payment had a wrong exchange rate. -> Aug: The exchange rate used for my payment was incorrect.
GEN | [pending_cash_withdrawal] | Orig: How long does it take for a cash withdrawal to show? -> Aug: When can I expect a pending cash withdrawal to be processed and reflected in my account?
GEN | [card_linking] | Orig: Can I reactivate a card? -> Aug: Can I reissue a card?
GEN | [transfer_into_account] | Orig: I want to top up by transfering accounts, What do I do? -> Aug: I'd like to make a transfer from one account to another, how can I proceed?
GEN | [pending_cash_withdrawal] | Orig: The cash I deposited using the ATM is still pending -> Aug: The funds I withdrew from the ATM are still awaiting processing
GEN | [verify_my_identity] | Orig: How do I verify my identity? -> Aug: What steps can I take to confirm my identity?
GEN | [card_payment_fee_charged] | Orig: I was made to pay a fee for making a transaction with card. -> Aug: I was unexpectedly charged a fee for using my card to complete a transaction.
GEN | [visa_or_mastercard] | Orig: I would like to get a Visa card -> Aug: I would like to obtain a Mastercard
GEN | [top_up_failed] | Orig: Why was my top-up rejected? -> Aug: Why did my top-up transaction fail?
GEN | [lost_or_stolen_card] | Orig: I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card? -> Aug: I'm pretty sure I left my wallet on the bus, and I just got to the office. I'm worried someone might use my card. Can I report it lost or stolen?
GEN | [supported_cards_and_currencies] | Orig: What are the acceptable currencies for adding funds? -> Aug: What currencies are accepted for depositing funds?
GEN | [terminate_account] | Orig: Help me close my account. -> Aug: Can you assist me in canceling my account?
GEN | [pending_card_payment] | Orig: What does it mean if my payment is pending? -> Aug: What does it mean if my card payment is still being processed?
GEN | [declined_transfer] | Orig: It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once. -> Aug: My transfers are being consistently declined, which is unusual since I've had no issues with them before, but it's happening now and I've tried multiple times.
GEN | [age_limit] | Orig: How old does one need to be? -> Aug: What is the minimum age requirement?
GEN | [change_pin] | Orig: Help me change my PIN. -> Aug: Can you assist me in updating my PIN?
GEN | [card_linking] | Orig: I have a card that was deactivated can I reactivate it? -> Aug: I'd like to reactivate a card that was previously deactivated, is that possible?
GEN | [edit_personal_details] | Orig: Am I able to modify my account details? -> Aug: Can I make changes to my personal information?
GEN | [top_up_failed] | Orig: I tried to top up my account and it didn't work -> Aug: I attempted to add funds to my account, but the transaction was unsuccessful
GEN | [declined_transfer] | Orig: What would be a reason my transfer got declined? -> Aug: Why was my transfer transaction rejected?
GEN | [terminate_account] | Orig: Is it possible to delete the account? -> Aug: Can I cancel the account?
GEN | [lost_or_stolen_phone] | Orig: I lost my phone, what should I do? -> Aug: I misplaced my mobile device, what steps can I take?
GEN | [card_delivery_estimate] | Orig: can you express my card to me? -> Aug: Can you provide an estimate for the delivery of my card?
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
GEN | [cash_withdrawal_not_recognised] | Orig: Why is my app showing me taking money that I did not take out? -> Aug: Why is my mobile app displaying a cash withdrawal that I did not initiate?
GEN | [pending_transfer] | Orig: I wanted to know why there is a transfer of mine pending. -> Aug: I'm curious about the status of a transfer I initiated, which is currently pending.
GEN | [cash_withdrawal_charge] | Orig: I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this? -> Aug: I was informed that using the ATM for a cash withdrawal is supposed to be fee-free, but I'm being charged a charge. Can you explain why this is the case?
GEN | [automatic_top_up] | Orig: I heard you have an auto-top up option, where do I find that? -> Aug: I'm looking for the automatic top-up feature, can you guide me on how to access it?
GEN | [transfer_fee_charged] | Orig: I had an unexpected fee -> Aug: I was surprised to find a charge
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [fiat_currency_support] | Orig: What currencies can I exchange? -> Aug: Which fiat currencies are available for exchange?
GEN | [transaction_charged_twice] | Orig: I noticed that my card was charged more than once for one thing. -> Aug: I've been charged twice for the same transaction.
GEN | [declined_card_payment] | Orig: Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working. -> Aug: I'm having trouble using my new card to make payments, and it keeps getting declined. I've tried to use it multiple times to pay for gas at the Shell station near my home, but it's not working. I'm really frustrated about this issue with my new card.
GEN | [receiving_money] | Orig: Can I receive my salary with this in another currency? -> Aug: Can I get my salary in a different currency instead?
GEN | [card_payment_not_recognised] | Orig: Hello, i just checked my statement and there seems to be a payment from my card that I have never seen before. -> Aug: Hello, I've reviewed my statement and noticed an unfamiliar payment made using my card.
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in my account before I check my available balance?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: This fee shouldn't be there after I paid with a card. | Augmented: This charge shouldn't have been applied since I used my card for the payment.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: How can I fix my bank transfer to show up on my bank account? | Augmented: Why isn't my bank transfer reflected in my account balance?
VAL | [country_support] | ACCEPT | Reason: Both texts are seeking information about the countries or nations that are supported by a financial entity, which aligns with the 'country_support' intent. | Original: Which countries are represented? | Augmented: What nations are supported?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: top up for my american express card is not working | Augmented: My Apple Pay or Google Pay for my American Express card is not functioning properly.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: My payment had a wrong exchange rate. | Augmented: The exchange rate used for my payment was incorrect.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: How long does it take for a cash withdrawal to show? | Augmented: When can I expect a pending cash withdrawal to be processed and reflected in my account?
VAL | [card_linking] | UNKNOWN | Reason: N/A | Original: Can I reactivate a card? | Augmented: Can I reissue a card?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I want to top up by transfering accounts, What do I do? | Augmented: I'd like to make a transfer from one account to another, how can I proceed?
VAL | [pending_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: The cash I deposited using the ATM is still pending | Augmented: The funds I withdrew from the ATM are still awaiting processing
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: How do I verify my identity? | Augmented: What steps can I take to confirm my identity?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I was made to pay a fee for making a transaction with card. | Augmented: I was unexpectedly charged a fee for using my card to complete a transaction.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I would like to get a Visa card | Augmented: I would like to obtain a Mastercard
VAL | [top_up_failed] | ACCEPT | Reason: Both texts are asking about the reason for a failed top-up transaction, preserving the same intent. | Original: Why was my top-up rejected? | Augmented: Why did my top-up transaction fail?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card? | Augmented: I'm pretty sure I left my wallet on the bus, and I just got to the office. I'm worried someone might use my card. Can I report it lost or stolen?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What are the acceptable currencies for adding funds? | Augmented: What currencies are accepted for depositing funds?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: Help me close my account. | Augmented: Can you assist me in canceling my account?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: What does it mean if my payment is pending? | Augmented: What does it mean if my card payment is still being processed?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once. | Augmented: My transfers are being consistently declined, which is unusual since I've had no issues with them before, but it's happening now and I've tried multiple times.
VAL | [age_limit] | ACCEPT | Reason: ... | Original: How old does one need to be? | Augmented: What is the minimum age requirement?
VAL | [change_pin] | ACCEPT | Reason: Both texts request assistance in changing the user's PIN, which is a direct action related to the target intent of 'change_pin'. There is no contradiction or ambiguity introduced. | Original: Help me change my PIN. | Augmented: Can you assist me in updating my PIN?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I have a card that was deactivated can I reactivate it? | Augmented: I'd like to reactivate a card that was previously deactivated, is that possible?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Am I able to modify my account details? | Augmented: Can I make changes to my personal information?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I tried to top up my account and it didn't work | Augmented: I attempted to add funds to my account, but the transaction was unsuccessful
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: What would be a reason my transfer got declined? | Augmented: Why was my transfer transaction rejected?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Is it possible to delete the account? | Augmented: Can I cancel the account?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: ... | Original: I lost my phone, what should I do? | Augmented: I misplaced my mobile device, what steps can I take?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: can you express my card to me? | Augmented: Can you provide an estimate for the delivery of my card?
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the same banking intent, describing a payment that was initially deducted but then reversed, which is consistent with the original text. The request for resolution is also aligned with the original intent. | Original: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. | Augmented: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: ... | Original: Why is my app showing me taking money that I did not take out? | Augmented: Why is my mobile app displaying a cash withdrawal that I did not initiate?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why there is a transfer of mine pending. | Augmented: I'm curious about the status of a transfer I initiated, which is currently pending.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this? | Augmented: I was informed that using the ATM for a cash withdrawal is supposed to be fee-free, but I'm being charged a charge. Can you explain why this is the case?
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question in a slightly more direct manner. It is still asking about locating the automatic top-up feature, which is consistent with the target intent. | Original: I heard you have an auto-top up option, where do I find that? | Augmented: I'm looking for the automatic top-up feature, can you guide me on how to access it?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I had an unexpected fee | Augmented: I was surprised to find a charge
