GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any transactions.
GEN | [lost_or_stolen_card] | Orig: What's the phone number to freeze a card? -> Aug: What's the phone number to report a lost or stolen card?
GEN | [wrong_amount_of_cash_received] | Orig: It kept my cash -> Aug: I was given the wrong amount of money
GEN | [card_payment_not_recognised] | Orig: I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back? -> Aug: I'd like to put a hold on my card as there are unauthorized transactions showing up on my statement. The charges have been appearing over the past couple of days. Can I get these unauthorized charges reversed and the funds returned to my account?
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [wrong_amount_of_cash_received] | Orig: There was a limited amount of money available at the time of my transaction. -> Aug: There was insufficient cash available at the time of my transaction.
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I expected my new card to arrive by now.
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to be successfully delivered to the recipient.
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account information to make the payment.
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
GEN | [card_payment_not_recognised] | Orig: Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from. -> Aug: Can you temporarily suspend my card activity? I'm concerned about unauthorized transactions that have been made on my account.
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: New customer attempting to top up their account for the first time today, but the transaction is not processing.
GEN | [Refund_not_showing_up] | Orig: Card refund is not showing up in my statement. -> Aug: The refund for my card is missing from my latest statement.
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
GEN | [compromised_card] | Orig: What can I do if my card details where stolen from my car? I think they used my card to buy gas. -> Aug: What can I do if my card information was stolen from my vehicle? I suspect someone used my card to make a purchase, possibly for gas.
GEN | [contactless_not_working] | Orig: Help me to set up contactless payments. -> Aug: Can you assist me in enabling contactless transactions?
GEN | [cash_withdrawal_not_recognised] | Orig: I need my card frozen cause it was used without my consent to take money out. It was in an odd place. -> Aug: I'm concerned about unauthorized cash withdrawals on my card, which occurred in an unusual location without my permission.
GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a payment attempt from your debit card, but it's not being recognized.
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: how long will it take for my top-up to be processed?
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Required urgent top-up, experiencing a 30-minute delay. Please resolve this issue as soon as possible!
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'd like to dispute some recent transactions on my card. I didn't authorise them, and I'd like to reverse the charges.
GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I access the recently added card?
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to replenish my account balance, but an error occurred.
GEN | [transfer_not_received_by_recipient] | Orig: |I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? -> Aug: I recently relocated to a new residence and terminated my direct debit with my previous landlord, which was functioning correctly. Since then, I've established a new transfer to my new landlord, but it hasn't been received by her yet. Could you kindly investigate this matter for me?
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I'd like to request an expedited delivery for my card.
GEN | [compromised_card] | Orig: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. -> Aug: My credit card was compromised and unauthorized transactions were made. I need you to temporarily suspend my card to prevent further misuse.
GEN | [top_up_failed] | Orig: My credit card did not go through. Can you see if it has insufficient funds? -> Aug: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my card.
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential security risks. Can you confirm my identity to ensure my account is secure?
GEN | [terminate_account] | Orig: What are the steps to finishing up with this account? -> Aug: How do I go about closing this account?
GEN | [wrong_amount_of_cash_received] | Orig: Help, your app is showing a larger WD than I actually did earlier at an ATM. -> Aug: The app is displaying a higher withdrawal amount than what I physically deposited at the ATM.
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: How much does the bank charge for issuing a new physical card if my original one is lost or stolen?
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm expecting my transfer to be received by the recipient.
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I was left with no funds and couldn't afford to fill up my tank.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I seem to be unable to make any transactions. | Augmented: I'm having trouble making any transactions.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: What's the phone number to freeze a card? | Augmented: What's the phone number to report a lost or stolen card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: It kept my cash | Augmented: I was given the wrong amount of money
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back? | Augmented: I'd like to put a hold on my card as there are unauthorized transactions showing up on my statement. The charges have been appearing over the past couple of days. Can I get these unauthorized charges reversed and the funds returned to my account?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: How do I stop fraud to my card? | Augmented: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [why_verify_identity] | UNKNOWN | Reason: N/A | Original: Why do I have to give you my drivers license | Augmented: We're verifying your identity to ensure the security and integrity of your account.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: There was a limited amount of money available at the time of my transaction. | Augmented: There was insufficient cash available at the time of my transaction.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I thought I would have received my new card at this point. | Augmented: I expected my new card to arrive by now.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! | Augmented: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? | Augmented: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I am just waiting on the completion of the transaction. | Augmented: I'm still waiting for the transfer to be successfully delivered to the recipient.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I don't have my mobile device and am unable to make the payment because I forgot my details. | Augmented: I've misplaced my phone and can't access my account information to make the payment.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. | Augmented: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from. | Augmented: Can you temporarily suspend my card activity? I'm concerned about unauthorized transactions that have been made on my account.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: new customer and filling gas for the first time today, not working, | Augmented: New customer attempting to top up their account for the first time today, but the transaction is not processing.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Card refund is not showing up in my statement. | Augmented: The refund for my card is missing from my latest statement.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. | Augmented: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: What can I do if my card details where stolen from my car? I think they used my card to buy gas. | Augmented: What can I do if my card information was stolen from my vehicle? I suspect someone used my card to make a purchase, possibly for gas.
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: Help me to set up contactless payments. | Augmented: Can you assist me in enabling contactless transactions?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I need my card frozen cause it was used without my consent to take money out. It was in an odd place. | Augmented: I'm concerned about unauthorized cash withdrawals on my card, which occurred in an unusual location without my permission.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: People are using my debit card - help! | Augmented: We've received a payment attempt from your debit card, but it's not being recognized.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long should i expect to wait when i add money | Augmented: how long will it take for my top-up to be processed?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Needed gas, been delayed for half an hour.Please fix it! | Augmented: Required urgent top-up, experiencing a 30-minute delay. Please resolve this issue as soon as possible!
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? | Augmented: I'd like to dispute some recent transactions on my card. I didn't authorise them, and I'd like to reverse the charges.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: In the app, how can I make it show the new card that arrived? | Augmented: In the app, how can I access the recently added card?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I refilled my account balance but got an error message. | Augmented: I attempted to replenish my account balance, but an error occurred.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: |I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? | Augmented: I recently relocated to a new residence and terminated my direct debit with my previous landlord, which was functioning correctly. Since then, I've established a new transfer to my new landlord, but it hasn't been received by her yet. Could you kindly investigate this matter for me?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: i need to expedite my card | Augmented: I'd like to request an expedited delivery for my card.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. | Augmented: My credit card was compromised and unauthorized transactions were made. I need you to temporarily suspend my card to prevent further misuse.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My credit card did not go through. Can you see if it has insufficient funds? | Augmented: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why has my money been returned back to my card. | Augmented: Why was my payment reversed and credited back to my card?
VAL | [compromised_card] | ACCEPT | Reason: Both sentences convey a sense of worry or suspicion regarding the security of a card, which is consistent with the idea that the card might have been compromised. | Original: am suspicious of my card's security | Augmented: I'm concerned about the security of my card.
