GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be fined for topping up by transfer? -> Aug: Will I incur a charge for topping up my account via bank transfer?
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
GEN | [virtual_card_not_working] | Orig: Why is my disposable card not working? -> Aug: Why is my temporary card not functioning properly?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [reverted_card_payment?] | Orig: What should I do if my card payment was cancelled? -> Aug: What happens if my card payment was reversed?
GEN | [apple_pay_or_google_pay] | Orig: how do i setup my apple pay -> Aug: how do i configure my apple pay
GEN | [top_up_failed] | Orig: How can correct Top up with the app to work correctly? -> Aug: Why is the top-up process not functioning properly when attempting to use the app?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
GEN | [fiat_currency_support] | Orig: I need to know which flat currencies are supported by you. -> Aug: I'm looking for information on the fiat currencies your bank accepts.
GEN | [transfer_not_received_by_recipient] | Orig: When are you going to transfer the money? -> Aug: When will the transfer be delivered to the recipient?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use a bank transfer to top up my account?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet?
GEN | [card_linking] | Orig: I recently reported my card as missing/lost, and I just found it. Can I still use it? -> Aug: I recently reported my card as missing, but I've since located it. Can I still use it?
GEN | [supported_cards_and_currencies] | Orig: What currency is acceptable for a top up? -> Aug: We accept a range of currencies for top-ups, including but not limited to the following: USD, EUR, JPY, and more.
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm unable to access my funds. Could it be due to an issue with the recent top-up attempt? I'm certain I entered the details correctly.
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you accept SWIFT transfers? -> Aug: Can you facilitate bank transfers for top-ups?
GEN | [exchange_charge] | Orig: Please provide currency exchange rates -> Aug: Can you give me the current exchange rates for currency conversion?
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [getting_spare_card] | Orig: I would like some more physical cards, what is my limit? -> Aug: I'd like to request additional physical debit/credit cards, could you please inform me about my available limit?
GEN | [exchange_rate] | Orig: What foreign exchange rate will I get on weekdays and on the weekends? -> Aug: What is the exchange rate available on weekdays versus weekends?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [pending_transfer] | Orig: When will my transfer move out of pending stage? -> Aug: When will my transfer be processed and no longer be in a pending state?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'm missing my physical card. Can you help me obtain a new one?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my cheque be processed? -> Aug: When will my cash deposit be reflected in my account balance?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [card_payment_wrong_exchange_rate] | Orig: Can you change the rate for the item I bought in a different currency as it is wrong? -> Aug: The exchange rate used for the transaction is incorrect, can you adjust it to reflect the correct rate for the foreign currency?
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
GEN | [pending_transfer] | Orig: I have a pending money transfer -> Aug: A transfer of funds is currently in the process of being sent
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: My account balance is still zero despite the recent card top-up I made an hour ago.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Top up my card please, which y'all support? | Augmented: Can you please inform me about the payment methods you accept, specifically the cards you support?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Is my country's currency supported by your system? | Augmented: Does your bank support transactions in my local currency?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? | Augmented: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: Will I be fined for topping up by transfer? | Augmented: Will I incur a charge for topping up my account via bank transfer?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? | Augmented: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: Why is my disposable card not working? | Augmented: Why is my temporary card not functioning properly?
VAL | [card_linking] | ACCEPT | Reason: Both texts are asking about the reflection of a newly received card in the app, which is directly related to the card linking process. | Original: Card has been received, how will it show up on the app? | Augmented: How will the newly received card be reflected in the app?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: What should I do if my card payment was cancelled? | Augmented: What happens if my card payment was reversed?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: Both texts are asking about the setup/configuration of Apple Pay, which is related to the same banking intent. | Original: how do i setup my apple pay | Augmented: how do i configure my apple pay
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: How can correct Top up with the app to work correctly? | Augmented: Why is the top-up process not functioning properly when attempting to use the app?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I get my friends to add money to my account? | Augmented: Can I have my friends use their cards to top up my account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? | Augmented: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I need to know which flat currencies are supported by you. | Augmented: I'm looking for information on the fiat currencies your bank accepts.
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: When are you going to transfer the money? | Augmented: When will the transfer be delivered to the recipient?
VAL | [top_up_by_bank_transfer_charge] | REVIEW | Reason: N/A | Original: Are SWIFT transfers supported? | Augmented: Can I use a bank transfer to top up my account?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? | Augmented: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Isn't my top-up supposed to mean its complete? | Augmented: Why hasn't my top-up been processed yet?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I recently reported my card as missing/lost, and I just found it. Can I still use it? | Augmented: I recently reported my card as missing, but I've since located it. Can I still use it?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What currency is acceptable for a top up? | Augmented: We accept a range of currencies for top-ups, including but not limited to the following: USD, EUR, JPY, and more.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. | Augmented: I'm unable to access my funds. Could it be due to an issue with the recent top-up attempt? I'm certain I entered the details correctly.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What types of top-up methods do you accept? | Augmented: You can top up your account using either cash or cheque.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Do you accept SWIFT transfers? | Augmented: Can you facilitate bank transfers for top-ups?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Please provide currency exchange rates | Augmented: Can you give me the current exchange rates for currency conversion?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I schedule future top ups? | Augmented: Can I set up recurring automatic top-ups?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I would like some more physical cards, what is my limit? | Augmented: I'd like to request additional physical debit/credit cards, could you please inform me about my available limit?
VAL | [exchange_rate] | ACCEPT | Reason: The augmented text maintains the focus on the exchange rate and the comparison between weekdays and weekends, thus preserving the original intent without adding any unsupported information or becoming ambiguous. | Original: What foreign exchange rate will I get on weekdays and on the weekends? | Augmented: What is the exchange rate available on weekdays versus weekends?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: When will my transfer move out of pending stage? | Augmented: When will my transfer be processed and no longer be in a pending state?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: I still don't have a card. How do I get one? | Augmented: I'm missing my physical card. Can you help me obtain a new one?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: When will my cheque be processed? | Augmented: When will my cash deposit be reflected in my account balance?
