GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
GEN | [card_about_to_expire] | Orig: Are new cards available from China? -> Aug: Are there any alternative card options available before my current card expires?
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. -> Aug: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance has not been updated. -> Aug: The account balance remains unchanged.
GEN | [get_physical_card] | Orig: I have a question regarding the PIN of the card? -> Aug: I'd like to inquire about the physical card's PIN.
GEN | [why_verify_identity] | Orig: I'm waiting for the ID verification to go through still, so is it too soon to use my account? -> Aug: I'm still waiting for the ID verification process to complete, so can I use my account already?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I was unable to complete a transfer from my account.
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card's PIN information?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive the funds I'm expecting?
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
GEN | [card_acceptance] | Orig: Do you have a list of businesses that accept this card? -> Aug: Can you provide a list of merchants that accept this particular card?
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been actively utilizing my account to manage international payments for my vacation property, and I'm surprised to see exorbitant fees cropping up. Shouldn't my loyalty as a frequent user be recognized?
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Duplicate transaction appearing on my account statement.
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my cash withdrawal pending and not showing up?
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: The transfer of funds from my account was unsuccessful.
GEN | [card_acceptance] | Orig: Will my card work at all merchant locations? -> Aug: Can I use my card at all merchant locations?
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Why was my cash withdrawal request denied?
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can you facilitate additional deposits?
GEN | [pending_cash_withdrawal] | Orig: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. -> Aug: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [wrong_amount_of_cash_received] | Orig: You shorted me money when I tried to make a withdrawal. -> Aug: You gave me less cash than I was supposed to get when I withdrew some money.
GEN | [card_about_to_expire] | Orig: Can I order a new card with the app? -> Aug: Can I request a replacement card before my current one expires?
GEN | [top_up_by_cash_or_cheque] | Orig: How long before a check I send clears? -> Aug: How long does it take for a cheque to clear before I can use it to top up my account?
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: What financial institutions or merchants accept the card?
GEN | [unable_to_verify_identity] | Orig: The app isn't letting me log in, but my info is correct. -> Aug: We're having trouble verifying your identity, despite your login credentials being accurate.
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: Could you kindly inform me if the refund for my recent large purchase has been processed and credited to my account? I've been waiting for a while, as I requested it from the merchant a few days ago, but I haven't received any update yet.
GEN | [verify_source_of_funds] | Orig: Why do I need to verify my funds? -> Aug: We'd like to confirm the origin of your funds to ensure the transaction is legitimate and compliant with our banking regulations.
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
GEN | [pin_blocked] | Orig: I logged in wrong and am blocked, how do I log in? -> Aug: I mistakenly entered my PIN and now I'm unable to access my account, can you help me log in?
GEN | [card_about_to_expire] | Orig: What is the cost and time frame of getting a new card? -> Aug: What is the process and timeline for replacing an expiring card?
GEN | [card_delivery_estimate] | Orig: can I choose delivery times to suite me? -> Aug: Can I select a delivery time that fits my schedule?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: My ID verification hasn't gone through yet, but can I use my account anyway? | Augmented: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Are new cards available from China? | Augmented: Are there any alternative card options available before my current card expires?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? | Augmented: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: my identity hasn't been verified and i can't edit my details, what's next | Augmented: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the same banking intent by highlighting the overcharging due to an incorrect exchange rate during a cash withdrawal, which aligns with the original intent. The text does not introduce any contradictory information or unsupported details. | Original: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. | Augmented: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: The balance has not been updated. | Augmented: The account balance remains unchanged.
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: I have a question regarding the PIN of the card? | Augmented: I'd like to inquire about the physical card's PIN.
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I'm waiting for the ID verification to go through still, so is it too soon to use my account? | Augmented: I'm still waiting for the ID verification process to complete, so can I use my account already?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I couldnt transfer money from my account. | Augmented: I was unable to complete a transfer from my account.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I requested a higher amount for my cash withdrawal | Augmented: I was expecting a larger sum for my cash withdrawal
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I lost my card and need a new one, will it cost me? | Augmented: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: In regards to the PIN of the card? | Augmented: Regarding the physical card's PIN information?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I use a transfer to receive my transfer? | Augmented: Can I use a transfer to receive the funds I'm expecting?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? | Augmented: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Do you have a list of businesses that accept this card? | Augmented: Can you provide a list of merchants that accept this particular card?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? | Augmented: I've been actively utilizing my account to manage international payments for my vacation property, and I'm surprised to see exorbitant fees cropping up. Shouldn't my loyalty as a frequent user be recognized?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Transaction showing up many times. | Augmented: Duplicate transaction appearing on my account statement.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: How do I get my cash withdrawal to show? | Augmented: Why is my cash withdrawal pending and not showing up?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I was unable to transfer money from my account. | Augmented: The transfer of funds from my account was unsuccessful.
VAL | [card_acceptance] | ACCEPT | Reason: Both texts are seeking confirmation about the universal acceptance of a card across multiple merchants. | Original: Will my card work at all merchant locations? | Augmented: Can I use my card at all merchant locations?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can't I get cash out? | Augmented: Why was my cash withdrawal request denied?
VAL | [top_up_reverted] | UNKNOWN | Reason: N/A | Original: Do you support top ups? | Augmented: Can you facilitate additional deposits?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. | Augmented: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text maintains the user's request for assistance in locating the automatic top-up feature, which is consistent with the original intent. | Original: I know there's an auto-top option but I can not locate it when I look? | Augmented: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: You shorted me money when I tried to make a withdrawal. | Augmented: You gave me less cash than I was supposed to get when I withdrew some money.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Can I order a new card with the app? | Augmented: Can I request a replacement card before my current one expires?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: How long before a check I send clears? | Augmented: How long does it take for a cheque to clear before I can use it to top up my account?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Who accepts the card? | Augmented: What financial institutions or merchants accept the card?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app isn't letting me log in, but my info is correct. | Augmented: We're having trouble verifying your identity, despite your login credentials being accurate.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the intent of asking about the status of a refund that has not yet appeared in the account. It is a clear and specific request related to the target intent. | Original: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. | Augmented: Could you kindly inform me if the refund for my recent large purchase has been processed and credited to my account? I've been waiting for a while, as I requested it from the merchant a few days ago, but I haven't received any update yet.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Why do I need to verify my funds? | Augmented: We'd like to confirm the origin of your funds to ensure the transaction is legitimate and compliant with our banking regulations.
