GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it.
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: What should I do if a direct debit payment is not recognized by our system?
GEN | [reverted_card_payment?] | Orig: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. -> Aug: I'm having trouble with an online purchase, as the payment is being reversed. This has been ongoing for about two weeks now, and I'd appreciate some guidance on how to resolve the issue.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm that the information provided matches your identity.
GEN | [unable_to_verify_identity] | Orig: The app is not able to realize that it is me. -> Aug: The system is unable to confirm that the user is the account holder.
GEN | [unable_to_verify_identity] | Orig: The app doesn't believe that I am myself -> Aug: The system is unable to confirm your identity through our usual verification methods.
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my refund hasn't been processed.
GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can I do to prevent being charged a fee on my card in the future?
GEN | [reverted_card_payment?] | Orig: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. -> Aug: Can you assist me with my card transactions that keep getting reversed whenever I make online purchases? I've been experiencing this issue for the past two weeks.
GEN | [reverted_card_payment?] | Orig: Was my transaction reverted with my card? -> Aug: Did my card payment get reversed?
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: Can you provide details about the limits for making deposits or adding funds to my account?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for the card?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: When can I expect my transfer to reach the recipient?
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week, but it's still not functioning properly.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: Your account balance has not been updated after the recent bank transfer.
GEN | [unable_to_verify_identity] | Orig: The app doesn't believe its me. -> Aug: The system is unable to confirm your identity.
GEN | [why_verify_identity] | Orig: I don't understand why you want so much of my personal info. -> Aug: I'm curious, what's the purpose behind requesting all this personal information?
GEN | [unable_to_verify_identity] | Orig: The app is telling me that I am not me. -> Aug: We're having trouble confirming your identity through our system.
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: I was unable to make a purchase using my card at a retail location.
GEN | [pending_card_payment] | Orig: When is a payment I made with my card going to clear> -> Aug: When will the payment I made using my card be processed and cleared?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I'm unable to locate the transfer receipt.
GEN | [reverted_card_payment?] | Orig: Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it? -> Aug: Hi, I've noticed that the payment for an item I bought online has been reversed and credited back to my checking account. Could you help me understand if there was a problem with the merchant accepting my payment or if the bank had an issue processing the transaction?
GEN | [reverted_card_payment?] | Orig: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? -> Aug: Why was the payment made to my account if the seller claims they haven't received it? Can you clarify when the payment will be reversed?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: When can I expect a transfer to reach my friend's account?
GEN | [unable_to_verify_identity] | Orig: Why isn't this accepting my identity? -> Aug: We're having trouble confirming your identity with the information provided.
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent transaction, I'm certain your bank allows cryptocurrency deposits, but I'm unable to complete the process. After adding funds to my account, the amount seems to have vanished, and I'm unsure what happened to it.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash?
GEN | [unable_to_verify_identity] | Orig: The app doesn't think that I am myself -> Aug: We're having trouble confirming your identity through our system.
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: The system is unable to confirm your identity.
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: What is the timeframe for disputing payments on my statement after it's been received?
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What charges can I anticipate when ordering a physical card from your institution?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Under what condition will my payment revert? | Augmented: What circumstances would cause my payment to be reversed?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I bought a product a week ago, but may need to return it. | Augmented: I recently purchased a product, but I'm considering returning it.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? | Augmented: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: What do I do if there is an electronic debit that is not correct? | Augmented: What should I do if a direct debit payment is not recognized by our system?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. | Augmented: I'm having trouble with an online purchase, as the payment is being reversed. This has been ongoing for about two weeks now, and I'd appreciate some guidance on how to resolve the issue.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. | Augmented: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app does not believe that I am myself | Augmented: The system is unable to confirm that the information provided matches your identity.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app is not able to realize that it is me. | Augmented: The system is unable to confirm that the user is the account holder.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app doesn't believe that I am myself | Augmented: The system is unable to confirm your identity through our usual verification methods.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! | Augmented: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my refund hasn't been processed.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I don't see the verification code for my card transfer. | Augmented: I'm having trouble finding the verification code for my recent top-up.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: how do i avoid charges in the future | Augmented: what can I do to prevent being charged a fee on my card in the future?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. | Augmented: Can you assist me with my card transactions that keep getting reversed whenever I make online purchases? I've been experiencing this issue for the past two weeks.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Was my transaction reverted with my card? | Augmented: Did my card payment get reversed?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Why are you asking so many questions about me? | Augmented: We're verifying your identity to ensure the security and integrity of your account.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Is there anywhere  In the  Eu  this card can not be delivered in | Augmented: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: It seems I need to get information on limits for top-ups. | Augmented: Can you provide details about the limits for making deposits or adding funds to my account?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! | Augmented: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Can I have it by a certain date? | Augmented: Can you provide an estimated delivery date for the card?
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: How long will my transaction take? | Augmented: When can I expect my transfer to reach the recipient?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: For a week now, I have tried to use my card and it is still not working. | Augmented: I've been trying to use my card for a week, but it's still not functioning properly.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Balance is not up to date. | Augmented: Your account balance has not been updated after the recent bank transfer.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app doesn't believe its me. | Augmented: The system is unable to confirm your identity.
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: I don't understand why you want so much of my personal info. | Augmented: I'm curious, what's the purpose behind requesting all this personal information?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: The app is telling me that I am not me. | Augmented: We're having trouble confirming your identity through our system.
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: I could not use my card in a store. | Augmented: I was unable to make a purchase using my card at a retail location.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: When is a payment I made with my card going to clear> | Augmented: When will the payment I made using my card be processed and cleared?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I dont see my reciept | Augmented: I'm unable to locate the transfer receipt.
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text maintains the focus on a reversed payment and seeks clarification on potential issues with the merchant or the bank's processing. This preserves the original intent without introducing any contradictions or unsupported information. | Original: Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it? | Augmented: Hi, I've noticed that the payment for an item I bought online has been reversed and credited back to my checking account. Could you help me understand if there was a problem with the merchant accepting my payment or if the bank had an issue processing the transaction?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? | Augmented: Why was the payment made to my account if the seller claims they haven't received it? Can you clarify when the payment will be reversed?
VAL | [pending_card_payment] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the duration of a pending card payment and the issue of a payment not moving forward, which is consistent with the original text. | Original: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move | Augmented: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
VAL | [transfer_not_received_by_recipient] | REVIEW | Reason: The augmented text is close to the original intent but lacks the explicit statement that the transfer has not been received. It could be interpreted as a general inquiry about the expected time for a transfer to reach an account, which might imply successful receipt. | Original: How long will a transaction to a friend take? | Augmented: When can I expect a transfer to reach my friend's account?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: Why isn't this accepting my identity? | Augmented: We're having trouble confirming your identity with the information provided.
