GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request priority shipping for my card delivery?
GEN | [get_physical_card] | Orig: my pin hasn't arrived in the post! How do I cancel it or get a new one? -> Aug: My physical card has not been delivered. Can I request a new one or cancel the existing order?
GEN | [get_physical_card] | Orig: I've been waiting ages and my PIN hasn't gotten here. -> Aug: I've been waiting for a while and my physical card still hasn't arrived.
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: The ATM swallowed my card!
GEN | [why_verify_identity] | Orig: Can I make transfers before my identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [pending_top_up] | Orig: When will my top up be approved? -> Aug: When will my pending top-up be processed?
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When will my pending top-up be processed?
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
GEN | [exchange_charge] | Orig: Do exchanges cost more? -> Aug: Are there any additional fees associated with exchanging funds?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: What steps does your app take to move funds into another account?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for making a top-up payment using my card in Europe?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the deposit I made this morning?
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any special deals or promotions available for customers who regularly exchange currencies?
GEN | [supported_cards_and_currencies] | Orig: Please let me know what currency I can use to top up my account? -> Aug: Please inform me about the available currencies I can use to replenish my account balance.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Will I be charged a fee when I top up my account using a bank transfer?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my existing card or do I need to request a new one for use with the app?
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: What's taking so long? When can I expect my new card to arrive?
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when making a payment with a card, or do I need to use euros?
GEN | [transfer_into_account] | Orig: What transfer methods do you accept? -> Aug: How do you facilitate transfers into an account?
GEN | [atm_support] | Orig: What locations can I get money from? -> Aug: Where can I withdraw cash from an ATM or a bank branch?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family on Friday, but they haven't received it yet.
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
GEN | [receiving_money] | Orig: Do I need to add my salary? -> Aug: Must I include my income?
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: looking to replace my expiring card, what are the associated fees?
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [exchange_via_app] | Orig: How to I switch my money for the money used in another country? -> Aug: How can I exchange my currency for the currency used in another country through the app?
GEN | [card_arrival] | Orig: I haven't gotten my credit card in the mail. -> Aug: I'm still waiting for my credit card to arrive.
GEN | [card_payment_wrong_exchange_rate] | Orig: Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you. -> Aug: Please review the transaction from last weekend, as I believe I was incorrectly charged a higher exchange rate. Appreciate your assistance.
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: Can I continue to use my credit card after its expiration date?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [get_physical_card] | Orig: How long do I wait for my PIN -> Aug: How soon can I obtain my physical card?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is there a way I can get my card expedited? | Augmented: Can I request priority shipping for my card delivery?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: my pin hasn't arrived in the post! How do I cancel it or get a new one? | Augmented: My physical card has not been delivered. Can I request a new one or cancel the existing order?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I've been waiting ages and my PIN hasn't gotten here. | Augmented: I've been waiting for a while and my physical card still hasn't arrived.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: The ATM didnt return my card! | Augmented: The ATM swallowed my card!
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Can I make transfers before my identity verification? | Augmented: Can I initiate transactions before completing the identity verification process?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: When will my top up be approved? | Augmented: When will my pending top-up be processed?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: When will my top up be applied? | Augmented: When will my pending top-up be processed?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: How long will it take to verify my account? | Augmented: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can you check the exchange rate on a cash transaction I did overseas | Augmented: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Do exchanges cost more? | Augmented: Are there any additional fees associated with exchanging funds?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How does your app transfer the money | Augmented: What steps does your app take to move funds into another account?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are there still fees for european top-ups? | Augmented: Are there any charges for making a top-up payment using my card in Europe?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: where is my money from this morning | Augmented: why hasn't my account balance been updated after the deposit I made this morning?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: I think my card is expiring, what happens then? | Augmented: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do you offer a discount for those who perform frequent currency exchanges? | Augmented: Are there any special deals or promotions available for customers who regularly exchange currencies?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: Both texts are asking for the same information regarding the currencies that can be used to top up or replenish an account balance. There is no change in the intent, and the text is specific to the target intent. | Original: Please let me know what currency I can use to top up my account? | Augmented: Please inform me about the available currencies I can use to replenish my account balance.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: Will there be a charge when money is added to my account? | Augmented: Will I be charged a fee when I top up my account using a bank transfer?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Will I need a new card or can I put my old card back into the app? | Augmented: Can I reactivate my existing card or do I need to request a new one for use with the app?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What types of foreign money can be used with this service.? | Augmented: What currencies are accepted for international transactions with this service?
VAL | [card_arrival] | ACCEPT | Reason: Both texts are asking about the status of a new card, with one emphasizing the delay ("What's taking so long?") and the other specifying the location ("where is my new card"). This preserves the core intent of inquiring about the arrival of a new card. | Original: What's go on, where is my new card? | Augmented: What's taking so long? When can I expect my new card to arrive?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Do I have to top up in euros if I use a card, or can I use a different currency? | Augmented: Can I use a different currency when making a payment with a card, or do I need to use euros?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: What transfer methods do you accept? | Augmented: How do you facilitate transfers into an account?
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: What locations can I get money from? | Augmented: Where can I withdraw cash from an ATM or a bank branch?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent money to my family last Friday but they don't have it. | Augmented: I made a transfer to my family on Friday, but they haven't received it yet.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: How can I get my money that I didn't get from the ATM? | Augmented: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to add my salary? | Augmented: Must I include my income?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: want a new card what are the fees | Augmented: looking to replace my expiring card, what are the associated fees?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of a missing cash withdrawal and does not introduce any new or contradictory information. | Original: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP | Augmented: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
