GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential security risks, can you confirm my identity to ensure my account is secure?
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I've misplaced my phone and can't access the system to finish the transaction.
GEN | [verify_source_of_funds] | Orig: My funds must be verified -> Aug: We need to confirm the origin of your funds
GEN | [lost_or_stolen_card] | Orig: I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card? -> Aug: I'm pretty sure I left my wallet on the bus and I just got to the office. I'm worried someone might use my card. Can I report it lost or stolen?
GEN | [card_not_working] | Orig: I wasn't able to use my card today when I went out for lunch. Wondering why that is? -> Aug: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been rejected. I'm concerned because I'm missing the amount I transferred, and I'm not sure where it went. Can you help me resolve this?
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: I think I may have misplaced my card, can you check if it's been used recently?
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: Can you please confirm that you have sufficient funds in your account to cover the cash withdrawal amount, as our system indicates that the transaction was declined due to insufficient balance?
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: I'm trying to re-initiate my cancelled top-up and wanted to confirm if I need to complete the 3D Secure authentication process before resubmitting it.
GEN | [contactless_not_working] | Orig: What is the reason when I tried to pay contactless at the bus, it didnt work? -> Aug: I'm having trouble using contactless payment at the bus stop, and it's not accepting my payment. Can you please help me understand why this is happening?
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
GEN | [card_not_working] | Orig: My card hasn't been working for even small transactions today. -> Aug: My credit card has stopped functioning for small purchases today.
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm concerned about some transactions on my account that I don't recall making. The merchant names seem unfamiliar, and I'm worried about potential fraud. Should I have my card temporarily suspended while you investigate to ensure my account's security?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: I was expecting a better exchange rate for my cash withdrawal, but I only received a small amount of currency.
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Can you confirm the source of the funds being used for this transaction?
GEN | [top_up_failed] | Orig: I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed? -> Aug: I'm experiencing an issue with my card being declined and I urgently need to top-up my account. Could you please investigate this matter and provide guidance on how to resolve it as soon as possible?
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I'd like to update my personal details to reflect my new married name.
GEN | [getting_spare_card] | Orig: I need more physical cards than I have right now! -> Aug: I require additional physical debit/credit cards to replace the ones I've lost or misplaced.
GEN | [declined_transfer] | Orig: Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working. -> Aug: I've checked your account, and it appears that the transfer was declined due to insufficient funds. Please ensure you have sufficient balance in your account before attempting the transfer again.
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: Your payment was declined due to an issue with your card, please try a different payment method or contact your bank for assistance.
GEN | [wrong_amount_of_cash_received] | Orig: I needed $100 but all it gave me was $20. -> Aug: I was expecting to receive $200, but instead, I only got $50.
GEN | [verify_source_of_funds] | Orig: Please verify my source of funds. -> Aug: Please confirm the origin of the funds used for this transaction.
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
GEN | [verify_source_of_funds] | Orig: What do I need to see my source of money? -> Aug: Can you please provide documentation showing the origin of your funds?
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the source of the funds used to deposit into my account recently?
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I'm in a tight spot and I need to add more funds to my card to cover an unexpected expense, like filling up my gas tank.
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [verify_source_of_funds] | Orig: Verify my source of funds? -> Aug: Can you confirm the origin of the funds used for this transaction?
GEN | [card_not_working] | Orig: My card was declined at a restaurant today and I am not sure why. -> Aug: My credit card was rejected at a cafe this morning and I'm unsure what's causing the issue.
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm concerned that my top-up didn't process successfully.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
VAL | [verify_my_identity] | NO | Text: I'm concerned about potential security risks, can you confirm my identity to ensure my account is secure?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access the system to finish the transaction.
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds
VAL | [lost_or_stolen_card] | YES | Text: I'm pretty sure I left my wallet on the bus and I just got to the office. I'm worried someone might use my card. Can I report it lost or stolen?
VAL | [card_not_working] | YES | Text: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
VAL | [lost_or_stolen_phone] | NO | Text: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
VAL | [compromised_card] | YES | Text: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
VAL | [top_up_reverted] | YES | Text: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been rejected. I'm concerned because I'm missing the amount I transferred, and I'm not sure where it went. Can you help me resolve this?
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you check if it's been used recently?
VAL | [cash_withdrawal_not_recognised] | NO | Text: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [declined_cash_withdrawal] | NO | Text: Can you please confirm that you have sufficient funds in your account to cover the cash withdrawal amount, as our system indicates that the transaction was declined due to insufficient balance?
VAL | [top_up_reverted] | YES | Text: I'm trying to re-initiate my cancelled top-up and wanted to confirm if I need to complete the 3D Secure authentication process before resubmitting it.
VAL | [contactless_not_working] | YES | Text: I'm having trouble using contactless payment at the bus stop, and it's not accepting my payment. Can you please help me understand why this is happening?
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
VAL | [card_not_working] | YES | Text: My credit card has stopped functioning for small purchases today.
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about some transactions on my account that I don't recall making. The merchant names seem unfamiliar, and I'm worried about potential fraud. Should I have my card temporarily suspended while you investigate to ensure my account's security?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for my cash withdrawal, but I only received a small amount of currency.
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the source of the funds being used for this transaction?
VAL | [top_up_failed] | YES | Text: I'm experiencing an issue with my card being declined and I urgently need to top-up my account. Could you please investigate this matter and provide guidance on how to resolve it as soon as possible?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal details to reflect my new married name.
VAL | [getting_spare_card] | YES | Text: I require additional physical debit/credit cards to replace the ones I've lost or misplaced.
VAL | [declined_transfer] | NO | Text: I've checked your account, and it appears that the transfer was declined due to insufficient funds. Please ensure you have sufficient balance in your account before attempting the transfer again.
VAL | [declined_card_payment] | NO | Text: Your payment was declined due to an issue with your card, please try a different payment method or contact your bank for assistance.
VAL | [wrong_amount_of_cash_received] | NO | Text: I was expecting to receive $200, but instead, I only got $50.
VAL | [verify_source_of_funds] | YES | Text: Please confirm the origin of the funds used for this transaction.
VAL | [top_up_failed] | NO | Text: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
VAL | [verify_source_of_funds] | YES | Text: Can you please provide documentation showing the origin of your funds?
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds used to deposit into my account recently?
VAL | [topping_up_by_card] | NO | Text: I'm in a tight spot and I need to add more funds to my card to cover an unexpected expense, like filling up my gas tank.
VAL | [top_up_reverted] | YES | Text: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the origin of the funds used for this transaction?
VAL | [card_not_working] | YES | Text: My credit card was rejected at a cafe this morning and I'm unsure what's causing the issue.
VAL | [top_up_failed] | YES | Text: I'm concerned that my top-up didn't process successfully.
