GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what went wrong?
GEN | [get_physical_card] | Orig: Explain the card PIN to me. -> Aug: I'd be happy to help you with that. However, I'd like to clarify that you're referring to the physical card, correct? If so, I can provide you with information on how to use the PIN on your physical card.
GEN | [card_linking] | Orig: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. -> Aug: I recently found my card, which I had previously thought was lost, and I would like to reactivate it.
GEN | [lost_or_stolen_card] | Orig: My card is lost!  Please help me! -> Aug: I've misplaced my card and I need assistance in replacing it as soon as possible.
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to speak with a representative about the transfer that was declined and get more information on why it was rejected.
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm trying to add a new payee, but it's not allowing me to do so.
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: I'm still waiting for a transfer to be processed
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I accidentally received less cash from the ATM, how do I get the remaining amount?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Can I expect to be charged a fee for the transfer of funds I initiated?
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: Can you assist me in reactivating my card?
GEN | [declined_card_payment] | Orig: My card was not accepted in a shop -> Aug: Your payment was declined at the merchant's location
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: We're sorry to hear that your card is not working at the ATM. It's possible that your account balance is insufficient to process the cash withdrawal. Can you please check your account balance and try again?
GEN | [apple_pay_or_google_pay] | Orig: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? -> Aug: I'm experiencing an issue with my American Express account on Google Pay, can you assist me in resolving the problem with a top-up?
GEN | [card_not_working] | Orig: I am unable to use my card. -> Aug: I'm having trouble using my credit card.
GEN | [card_linking] | Orig: I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning. -> Aug: I'd like to reactivate my card, I previously thought it was lost, but I've since found it in my jacket.
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to order a physical card for myself?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I'm concerned that a payment I made using my card a few days ago hasn't been processed yet. Can you please let me know the usual timeframe for pending card payments to be cleared?
GEN | [card_linking] | Orig: I would like to re-activate my card, it was previously reported  lost but I found it this morning. -> Aug: I'd like to reactivate my card, as I previously reported it lost, but I've since found it.
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: What are the places where I can use my card for transactions?
GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take so long for my international bank transfer to reflect in my account balance?
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the near future?
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased an item, but I'm considering returning it due to a change of heart.
GEN | [edit_personal_details] | Orig: Need to report a change of address. -> Aug: Update my personal information to reflect a new address.
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it didn't go through.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I am receiving money? -> Aug: Are there any bank transfer charges when I receive a top-up?
GEN | [virtual_card_not_working] | Orig: My virtual card is just not going through. -> Aug: My virtual card is not functioning properly.
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card, can you please help me with that?
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase yesterday, but the payment is still pending. Can you help me understand why it's not processing?
GEN | [topping_up_by_card] | Orig: I can't see my top up in my wallet! -> Aug: I'm having trouble finding my recent card top-up in my digital wallet.
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is my card payment still pending and not yet reflected in my account balance?
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to receive my physical card once it's been issued?
GEN | [declined_cash_withdrawal] | Orig: my card was frozen due to putting in the wrong pin too much.  how many tries do i have -> Aug: I apologize for the inconvenience. Your card has been temporarily restricted due to multiple incorrect PIN attempts. You have a limited number of attempts to correct the issue before it's permanently blocked. Please try again, and if you're still having trouble, feel free to reach out to us for assistance.
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since I recharged my top-up.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: I'm trying to understand the exchange rate used for a cash withdrawal I made during my recent trip abroad
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my new card, but I'm having trouble topping up my account. I'm getting frustrated and considering canceling my account due to this issue. Can you help me resolve this problem?
VAL | [failed_transfer] | YES | Text: The transfer I initiated with my card was unsuccessful, what went wrong?
VAL | [get_physical_card] | NO | Text: I'd be happy to help you with that. However, I'd like to clarify that you're referring to the physical card, correct? If so, I can provide you with information on how to use the PIN on your physical card.
VAL | [card_linking] | YES | Text: I recently found my card, which I had previously thought was lost, and I would like to reactivate it.
VAL | [lost_or_stolen_card] | YES | Text: I've misplaced my card and I need assistance in replacing it as soon as possible.
VAL | [declined_transfer] | NO | Text: I'd like to speak with a representative about the transfer that was declined and get more information on why it was rejected.
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to add a new payee, but it's not allowing me to do so.
VAL | [pending_transfer] | YES | Text: I'm still waiting for a transfer to be processed
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received less cash from the ATM, how do I get the remaining amount?
VAL | [transfer_fee_charged] | YES | Text: Can I expect to be charged a fee for the transfer of funds I initiated?
VAL | [card_linking] | NO | Text: Can you assist me in reactivating my card?
VAL | [declined_card_payment] | YES | Text: Your payment was declined at the merchant's location
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to hear that your card is not working at the ATM. It's possible that your account balance is insufficient to process the cash withdrawal. Can you please check your account balance and try again?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm experiencing an issue with my American Express account on Google Pay, can you assist me in resolving the problem with a top-up?
VAL | [card_not_working] | YES | Text: I'm having trouble using my credit card.
VAL | [card_linking] | NO | Text: I'd like to reactivate my card, I previously thought it was lost, but I've since found it in my jacket.
VAL | [order_physical_card] | YES | Text: Do I need to make a payment to order a physical card for myself?
VAL | [pending_card_payment] | YES | Text: I'm concerned that a payment I made using my card a few days ago hasn't been processed yet. Can you please let me know the usual timeframe for pending card payments to be cleared?
VAL | [card_linking] | NO | Text: I'd like to reactivate my card, as I previously reported it lost, but I've since found it.
VAL | [card_acceptance] | YES | Text: What are the places where I can use my card for transactions?
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why does it take so long for my international bank transfer to reflect in my account balance?
VAL | [fiat_currency_support] | YES | Text: Are there any plans to expand the list of supported fiat currencies in the near future?
VAL | [request_refund] | YES | Text: I recently purchased an item, but I'm considering returning it due to a change of heart.
VAL | [edit_personal_details] | YES | Text: Update my personal information to reflect a new address.
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it didn't go through.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any bank transfer charges when I receive a top-up?
VAL | [virtual_card_not_working] | YES | Text: My virtual card is not functioning properly.
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, can you please help me with that?
VAL | [pending_card_payment] | YES | Text: I made a purchase yesterday, but the payment is still pending. Can you help me understand why it's not processing?
VAL | [topping_up_by_card] | YES | Text: I'm having trouble finding my recent card top-up in my digital wallet.
VAL | [pending_card_payment] | YES | Text: Why is my card payment still pending and not yet reflected in my account balance?
VAL | [get_physical_card] | YES | Text: What are the steps to receive my physical card once it's been issued?
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. Your card has been temporarily restricted due to multiple incorrect PIN attempts. You have a limited number of attempts to correct the issue before it's permanently blocked. Please try again, and if you're still having trouble, feel free to reach out to us for assistance.
VAL | [pending_top_up] | NO | Text: It's been a while since I recharged my top-up.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to understand the exchange rate used for a cash withdrawal I made during my recent trip abroad
VAL | [top_up_failed] | NO | Text: I recently received my new card, but I'm having trouble topping up my account. I'm getting frustrated and considering canceling my account due to this issue. Can you help me resolve this problem?
