GEN | [card_linking] | Orig: My card arrived but I need to make it work in the app, how do I do that? -> Aug: I received my new card, but I'm having trouble linking it to the app. Can you guide me through the process?
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: Can you please explain the additional charge I see on my recent statement?
GEN | [pending_top_up] | Orig: i put money on my card and i dont see it on the balance -> Aug: I added funds to my card, but the amount is not reflecting on my account balance.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Tell me why my balance did not change when I tranferred cash. -> Aug: I'm trying to figure out why my account balance didn't update after I made a cash transfer.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it? -> Aug: The exchange rate you're using is way off - I'm pretty sure it's not the current interbank rate, is it?
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you tell me if there's a way to expedite the transfer process or make it happen sooner than the usual timeframe?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the exchange rate change each day for purchases? There is a different rate on my purchase. -> Aug: I noticed the exchange rate was different when I made a purchase yesterday compared to today. Is this normal?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect the funds to be available in my account after the transfer is initiated?
GEN | [fiat_currency_support] | Orig: Do you have EUR currency available for me? -> Aug: Can I exchange my money for Euros or is the EUR currency available for withdrawal?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I fill up my gas tank using a check? -> Aug: Can I use a cheque to top up my account and then use the funds to fill up my gas tank?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do you offer free ATM withdrawals of ones hometown currency while on holiday? -> Aug: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
GEN | [card_not_working] | Orig: How do I check security settings on my card? -> Aug: I'm having trouble using my card, and I'm worried it might be compromised. Can you help me check the security settings on my card?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my recent money transfer is unable to view the transaction. Can you help me resolve this issue?
GEN | [cash_withdrawal_charge] | Orig: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? -> Aug: Can you tell me when the fee for cash withdrawals was introduced, and what's the current charge for making a withdrawal?
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to buy something online and I need to know where I can find my virtual card.
GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I link my new card to my account so I can see it listed?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're showing is inaccurate. I'm not sure how you're calculating it, but it's definitely not the correct interbank rate.
GEN | [declined_transfer] | Orig: I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result! -> Aug: I'm having trouble with my card transaction. It keeps getting declined, and I'm not sure why. I've never had any issues with it before, but now it's consistently being rejected. Can you help me figure out what's going on?
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm concerned about being charged a fee for a recent cash withdrawal. Is this a new policy or was there an error on my part?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my old card or do I need to request a new one to link to the app?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and I'm not sure how you're getting it.
GEN | [pending_cash_withdrawal] | Orig: Explain pending transactions. -> Aug: What is the status of my pending cash withdrawal request?
GEN | [card_linking] | Orig: Is there any way to see my card in the app? -> Aug: Can I access my card information through the mobile app?
GEN | [exchange_charge] | Orig: I've been to several different countries, can I exchange the cash with a discount for a large transaction? -> Aug: I'm planning a trip abroad and I'd like to know if I can exchange a large amount of cash for a discounted rate.
GEN | [topping_up_by_card] | Orig: I cannot tell what my top up currently is. -> Aug: I'd like to check my current card balance and confirm the amount available for topping up.
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, it keeps getting declined when I try to make a purchase. I've tried a few times and it's been rejected every time. Can you help me figure out why this is happening?
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processing immediately?
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'm trying to understand why I was charged an unexpected fee on my recent statement.
GEN | [beneficiary_not_allowed] | Orig: I wasn't allowed to transfer to my account -> Aug: I was informed that the beneficiary is not authorized to receive funds from my account.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: I've been using your service for a while now, and I've never had any issues with transfers until today. I tried to make a purchase, but the payment was declined. I've tried a few times, but the result is the same. Can you please help me figure out what's going on?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm planning a trip abroad and I'm concerned about getting the right exchange rate when withdrawing cash from an ATM. I don't want to be surprised by unexpected fees or a bad exchange rate. Can you help me find a way to get my money in my home currency without getting ripped off?
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: I'm having trouble with my physical card; it's not functioning properly.
GEN | [card_linking] | Orig: How do I link a new payment card? -> Aug: How can I connect a new payment card to my account?
VAL | [card_linking] | YES | Text: I received my new card, but I'm having trouble linking it to the app. Can you guide me through the process?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my recent statement?
VAL | [pending_top_up] | YES | Text: I added funds to my card, but the amount is not reflecting on my account balance.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to figure out why my account balance didn't update after I made a cash transfer.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is way off - I'm pretty sure it's not the current interbank rate, is it?
VAL | [transfer_timing] | YES | Text: Can you tell me if there's a way to expedite the transfer process or make it happen sooner than the usual timeframe?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I noticed the exchange rate was different when I made a purchase yesterday compared to today. Is this normal?
VAL | [transfer_timing] | NO | Text: When can I expect the funds to be available in my account after the transfer is initiated?
VAL | [fiat_currency_support] | NO | Text: Can I exchange my money for Euros or is the EUR currency available for withdrawal?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use a cheque to top up my account and then use the funds to fill up my gas tank?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
VAL | [card_not_working] | NO | Text: I'm having trouble using my card, and I'm worried it might be compromised. Can you help me check the security settings on my card?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient of my recent money transfer is unable to view the transaction. Can you help me resolve this issue?
VAL | [cash_withdrawal_charge] | NO | Text: Can you tell me when the fee for cash withdrawals was introduced, and what's the current charge for making a withdrawal?
VAL | [getting_virtual_card] | YES | Text: I'm trying to buy something online and I need to know where I can find my virtual card.
VAL | [card_linking] | YES | Text: In the app, how can I link my new card to my account so I can see it listed?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're showing is inaccurate. I'm not sure how you're calculating it, but it's definitely not the correct interbank rate.
VAL | [declined_transfer] | YES | Text: I'm having trouble with my card transaction. It keeps getting declined, and I'm not sure why. I've never had any issues with it before, but now it's consistently being rejected. Can you help me figure out what's going on?
VAL | [cash_withdrawal_charge] | YES | Text: I'm concerned about being charged a fee for a recent cash withdrawal. Is this a new policy or was there an error on my part?
VAL | [card_linking] | YES | Text: Can I reactivate my old card or do I need to request a new one to link to the app?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and I'm not sure how you're getting it.
VAL | [pending_cash_withdrawal] | YES | Text: What is the status of my pending cash withdrawal request?
VAL | [card_linking] | NO | Text: Can I access my card information through the mobile app?
VAL | [exchange_charge] | NO | Text: I'm planning a trip abroad and I'd like to know if I can exchange a large amount of cash for a discounted rate.
VAL | [topping_up_by_card] | NO | Text: I'd like to check my current card balance and confirm the amount available for topping up.
VAL | [declined_card_payment] | YES | Text: I'm having trouble with my card, it keeps getting declined when I try to make a purchase. I've tried a few times and it's been rejected every time. Can you help me figure out why this is happening?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up for my new account not processing immediately?
VAL | [extra_charge_on_statement] | YES | Text: I'm trying to understand why I was charged an unexpected fee on my recent statement.
VAL | [beneficiary_not_allowed] | YES | Text: I was informed that the beneficiary is not authorized to receive funds from my account.
VAL | [declined_transfer] | NO | Text: I've been using your service for a while now, and I've never had any issues with transfers until today. I tried to make a purchase, but the payment was declined. I've tried a few times, but the result is the same. Can you please help me figure out what's going on?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm planning a trip abroad and I'm concerned about getting the right exchange rate when withdrawing cash from an ATM. I don't want to be surprised by unexpected fees or a bad exchange rate. Can you help me find a way to get my money in my home currency without getting ripped off?
VAL | [card_not_working] | YES | Text: I'm having trouble with my physical card; it's not functioning properly.
VAL | [card_linking] | YES | Text: How can I connect a new payment card to my account?
