GEN | [age_limit] | Orig: What is the process for setting up and account for my child? -> Aug: How do I establish an account for my minor child, and what are the requirements for opening a youth account?
GEN | [pending_card_payment] | Orig: I made a payment that is not yet complete. -> Aug: I'm still waiting for a payment to be processed.
GEN | [disposable_card_limits] | Orig: Are there any places that I can't use the disposable cards at? -> Aug: Can I use the disposable cards anywhere, or are there specific locations where they're not accepted?
GEN | [age_limit] | Orig: I need to set up an account for my daughter, how would I do that? -> Aug: I'd like to open an account for my minor child, what's the process for doing so?
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I'm planning to make an international transfer, but I'm concerned about potential fee changes. Are there any new charges I should be aware of?
GEN | [get_physical_card] | Orig: my pin hasn't arrived in the post! How do I cancel it or get a new one? -> Aug: I've lost my physical card and need a replacement. Can I request a new one or cancel the original one that was sent to me?
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving money between accounts.
GEN | [card_payment_wrong_exchange_rate] | Orig: My card payment had the wrong exchange rate -> Aug: The exchange rate used for my recent card payment was incorrect.
GEN | [lost_or_stolen_phone] | Orig: How can I stop someone from using my card after I lost it yesterday. -> Aug: I need to report my phone lost and prevent any unauthorized transactions on my account.
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you please confirm the source of the exchange rate used for the transfer I'm planning to make?
GEN | [card_payment_wrong_exchange_rate] | Orig: the exchange rate at which my card payment is at is wrong -> Aug: The exchange rate applied to my card payment is incorrect
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
GEN | [exchange_charge] | Orig: If someone in a different country sends me money, do I have to pay a fee? -> Aug: Can I expect to be charged a fee if someone from another country sends me a payment?
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my cheque be processed? -> Aug: Why hasn't my account balance been updated after I deposited a cheque?
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: I didn't authorize this transaction
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for receiving them?
GEN | [card_payment_wrong_exchange_rate] | Orig: My card payment has the wrong exchange rate -> Aug: The exchange rate applied to my recent card payment was incorrect.
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to make a payment using my card, but the transaction was unsuccessful. Can you please inform me when the payment will be processed and confirmed as it's still showing as pending?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can you tell me the cost of a transfer? -> Aug: What is the fee for a bank transfer top-up?
GEN | [card_payment_wrong_exchange_rate] | Orig: I think the rate that was applied to my purchase using foreign currency is wrong. Help! -> Aug: I'm concerned that the exchange rate used for my international transaction is incorrect. Can you assist me with this issue?
GEN | [verify_source_of_funds] | Orig: What do I need to do to verify my funds? -> Aug: Can you please provide documentation to confirm the source of your funds?
GEN | [transfer_fee_charged] | Orig: Are money transfers free? -> Aug: Do I get charged a fee for transferring funds?
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: I'm missing a withdrawal from my account.
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed and cleared from my account?
GEN | [declined_transfer] | Orig: On my transfer there was a "decline" message -> Aug: The transfer was declined due to insufficient funds.
GEN | [age_limit] | Orig: Is it possible for me to set up separate accounts for my kids? -> Aug: Can I open individual accounts for my children, considering their age and account type?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: I'd like to request a physical copy of my card.
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When can I expect my pending top-up to be processed?
GEN | [top_up_by_cash_or_cheque] | Orig: How long before a check I send clears? -> Aug: Can you please let me know how long it takes for a cheque to clear before I can use it to top up my account?
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: I'm showing a direct debit payment on my account that I didn't authorise, can you help me investigate and cancel it?
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance does not appear to have updated. -> Aug: The account balance seems to be stuck and hasn't reflected the recent transfer.
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into my account?
VAL | [age_limit] | NO | Text: How do I establish an account for my minor child, and what are the requirements for opening a youth account?
VAL | [pending_card_payment] | YES | Text: I'm still waiting for a payment to be processed.
VAL | [disposable_card_limits] | YES | Text: Can I use the disposable cards anywhere, or are there specific locations where they're not accepted?
VAL | [age_limit] | NO | Text: I'd like to open an account for my minor child, what's the process for doing so?
VAL | [transfer_fee_charged] | NO | Text: I'm planning to make an international transfer, but I'm concerned about potential fee changes. Are there any new charges I should be aware of?
VAL | [get_physical_card] | NO | Text: I've lost my physical card and need a replacement. Can I request a new one or cancel the original one that was sent to me?
VAL | [transfer_fee_charged] | YES | Text: I'd like to inquire about the transfer fee associated with moving money between accounts.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate used for my recent card payment was incorrect.
VAL | [lost_or_stolen_phone] | YES | Text: I need to report my phone lost and prevent any unauthorized transactions on my account.
VAL | [exchange_rate] | YES | Text: Can you please confirm the source of the exchange rate used for the transfer I'm planning to make?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card payment is incorrect
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
VAL | [exchange_charge] | NO | Text: Can I expect to be charged a fee if someone from another country sends me a payment?
VAL | [fiat_currency_support] | YES | Text: Can I convert my funds to euros?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited a cheque?
VAL | [card_payment_not_recognised] | YES | Text: I didn't authorize this transaction
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
VAL | [getting_spare_card] | YES | Text: If I require additional cards, will I be charged a fee for receiving them?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my recent card payment was incorrect.
VAL | [pending_card_payment] | YES | Text: I attempted to make a payment using my card, but the transaction was unsuccessful. Can you please inform me when the payment will be processed and confirmed as it's still showing as pending?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What is the fee for a bank transfer top-up?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate used for my international transaction is incorrect. Can you assist me with this issue?
VAL | [verify_source_of_funds] | YES | Text: Can you please provide documentation to confirm the source of your funds?
VAL | [transfer_fee_charged] | NO | Text: Do I get charged a fee for transferring funds?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a withdrawal from my account.
VAL | [pending_card_payment] | YES | Text: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed and cleared from my account?
VAL | [declined_transfer] | YES | Text: The transfer was declined due to insufficient funds.
VAL | [age_limit] | NO | Text: Can I open individual accounts for my children, considering their age and account type?
VAL | [get_physical_card] | YES | Text: I'd like to request a physical copy of my card.
VAL | [pending_top_up] | YES | Text: When can I expect my pending top-up to be processed?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can you please let me know how long it takes for a cheque to clear before I can use it to top up my account?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment on my account that I didn't authorise, can you help me investigate and cancel it?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: The account balance seems to be stuck and hasn't reflected the recent transfer.
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer into my account?
