GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
GEN | [card_not_working] | Orig: How do I re-order a damaged card? -> Aug: I'm having trouble using my card due to a physical issue, can I request a replacement or re-order a new one?
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I'm surprised to see a fee on my recent card transaction, as I didn't expect to be charged.
GEN | [pending_transfer] | Orig: I wanted to know why there is a transfer of mine pending. -> Aug: I'm trying to understand the status of a transfer I initiated.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I accidentally initiated a transfer to the wrong account and would like to cancel it.
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money to my card -> Aug: what is the fee for charging my card to add funds?
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can I have someone else add funds to my account using their card?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'd like to place an order for a physical credit card. Can you guide me through the process?
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [order_physical_card] | Orig: I would like to request a card. -> Aug: I would like to place an order for a physical credit card.
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I'm requesting to cancel my account due to dissatisfaction with your services.
GEN | [failed_transfer] | Orig: Can you tell my why my funds transfer did not work properly? -> Aug: I'm having trouble with a recent transfer and I'd like to know what went wrong.
GEN | [visa_or_mastercard] | Orig: Can I get the Mastercard? -> Aug: Can I obtain the Visa or Mastercard?
GEN | [cancel_transfer] | Orig: I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately! -> Aug: I accidentally initiated a transfer to the wrong account and I need to cancel it as soon as possible. Can you assist me in reversing the transaction?
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm trying to send a transfer to another account, but it's not going through. I've double-checked my info and the funds are available, so I'm not sure why it's being rejected. Can you help me figure out what's going on?
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Can you guide me through the process of ordering a physical credit card?
GEN | [supported_cards_and_currencies] | Orig: use my credit to add money -> Aug: Utilize my credit card to make a deposit
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I recently relocated to the United States and would like to know how to obtain a bank card.
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: I've noticed that the transaction appears to have been duplicated on my account.
GEN | [getting_virtual_card] | Orig: can i use my app to get a virtual card -> Aug: can i access a virtual card through my mobile app?
GEN | [topping_up_by_card] | Orig: Will my friends be able to top up my account? -> Aug: Can I use my card to add funds to my account?
GEN | [topping_up_by_card] | Orig: I used my card top-up but all of the money is missing. -> Aug: I attempted to add funds to my account using my card, but the transaction was unsuccessful and the amount is still pending.
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: how can i charge my card to add funds?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
GEN | [top_up_by_card_charge] | Orig: What are the fees for using a European bank card? -> Aug: Can I know the charges associated with making a card payment from a European bank account?
GEN | [extra_charge_on_statement] | Orig: I was made to pay an additional pound! -> Aug: I was surprised to see an unexpected charge on my statement.
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: I'm looking to replace my existing card, can you tell me about the fees associated with getting a new one?
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to locate my recently issued card, could you please help me track its status?
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I haven't received the funds I transferred since Friday, can you help me locate the issue?
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Unusual activity detected on my account.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: I'm still waiting to see the funds from my recent transfer appear in my account, could you please verify if it's been processed and updated my balance?
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending and not showing up in my account?
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I experienced an issue with my top-up transaction and received an error message indicating that it was cancelled.
VAL | [topping_up_by_card] | YES | Text: Can I use my credit card to add funds to my account?
VAL | [cancel_transfer] | NO | Text: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
VAL | [card_not_working] | YES | Text: I'm having trouble using my card due to a physical issue, can I request a replacement or re-order a new one?
VAL | [card_payment_fee_charged] | NO | Text: I'm surprised to see a fee on my recent card transaction, as I didn't expect to be charged.
VAL | [pending_transfer] | YES | Text: I'm trying to understand the status of a transfer I initiated.
VAL | [top_up_reverted] | YES | Text: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
VAL | [topping_up_by_card] | YES | Text: Can I have my friends use their cards to top up my account?
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and would like to cancel it.
VAL | [top_up_by_card_charge] | YES | Text: what is the fee for charging my card to add funds?
VAL | [top_up_failed] | YES | Text: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
VAL | [topping_up_by_card] | YES | Text: Can I have someone else add funds to my account using their card?
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical credit card. Can you guide me through the process?
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my card, but the transaction was reversed.
VAL | [order_physical_card] | YES | Text: I would like to place an order for a physical credit card.
VAL | [terminate_account] | YES | Text: I'm requesting to cancel my account due to dissatisfaction with your services.
VAL | [failed_transfer] | YES | Text: I'm having trouble with a recent transfer and I'd like to know what went wrong.
VAL | [visa_or_mastercard] | YES | Text: Can I obtain the Visa or Mastercard?
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and I need to cancel it as soon as possible. Can you assist me in reversing the transaction?
VAL | [failed_transfer] | YES | Text: I'm trying to send a transfer to another account, but it's not going through. I've double-checked my info and the funds are available, so I'm not sure why it's being rejected. Can you help me figure out what's going on?
VAL | [order_physical_card] | YES | Text: Can you guide me through the process of ordering a physical credit card?
VAL | [supported_cards_and_currencies] | NO | Text: Utilize my credit card to make a deposit
VAL | [country_support] | YES | Text: I recently relocated to the United States and would like to know how to obtain a bank card.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that the transaction appears to have been duplicated on my account.
VAL | [getting_virtual_card] | YES | Text: can i access a virtual card through my mobile app?
VAL | [topping_up_by_card] | NO | Text: Can I use my card to add funds to my account?
VAL | [topping_up_by_card] | NO | Text: I attempted to add funds to my account using my card, but the transaction was unsuccessful and the amount is still pending.
VAL | [top_up_by_card_charge] | YES | Text: how can i charge my card to add funds?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
VAL | [top_up_by_card_charge] | NO | Text: Can I know the charges associated with making a card payment from a European bank account?
VAL | [extra_charge_on_statement] | YES | Text: I was surprised to see an unexpected charge on my statement.
VAL | [card_about_to_expire] | NO | Text: I'm looking to replace my existing card, can you tell me about the fees associated with getting a new one?
VAL | [card_arrival] | YES | Text: I'm trying to locate my recently issued card, could you please help me track its status?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds I transferred since Friday, can you help me locate the issue?
VAL | [compromised_card] | YES | Text: Unusual activity detected on my account.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still waiting to see the funds from my recent transfer appear in my account, could you please verify if it's been processed and updated my balance?
VAL | [pending_transfer] | YES | Text: Why is the transfer still pending and not showing up in my account?
VAL | [top_up_reverted] | YES | Text: I experienced an issue with my top-up transaction and received an error message indicating that it was cancelled.
