GEN | [terminate_account] | Orig: This place has been too much work so I'd just like to close out my account & be done. -> Aug: I'm no longer satisfied with the services, so I'd like to terminate my account and move on.
GEN | [automatic_top_up] | Orig: How can I Use thereto-top option? -> Aug: How do I activate the automatic top-up feature?
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: should I reach out to customer support if I'm having trouble updating my personal information?
GEN | [verify_my_identity] | Orig: why do I need to show ID -> Aug: We require identification verification to ensure the security and integrity of your account, as well as to comply with regulatory requirements.
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: Can you walk me through the steps to verify my card for a top-up transaction?
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: I'm extremely dissatisfied with your services. Please cancel my account immediately.
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up details appears to be a tedious process.
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: what's the typical processing time for a pending top-up?
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
GEN | [exchange_charge] | Orig: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. -> Aug: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
GEN | [exchange_via_app] | Orig: My plans may change so I may need to change from GBP to AUD. -> Aug: I may need to convert my plans from GBP to AUD due to changes in my plans.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: We'd like to inform you that your recent transfer request has been declined due to the merchant being unsupported. To avoid this issue in the future, please ensure that the merchant is authorized by our bank before initiating the transfer.
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods and currencies do you accept for card reloads or top-ups?
GEN | [why_verify_identity] | Orig: Is the identity check part of bank policy? -> Aug: What's the purpose of verifying my identity when I'm opening an account or applying for a loan?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: I'd like to know the exchange rate used for the conversion of UK pounds to Russian rubles in my recent transaction.
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. Can you assist me in resolving this matter?
GEN | [compromised_card] | Orig: I don't recognize some transactions.  Is someone else using it? -> Aug: I'm concerned about unauthorized activity on my account. Can you help me investigate?
GEN | [transfer_not_received_by_recipient] | Orig: My cash transaction isn't showing on my receipt -> Aug: The funds from my recent transfer haven't been credited to the recipient's account.
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to go out tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
GEN | [top_up_by_card_charge] | Orig: Where can i top my card for free? -> Aug: How can I add funds to my card without incurring any charges?
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing any issues with converting or exchanging euros?
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I'm reviewing my account and noticed a pending withdrawal that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't dispense the funds due to a technical issue. Can you investigate this pending transaction and ensure I'm not charged for the amount I didn't receive?
GEN | [pending_cash_withdrawal] | Orig: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? -> Aug: I'm having issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the transaction is still pending, could you please cancel it for me?
GEN | [terminate_account] | Orig: I am asking to end my account. -> Aug: I would like to cancel my account.
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: If I notice suspicious activity on my credit card, what steps should I take to protect my account?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: I'd like to know more about the limits for making top-up transactions.
GEN | [reverted_card_payment?] | Orig: Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks. -> Aug: I'm experiencing an issue with my card payments being reverted every time I make an online purchase. This has been happening for the past two weeks, and I'm not sure why it's happening. Can you please assist me in resolving this issue?
GEN | [exchange_via_app] | Orig: I'm having difficulties changing AUD for GBP. How do I do this? -> Aug: I'm having trouble exchanging Australian dollars for British pounds. Can you guide me through the process using the app?
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not sure where the transfer went, as the recipient hasn't received it.
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: Can I get a new physical card if my current one is lost or stolen, and what's the fee for that service?
GEN | [card_delivery_estimate] | Orig: My card is needed soon -> Aug: When can I expect my card to arrive?
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why did my payment get declined when I tried to use my card?
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my debit/credit card?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
VAL | [terminate_account] | YES | Text: I'm no longer satisfied with the services, so I'd like to terminate my account and move on.
VAL | [automatic_top_up] | YES | Text: How do I activate the automatic top-up feature?
VAL | [edit_personal_details] | YES | Text: should I reach out to customer support if I'm having trouble updating my personal information?
VAL | [verify_my_identity] | YES | Text: We require identification verification to ensure the security and integrity of your account, as well as to comply with regulatory requirements.
VAL | [verify_top_up] | NO | Text: Can you walk me through the steps to verify my card for a top-up transaction?
VAL | [terminate_account] | YES | Text: I'm extremely dissatisfied with your services. Please cancel my account immediately.
VAL | [verify_top_up] | YES | Text: Confirming the top-up details appears to be a tedious process.
VAL | [pending_top_up] | YES | Text: what's the typical processing time for a pending top-up?
VAL | [why_verify_identity] | NO | Text: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
VAL | [exchange_charge] | YES | Text: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
VAL | [exchange_via_app] | NO | Text: I may need to convert my plans from GBP to AUD due to changes in my plans.
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
VAL | [declined_transfer] | NO | Text: We'd like to inform you that your recent transfer request has been declined due to the merchant being unsupported. To avoid this issue in the future, please ensure that the merchant is authorized by our bank before initiating the transfer.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods and currencies do you accept for card reloads or top-ups?
VAL | [why_verify_identity] | NO | Text: What's the purpose of verifying my identity when I'm opening an account or applying for a loan?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'd like to know the exchange rate used for the conversion of UK pounds to Russian rubles in my recent transaction.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
VAL | [pending_cash_withdrawal] | YES | Text: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. Can you assist me in resolving this matter?
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Can you help me investigate?
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds from my recent transfer haven't been credited to the recipient's account.
VAL | [cancel_transfer] | YES | Text: My rent payment is scheduled to go out tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
VAL | [top_up_by_card_charge] | YES | Text: How can I add funds to my card without incurring any charges?
VAL | [fiat_currency_support] | YES | Text: Are you experiencing any issues with converting or exchanging euros?
VAL | [pending_cash_withdrawal] | YES | Text: I'm reviewing my account and noticed a pending withdrawal that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't dispense the funds due to a technical issue. Can you investigate this pending transaction and ensure I'm not charged for the amount I didn't receive?
VAL | [pending_cash_withdrawal] | YES | Text: I'm having issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the transaction is still pending, could you please cancel it for me?
VAL | [terminate_account] | YES | Text: I would like to cancel my account.
VAL | [compromised_card] | NO | Text: If I notice suspicious activity on my credit card, what steps should I take to protect my account?
VAL | [top_up_limits] | YES | Text: I'd like to know more about the limits for making top-up transactions.
VAL | [reverted_card_payment?] | NO | Text: I'm experiencing an issue with my card payments being reverted every time I make an online purchase. This has been happening for the past two weeks, and I'm not sure why it's happening. Can you please assist me in resolving this issue?
VAL | [exchange_via_app] | YES | Text: I'm having trouble exchanging Australian dollars for British pounds. Can you guide me through the process using the app?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm not sure where the transfer went, as the recipient hasn't received it.
VAL | [order_physical_card] | NO | Text: Can I get a new physical card if my current one is lost or stolen, and what's the fee for that service?
VAL | [card_delivery_estimate] | YES | Text: When can I expect my card to arrive?
VAL | [declined_card_payment] | YES | Text: Why did my payment get declined when I tried to use my card?
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my debit/credit card?
VAL | [lost_or_stolen_phone] | NO | Text: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
