GEN | [transaction_charged_twice] | Orig: To many charges on my card how do I go about fixing that? -> Aug: I've noticed duplicate charges on my account, can you help me resolve this issue?
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: I'd like to know if you accept cards from the United States.
GEN | [card_delivery_estimate] | Orig: I need my card ASAP! -> Aug: I require an estimated delivery date for my card as soon as possible.
GEN | [order_physical_card] | Orig: I would like a card please. -> Aug: I'd like to order a physical credit card.
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: My card stopped working after I think I accidentally deactivated it
GEN | [activate_my_card] | Orig: I tried activating my plug-in and it didn't piece of work -> Aug: I attempted to activate my debit card, but it's not functioning properly
GEN | [declined_card_payment] | Orig: My card did not go through in a shop -> Aug: Your payment was declined at the merchant's location.
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: Why is my card not being recognized by the payment terminal?
GEN | [card_delivery_estimate] | Orig: are you sending me my card? -> Aug: Can you provide an estimated delivery date for my new card?
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: Can you explain the process for exchanging foreign currencies for cash transfers?
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency from AUD to GBP using the app?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your identity by providing your birthdate?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my credit card and would like to report it lost and request a replacement.
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not recognizing my Discover card, can you help me resolve this issue?
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is no longer functioning.
GEN | [reverted_card_payment?] | Orig: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! -> Aug: I'm concerned about a payment that was deducted from my account but didn't reach the seller's end. They've informed me that the transaction was unsuccessful, and the funds have been reversed back to my account. Can you please investigate this issue as soon as possible?
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request express shipping for my card delivery?
GEN | [verify_top_up] | Orig: this verifying the top up is annoying -> Aug: This top-up verification process is really frustrating
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my credit/debit card for the first time.
GEN | [verify_source_of_funds] | Orig: Why do I need to verify my funds? -> Aug: We'd like to confirm the origin of the funds in your account to ensure they are legitimate and comply with our banking regulations.
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the £1 extra charge on my recent statement be credited back to my account?
GEN | [card_arrival] | Orig: Have you sent out my card yet? -> Aug: Has my new card been dispatched to me yet?
GEN | [atm_support] | Orig: How do I withdraw money? -> Aug: What are the steps to withdraw cash from an ATM?
GEN | [lost_or_stolen_card] | Orig: My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately? -> Aug: I misplaced my card while traveling and I'm not sure where it is. Can you assist me in resolving this issue as soon as possible?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: I made a mistake with the exchange rate when withdrawing cash from my account.
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Do you support other credit cards from the United States, besides the one I'm currently using?
GEN | [virtual_card_not_working] | Orig: Please help me.  My disposable virtual card won't work right. -> Aug: I'm having trouble with my virtual card. It's not functioning properly and I need assistance resolving the issue.
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what the pending payment on my card is for.
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago. -> Aug: We've received a payment notification from your account, but it appears to be a direct debit payment that we're not recognizing. Can you please confirm the payment details and the merchant's name to help us investigate this discrepancy?
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up details?
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: Could you please provide me with details about the identity verification process?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: I haven't received my credit card yet, can you tell me when it was supposed to arrive?
GEN | [receiving_money] | Orig: can my husband open an account and transfer money -> Aug: Can my spouse create an account and deposit funds?
GEN | [exchange_via_app] | Orig: Is there a way to make my money usable in another country? -> Aug: Can I use your app to exchange my money for a different currency when traveling abroad?
VAL | [transaction_charged_twice] | YES | Text: I've noticed duplicate charges on my account, can you help me resolve this issue?
VAL | [supported_cards_and_currencies] | NO | Text: I'd like to know if you accept cards from the United States.
VAL | [card_delivery_estimate] | YES | Text: I require an estimated delivery date for my card as soon as possible.
VAL | [order_physical_card] | YES | Text: I'd like to order a physical credit card.
VAL | [card_not_working] | YES | Text: My card stopped working after I think I accidentally deactivated it
VAL | [activate_my_card] | NO | Text: I attempted to activate my debit card, but it's not functioning properly
VAL | [declined_card_payment] | YES | Text: Your payment was declined at the merchant's location.
VAL | [card_not_working] | YES | Text: Why is my card not being recognized by the payment terminal?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my new card?
VAL | [exchange_rate] | NO | Text: Can you explain the process for exchanging foreign currencies for cash transfers?
VAL | [exchange_via_app] | NO | Text: Can you guide me on how to exchange currency from AUD to GBP using the app?
VAL | [why_verify_identity] | NO | Text: Can you confirm your identity by providing your birthdate?
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my credit card and would like to report it lost and request a replacement.
VAL | [apple_pay_or_google_pay] | NO | Text: Google Pay is not recognizing my Discover card, can you help me resolve this issue?
VAL | [card_not_working] | YES | Text: My credit card is no longer functioning.
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment that was deducted from my account but didn't reach the seller's end. They've informed me that the transaction was unsuccessful, and the funds have been reversed back to my account. Can you please investigate this issue as soon as possible?
VAL | [card_arrival] | YES | Text: Can I request express shipping for my card delivery?
VAL | [verify_top_up] | NO | Text: This top-up verification process is really frustrating
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit/debit card for the first time.
VAL | [verify_source_of_funds] | YES | Text: We'd like to confirm the origin of the funds in your account to ensure they are legitimate and comply with our banking regulations.
VAL | [extra_charge_on_statement] | NO | Text: Will the £1 extra charge on my recent statement be credited back to my account?
VAL | [card_arrival] | YES | Text: Has my new card been dispatched to me yet?
VAL | [atm_support] | NO | Text: What are the steps to withdraw cash from an ATM?
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my card while traveling and I'm not sure where it is. Can you assist me in resolving this issue as soon as possible?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I made a mistake with the exchange rate when withdrawing cash from my account.
VAL | [supported_cards_and_currencies] | NO | Text: Do you support other credit cards from the United States, besides the one I'm currently using?
VAL | [virtual_card_not_working] | YES | Text: I'm having trouble with my virtual card. It's not functioning properly and I need assistance resolving the issue.
VAL | [pending_card_payment] | YES | Text: I'm not sure what the pending payment on my card is for.
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a payment notification from your account, but it appears to be a direct debit payment that we're not recognizing. Can you please confirm the payment details and the merchant's name to help us investigate this discrepancy?
VAL | [verify_top_up] | YES | Text: Why do I need to confirm the top-up details?
VAL | [verify_my_identity] | YES | Text: Could you please provide me with details about the identity verification process?
VAL | [reverted_card_payment?] | YES | Text: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
VAL | [card_arrival] | YES | Text: I haven't received my credit card yet, can you tell me when it was supposed to arrive?
VAL | [receiving_money] | NO | Text: Can my spouse create an account and deposit funds?
VAL | [exchange_via_app] | NO | Text: Can I use your app to exchange my money for a different currency when traveling abroad?
