GEN | [cash_withdrawal_not_recognised] | Orig: THere is some cash that is showing up on my app. -> Aug: I'm seeing an unexpected cash amount on my account.
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
GEN | [top_up_by_card_charge] | Orig: Will you charge me more if I use a European bank card for a top up? -> Aug: Will there be any additional fees if I use a European bank card to make a top-up payment?
GEN | [activate_my_card] | Orig: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. -> Aug: Just log in to your account, tap on "Activate" and follow the prompts to activate your card in a few easy steps.
GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal address is outdated and needs to be updated.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: I was charged an incorrect exchange rate for the item I bought.
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card balance isn't showing the recent top-up.
GEN | [cash_withdrawal_charge] | Orig: How come I got to pay to get my money from the ATM? -> Aug: Why do I have to pay a fee to withdraw cash from the ATM?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: I didn't deposit that amount into my account
GEN | [top_up_by_cash_or_cheque] | Orig: I can't find how to top up my account with a check.  Where is that? -> Aug: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Can I expect to be charged any fees for making a top-up payment using my card for a European account?
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I top up my account using my card?
GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: I'm happy to assist you with the unexpected fee you were charged for the cash withdrawal.
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card for recurring monthly payments? -> Aug: I'm trying to set up a recurring payment using my virtual card, but it's not working. Can you help me troubleshoot the issue?
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [top_up_by_card_charge] | Orig: Will you assess me more fees if I top up with an international card? -> Aug: Will I incur additional charges if I make a top-up using an international credit/debit card?
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I haven't received my refund. I've reached out to the seller, but they haven't taken any action. It's been a week now, and I'm still waiting for my money back.
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging my currency?
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit into my account, but the transaction was not successfully processed.
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If a friend wants to add funds to my account using their card, can they do so?
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [lost_or_stolen_phone] | Orig: I left my phone at the hotel. -> Aug: I misplaced my phone at the hotel where I stayed.
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I add funds to my account using my friend's credit/debit card?
GEN | [card_arrival] | Orig: I don't have my card in 1 week.  Should I be worried? -> Aug: I haven't received my card after a week. Should I be concerned?
GEN | [top_up_by_card_charge] | Orig: Will I get charged for topping up with an international card? -> Aug: Will I be charged a fee for using an international card to top up my account?
GEN | [card_not_working] | Orig: What should I do if I can't use my card? -> Aug: Why is my card not functioning properly and what steps can I take to resolve the issue?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: I'd be happy to help you with that! Can you please provide me with the transaction reference number or the last four digits of the card used for the pending payment? This will help me look into the status of your payment and provide you with an estimated timeframe for when it will be processed.
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card, it my only one. -> Aug: Do you support credit cards as a payment method, as it's the only one I have?
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for the recent top-up transaction?
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned that a payment I made to a seller was reversed, and I've been informed that the funds have been returned to my account. Can you look into this and resolve the issue as soon as possible?
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I authorize someone else to make a card payment to top up my account?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a fee for cash withdrawal?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm seeing an unexpected cash amount on my account.
VAL | [top_up_by_card_charge] | YES | Text: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
VAL | [top_up_by_card_charge] | YES | Text: Will there be any additional fees if I use a European bank card to make a top-up payment?
VAL | [activate_my_card] | YES | Text: Just log in to your account, tap on "Activate" and follow the prompts to activate your card in a few easy steps.
VAL | [edit_personal_details] | YES | Text: My personal address is outdated and needs to be updated.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I was charged an incorrect exchange rate for the item I bought.
VAL | [topping_up_by_card] | YES | Text: My card balance isn't showing the recent top-up.
VAL | [cash_withdrawal_charge] | YES | Text: Why do I have to pay a fee to withdraw cash from the ATM?
VAL | [card_payment_fee_charged] | YES | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I didn't deposit that amount into my account
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
VAL | [top_up_by_card_charge] | NO | Text: Can I expect to be charged any fees for making a top-up payment using my card for a European account?
VAL | [topping_up_by_card] | YES | Text: How can I top up my account using my card?
VAL | [cash_withdrawal_charge] | YES | Text: I'm happy to assist you with the unexpected fee you were charged for the cash withdrawal.
VAL | [virtual_card_not_working] | YES | Text: I'm trying to set up a recurring payment using my virtual card, but it's not working. Can you help me troubleshoot the issue?
VAL | [reverted_card_payment?] | YES | Text: What circumstances would cause my payment to be reversed?
VAL | [top_up_by_card_charge] | YES | Text: Will I incur additional charges if I make a top-up using an international credit/debit card?
VAL | [Refund_not_showing_up] | YES | Text: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I haven't received my refund. I've reached out to the seller, but they haven't taken any action. It's been a week now, and I'm still waiting for my money back.
VAL | [transfer_fee_charged] | NO | Text: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
VAL | [exchange_charge] | YES | Text: Is there an additional fee for exchanging my currency?
VAL | [top_up_failed] | YES | Text: I attempted to make a deposit into my account, but the transaction was not successfully processed.
VAL | [topping_up_by_card] | NO | Text: If a friend wants to add funds to my account using their card, can they do so?
VAL | [cancel_transfer] | YES | Text: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [lost_or_stolen_phone] | NO | Text: I misplaced my phone at the hotel where I stayed.
VAL | [topping_up_by_card] | YES | Text: Can I add funds to my account using my friend's credit/debit card?
VAL | [card_arrival] | YES | Text: I haven't received my card after a week. Should I be concerned?
VAL | [top_up_by_card_charge] | YES | Text: Will I be charged a fee for using an international card to top up my account?
VAL | [card_not_working] | YES | Text: Why is my card not functioning properly and what steps can I take to resolve the issue?
VAL | [pending_card_payment] | NO | Text: I'd be happy to help you with that! Can you please provide me with the transaction reference number or the last four digits of the card used for the pending payment? This will help me look into the status of your payment and provide you with an estimated timeframe for when it will be processed.
VAL | [supported_cards_and_currencies] | YES | Text: Do you support credit cards as a payment method, as it's the only one I have?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds used for the recent top-up transaction?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned that a payment I made to a seller was reversed, and I've been informed that the funds have been returned to my account. Can you look into this and resolve the issue as soon as possible?
VAL | [topping_up_by_card] | YES | Text: Can I authorize someone else to make a card payment to top up my account?
VAL | [cash_withdrawal_charge] | YES | Text: What is the maximum amount I can withdraw in a month without being charged a fee for cash withdrawal?
