GEN | [why_verify_identity] | Orig: Can I use my account now, even though my identity verification has not gone through yet? -> Aug: Can I access my account services if my identity verification process is still pending?
GEN | [card_about_to_expire] | Orig: Tell me what I should do after my card expires. -> Aug: What steps should I take when my credit card expires?
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is approaching its expiration date, what are the consequences if I don't renew it?
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can I receive funds from others through your services?
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a recent transaction.
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: What payment methods do you accept for card top-ups?
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: What merchants accept the card?
GEN | [country_support] | Orig: Can I get a card that works in other countries like Africa and Indonesia? -> Aug: Are there any credit cards that can be used internationally, specifically in countries like South Africa and Indonesia?
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you automatically assign the payment method or do I have the option to choose between Visa or Mastercard?
GEN | [pending_card_payment] | Orig: There is a pending transaction on my account, what does this mean? -> Aug: I have a pending payment on my card, what's the status of this transaction?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I'm concerned about an unexpected debit on my account.
GEN | [verify_my_identity] | Orig: What form of identification is accepted? -> Aug: What types of identification documents are accepted for verification purposes?
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet? I thought it was supposed to be completed by now.
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can I make a top-up payment?
GEN | [receiving_money] | Orig: My friend would like to send me money. What are the options available to them? -> Aug: A friend is planning to transfer funds to me. Can you please provide the available methods for them to do so?
GEN | [beneficiary_not_allowed] | Orig: Why wasn't my payment to beneficiary X approved? -> Aug: Why was my payment to beneficiary X rejected, and what are the reasons for not allowing the transaction to proceed?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm trying to add funds to my account, but I'm being asked to verify my top-up again, can you help me understand why?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
GEN | [declined_card_payment] | Orig: I was just needing to know why my card got declined -> Aug: I'm trying to understand why my payment was declined using my card
GEN | [beneficiary_not_allowed] | Orig: I was unable to transfer to another account. -> Aug: You are not authorized to transfer funds to an account that is not in your name.
GEN | [receiving_money] | Orig: Please show me how my friend can send me money. -> Aug: Can you guide me through the process of receiving a payment from my friend?
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a recent payment in my account records.
GEN | [country_support] | Orig: Will my new card work outside of the EU? -> Aug: Will my new card be accepted in countries outside of the European Union?
GEN | [card_payment_not_recognised] | Orig: my statement contains an unknown payment -> Aug: I'm trying to reconcile my statement, but there's a payment listed that I don't recognize.
GEN | [card_payment_not_recognised] | Orig: There is a card payment I'm not familiar with. -> Aug: I'm showing a card payment that I'm not recognizing.
GEN | [direct_debit_payment_not_recognised] | Orig: There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit. -> Aug: I'm concerned about a recent transaction that was deducted from my account, but I don't recall making the payment. Could you help me investigate this transaction from a few weeks ago to verify its legitimacy? I'm not seeking a refund, just want to confirm whether it's a genuine payment or not.
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: I'm having trouble adding funds to my top-up account, can you help me resolve this issue?
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Can I expect any charges when topping up my account using my card?
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: The system is unable to recognize me.
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I switch the currency I'm using in the app?
GEN | [declined_card_payment] | Orig: why couldn't I use my card at a store? -> Aug: Your card was declined due to insufficient funds or a problem with your account. Please check your account balance or contact your bank to resolve the issue.
GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm trying to add funds to my account using my card, but I don't see the option
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Why was my card payment reversed from my account?
VAL | [why_verify_identity] | YES | Text: Can I access my account services if my identity verification process is still pending?
VAL | [card_about_to_expire] | YES | Text: What steps should I take when my credit card expires?
VAL | [card_about_to_expire] | YES | Text: I'm concerned that my credit card is approaching its expiration date, what are the consequences if I don't renew it?
VAL | [beneficiary_not_allowed] | YES | Text: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
VAL | [receiving_money] | YES | Text: Can I receive funds from others through your services?
VAL | [cancel_transfer] | YES | Text: I'd like to inquire about the possibility of canceling a recent transaction.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods do you accept for card top-ups?
VAL | [card_acceptance] | YES | Text: What merchants accept the card?
VAL | [country_support] | YES | Text: Are there any credit cards that can be used internationally, specifically in countries like South Africa and Indonesia?
VAL | [visa_or_mastercard] | NO | Text: Do you automatically assign the payment method or do I have the option to choose between Visa or Mastercard?
VAL | [pending_card_payment] | YES | Text: I have a pending payment on my card, what's the status of this transaction?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about an unexpected debit on my account.
VAL | [verify_my_identity] | NO | Text: What types of identification documents are accepted for verification purposes?
VAL | [pending_top_up] | YES | Text: Why hasn't my top-up been processed yet? I thought it was supposed to be completed by now.
VAL | [top_up_reverted] | NO | Text: Can I make a top-up payment?
VAL | [receiving_money] | YES | Text: A friend is planning to transfer funds to me. Can you please provide the available methods for them to do so?
VAL | [beneficiary_not_allowed] | YES | Text: Why was my payment to beneficiary X rejected, and what are the reasons for not allowing the transaction to proceed?
VAL | [verify_top_up] | YES | Text: I'm trying to add funds to my account, but I'm being asked to verify my top-up again, can you help me understand why?
VAL | [getting_spare_card] | YES | Text: Can I request a new card to be added to my account?
VAL | [declined_card_payment] | YES | Text: I'm trying to understand why my payment was declined using my card
VAL | [beneficiary_not_allowed] | NO | Text: You are not authorized to transfer funds to an account that is not in your name.
VAL | [receiving_money] | YES | Text: Can you guide me through the process of receiving a payment from my friend?
VAL | [card_payment_not_recognised] | NO | Text: I'm unable to locate a recent payment in my account records.
VAL | [country_support] | YES | Text: Will my new card be accepted in countries outside of the European Union?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to reconcile my statement, but there's a payment listed that I don't recognize.
VAL | [card_payment_not_recognised] | YES | Text: I'm showing a card payment that I'm not recognizing.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned about a recent transaction that was deducted from my account, but I don't recall making the payment. Could you help me investigate this transaction from a few weeks ago to verify its legitimacy? I'm not seeking a refund, just want to confirm whether it's a genuine payment or not.
VAL | [top_up_reverted] | NO | Text: I'm having trouble adding funds to my top-up account, can you help me resolve this issue?
VAL | [verify_my_identity] | YES | Text: Where can I locate the identity verification process?
VAL | [top_up_by_card_charge] | NO | Text: Can I expect any charges when topping up my account using my card?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to recognize me.
VAL | [exchange_via_app] | NO | Text: Can I switch the currency I'm using in the app?
VAL | [declined_card_payment] | YES | Text: Your card was declined due to insufficient funds or a problem with your account. Please check your account balance or contact your bank to resolve the issue.
VAL | [topping_up_by_card] | NO | Text: I'm trying to add funds to my account using my card, but I don't see the option
VAL | [reverted_card_payment?] | NO | Text: Why was my card payment reversed from my account?
