GEN | [age_limit] | Orig: What about my children? -> Aug: Are you referring to the age restrictions for minors?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we waive the identity verification process?
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: When can I expect the verification process for my pending cash withdrawal to be completed?
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: I haven't seen the refund credited to my account yet, can you help me with that?
GEN | [receiving_money] | Orig: Will my GPB update my salary -> Aug: Will my direct deposit reflect my new salary?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for my top-up transaction?
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We currently support a wide range of countries, including but not limited to, the United States, Canada, Mexico, and many more. Please let me know if you have a specific country in mind and I'll be happy to assist you with your inquiry.
GEN | [verify_top_up] | Orig: I'm being asked for a verification code. Where do I find it? -> Aug: I need to verify my top-up request. Can you please provide me with the verification code?
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: Before I do that, I'd like to confirm if my current bank card is still active or if it's about to expire soon, and if so, what are the next steps to replace it?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can I make direct deposits from my employer's payroll to my account with your bank?
GEN | [receiving_money] | Orig: Can i get payed through this system? -> Aug: Can I receive payment through this system?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: I'd like to know if I can change my PIN at a nearby ATM while I'm in Spain. I'm concerned that someone might have seen my current PIN and I'd like to update it while I'm on vacation.
GEN | [verify_top_up] | Orig: What's a verification code? -> Aug: Can you please provide me with the verification code for my top-up transaction?
GEN | [top_up_limits] | Orig: How many top-ups can be approved? -> Aug: What is the limit on the number of top-ups I can request?
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: If I swallowed my bank card, what should I do?
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add some funds to my account, but I'm being asked to verify some information. Can you please help me with that?
GEN | [age_limit] | Orig: My daughter needs to open account. -> Aug: My child is under the age of 18 and needs to open a minor account.
GEN | [verify_top_up] | Orig: Where do I find the verification code for the card I'm topping up? -> Aug: To confirm, I need the verification code for the card I'm using to top up my account, where can I find it?
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: can you please let me know when my account will be credited with the refund and how I can verify the update on my statement?
GEN | [order_physical_card] | Orig: I need an actual card that I can hold in my hand, how do I do that? -> Aug: I'd like to place an order for a physical credit card, can you guide me through the process?
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error message.
GEN | [age_limit] | Orig: We want to start a college fund for my daughter. -> Aug: We're planning to establish a college savings plan for my child.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I accidentally left my card at my friend's place and need a replacement to use temporarily, could you please send me a spare one?
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: We're sorry to inform you that your cash withdrawal request was declined due to an issue with your card. Please check your account balance or contact our customer service team to resolve the issue.
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're having trouble verifying your account information, and we need to clarify a few details before we can proceed. Can you please provide additional identification documents to help us confirm your identity?
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
GEN | [change_pin] | Orig: While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain? -> Aug: I'm planning to travel to Spain and I'm concerned that someone might have seen my PIN, so I'd like to change it before I go, is it possible to do so at an ATM in Spain?
GEN | [failed_transfer] | Orig: I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do. -> Aug: I've attempted to transfer funds multiple times, but it's not going through. I'm not doing anything out of the ordinary, it's my usual process.
GEN | [transfer_not_received_by_recipient] | Orig: When will I get my money? It's been too long. -> Aug: I'm concerned about the status of my recent transfer. The recipient hasn't received it yet, and I'm worried it's taking too long.
GEN | [lost_or_stolen_phone] | Orig: I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user? -> Aug: I'm a victim of theft and I'd like to know if I need access to the app to use your services and how I can set up your services on a new device that was previously linked to my account.
GEN | [transfer_into_account] | Orig: My account is depleted. Can I transfer funds from another bank? -> Aug: I'm running low on funds in my account. Can I transfer money from another bank account to my current account?
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: Can I receive a direct deposit from my boss to my debit card?
GEN | [cash_withdrawal_not_recognised] | Orig: Help!  The app says I took out cash but I didn't! -> Aug: I'm confused, my account shows a cash withdrawal, but I'm certain I didn't make one.
GEN | [wrong_amount_of_cash_received] | Orig: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. -> Aug: I accidentally received the wrong amount of cash from the ATM. The app shows the correct amount I should have received, but I only got a different amount.
GEN | [change_pin] | Orig: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? -> Aug: I'm currently traveling in Italy and I'm worried someone might have seen my PIN. Can I change it at a nearby ATM or bank branch?
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can I not select the Visa or Mastercard I prefer?
VAL | [age_limit] | NO | Text: Are you referring to the age restrictions for minors?
VAL | [why_verify_identity] | NO | Text: Can we waive the identity verification process?
VAL | [pending_cash_withdrawal] | YES | Text: When can I expect the verification process for my pending cash withdrawal to be completed?
VAL | [Refund_not_showing_up] | YES | Text: I haven't seen the refund credited to my account yet, can you help me with that?
VAL | [receiving_money] | YES | Text: Will my direct deposit reflect my new salary?
VAL | [verify_top_up] | NO | Text: Can you please show me the verification code for my top-up transaction?
VAL | [country_support] | NO | Text: We currently support a wide range of countries, including but not limited to, the United States, Canada, Mexico, and many more. Please let me know if you have a specific country in mind and I'll be happy to assist you with your inquiry.
VAL | [verify_top_up] | NO | Text: I need to verify my top-up request. Can you please provide me with the verification code?
VAL | [card_about_to_expire] | NO | Text: Before I do that, I'd like to confirm if my current bank card is still active or if it's about to expire soon, and if so, what are the next steps to replace it?
VAL | [receiving_money] | YES | Text: Can I make direct deposits from my employer's payroll to my account with your bank?
VAL | [receiving_money] | YES | Text: Can I receive payment through this system?
VAL | [visa_or_mastercard] | NO | Text: Can I obtain a Mastercard from you instead?
VAL | [change_pin] | NO | Text: I'd like to know if I can change my PIN at a nearby ATM while I'm in Spain. I'm concerned that someone might have seen my current PIN and I'd like to update it while I'm on vacation.
VAL | [verify_top_up] | NO | Text: Can you please provide me with the verification code for my top-up transaction?
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can request?
VAL | [card_swallowed] | NO | Text: If I swallowed my bank card, what should I do?
VAL | [verify_top_up] | NO | Text: I'm trying to add some funds to my account, but I'm being asked to verify some information. Can you please help me with that?
VAL | [age_limit] | YES | Text: My child is under the age of 18 and needs to open a minor account.
VAL | [verify_top_up] | NO | Text: To confirm, I need the verification code for the card I'm using to top up my account, where can I find it?
VAL | [Refund_not_showing_up] | NO | Text: can you please let me know when my account will be credited with the refund and how I can verify the update on my statement?
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical credit card, can you guide me through the process?
VAL | [declined_transfer] | NO | Text: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error message.
VAL | [age_limit] | NO | Text: We're planning to establish a college savings plan for my child.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
VAL | [getting_spare_card] | NO | Text: I accidentally left my card at my friend's place and need a replacement to use temporarily, could you please send me a spare one?
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to inform you that your cash withdrawal request was declined due to an issue with your card. Please check your account balance or contact our customer service team to resolve the issue.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your account information, and we need to clarify a few details before we can proceed. Can you please provide additional identification documents to help us confirm your identity?
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
VAL | [change_pin] | YES | Text: I'm planning to travel to Spain and I'm concerned that someone might have seen my PIN, so I'd like to change it before I go, is it possible to do so at an ATM in Spain?
VAL | [failed_transfer] | YES | Text: I've attempted to transfer funds multiple times, but it's not going through. I'm not doing anything out of the ordinary, it's my usual process.
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm concerned about the status of my recent transfer. The recipient hasn't received it yet, and I'm worried it's taking too long.
VAL | [lost_or_stolen_phone] | NO | Text: I'm a victim of theft and I'd like to know if I need access to the app to use your services and how I can set up your services on a new device that was previously linked to my account.
VAL | [transfer_into_account] | YES | Text: I'm running low on funds in my account. Can I transfer money from another bank account to my current account?
VAL | [receiving_money] | YES | Text: Can I receive a direct deposit from my boss to my debit card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused, my account shows a cash withdrawal, but I'm certain I didn't make one.
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received the wrong amount of cash from the ATM. The app shows the correct amount I should have received, but I only got a different amount.
VAL | [change_pin] | YES | Text: I'm currently traveling in Italy and I'm worried someone might have seen my PIN. Can I change it at a nearby ATM or bank branch?
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
VAL | [visa_or_mastercard] | NO | Text: Why can I not select the Visa or Mastercard I prefer?
