GEN | [getting_spare_card] | Orig: How much is it to send out additional cards? -> Aug: Can I get a spare card sent to me? What's the cost for this service?
GEN | [why_verify_identity] | Orig: why and how soon do I have to have proof of identity to you? -> Aug: Can you please tell me the deadline for submitting proof of identity and what documents are required to verify my identity?
GEN | [card_arrival] | Orig: I need to find out where the card is that I ordered. -> Aug: I'd like to know the status of my card delivery.
GEN | [cash_withdrawal_not_recognised] | Orig: A cash withdrawal has been done that I didn't do. -> Aug: I'm concerned that someone has made a cash withdrawal from my account without my authorization.
GEN | [failed_transfer] | Orig: Why was my transaction declined? -> Aug: I'm trying to understand why my transfer was unsuccessful.
GEN | [pending_card_payment] | Orig: After I make a payment, how long will it be before it transitions from "pending" to complete? -> Aug: Once your payment is processed, it usually takes 1-3 business days for the status to update from "pending" to "complete" in our system.
GEN | [fiat_currency_support] | Orig: I heard that you support more than one type of fiat currency, would you tell me which ones please? -> Aug: We currently support a range of fiat currencies, including USD, EUR, JPY, and GBP. Which one would you like to know more about or would you like to know the specific conversion rates for a particular currency?
GEN | [direct_debit_payment_not_recognised] | Orig: Why am I seeing a direct debit thats not mine? -> Aug: I'm showing a direct debit payment that doesn't belong to me, what's going on?
GEN | [card_linking] | Orig: I found my card! Can I link it back into the app? -> Aug: I've located my card; can I reconnect it to the app?
GEN | [cancel_transfer] | Orig: I made a mistake this morning when I did a transfer. How do I reverse it? -> Aug: I accidentally initiated a transfer earlier today and I'd like to cancel it. Can you help me stop the transaction?
GEN | [get_physical_card] | Orig: Where can I locate my card PIN? -> Aug: I'd like to request my physical debit/credit card, and I'd also appreciate it if you could provide me with the PIN associated with it.
GEN | [declined_transfer] | Orig: I am sure I have plenty of money to transfer but my transfer is being declined. -> Aug: I'm certain I have sufficient funds, but my transfer request has been declined.
GEN | [verify_my_identity] | Orig: What documents do I need for the identity check? -> Aug: Can you please confirm what identification documents are required for the verification process?
GEN | [edit_personal_details] | Orig: where can I change my address? -> Aug: How do I update my address information?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I had the wrong exchange rate applied to some cash I got abroad. -> Aug: I was given an incorrect exchange rate for the cash I withdrew from an ATM while traveling abroad.
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it. I'm getting anxious that it might have been stolen and used fraudulently. Can you help me investigate this situation?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I think the exchange rate for the cash I withdrew was wrong. -> Aug: I'm certain the exchange rate for the cash I withdrew was incorrect.
GEN | [pending_card_payment] | Orig: I put in a payment a while ago and it has still not cleared and is showing up as "pending", how long does it take to clear? -> Aug: I made a payment a few days ago, but it's still listed as "pending" on my account, can you tell me when I can expect it to be processed?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [apple_pay_or_google_pay] | Orig: Can I top up using my apple watch? -> Aug: Can I use Apple Pay or Google Pay to make a payment?
GEN | [declined_cash_withdrawal] | Orig: Why am I unable to withdraw my money through this card? -> Aug: We're sorry, but your cash withdrawal request has been declined due to insufficient funds or a technical issue with your account.
GEN | [transfer_not_received_by_recipient] | Orig: the money i transferred didnt arrive -> Aug: The funds I sent haven't reached the recipient's account.
GEN | [top_up_failed] | Orig: Is there any reason why my card didn't work when I tried to top up? -> Aug: I'm having trouble topping up my account using my card, and I was wondering if there's an issue with the transaction?
GEN | [card_not_working] | Orig: I can't seem to be able to use my card -> Aug: I'm having trouble making a transaction with my card
GEN | [top_up_by_card_charge] | Orig: Is there a charge for top-ups? -> Aug: Are there any fees associated with making a top-up payment using my card?
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
GEN | [beneficiary_not_allowed] | Orig: Why is a transfer to a beneficiary not possible? -> Aug: Unfortunately, our system does not allow transfers to a beneficiary due to security and regulatory requirements.
GEN | [apple_pay_or_google_pay] | Orig: Why is top up not working if I use my American express with my apple pay? -> Aug: Why is the top-up feature not functioning when I use my American Express card with Google Pay?
GEN | [country_support] | Orig: From what countries can I use an account? -> Aug: Which countries are supported for account usage?
GEN | [transfer_timing] | Orig: What is the wait time until money reaches my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [card_acceptance] | Orig: Is there restrictions on where I can use my card? -> Aug: Are there any limitations on the locations where I can use my card for transactions?
GEN | [pending_transfer] | Orig: Tell me why my transfer is pending. -> Aug: Can you please explain why my transfer is still pending?
GEN | [verify_top_up] | Orig: is there a reason i need to verify top up -> Aug: can you tell me why i need to confirm my top-up details?
GEN | [transfer_not_received_by_recipient] | Orig: The recipient can not locate funds. -> Aug: The recipient is unable to find the transferred amount.
GEN | [verify_source_of_funds] | Orig: I would like to know where my source of funds came from. -> Aug: I'd like to confirm the origin of my funds.
VAL | [getting_spare_card] | NO | Text: Can I get a spare card sent to me? What's the cost for this service?
VAL | [why_verify_identity] | NO | Text: Can you please tell me the deadline for submitting proof of identity and what documents are required to verify my identity?
VAL | [card_arrival] | YES | Text: I'd like to know the status of my card delivery.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that someone has made a cash withdrawal from my account without my authorization.
VAL | [failed_transfer] | YES | Text: I'm trying to understand why my transfer was unsuccessful.
VAL | [pending_card_payment] | YES | Text: Once your payment is processed, it usually takes 1-3 business days for the status to update from "pending" to "complete" in our system.
VAL | [fiat_currency_support] | NO | Text: We currently support a range of fiat currencies, including USD, EUR, JPY, and GBP. Which one would you like to know more about or would you like to know the specific conversion rates for a particular currency?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment that doesn't belong to me, what's going on?
VAL | [card_linking] | YES | Text: I've located my card; can I reconnect it to the app?
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer earlier today and I'd like to cancel it. Can you help me stop the transaction?
VAL | [get_physical_card] | NO | Text: I'd like to request my physical debit/credit card, and I'd also appreciate it if you could provide me with the PIN associated with it.
VAL | [declined_transfer] | YES | Text: I'm certain I have sufficient funds, but my transfer request has been declined.
VAL | [verify_my_identity] | NO | Text: Can you please confirm what identification documents are required for the verification process?
VAL | [edit_personal_details] | YES | Text: How do I update my address information?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was given an incorrect exchange rate for the cash I withdrew from an ATM while traveling abroad.
VAL | [lost_or_stolen_card] | YES | Text: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it. I'm getting anxious that it might have been stolen and used fraudulently. Can you help me investigate this situation?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm certain the exchange rate for the cash I withdrew was incorrect.
VAL | [pending_card_payment] | YES | Text: I made a payment a few days ago, but it's still listed as "pending" on my account, can you tell me when I can expect it to be processed?
VAL | [country_support] | YES | Text: I require a replacement card and I am a resident of the United States.
VAL | [apple_pay_or_google_pay] | YES | Text: Can I use Apple Pay or Google Pay to make a payment?
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry, but your cash withdrawal request has been declined due to insufficient funds or a technical issue with your account.
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds I sent haven't reached the recipient's account.
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my account using my card, and I was wondering if there's an issue with the transaction?
VAL | [card_not_working] | YES | Text: I'm having trouble making a transaction with my card
VAL | [top_up_by_card_charge] | NO | Text: Are there any fees associated with making a top-up payment using my card?
VAL | [pending_top_up] | YES | Text: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
VAL | [beneficiary_not_allowed] | YES | Text: Unfortunately, our system does not allow transfers to a beneficiary due to security and regulatory requirements.
VAL | [apple_pay_or_google_pay] | NO | Text: Why is the top-up feature not functioning when I use my American Express card with Google Pay?
VAL | [country_support] | YES | Text: Which countries are supported for account usage?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be credited to my account?
VAL | [card_acceptance] | YES | Text: Are there any limitations on the locations where I can use my card for transactions?
VAL | [pending_transfer] | YES | Text: Can you please explain why my transfer is still pending?
VAL | [verify_top_up] | NO | Text: can you tell me why i need to confirm my top-up details?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient is unable to find the transferred amount.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
