GEN | [cash_withdrawal_charge] | Orig: Why did using an ATM cause me to be charged an additional fee? -> Aug: Can you explain why I was charged a withdrawal fee when I used an ATM to get cash from my account?
GEN | [get_disposable_virtual_card] | Orig: Tell me more about getting a virtual disposable card. -> Aug: Can you provide information on how to obtain a temporary virtual credit card for online transactions?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm concerned about unauthorized activity on my account from a location I've never visited. Can you temporarily freeze my account until I can visit the bank in person?
GEN | [compromised_card] | Orig: Someone hacked into my cards account. -> Aug: My card information has been compromised by an unauthorized user.
GEN | [pending_transfer] | Orig: My account says I have a pending transfer. -> Aug: I'm checking on a transfer that's still pending in my account.
GEN | [pending_card_payment] | Orig: When will the transaction go through? -> Aug: When will the pending card payment be processed?
GEN | [verify_top_up] | Orig: what's my top-up verification code? -> Aug: can you please provide me with my top-up verification code?
GEN | [apple_pay_or_google_pay] | Orig: How do I top up using my Apple Watch? -> Aug: How do I add funds to my Apple Watch using Apple Pay or Google Pay?
GEN | [card_payment_not_recognised] | Orig: I'm checking the app and I see a payment that's not mine. -> Aug: I'm reviewing my transactions and noticed a payment that doesn't belong to me.
GEN | [get_disposable_virtual_card] | Orig: What do you use disposable cards on? -> Aug: Can I use a disposable virtual card for online transactions or purchases?
GEN | [transfer_timing] | Orig: When will my transfer post to my account? -> Aug: When can I expect my transfer to be credited to my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: I purchased something abroad, and the exchange rate that was applied was wrong. -> Aug: I made an international purchase, but the exchange rate used for the transaction was incorrect.
GEN | [card_linking] | Orig: if i found a lost card can i put it back in app -> Aug: can i reactivate my lost card through the app if i find it?
GEN | [card_payment_fee_charged] | Orig: Why is there a fee associated with card use? -> Aug: Can you explain the reason behind the payment fee charged on my recent card transaction?
GEN | [atm_support] | Orig: Are there specific ATM's that I can draw money from? -> Aug: Can I find specific ATMs that allow me to withdraw cash?
GEN | [country_support] | Orig: I'm not in the UK, but can I still get a card? -> Aug: I'm not a resident of the UK, but can I still apply for a card?
GEN | [transaction_charged_twice] | Orig: I made a payment and it appears it is showing twice -> Aug: I've processed a payment, but it seems to have been duplicated and I'm being charged twice
GEN | [top_up_reverted] | Orig: What if my top up is reverted? -> Aug: If my top-up transaction is reversed, what happens next?
GEN | [passcode_forgotten] | Orig: I would like to better understand why my pass-code is not working. -> Aug: I'm having trouble remembering my passcode and would like to know why it's not accepting my attempts.
GEN | [top_up_limits] | Orig: What is the maximum for top-ups? -> Aug: What is the highest amount I can top up my credit limit to?
GEN | [card_payment_not_recognised] | Orig: There is a payment done with my card which i definitely did not do.Never seen that name before. -> Aug: I'm concerned about a recent payment made using my card, as I have no recollection of authorizing it. The name on the transaction is unfamiliar to me.
GEN | [card_arrival] | Orig: why have i not got my new card? -> Aug: I haven't received my new card yet, can you help me track its status?
GEN | [direct_debit_payment_not_recognised] | Orig: I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago? -> Aug: I recently noticed an old payment in my account that I didn't authorise. Can I still contest it, even though it's been a few months since it was made?
GEN | [cash_withdrawal_not_recognised] | Orig: There is a withdrawal on my account that I don't remember initiating. -> Aug: I'm trying to understand a recent cash withdrawal on my account that I don't recall authorizing.
GEN | [Refund_not_showing_up] | Orig: I'm due a refund and it is not on my statement. -> Aug: I haven't received my expected refund and it's not reflected on my account statement.
GEN | [change_pin] | Orig: I have been travelling overseas and I need to change my PIN. Can you tell me how this is done? -> Aug: I'm currently abroad and I'd like to update my PIN. Can you guide me through the process of changing it?
GEN | [cash_withdrawal_charge] | Orig: Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge? -> Aug: I'm experiencing an issue with a recent ATM withdrawal. I made a transaction and was charged a fee on the withdrawal amount. Can you confirm if this type of transaction typically incurs a charge?
GEN | [lost_or_stolen_phone] | Orig: I can't find my phone and I'm worried someone is going to use it -> Aug: I've misplaced my phone and I'm concerned that someone might be using it without my knowledge
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: I'm trying to access my available balance, but it shows that my recent payment is still pending. Can you help me understand why it's not reflecting in my account yet?
GEN | [pending_transfer] | Orig: I have not seen any changes in my account balance(s) after making a transfer. -> Aug: I'm still waiting to see the update in my account balance after initiating a transfer.
GEN | [cancel_transfer] | Orig: I wanna revert a transaction i did this morning. -> Aug: I'd like to cancel a transfer I initiated earlier today.
GEN | [edit_personal_details] | Orig: Please tell me how to edit my personal details. -> Aug: Can you guide me through the process of updating my personal information?
GEN | [verify_source_of_funds] | Orig: Where can I check to see where the money in my account came from? -> Aug: Can you please confirm the origin of the funds in my account?
GEN | [activate_my_card] | Orig: I tried activating my card and it doesn't work how do I solve this problem? -> Aug: I'm having trouble activating my card, can you help me resolve the issue?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I exchanged cash when traveling and the rate was incorrect. -> Aug: I withdrew cash abroad and the exchange rate was not what I was expecting.
GEN | [visa_or_mastercard] | Orig: Am I able to get both a Visa and MasterCard from you? -> Aug: Can I obtain both a Visa and MasterCard from your institution?
VAL | [cash_withdrawal_charge] | YES | Text: Can you explain why I was charged a withdrawal fee when I used an ATM to get cash from my account?
VAL | [get_disposable_virtual_card] | YES | Text: Can you provide information on how to obtain a temporary virtual credit card for online transactions?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned about unauthorized activity on my account from a location I've never visited. Can you temporarily freeze my account until I can visit the bank in person?
VAL | [compromised_card] | YES | Text: My card information has been compromised by an unauthorized user.
VAL | [pending_transfer] | YES | Text: I'm checking on a transfer that's still pending in my account.
VAL | [pending_card_payment] | YES | Text: When will the pending card payment be processed?
VAL | [verify_top_up] | YES | Text: can you please provide me with my top-up verification code?
VAL | [apple_pay_or_google_pay] | YES | Text: How do I add funds to my Apple Watch using Apple Pay or Google Pay?
VAL | [card_payment_not_recognised] | YES | Text: I'm reviewing my transactions and noticed a payment that doesn't belong to me.
VAL | [get_disposable_virtual_card] | NO | Text: Can I use a disposable virtual card for online transactions or purchases?
VAL | [transfer_timing] | YES | Text: When can I expect my transfer to be credited to my account?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I made an international purchase, but the exchange rate used for the transaction was incorrect.
VAL | [card_linking] | NO | Text: can i reactivate my lost card through the app if i find it?
VAL | [card_payment_fee_charged] | YES | Text: Can you explain the reason behind the payment fee charged on my recent card transaction?
VAL | [atm_support] | YES | Text: Can I find specific ATMs that allow me to withdraw cash?
VAL | [country_support] | YES | Text: I'm not a resident of the UK, but can I still apply for a card?
VAL | [transaction_charged_twice] | YES | Text: I've processed a payment, but it seems to have been duplicated and I'm being charged twice
VAL | [top_up_reverted] | YES | Text: If my top-up transaction is reversed, what happens next?
VAL | [passcode_forgotten] | YES | Text: I'm having trouble remembering my passcode and would like to know why it's not accepting my attempts.
VAL | [top_up_limits] | YES | Text: What is the highest amount I can top up my credit limit to?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about a recent payment made using my card, as I have no recollection of authorizing it. The name on the transaction is unfamiliar to me.
VAL | [card_arrival] | YES | Text: I haven't received my new card yet, can you help me track its status?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I recently noticed an old payment in my account that I didn't authorise. Can I still contest it, even though it's been a few months since it was made?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to understand a recent cash withdrawal on my account that I don't recall authorizing.
VAL | [Refund_not_showing_up] | YES | Text: I haven't received my expected refund and it's not reflected on my account statement.
VAL | [change_pin] | YES | Text: I'm currently abroad and I'd like to update my PIN. Can you guide me through the process of changing it?
VAL | [cash_withdrawal_charge] | YES | Text: I'm experiencing an issue with a recent ATM withdrawal. I made a transaction and was charged a fee on the withdrawal amount. Can you confirm if this type of transaction typically incurs a charge?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and I'm concerned that someone might be using it without my knowledge
VAL | [pending_card_payment] | YES | Text: I'm trying to access my available balance, but it shows that my recent payment is still pending. Can you help me understand why it's not reflecting in my account yet?
VAL | [pending_transfer] | YES | Text: I'm still waiting to see the update in my account balance after initiating a transfer.
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transfer I initiated earlier today.
VAL | [edit_personal_details] | YES | Text: Can you guide me through the process of updating my personal information?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds in my account?
VAL | [activate_my_card] | YES | Text: I'm having trouble activating my card, can you help me resolve the issue?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I withdrew cash abroad and the exchange rate was not what I was expecting.
VAL | [visa_or_mastercard] | YES | Text: Can I obtain both a Visa and MasterCard from your institution?
