GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: I'm planning to get a new card, but I'm worried about the expiration date. Can I expedite the delivery to avoid any late fees?
GEN | [card_acceptance] | Orig: Are there limits as to where my card will be accepted? -> Aug: Can I use my card at any location, or are there specific places where it won't be accepted?
GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will my account balance be automatically replenished when the time is suitable?
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require an ATM location.
GEN | [unable_to_verify_identity] | Orig: The app is telling me that I am not me. -> Aug: We're having trouble verifying your identity through our system, and it's possible that there's an issue with your account information.
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account and to prevent any potential fraudulent activities.
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
GEN | [declined_cash_withdrawal] | Orig: I entered the correct pin but I still couldnt get funds. -> Aug: I attempted to withdraw cash, but despite entering my PIN correctly, the transaction was declined.
GEN | [transfer_fee_charged] | Orig: I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?! -> Aug: I've been using this account regularly to manage my international transactions, but I'm surprised to see a sudden fee increase. Wouldn't it be more customer-friendly to offer incentives for frequent users like me instead of imposing additional charges?
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, your cash withdrawal request was declined due to insufficient funds or other reasons.
GEN | [pending_cash_withdrawal] | Orig: My last ATM request did not go through due to a declined card. Please cancel the request on my account. -> Aug: I'm still waiting for the outcome of my previous cash withdrawal request, but it seems it was declined due to a card issue. Could you please cancel the pending request and let me know the status of my account?
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I'd like to add some cash to my account, please.
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I've forgotten my passcode and can't log in to my account.
GEN | [top_up_by_card_charge] | Orig: Can I get information on topping up? -> Aug: How do I add funds to my account using my card?
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my account?
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
GEN | [transfer_fee_charged] | Orig: Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it. -> Aug: I'm surprised to see a fee added to my international transfer. Can you help me understand why this charge was applied and how to have it reversed?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your card has been declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting our customer service team to report the issue and we can assist you further.
GEN | [supported_cards_and_currencies] | Orig: Why doesn't it work when I use American Express to try to add money to my account? -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. Additionally, you can also use various digital wallets like Apple Pay, Google Pay, and Samsung Pay. If you have any further questions or concerns, please feel free to ask.
GEN | [card_payment_not_recognised] | Orig: I did not charge my account for that transaction.  That's an error. -> Aug: I'm not seeing the payment reflected in my account. Can you look into this discrepancy?
GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: What is the maximum amount I can top up my account before being restricted?
GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a payment attempt from your debit card, but it's not being recognized as a direct debit payment. Can you please check your account and confirm the payment details?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction on my account
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: I swallowed my card while trying to withdraw cash from the ATM!
GEN | [automatic_top_up] | Orig: Will the system automatically update once there is no more money left? -> Aug: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a high daily limit on my disposable card, and I'd like to know if I can dispose of the used cards without any issues.
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: Can I use someone else's card to add funds to my account through the app?
GEN | [card_about_to_expire] | Orig: My card's expiration date is close. -> Aug: My credit card's expiration date is approaching.
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [card_swallowed] | Orig: I was removing a dollar amount from my account and now don't have access to my card. -> Aug: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
GEN | [extra_charge_on_statement] | Orig: I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as "pending", it never changes, and now I'm thinking someone's hacked my account! -> Aug: I'm concerned about a recurring charge of £1 that's been appearing on my statement, labeled as "pending" in the app, and it's not updating or changing, making me worry that someone has unauthorized access to my account.
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a payment for an item I've already received, but the amount hasn't been deducted from my account. Can you help me understand why?
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM location?
GEN | [pending_card_payment] | Orig: How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since. -> Aug: I'd be happy to help you with that! Can you please confirm the payment amount and the date you made the payment? Additionally, could you please check if the payment was made using a credit or debit card? This information will help me better assist you in tracking the status of your pending card payment.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require an urgent estimate for my card delivery.
VAL | [card_about_to_expire] | NO | Text: I'm planning to get a new card, but I'm worried about the expiration date. Can I expedite the delivery to avoid any late fees?
VAL | [card_acceptance] | YES | Text: Can I use my card at any location, or are there specific places where it won't be accepted?
VAL | [automatic_top_up] | YES | Text: Will my account balance be automatically replenished when the time is suitable?
VAL | [atm_support] | YES | Text: I urgently require an ATM location.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity through our system, and it's possible that there's an issue with your account information.
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account and to prevent any potential fraudulent activities.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but despite entering my PIN correctly, the transaction was declined.
VAL | [transfer_fee_charged] | NO | Text: I've been using this account regularly to manage my international transactions, but I'm surprised to see a sudden fee increase. Wouldn't it be more customer-friendly to offer incentives for frequent users like me instead of imposing additional charges?
VAL | [apple_pay_or_google_pay] | NO | Text: my apple pay is malfunctioning
VAL | [declined_cash_withdrawal] | YES | Text: Unfortunately, your cash withdrawal request was declined due to insufficient funds or other reasons.
VAL | [pending_cash_withdrawal] | NO | Text: I'm still waiting for the outcome of my previous cash withdrawal request, but it seems it was declined due to a card issue. Could you please cancel the pending request and let me know the status of my account?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'd like to add some cash to my account, please.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't log in to my account.
VAL | [top_up_by_card_charge] | YES | Text: How do I add funds to my account using my card?
VAL | [terminate_account] | NO | Text: Can you assist me in closing my account?
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
VAL | [transfer_fee_charged] | NO | Text: I'm surprised to see a fee added to my international transfer. Can you help me understand why this charge was applied and how to have it reversed?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your card has been declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting our customer service team to report the issue and we can assist you further.
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. Additionally, you can also use various digital wallets like Apple Pay, Google Pay, and Samsung Pay. If you have any further questions or concerns, please feel free to ask.
VAL | [card_payment_not_recognised] | YES | Text: I'm not seeing the payment reflected in my account. Can you look into this discrepancy?
VAL | [top_up_limits] | YES | Text: What is the maximum amount I can top up my account before being restricted?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We've received a payment attempt from your debit card, but it's not being recognized as a direct debit payment. Can you please check your account and confirm the payment details?
VAL | [card_payment_not_recognised] | NO | Text: I'm disputing a transaction on my account
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to withdraw cash from the ATM!
VAL | [automatic_top_up] | YES | Text: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
VAL | [disposable_card_limits] | NO | Text: I require a high daily limit on my disposable card, and I'd like to know if I can dispose of the used cards without any issues.
VAL | [topping_up_by_card] | NO | Text: Can I use someone else's card to add funds to my account through the app?
VAL | [card_about_to_expire] | YES | Text: My credit card's expiration date is approaching.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Is there a fee for topping up my account via bank transfer?
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
VAL | [extra_charge_on_statement] | NO | Text: I'm concerned about a recurring charge of £1 that's been appearing on my statement, labeled as "pending" in the app, and it's not updating or changing, making me worry that someone has unauthorized access to my account.
VAL | [reverted_card_payment?] | NO | Text: I made a payment for an item I've already received, but the amount hasn't been deducted from my account. Can you help me understand why?
VAL | [change_pin] | YES | Text: Can I modify my PIN at any ATM location?
VAL | [pending_card_payment] | NO | Text: I'd be happy to help you with that! Can you please confirm the payment amount and the date you made the payment? Additionally, could you please check if the payment was made using a credit or debit card? This information will help me better assist you in tracking the status of your pending card payment.
VAL | [card_delivery_estimate] | YES | Text: I require an urgent estimate for my card delivery.
