GEN | [transfer_not_received_by_recipient] | Orig: Where is my last money transaction -> Aug: I haven't received the funds from my recent transfer. Can you help me locate it?
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I haven't received the funds from my recent transfer.
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that my top-up request was not processed successfully.
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I'm waiting for an outgoing transfer to be processed
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: I'd be happy to help you understand why the top-up amount was reversed back to your account.
GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: can you guide me through the process of transferring funds into my account?
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [beneficiary_not_allowed] | Orig: What are then rules on beneficiaries? -> Aug: Who is eligible to be a beneficiary for our services?
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all merchants?
GEN | [card_payment_not_recognised] | Orig: Is there any way to know how the transaction got on my account? -> Aug: I'm trying to figure out why a recent payment didn't show up on my account statement.
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I have multiple currencies in my account?
GEN | [card_acceptance] | Orig: You accepts my card? -> Aug: Does your system accept my credit card?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I haven't received my transfer receipt.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please expedite the process or provide an estimated timeframe for when the balance will be updated?
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: Your payment was declined due to an issue with your card.
GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: What forms of identification do you accept for verification purposes?
GEN | [order_physical_card] | Orig: Do I get a card to keep in my wallet? -> Aug: Can I request a physical card to carry with me?
GEN | [card_arrival] | Orig: Is my new bank card on the way and is there a way to track it? -> Aug: Can I expect my new bank card to arrive soon and is there a tracking option available to monitor its delivery?
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the transfer be processed and reflected in my account balance?
GEN | [transfer_into_account] | Orig: I want to do a bank transfer to this bank, from an account at another bank. -> Aug: I'd like to initiate a transfer from my existing account at another bank to my account with your bank.
GEN | [order_physical_card] | Orig: I want a real card -> Aug: I'd like to order a physical credit card
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly transferred my rent payment to the wrong account. Can you please cancel the transfer and redirect it to the correct account, as it needs to be processed by tomorrow?
GEN | [contactless_not_working] | Orig: I am having problems with my contactless. -> Aug: I'm experiencing issues with my contactless payment feature.
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: When can I expect to receive the funds after initiating a transfer?
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I recently made an international purchase using my card, but I wasn't informed about the additional fee. I was charged for the item and the fee, which I think is unfair. Can I get a refund for the extra charge?
GEN | [transfer_timing] | Orig: When will the money be made available in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: Can I hold any currency in my account, or are there restrictions on the types of currencies I can hold?
GEN | [pending_transfer] | Orig: As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending at this time.
GEN | [balance_not_updated_after_bank_transfer] | Orig: help my money isnt showing up -> Aug: my account balance isn't reflecting the recent transfer I made
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: I was charged a fee for the transfer, can you explain why?
GEN | [transfer_not_received_by_recipient] | Orig: How can I the person see my money transaction? -> Aug: Why hasn't the recipient received the money from my recent transaction?
GEN | [visa_or_mastercard] | Orig: I prefer Visa, can I get that instead? -> Aug: I'd like to use my Visa card, is that an option?
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: I'd like to purchase a replacement card, could you please let me know the cost?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer. Can you help me locate it?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer.
VAL | [top_up_failed] | YES | Text: It seems that my top-up request was not processed successfully.
VAL | [pending_transfer] | YES | Text: I'm waiting for an outgoing transfer to be processed
VAL | [top_up_reverted] | YES | Text: I'd be happy to help you understand why the top-up amount was reversed back to your account.
VAL | [pin_blocked] | NO | Text: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
VAL | [transfer_into_account] | YES | Text: can you guide me through the process of transferring funds into my account?
VAL | [verify_top_up] | NO | Text: How can I confirm the details of my top-up card?
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from another account to this account.
VAL | [beneficiary_not_allowed] | NO | Text: Who is eligible to be a beneficiary for our services?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
VAL | [card_acceptance] | YES | Text: Is the card accepted by all merchants?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why a recent payment didn't show up on my account statement.
VAL | [fiat_currency_support] | NO | Text: Can I have multiple currencies in my account?
VAL | [card_acceptance] | YES | Text: Does your system accept my credit card?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received my transfer receipt.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please expedite the process or provide an estimated timeframe for when the balance will be updated?
VAL | [declined_card_payment] | YES | Text: Your payment was declined due to an issue with your card.
VAL | [verify_my_identity] | NO | Text: What forms of identification do you accept for verification purposes?
VAL | [order_physical_card] | YES | Text: Can I request a physical card to carry with me?
VAL | [card_arrival] | YES | Text: Can I expect my new bank card to arrive soon and is there a tracking option available to monitor its delivery?
VAL | [pending_transfer] | NO | Text: When will the transfer be processed and reflected in my account balance?
VAL | [transfer_into_account] | YES | Text: I'd like to initiate a transfer from my existing account at another bank to my account with your bank.
VAL | [order_physical_card] | YES | Text: I'd like to order a physical credit card
VAL | [cancel_transfer] | NO | Text: I mistakenly transferred my rent payment to the wrong account. Can you please cancel the transfer and redirect it to the correct account, as it needs to be processed by tomorrow?
VAL | [contactless_not_working] | YES | Text: I'm experiencing issues with my contactless payment feature.
VAL | [transfer_timing] | YES | Text: When can I expect to receive the funds after initiating a transfer?
VAL | [transfer_fee_charged] | YES | Text: I recently made an international purchase using my card, but I wasn't informed about the additional fee. I was charged for the item and the fee, which I think is unfair. Can I get a refund for the extra charge?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [fiat_currency_support] | YES | Text: Can I hold any currency in my account, or are there restrictions on the types of currencies I can hold?
VAL | [pending_transfer] | YES | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending at this time.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: my account balance isn't reflecting the recent transfer I made
VAL | [compromised_card] | YES | Text: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
VAL | [transfer_fee_charged] | NO | Text: I was charged a fee for the transfer, can you explain why?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't the recipient received the money from my recent transaction?
VAL | [visa_or_mastercard] | YES | Text: I'd like to use my Visa card, is that an option?
VAL | [getting_spare_card] | YES | Text: I'd like to purchase a replacement card, could you please let me know the cost?
