GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but it's not allowing me to.
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Can I top up my limits?
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my credit card for the transaction.
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What are the fees associated with ordering a physical credit/debit card from your bank?
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The screen showed that I received £30, but I know that's not correct. I'd like to resolve this issue and get the correct amount of cash.
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for topping up my card?
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical processing time for international transfers to Europe?
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The funds have not been credited to the recipient's account.
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I check my incoming transactions?
GEN | [pending_cash_withdrawal] | Orig: When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier today, but it was declined. I've checked my account and the transaction is still pending. Can you please cancel this transaction as I didn't receive the cash and it's still showing as pending in my account?
GEN | [top_up_limits] | Orig: How can I information on my limit for top-ups? -> Aug: Inquire about the current limit for making top-up transactions?
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a cash deposit at an ATM last week, but my account balance hasn't been updated yet. Can you please look into this and resolve the issue as soon as possible?
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my pending cash withdrawal not showing up in my account?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa or does it have to be something else. -> Aug: Can I use a Visa or do I need to use a different credit card?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much is it to receive money? -> Aug: What is the fee for receiving a bank transfer top-up?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I'm showing an unexpected payment in my account, and I didn't make the transaction. Can you help me reverse the charge?
GEN | [transfer_into_account] | Orig: What are my bank details so I can do a transfer? -> Aug: I'd like to know my account information to initiate a transfer to another account.
GEN | [Refund_not_showing_up] | Orig: i need a refund right away but the funds aren't available in my account -> Aug: I'm expecting to see the refund in my account, but it's not showing up. Can you please look into this and expedite the refund process?
GEN | [visa_or_mastercard] | Orig: I won't be pleased unless I get a Mastercard. -> Aug: I'm only interested in a Mastercard, please.
GEN | [wrong_amount_of_cash_received] | Orig: My cash received does not match what has been requested -> Aug: The amount of cash I received is not what I was expecting.
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I need to top-up my card ASAP, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
GEN | [receiving_money] | Orig: Who can send me money? -> Aug: Who can transfer funds to me?
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
GEN | [failed_transfer] | Orig: Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere. -> Aug: I've been trying to initiate a standard transfer for hours, but it keeps failing. Is there an issue with your system or is it a problem on my end?
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
GEN | [direct_debit_payment_not_recognised] | Orig: Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out. -> Aug: I'd like to dispute a significant payment that appears to have been made by someone else in my recent statements. It's already been delayed, and I'd appreciate your assistance in resolving this issue.
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card to make a payment?
GEN | [top_up_limits] | Orig: I need someone to assist me with explaining how much I can top-up. -> Aug: I'd like to know the maximum amount I can top up my account.
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Do you support transactions in euros?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out why this transaction is showing up on my statement.
GEN | [getting_spare_card] | Orig: I would like some more physical cards, what is my limit? -> Aug: I need an additional physical debit/credit card, what is my available limit?
VAL | [pin_blocked] | YES | Text: What can I do to resolve the PIN block issue?
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to transfer funds to my account, but it's not allowing me to.
VAL | [pin_blocked] | YES | Text: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
VAL | [top_up_limits] | NO | Text: Can I top up my limits?
VAL | [card_payment_fee_charged] | YES | Text: I was charged a fee for using my credit card for the transaction.
VAL | [order_physical_card] | YES | Text: What are the fees associated with ordering a physical credit/debit card from your bank?
VAL | [transfer_fee_charged] | YES | Text: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The screen showed that I received £30, but I know that's not correct. I'd like to resolve this issue and get the correct amount of cash.
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for topping up my card?
VAL | [transfer_timing] | YES | Text: What is the typical processing time for international transfers to Europe?
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds have not been credited to the recipient's account.
VAL | [receiving_money] | YES | Text: how can I check my incoming transactions?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier today, but it was declined. I've checked my account and the transaction is still pending. Can you please cancel this transaction as I didn't receive the cash and it's still showing as pending in my account?
VAL | [top_up_limits] | YES | Text: Inquire about the current limit for making top-up transactions?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit at an ATM last week, but my account balance hasn't been updated yet. Can you please look into this and resolve the issue as soon as possible?
VAL | [pending_cash_withdrawal] | YES | Text: Why is my pending cash withdrawal not showing up in my account?
VAL | [visa_or_mastercard] | YES | Text: Can I use a Visa or do I need to use a different credit card?
VAL | [pending_cash_withdrawal] | YES | Text: A pending cash withdrawal is awaiting processing.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What is the fee for receiving a bank transfer top-up?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing an unexpected payment in my account, and I didn't make the transaction. Can you help me reverse the charge?
VAL | [transfer_into_account] | YES | Text: I'd like to know my account information to initiate a transfer to another account.
VAL | [Refund_not_showing_up] | YES | Text: I'm expecting to see the refund in my account, but it's not showing up. Can you please look into this and expedite the refund process?
VAL | [visa_or_mastercard] | YES | Text: I'm only interested in a Mastercard, please.
VAL | [wrong_amount_of_cash_received] | YES | Text: The amount of cash I received is not what I was expecting.
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode
VAL | [top_up_failed] | NO | Text: I'm in a bit of an emergency and I need to top-up my card ASAP, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
VAL | [pin_blocked] | NO | Text: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
VAL | [receiving_money] | YES | Text: Who can transfer funds to me?
VAL | [visa_or_mastercard] | NO | Text: Please assist me in obtaining a Mastercard.
VAL | [failed_transfer] | YES | Text: I've been trying to initiate a standard transfer for hours, but it keeps failing. Is there an issue with your system or is it a problem on my end?
VAL | [wrong_amount_of_cash_received] | YES | Text: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'd like to dispute a significant payment that appears to have been made by someone else in my recent statements. It's already been delayed, and I'd appreciate your assistance in resolving this issue.
VAL | [card_acceptance] | NO | Text: How can I use my card to make a payment?
VAL | [top_up_limits] | YES | Text: I'd like to know the maximum amount I can top up my account.
VAL | [fiat_currency_support] | YES | Text: Do you support transactions in euros?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why this transaction is showing up on my statement.
VAL | [getting_spare_card] | YES | Text: I need an additional physical debit/credit card, what is my available limit?
