GEN | [pin_blocked] | Orig: I used my pin too many times. -> Aug: I've entered my pin incorrectly multiple times.
GEN | [contactless_not_working] | Orig: I'm confused ass to why my contactless is not working. -> Aug: I'm having trouble with my contactless payment method and it's not functioning as expected.
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I'd like to close my account, please guide me through the process.
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require my card as soon as possible.
GEN | [supported_cards_and_currencies] | Orig: how can i transfer money from american express card -> Aug: What payment methods do you accept for international money transfers, specifically for American Express cardholders?
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up my US-issued card?
GEN | [atm_support] | Orig: Can I use a different bank ATM than my own? -> Aug: Can I use an ATM from a different bank or institution than my own?
GEN | [unable_to_verify_identity] | Orig: The app isn't letting me log in, but my info is correct. -> Aug: We're having trouble verifying your identity, and it seems that our system is unable to recognize your login credentials, despite your information being accurate.
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on how to confirm that my recent top-up transaction has been successfully processed?
GEN | [card_swallowed] | Orig: I can't get my card out of the ATM -> Aug: I swallowed my card while trying to get it out of the ATM
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges or fees associated with making a top-up payment using my card?
GEN | [pin_blocked] | Orig: When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored? -> Aug: I accidentally entered my PIN incorrectly while trying to make a transaction and now my card is blocked. Can you please help me unblock it?
GEN | [card_payment_wrong_exchange_rate] | Orig: my exchange rate looks wrong for my last payment -> Aug: The exchange rate used for my recent transaction seems incorrect.
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds from my failed top-up be returned to my account?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: How can I add funds to my account, and what methods are available for doing so?
GEN | [card_swallowed] | Orig: A Bank ATM did not give my card back. What do I do now? -> Aug: I accidentally swallowed my bank card while using an ATM and it's not dispensing it back. What should I do next?
GEN | [top_up_by_cash_or_cheque] | Orig: Why can't I top up by cheque? -> Aug: Can I top up my account using a cheque instead of cash?
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: I'm missing a cash withdrawal that was supposed to be credited to my account.
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: I'm confused because my app shows a cash withdrawal, but I didn't receive the cash.
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Your cash withdrawal was declined due to insufficient funds in your account.
GEN | [terminate_account] | Orig: I need to close my account as soon as possible. -> Aug: I'd like to cancel my account immediately.
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
GEN | [cancel_transfer] | Orig: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? -> Aug: I accidentally set up a transfer from the wrong account for my rent payment yesterday. Since it can't be processed from that account, I'd like to move it to the correct one to avoid any delays.
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to exchange some currency. Can I do it through your app?
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to my address?
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of top-up transaction
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: I'm trying to use my new card, but the contactless payment feature isn't working. Can I still be charged for any transactions attempted during this time?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you please clarify the source of the funds in my account?
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: I'm showing a transfer fee that shouldn't be there, can you help me understand why it's being charged?
GEN | [contactless_not_working] | Orig: How do I troubleshoot my contactless? -> Aug: What's going on with my contactless payment feature? It's not working as expected.
GEN | [transfer_fee_charged] | Orig: I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise? -> Aug: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble activating my card.
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I'm concerned that I've been incorrectly charged a transfer fee.
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
VAL | [pin_blocked] | NO | Text: I've entered my pin incorrectly multiple times.
VAL | [contactless_not_working] | YES | Text: I'm having trouble with my contactless payment method and it's not functioning as expected.
VAL | [card_payment_not_recognised] | YES | Text: I'm not sure if I authorized this payment on my recent statement
VAL | [terminate_account] | YES | Text: I'd like to close my account, please guide me through the process.
VAL | [card_delivery_estimate] | YES | Text: I require my card as soon as possible.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods do you accept for international money transfers, specifically for American Express cardholders?
VAL | [top_up_by_card_charge] | YES | Text: What is the charge for topping up my US-issued card?
VAL | [atm_support] | NO | Text: Can I use an ATM from a different bank or institution than my own?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity, and it seems that our system is unable to recognize your login credentials, despite your information being accurate.
VAL | [verify_top_up] | YES | Text: Could you please guide me on how to confirm that my recent top-up transaction has been successfully processed?
VAL | [card_swallowed] | YES | Text: I swallowed my card while trying to get it out of the ATM
VAL | [top_up_by_card_charge] | YES | Text: Are there any charges or fees associated with making a top-up payment using my card?
VAL | [pin_blocked] | NO | Text: I accidentally entered my PIN incorrectly while trying to make a transaction and now my card is blocked. Can you please help me unblock it?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate used for my recent transaction seems incorrect.
VAL | [pending_top_up] | YES | Text: When will the funds from my failed top-up be returned to my account?
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I add funds to my account, and what methods are available for doing so?
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my bank card while using an ATM and it's not dispensing it back. What should I do next?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I top up my account using a cheque instead of cash?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a cash withdrawal that was supposed to be credited to my account.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused because my app shows a cash withdrawal, but I didn't receive the cash.
VAL | [declined_cash_withdrawal] | YES | Text: Your cash withdrawal was declined due to insufficient funds in your account.
VAL | [terminate_account] | YES | Text: I'd like to cancel my account immediately.
VAL | [pending_top_up] | YES | Text: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
VAL | [cancel_transfer] | NO | Text: I accidentally set up a transfer from the wrong account for my rent payment yesterday. Since it can't be processed from that account, I'd like to move it to the correct one to avoid any delays.
VAL | [exchange_via_app] | YES | Text: I'm planning a trip and need to exchange some currency. Can I do it through your app?
VAL | [order_physical_card] | NO | Text: Can you deliver your physical cards to my address?
VAL | [top_up_reverted] | YES | Text: reversal of top-up transaction
VAL | [contactless_not_working] | YES | Text: I'm trying to use my new card, but the contactless payment feature isn't working. Can I still be charged for any transactions attempted during this time?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
VAL | [verify_source_of_funds] | YES | Text: Can you please clarify the source of the funds in my account?
VAL | [transfer_fee_charged] | YES | Text: I'm showing a transfer fee that shouldn't be there, can you help me understand why it's being charged?
VAL | [contactless_not_working] | YES | Text: What's going on with my contactless payment feature? It's not working as expected.
VAL | [transfer_fee_charged] | NO | Text: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
VAL | [automatic_top_up] | YES | Text: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [activate_my_card] | NO | Text: I'm having trouble activating my card.
VAL | [transfer_fee_charged] | YES | Text: I'm concerned that I've been incorrectly charged a transfer fee.
VAL | [receiving_money] | NO | Text: How do I receive money from a friend?
