GEN | [extra_charge_on_statement] | Orig: What does the €1 fee mean? -> Aug: We noticed a €1 charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: What is this extra €1 fee about? -> Aug: We noticed an additional €1 charge on your recent statement. Can you please tell me more about this extra fee?
GEN | [extra_charge_on_statement] | Orig: what was the $1 fee i got -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into the matter further?
GEN | [extra_charge_on_statement] | Orig: What is this €1 charge? -> Aug: We noticed a €1 charge on your recent statement. Can you please let us know what you think it might be for?
GEN | [extra_charge_on_statement] | Orig: Where did the  €1 fee in my statement come from -> Aug: Can you explain the €1 charge on my recent statement?
GEN | [card_payment_fee_charged] | Orig: What are these fees i am paying? -> Aug: I'm happy to help you understand the fees associated with your recent transaction. Can you please provide me with the transaction date and amount so I can look into the fee details for you?
GEN | [transaction_charged_twice] | Orig: Why did I get charged twice for the same thing -> Aug: I was mistakenly billed for the same transaction twice, can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: Can you please explain the additional €1 charge on my recent statement?
GEN | [card_payment_fee_charged] | Orig: Why was I charged a fee? I thought shopping was free? -> Aug: I didn't realize there was a fee associated with my recent purchase. Can you explain why I was charged a fee?
GEN | [card_payment_fee_charged] | Orig: tell me why I was charged more with my card? -> Aug: can you explain why I was charged a fee on my recent card transaction?
GEN | [extra_charge_on_statement] | Orig: Why did you charge me extra? -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into this further?
GEN | [card_payment_fee_charged] | Orig: I wanted to know why i got an additional fee when i use my card. -> Aug: You're wondering why you were charged an extra fee when using your card for a transaction.
GEN | [transaction_charged_twice] | Orig: Why was I charged twice for the same thing? -> Aug: I was mistakenly billed for the same transaction twice. Can you help me resolve this issue?
GEN | [transfer_fee_charged] | Orig: I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving. -> Aug: I've been using my card for international transactions and I'm concerned about the extra fees I've been charged. Can you explain why these fees are being added? I've always been a loyal customer and this is making me consider taking my business elsewhere.
GEN | [extra_charge_on_statement] | Orig: I've been charged an extra £1 and I don't know what it's for -> Aug: I've noticed an unexpected charge of £1 on my statement and I'd like to know what it's for
GEN | [card_payment_fee_charged] | Orig: Please tell me why I was charged additionally when I used the card. -> Aug: Please explain the reason behind the extra fee I was charged when I made the payment using my card.
GEN | [card_payment_fee_charged] | Orig: Why did I get charged extra? -> Aug: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
GEN | [transaction_charged_twice] | Orig: Why am I being charged for the same thing twice? -> Aug: I've noticed that I've been charged for the same transaction twice. Can you help me understand why this happened?
GEN | [card_payment_fee_charged] | Orig: What is this extra fee? -> Aug: Can you explain the additional charge on my recent card payment?
GEN | [extra_charge_on_statement] | Orig: Why have I been charged an extra £1? -> Aug: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
GEN | [transaction_charged_twice] | Orig: Why did I get charged more than once? -> Aug: I was mistakenly billed twice for the same transaction. Can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: Why is there an extra €1 fee in my statement? -> Aug: I noticed an additional €1 charge on my recent statement. Can you explain why this extra fee was applied?
GEN | [extra_charge_on_statement] | Orig: There's a €1 fee on my statement, why? -> Aug: I noticed a €1 charge on my recent statement, could you please explain why it was added?
GEN | [transaction_charged_twice] | Orig: I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back? -> Aug: I've noticed that I've been double-billed for a few transactions on my card this week. Could you look into this and reverse the duplicate charges for me, please?
GEN | [extra_charge_on_statement] | Orig: Why was I charged extra on my app? -> Aug: I noticed an unexpected extra charge on my recent statement. Can you help me understand why it was added?
GEN | [extra_charge_on_statement] | Orig: Why did you guys charge me an extra €1? -> Aug: I'm reviewing my recent statement and noticed an unexpected extra charge of €1. Can you please explain why this fee was added?
GEN | [extra_charge_on_statement] | Orig: What is the fee on my statement for? -> Aug: Can you please explain the extra charge I see on my recent statement and what it's for?
GEN | [extra_charge_on_statement] | Orig: I need to know what these extra charges are on my statement? -> Aug: I'm trying to understand the additional fees listed on my recent statement.
GEN | [card_payment_fee_charged] | Orig: What is the extra fee that showed up on my card? -> Aug: A charge was unexpectedly added to my card statement. Can you help me understand what it's for?
GEN | [card_payment_fee_charged] | Orig: Why and I being charged this fee? -> Aug: Can you please explain why I'm being charged this payment fee?
GEN | [extra_charge_on_statement] | Orig: Why do I see an extra €1 charge on my statement? -> Aug: I noticed an additional €1 fee on my recent statement. Can you explain why it was added?
GEN | [transaction_charged_twice] | Orig: I think I got charged twice for the same thing -> Aug: I'm pretty sure I was double-charged for the same transaction
GEN | [card_payment_fee_charged] | Orig: Explain the extra fee on my card when paying. -> Aug: I'd be happy to help you understand the card payment fee that was charged. Can you please provide me with more details about the transaction, such as the date, amount, and location where the payment was made? This will help me assist you better.
GEN | [card_payment_fee_charged] | Orig: I think a fee was applied for paying with a card. -> Aug: I believe a payment processing fee was added to my transaction when I used my credit/debit card.
GEN | [extra_charge_on_statement] | Orig: I don't understand why there is an extra €1 fee in my statement. -> Aug: I'm confused about the additional €1 charge on my recent statement. Can you explain why it was added?
GEN | [extra_charge_on_statement] | Orig: Why is there a 1 euro fee on my statement? -> Aug: We noticed a €1 charge on your recent statement. Can you please let us know what you're referring to so we can assist you further?
GEN | [extra_charge_on_statement] | Orig: What is the extra fee on my statement? -> Aug: I'd be happy to help you understand the additional charge on your recent statement. Can you please provide me with your account number so I can look into this further?
GEN | [extra_charge_on_statement] | Orig: What was the $1 charge for on my statement? -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with the statement date or the transaction description so I can assist you further?
GEN | [extra_charge_on_statement] | Orig: Why i'm I being charged an extra pound -> Aug: We've noticed an additional fee on your recent statement. Can you please clarify what this extra charge is for?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional €1 charge on your recent statement. Can you please tell me more about this extra fee?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into the matter further?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please let us know what you think it might be for?
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the €1 charge on my recent statement?
VAL | [card_payment_fee_charged] | NO | Text: I'm happy to help you understand the fees associated with your recent transaction. Can you please provide me with the transaction date and amount so I can look into the fee details for you?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice, can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional €1 charge on my recent statement?
VAL | [card_payment_fee_charged] | NO | Text: I didn't realize there was a fee associated with my recent purchase. Can you explain why I was charged a fee?
VAL | [card_payment_fee_charged] | YES | Text: can you explain why I was charged a fee on my recent card transaction?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into this further?
VAL | [card_payment_fee_charged] | YES | Text: You're wondering why you were charged an extra fee when using your card for a transaction.
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice. Can you help me resolve this issue?
VAL | [transfer_fee_charged] | NO | Text: I've been using my card for international transactions and I'm concerned about the extra fees I've been charged. Can you explain why these fees are being added? I've always been a loyal customer and this is making me consider taking my business elsewhere.
VAL | [extra_charge_on_statement] | YES | Text: I've noticed an unexpected charge of £1 on my statement and I'd like to know what it's for
VAL | [card_payment_fee_charged] | YES | Text: Please explain the reason behind the extra fee I was charged when I made the payment using my card.
VAL | [card_payment_fee_charged] | YES | Text: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been charged for the same transaction twice. Can you help me understand why this happened?
VAL | [card_payment_fee_charged] | YES | Text: Can you explain the additional charge on my recent card payment?
VAL | [extra_charge_on_statement] | YES | Text: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed twice for the same transaction. Can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement. Can you explain why this extra fee was applied?
VAL | [extra_charge_on_statement] | YES | Text: I noticed a €1 charge on my recent statement, could you please explain why it was added?
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been double-billed for a few transactions on my card this week. Could you look into this and reverse the duplicate charges for me, please?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an unexpected extra charge on my recent statement. Can you help me understand why it was added?
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my recent statement and noticed an unexpected extra charge of €1. Can you please explain why this fee was added?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the extra charge I see on my recent statement and what it's for?
VAL | [extra_charge_on_statement] | YES | Text: I'm trying to understand the additional fees listed on my recent statement.
VAL | [card_payment_fee_charged] | NO | Text: A charge was unexpectedly added to my card statement. Can you help me understand what it's for?
VAL | [card_payment_fee_charged] | YES | Text: Can you please explain why I'm being charged this payment fee?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 fee on my recent statement. Can you explain why it was added?
VAL | [transaction_charged_twice] | YES | Text: I'm pretty sure I was double-charged for the same transaction
VAL | [card_payment_fee_charged] | NO | Text: I'd be happy to help you understand the card payment fee that was charged. Can you please provide me with more details about the transaction, such as the date, amount, and location where the payment was made? This will help me assist you better.
VAL | [card_payment_fee_charged] | YES | Text: I believe a payment processing fee was added to my transaction when I used my credit/debit card.
VAL | [extra_charge_on_statement] | YES | Text: I'm confused about the additional €1 charge on my recent statement. Can you explain why it was added?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please let us know what you're referring to so we can assist you further?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the additional charge on your recent statement. Can you please provide me with your account number so I can look into this further?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with the statement date or the transaction description so I can assist you further?
VAL | [extra_charge_on_statement] | YES | Text: We've noticed an additional fee on your recent statement. Can you please clarify what this extra charge is for?
