GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to initiate a cancellation and request a refund for my recent order.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I get money? -> Aug: Will I be charged a fee when I receive a bank transfer top-up?
GEN | [transfer_into_account] | Orig: I need to deposit money to my account -> Aug: I would like to transfer funds into my account
GEN | [atm_support] | Orig: How do I know it is a Mastercard ATM? -> Aug: What are the ways to identify a Mastercard ATM?
GEN | [cancel_transfer] | Orig: Can I stop a transaction? -> Aug: Can I cancel a transfer?
GEN | [transfer_fee_charged] | Orig: I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service -> Aug: I've been using this account to make regular payments for my international property and I'm puzzled as to why the transfer fees have increased instead of decreasing. As a frequent user, I'd expect some benefits or rewards for my loyalty, not additional charges.
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: Can you please confirm the source of the funds for the recent transactions?
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're having trouble verifying your identity due to an issue with our system, and it seems like our app is not recognizing you as the account holder.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
GEN | [card_payment_not_recognised] | Orig: I do not recognise the card payment. -> Aug: I'm not familiar with the card payment that was made.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: I've noticed that my recent transfer attempts have been declined, despite my previous successful transactions. I've tried to make a purchase just now, but the card was declined again. This is the second time it's happened, and I'm concerned about the issue.
GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [top_up_by_bank_transfer_charge] | Orig: Can third party fees affect a transfer? -> Aug: Are there any bank transfer charges or fees associated with topping up my account via bank transfer?
GEN | [Refund_not_showing_up] | Orig: It's been more than a week since I had a return charged to my card, why hasn't it showed up? -> Aug: I've been waiting for over a week for the refund to be processed and credited to my account, but it's still not showing up. Can you please look into this?
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: I'm trying to check the status of a withdrawal I made earlier, but the app is still showing it as pending. Can you help me resolve this issue?
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: I'm showing a fee associated with the transfer.
GEN | [transfer_fee_charged] | Orig: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! -> Aug: Hi! I'm a university student studying abroad and I noticed that when I was reviewing my budget for this month, I saw some unexpected fees. Could you please explain why these charges were added? I've had this account for years and haven't had any issues before, but I'm new to international travel and finance, so I wanted to confirm if it's a mistake or if there's something I'm missing.
GEN | [exchange_charge] | Orig: What commission do you take for currency exchage? -> Aug: What is the fee for exchanging currencies?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. I haven't misplaced it, but I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: I'm having trouble transferring funds to another bank account. Despite having sufficient funds, I've been denied the transfer multiple times. I've tried initiating the transfer five times already, but it keeps getting rejected. Is there an issue with the receiving bank or is there something else I'm missing?
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can I do that?
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been a loyal customer for the past few months, using my account regularly to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
GEN | [lost_or_stolen_phone] | Orig: Do I need my phone to use the app? -> Aug: I accidentally left my phone at home and I'm trying to access my account, can I still do it without my phone?
GEN | [card_about_to_expire] | Orig: How do I get a new expiration date? -> Aug: What can I do to extend the validity of my card or get a new expiration date?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. -> Aug: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
GEN | [apple_pay_or_google_pay] | Orig: Can an apple watch be used to tup-up? -> Aug: Can I use my Apple Watch to make payments with Apple Pay or Google Pay?
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: I'm having trouble completing a transfer and it keeps getting declined. Can you help me identify the issue and find an alternative solution?
GEN | [cancel_transfer] | Orig: I made a transaction, but I made it to an account I didn't mean to make it to. -> Aug: I accidentally sent a transfer to the wrong account and would like to cancel it.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Please, tell me why I can't have the funds I deposited a week ago? I need the money now. -> Aug: I made a cash deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer. Can you help me resolve this issue?
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up recurring automatic transfers to my account to ensure I have a steady balance while I'm away on my trip?
GEN | [exchange_rate] | Orig: Will my money be of equal value when I travel abroad? -> Aug: Will the value of my currency remain the same when I exchange it for a foreign currency while traveling abroad?
VAL | [request_refund] | NO | Text: I'd like to initiate a cancellation and request a refund for my recent order.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee when I receive a bank transfer top-up?
VAL | [transfer_into_account] | YES | Text: I would like to transfer funds into my account
VAL | [atm_support] | NO | Text: What are the ways to identify a Mastercard ATM?
VAL | [cancel_transfer] | YES | Text: Can I cancel a transfer?
VAL | [transfer_fee_charged] | NO | Text: I've been using this account to make regular payments for my international property and I'm puzzled as to why the transfer fees have increased instead of decreasing. As a frequent user, I'd expect some benefits or rewards for my loyalty, not additional charges.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the recent transactions?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity due to an issue with our system, and it seems like our app is not recognizing you as the account holder.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
VAL | [card_payment_not_recognised] | YES | Text: I'm not familiar with the card payment that was made.
VAL | [declined_transfer] | YES | Text: I've noticed that my recent transfer attempts have been declined, despite my previous successful transactions. I've tried to make a purchase just now, but the card was declined again. This is the second time it's happened, and I'm concerned about the issue.
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity through our system.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any bank transfer charges or fees associated with topping up my account via bank transfer?
VAL | [Refund_not_showing_up] | YES | Text: I've been waiting for over a week for the refund to be processed and credited to my account, but it's still not showing up. Can you please look into this?
VAL | [fiat_currency_support] | YES | Text: What currencies are accepted for international transactions with this service?
VAL | [pending_cash_withdrawal] | YES | Text: I'm trying to check the status of a withdrawal I made earlier, but the app is still showing it as pending. Can you help me resolve this issue?
VAL | [transfer_fee_charged] | YES | Text: I'm showing a fee associated with the transfer.
VAL | [transfer_fee_charged] | YES | Text: Hi! I'm a university student studying abroad and I noticed that when I was reviewing my budget for this month, I saw some unexpected fees. Could you please explain why these charges were added? I've had this account for years and haven't had any issues before, but I'm new to international travel and finance, so I wanted to confirm if it's a mistake or if there's something I'm missing.
VAL | [exchange_charge] | YES | Text: What is the fee for exchanging currencies?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that my card may have been compromised. I haven't misplaced it, but I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [failed_transfer] | YES | Text: I'm having trouble transferring funds to another bank account. Despite having sufficient funds, I've been denied the transfer multiple times. I've tried initiating the transfer five times already, but it keeps getting rejected. Is there an issue with the receiving bank or is there something else I'm missing?
VAL | [change_pin] | NO | Text: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can I do that?
VAL | [transfer_fee_charged] | NO | Text: I've been a loyal customer for the past few months, using my account regularly to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
VAL | [lost_or_stolen_phone] | NO | Text: I accidentally left my phone at home and I'm trying to access my account, can I still do it without my phone?
VAL | [card_about_to_expire] | YES | Text: What can I do to extend the validity of my card or get a new expiration date?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make payments with Apple Pay or Google Pay?
VAL | [declined_transfer] | YES | Text: I'm having trouble completing a transfer and it keeps getting declined. Can you help me identify the issue and find an alternative solution?
VAL | [cancel_transfer] | YES | Text: I accidentally sent a transfer to the wrong account and would like to cancel it.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer. Can you help me resolve this issue?
VAL | [automatic_top_up] | YES | Text: Can I set up recurring automatic transfers to my account to ensure I have a steady balance while I'm away on my trip?
VAL | [exchange_rate] | YES | Text: Will the value of my currency remain the same when I exchange it for a foreign currency while traveling abroad?
