GEN | [passcode_forgotten] | Orig: I can't find my code -> Aug: I've misplaced my passcode and need help retrieving it
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up automatic top-ups to my account at regular intervals during my trip?
GEN | [visa_or_mastercard] | Orig: I do not want a VISA card. -> Aug: I prefer not to use a Mastercard.
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've rechecked my account information, and everything is accurate. The transfer has been pending for an eternity. Can you please expedite the international transfer process? It's surprising that it's taking so long in this day and age.
GEN | [edit_personal_details] | Orig: details need to be modified -> Aug: information needs to be updated
GEN | [activate_my_card] | Orig: I need to actuate my card. -> Aug: I'd like to activate my credit card.
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: I'm worried about accessing my account since I've misplaced my phone. Can I still use your services without the app?
GEN | [card_acceptance] | Orig: Can I use my card for online payments? -> Aug: Is my credit card accepted for online transactions?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How do I modify my PIN code?
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: What are the limitations on the number of fiat currencies I can hold in my account, and which ones are restricted?
GEN | [fiat_currency_support] | Orig: Is my fiat currency supported for both hold and exchange? -> Aug: Can I use my fiat currency for both holding and exchanging funds?
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: We've received your statement, but we're unable to locate a direct debit payment from your account. Can you please confirm the payment details and the date you made the payment, so we can assist you further?
GEN | [order_physical_card] | Orig: do i need to add money before i order a card -> Aug: Can I fund my account before placing an order for a physical card?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The exchange rate applied to my recent transaction is inaccurate, and I'm extremely dissatisfied. I'm thinking of switching banks due to this issue.
GEN | [passcode_forgotten] | Orig: Please help me.  I don't know my code to get into the app. -> Aug: I've forgotten my passcode and need assistance retrieving it to access the app.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm trying to check on a transfer I initiated 2 days ago from France, but my account balance still shows the same amount. Can you please let me know what's causing the delay?
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
GEN | [supported_cards_and_currencies] | Orig: why don't you accept american express for adding money to my account -> Aug: We do not currently support American Express as a payment method for adding funds to your account, but we do accept a variety of other cards and currencies, including Visa, Mastercard, and USD/EUR/GBP transfers.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update
GEN | [transfer_not_received_by_recipient] | Orig: i accidentally entered in my retailers information, what should i do next -> Aug: I mistakenly provided the wrong recipient's information for the transfer, what are my next steps?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple disposable cards daily?
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transfer confirmation, can you please help me locate the receipt?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: Can you please guide me on how to access my account and update my personal information?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
GEN | [edit_personal_details] | Orig: I need to change my data. -> Aug: I'd like to update my personal information.
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: I'm seeing an unexpected cash withdrawal on my account.
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional fees associated with international transactions, such as transfer fees or currency conversion fees, when purchasing something from another country?
GEN | [failed_transfer] | Orig: Your system is broken. My transfers keep failing, 5 times now. -> Aug: My transactions are not going through. I've had three failed transfers in a row.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: I need to cancel a transfer that was made in error yesterday and it's crucial that it's reversed by tomorrow as it's related to my rent payment.
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in my account before I check my available balance?
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode and need help retrieving it
VAL | [automatic_top_up] | YES | Text: Can I set up automatic top-ups to my account at regular intervals during my trip?
VAL | [visa_or_mastercard] | NO | Text: I prefer not to use a Mastercard.
VAL | [pending_transfer] | YES | Text: I've rechecked my account information, and everything is accurate. The transfer has been pending for an eternity. Can you please expedite the international transfer process? It's surprising that it's taking so long in this day and age.
VAL | [edit_personal_details] | YES | Text: information needs to be updated
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit card.
VAL | [lost_or_stolen_phone] | NO | Text: I'm worried about accessing my account since I've misplaced my phone. Can I still use your services without the app?
VAL | [card_acceptance] | YES | Text: Is my credit card accepted for online transactions?
VAL | [change_pin] | NO | Text: How do I modify my PIN code?
VAL | [fiat_currency_support] | NO | Text: What are the limitations on the number of fiat currencies I can hold in my account, and which ones are restricted?
VAL | [fiat_currency_support] | YES | Text: Can I use my fiat currency for both holding and exchanging funds?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We've received your statement, but we're unable to locate a direct debit payment from your account. Can you please confirm the payment details and the date you made the payment, so we can assist you further?
VAL | [order_physical_card] | NO | Text: Can I fund my account before placing an order for a physical card?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: The exchange rate applied to my recent transaction is inaccurate, and I'm extremely dissatisfied. I'm thinking of switching banks due to this issue.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and need assistance retrieving it to access the app.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check on a transfer I initiated 2 days ago from France, but my account balance still shows the same amount. Can you please let me know what's causing the delay?
VAL | [activate_my_card] | YES | Text: What steps can I take to activate my card and start using it?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account, but we do accept a variety of other cards and currencies, including Visa, Mastercard, and USD/EUR/GBP transfers.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update
VAL | [transfer_not_received_by_recipient] | YES | Text: I mistakenly provided the wrong recipient's information for the transfer, what are my next steps?
VAL | [disposable_card_limits] | YES | Text: Can you assist me in generating multiple disposable cards daily?
VAL | [transfer_not_received_by_recipient] | NO | Text: I haven't received the transfer confirmation, can you please help me locate the receipt?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [edit_personal_details] | YES | Text: Can you please guide me on how to access my account and update my personal information?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal information.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm seeing an unexpected cash withdrawal on my account.
VAL | [transfer_fee_charged] | YES | Text: Are there any additional fees associated with international transactions, such as transfer fees or currency conversion fees, when purchasing something from another country?
VAL | [failed_transfer] | YES | Text: My transactions are not going through. I've had three failed transfers in a row.
VAL | [cancel_transfer] | NO | Text: I need to cancel a transfer that was made in error yesterday and it's crucial that it's reversed by tomorrow as it's related to my rent payment.
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds in my account before I check my available balance?
