GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive $100 but I only got $50.
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any purchases or transfers with my card.
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble topping up my card, as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week now, but it's still not functioning properly.
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: I'm a new customer and I'm trying to top up my account for the first time today, but it's not working.
GEN | [failed_transfer] | Orig: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? -> Aug: I'm having trouble completing a transaction to buy a property. My mortgage payment is stuck and I need assistance to resolve the issue.
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to access my available funds for a cash withdrawal.
GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending payment to be processed and authorized for a recent purchase?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: I'm having trouble with an electronic direct debit that's not being recognized. What should I do?
GEN | [transfer_timing] | Orig: I need a quick transfer from China.  How long would that take? -> Aug: I'm looking to make a swift transfer from China. Can you please let me know the estimated timeframe for this transaction?
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: I'm having trouble with my card payments being declined when I try to make an online purchase. The payment is initially accepted, but then it's reversed or cancelled later on. Can you help me figure out what's going on?
GEN | [card_delivery_estimate] | Orig: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. -> Aug: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: Your recent payment attempt at the mentioned shop was declined due to an issue with your card.
GEN | [reverted_card_payment?] | Orig: Was my transaction reverted with my card? -> Aug: Did my recent payment made with my card get reversed?
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I was expecting to receive my new card by now.
GEN | [reverted_card_payment?] | Orig: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. -> Aug: I'm having trouble with an online purchase, as the payment is being reversed. This has been happening for about two weeks now, and I'd appreciate any guidance on how to resolve this issue.
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: I left my phone at a hotel and was wondering if I can still access the app.
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: I'm still waiting for my cash withdrawal to be processed.
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can i do to prevent being charged a fee on my next transaction?
GEN | [transfer_timing] | Orig: How fast can I transfer something from China? -> Aug: What is the estimated timeframe for transferring funds from China?
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: I'm having trouble accessing my account using the app, and I'm worried someone might be trying to hack into it. Can you help me check my security settings?
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up my card, but the transaction is still pending and hasn't been processed
GEN | [cash_withdrawal_charge] | Orig: I just had a look at my statement. Why have I been changed for using the ATM? -> Aug: I'd like to know why I'm being charged for withdrawing cash from an ATM.
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Can you tell me why my cash withdrawal was declined?
GEN | [declined_card_payment] | Orig: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. -> Aug: I'm sorry to hear that your new card was declined repeatedly, preventing you from making a payment. I'd be happy to assist you in resolving this issue and finding a solution to get your payment processed successfully.
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my credit card not functioning for any purchases or payments?
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a withdrawal at a cash machine near Nandos in Leeds, but the charge is showing up as a different location. Can you help me understand what this is and if it's a legitimate transaction?
GEN | [topping_up_by_card] | Orig: what happened to the money after i put in the wrong info and it got declined -> Aug: what happens when i enter incorrect details and my card topping-up attempt is declined?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive $100 but I only got $50.
VAL | [card_not_working] | YES | Text: I'm having trouble making any purchases or transfers with my card.
VAL | [pending_top_up] | YES | Text: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [card_not_working] | YES | Text: I've been trying to use my card for a week now, but it's still not functioning properly.
VAL | [pending_top_up] | YES | Text: I'm a new customer and I'm trying to top up my account for the first time today, but it's not working.
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transaction to buy a property. My mortgage payment is stuck and I need assistance to resolve the issue.
VAL | [pending_top_up] | NO | Text: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
VAL | [declined_cash_withdrawal] | YES | Text: I'm unable to access my available funds for a cash withdrawal.
VAL | [pending_card_payment] | NO | Text: When can I expect a pending payment to be processed and authorized for a recent purchase?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm having trouble with an electronic direct debit that's not being recognized. What should I do?
VAL | [transfer_timing] | YES | Text: I'm looking to make a swift transfer from China. Can you please let me know the estimated timeframe for this transaction?
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
VAL | [reverted_card_payment?] | YES | Text: Why was my payment reversed and credited back to my card?
VAL | [reverted_card_payment?] | NO | Text: I'm having trouble with my card payments being declined when I try to make an online purchase. The payment is initially accepted, but then it's reversed or cancelled later on. Can you help me figure out what's going on?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
VAL | [declined_card_payment] | NO | Text: Your recent payment attempt at the mentioned shop was declined due to an issue with your card.
VAL | [reverted_card_payment?] | YES | Text: Did my recent payment made with my card get reversed?
VAL | [card_arrival] | YES | Text: I was expecting to receive my new card by now.
VAL | [reverted_card_payment?] | NO | Text: I'm having trouble with an online purchase, as the payment is being reversed. This has been happening for about two weeks now, and I'd appreciate any guidance on how to resolve this issue.
VAL | [lost_or_stolen_phone] | NO | Text: I left my phone at a hotel and was wondering if I can still access the app.
VAL | [pending_cash_withdrawal] | YES | Text: I'm still waiting for my cash withdrawal to be processed.
VAL | [card_payment_fee_charged] | YES | Text: what can i do to prevent being charged a fee on my next transaction?
VAL | [transfer_timing] | YES | Text: What is the estimated timeframe for transferring funds from China?
VAL | [card_not_working] | NO | Text: I'm having trouble accessing my account using the app, and I'm worried someone might be trying to hack into it. Can you help me check my security settings?
VAL | [pending_top_up] | YES | Text: I attempted to top up my card, but the transaction is still pending and hasn't been processed
VAL | [cash_withdrawal_charge] | YES | Text: I'd like to know why I'm being charged for withdrawing cash from an ATM.
VAL | [declined_cash_withdrawal] | YES | Text: Can you tell me why my cash withdrawal was declined?
VAL | [declined_card_payment] | NO | Text: I'm sorry to hear that your new card was declined repeatedly, preventing you from making a payment. I'd be happy to assist you in resolving this issue and finding a solution to get your payment processed successfully.
VAL | [card_not_working] | YES | Text: Why is my credit card not functioning for any purchases or payments?
VAL | [cash_withdrawal_charge] | YES | Text: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a withdrawal at a cash machine near Nandos in Leeds, but the charge is showing up as a different location. Can you help me understand what this is and if it's a legitimate transaction?
VAL | [topping_up_by_card] | NO | Text: what happens when i enter incorrect details and my card topping-up attempt is declined?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
