GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I'm confused because I didn't make a withdrawal, but I received a notification saying I did.
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for an item to be delivered to the United States?
GEN | [cash_withdrawal_not_recognised] | Orig: My app says I withdraw funds from my account through an ATM. -> Aug: I'm trying to recall a recent cash withdrawal from my account, but the transaction isn't showing up on my app.
GEN | [pending_cash_withdrawal] | Orig: Why does it still charge me even though I was unable to withdraw money from the ATM? -> Aug: I'm still being charged for a cash withdrawal that didn't go through, can you help me understand why?
GEN | [cash_withdrawal_charge] | Orig: Why is there a charge when I took out money? -> Aug: Can you explain why I'm being charged a fee for withdrawing cash from my account?
GEN | [Refund_not_showing_up] | Orig: Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything. -> Aug: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I'm starting to get concerned that it's not being processed. Can you please look into this and let me know what's going on?
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I think I may have typed my PIN incorrectly.
GEN | [activate_my_card] | Orig: Would you be so kind as to activate my card? Thanks -> Aug: Could you please activate my card for me? I'd greatly appreciate it.
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: Are there any charges applicable when I top-up using a bank transfer?
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing time for international transfers from Europe?
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: Why hasn't my friend received the money I transferred to them yet?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I attempted to add funds to my card using the transfer option, but the transaction keeps getting declined. Can you help me identify the issue?
GEN | [cash_withdrawal_not_recognised] | Orig: My app says I withdraw money from my account from an ATM. -> Aug: I'm trying to check my account activity and it shows a cash withdrawal from an ATM, but I'm not sure if it's accurate.
GEN | [card_swallowed] | Orig: I need a new card because the ATM took mine. -> Aug: I swallowed my card while trying to use the ATM and now I need a replacement.
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [transfer_timing] | Orig: I need to make a transfer from Europe, how many days does this take? -> Aug: Can you please let me know how long it takes to process an international transfer from Europe?
GEN | [cash_withdrawal_charge] | Orig: Why am I being charged for getting cash? -> Aug: You're being charged a cash withdrawal fee because it's a service provided by our bank, and we need to cover the costs associated with processing and dispensing cash. Would you like to know more about our cash withdrawal fees and how they're calculated?
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical processing time for international wire transfers from Europe to my account?
GEN | [card_linking] | Orig: I would like to link my card to my account. -> Aug: I'd like to connect my card to my account.
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: Can you please let me know how long it usually takes to activate a card, as I'm having trouble getting it to work?
GEN | [compromised_card] | Orig: There's a possibility that my card was compromised. -> Aug: I'm concerned that my credit card might have been compromised.
GEN | [card_swallowed] | Orig: Why did the ATM take my card and keep it? -> Aug: I accidentally swallowed my debit card while trying to insert it into the ATM, and now it's stuck. Can you help me retrieve it?
GEN | [Refund_not_showing_up] | Orig: Can I check my recent refund in my statement? -> Aug: I'm trying to locate my recent refund in my account statement, but it's not showing up. Can you help me investigate?
GEN | [pending_cash_withdrawal] | Orig: There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this? -> Aug: I'm experiencing an issue with a pending cash withdrawal attempt from an ATM earlier. The transaction didn't go through, and I'd appreciate it if you could assist me in resolving this matter.
GEN | [pending_cash_withdrawal] | Orig: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. -> Aug: I'm reviewing my account and noticed a pending transaction that I didn't complete. I was trying to withdraw cash at an ATM, but the machine declined my card. Can you cancel this pending transaction as I didn't receive the funds and don't want it to go through?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently purchased an item and would like to request a refund, could you please let me know if the item has already been shipped?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the fee for receiving an international wire transfer?
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Is it possible to set up recurring automatic top-ups for my account?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to track the status of a refund I requested for a recent purchase. Can you confirm if the funds have been received or if the merchant has taken any action on it?
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to initiate a transfer into my account using the transfer feature
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: I'm concerned that the pending status for my cash withdrawal has been lingering for too long, shouldn't it have been resolved by now?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused because I didn't make a withdrawal, but I received a notification saying I did.
VAL | [card_delivery_estimate] | NO | Text: How long does it typically take for an item to be delivered to the United States?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to recall a recent cash withdrawal from my account, but the transaction isn't showing up on my app.
VAL | [pending_cash_withdrawal] | YES | Text: I'm still being charged for a cash withdrawal that didn't go through, can you help me understand why?
VAL | [cash_withdrawal_charge] | YES | Text: Can you explain why I'm being charged a fee for withdrawing cash from my account?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to hear back about the status of my refund for the recent large purchase I made. It's been a while since I requested it from the merchant, and I'm starting to get concerned that it's not being processed. Can you please look into this and let me know what's going on?
VAL | [pin_blocked] | NO | Text: I think I may have typed my PIN incorrectly.
VAL | [activate_my_card] | YES | Text: Could you please activate my card for me? I'd greatly appreciate it.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any charges applicable when I top-up using a bank transfer?
VAL | [transfer_timing] | YES | Text: What is the typical processing time for international transfers from Europe?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my friend received the money I transferred to them yet?
VAL | [top_up_failed] | YES | Text: I attempted to add funds to my card using the transfer option, but the transaction keeps getting declined. Can you help me identify the issue?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm trying to check my account activity and it shows a cash withdrawal from an ATM, but I'm not sure if it's accurate.
VAL | [card_swallowed] | NO | Text: I swallowed my card while trying to use the ATM and now I need a replacement.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting a larger sum for my cash withdrawal
VAL | [transfer_timing] | YES | Text: Can you please let me know how long it takes to process an international transfer from Europe?
VAL | [cash_withdrawal_charge] | NO | Text: You're being charged a cash withdrawal fee because it's a service provided by our bank, and we need to cover the costs associated with processing and dispensing cash. Would you like to know more about our cash withdrawal fees and how they're calculated?
VAL | [transfer_timing] | YES | Text: What is the typical processing time for international wire transfers from Europe to my account?
VAL | [card_linking] | YES | Text: I'd like to connect my card to my account.
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
VAL | [activate_my_card] | YES | Text: Can you please let me know how long it usually takes to activate a card, as I'm having trouble getting it to work?
VAL | [compromised_card] | YES | Text: I'm concerned that my credit card might have been compromised.
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my debit card while trying to insert it into the ATM, and now it's stuck. Can you help me retrieve it?
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to locate my recent refund in my account statement, but it's not showing up. Can you help me investigate?
VAL | [pending_cash_withdrawal] | YES | Text: I'm experiencing an issue with a pending cash withdrawal attempt from an ATM earlier. The transaction didn't go through, and I'd appreciate it if you could assist me in resolving this matter.
VAL | [pending_cash_withdrawal] | YES | Text: I'm reviewing my account and noticed a pending transaction that I didn't complete. I was trying to withdraw cash at an ATM, but the machine declined my card. Can you cancel this pending transaction as I didn't receive the funds and don't want it to go through?
VAL | [topping_up_by_card] | NO | Text: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
VAL | [request_refund] | NO | Text: I recently purchased an item and would like to request a refund, could you please let me know if the item has already been shipped?
VAL | [exchange_charge] | YES | Text: What is the fee for receiving an international wire transfer?
VAL | [automatic_top_up] | YES | Text: Is it possible to set up recurring automatic top-ups for my account?
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to track the status of a refund I requested for a recent purchase. Can you confirm if the funds have been received or if the merchant has taken any action on it?
VAL | [transfer_into_account] | YES | Text: Please provide instructions on how to initiate a transfer into my account using the transfer feature
VAL | [pending_cash_withdrawal] | NO | Text: I'm concerned that the pending status for my cash withdrawal has been lingering for too long, shouldn't it have been resolved by now?
