GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional fees?
GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to top up my account?
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was I charged a transfer fee?
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to add funds to my account, but the transaction was unsuccessful and I received an error notification.
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card and tell me the location where it was used?
GEN | [lost_or_stolen_card] | Orig: What's the phone number to freeze a card? -> Aug: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
GEN | [top_up_by_cash_or_cheque] | Orig: What is your check-cashing policy? -> Aug: Can I deposit a cheque to top up my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: My account balance is not reflecting the recent transfer I made.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I use a check to get gas? -> Aug: Can I use a cheque to top up my account?
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I initiated did not go through.
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This card payment is not being recognized.
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when will the top-up amount be credited to my account balance?
GEN | [country_support] | Orig: Can I get support? -> Aug: Do you need assistance with a specific country-related inquiry or issue?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with withdrawing cash from my account?
GEN | [country_support] | Orig: Who gets support? -> Aug: Who is eligible for support?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: Why did my recent card payments get reversed?
GEN | [getting_spare_card] | Orig: Can I have a spare card for this account please? -> Aug: Might I request a replacement card for this account?
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How can I confirm my account's currency setting, as I receive payments in GBP?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been double-charged for a transaction on my credit card.
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We verify your identity to ensure the security and integrity of your account and transactions. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to my address in China?
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hi, I attempted to make a crypto top-up earlier today, but it didn't go through. Could it be related to the type of bank I'm using or my location? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
GEN | [declined_cash_withdrawal] | Orig: what is my monthly spending limit because i was refused my money at an atm -> Aug: I'm happy to help you with your query. Your monthly spending limit is $X, but unfortunately, your recent cash withdrawal attempt was declined due to exceeding this limit. Would you like to know more about your available balance or discuss possible alternatives for accessing your funds?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
GEN | [verify_source_of_funds] | Orig: how do i track the moeney -> Aug: Can you please confirm the source of the funds for the transaction?
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: I'd like to request a replacement card for my account, is that possible?
GEN | [transfer_not_received_by_recipient] | Orig: The app isn't showing my transactions -> Aug: I'm trying to check my recent transfers, but the app isn't displaying the transaction I sent to the recipient.
GEN | [card_linking] | Orig: What do I do if I already had a card with you guys? -> Aug: I already have a card with your bank, what's the next step?
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What steps can I take to unblock my debit/credit card?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, I initially thought it was misplaced, but I just found it in my coat when I woke up.
VAL | [getting_spare_card] | YES | Text: Can I get a new debit card without any additional fees?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I use a cheque to top up my account?
VAL | [transfer_fee_charged] | YES | Text: why was I charged a transfer fee?
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my account, but the transaction was unsuccessful and I received an error notification.
VAL | [lost_or_stolen_card] | YES | Text: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card and tell me the location where it was used?
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I deposit a cheque to top up my account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: My account balance is not reflecting the recent transfer I made.
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use a cheque to top up my account?
VAL | [failed_transfer] | YES | Text: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
VAL | [failed_transfer] | YES | Text: The transfer I initiated did not go through.
VAL | [card_payment_not_recognised] | YES | Text: This card payment is not being recognized.
VAL | [pending_top_up] | NO | Text: when will the top-up amount be credited to my account balance?
VAL | [country_support] | NO | Text: Do you need assistance with a specific country-related inquiry or issue?
VAL | [cash_withdrawal_charge] | NO | Text: Are there any fees associated with withdrawing cash from my account?
VAL | [country_support] | NO | Text: Who is eligible for support?
VAL | [reverted_card_payment?] | YES | Text: Why did my recent card payments get reversed?
VAL | [getting_spare_card] | YES | Text: Might I request a replacement card for this account?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Unidentified direct debit payment
VAL | [receiving_money] | YES | Text: How can I confirm my account's currency setting, as I receive payments in GBP?
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for a transaction on my credit card.
VAL | [why_verify_identity] | YES | Text: We verify your identity to ensure the security and integrity of your account and transactions. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to my address in China?
VAL | [top_up_reverted] | YES | Text: Hi, I attempted to make a crypto top-up earlier today, but it didn't go through. Could it be related to the type of bank I'm using or my location? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
VAL | [declined_cash_withdrawal] | NO | Text: I'm happy to help you with your query. Your monthly spending limit is $X, but unfortunately, your recent cash withdrawal attempt was declined due to exceeding this limit. Would you like to know more about your available balance or discuss possible alternatives for accessing your funds?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
VAL | [card_linking] | NO | Text: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the transaction?
VAL | [getting_spare_card] | NO | Text: I'd like to request a replacement card for my account, is that possible?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm trying to check my recent transfers, but the app isn't displaying the transaction I sent to the recipient.
VAL | [card_linking] | YES | Text: I already have a card with your bank, what's the next step?
VAL | [visa_or_mastercard] | NO | Text: I'm expecting to receive a Mastercard
VAL | [pin_blocked] | NO | Text: What steps can I take to unblock my debit/credit card?
VAL | [card_linking] | YES | Text: I'd like to reactivate my card, I initially thought it was misplaced, but I just found it in my coat when I woke up.
