GEN | [change_pin] | Orig: I must change my PIN as soon as possible. -> Aug: I need to update my PIN immediately.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I top-up my account using cash or cheque, or is digital transfer the only option available?
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I withdraw cash from an ATM near me?
GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: When can I expect to receive my new card?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the new card be reflected in the mobile app?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I transferred funds to my relative on Friday, but they're still waiting to receive it.
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation receipt
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made to a recipient, and they're saying they haven't received it. I've double-checked the details, and it shows as complete on my end, but the recipient is claiming they haven't received the funds.
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I accidentally entered the wrong account information.
GEN | [change_pin] | Orig: Do I need to go to a physical bank to change my PIN? -> Aug: Can I change my PIN at a physical bank branch or is there another way to do it?
GEN | [change_pin] | Orig: 
Do I need to go to a physical bank to change my PIN? -> Aug: Can I change my PIN at a bank branch or do I need to use an online service?
GEN | [card_arrival] | Orig: Can you track my card for me? -> Aug: Could you please help me locate my card's delivery status?
GEN | [top_up_by_cash_or_cheque] | Orig: What physical locations can I use cash to top up? -> Aug: Can I use cash to top up at any of your bank branches or partner locations?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what steps can I take to regain access?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was taken from my account.
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [card_arrival] | Orig: Is there a way to track my card? -> Aug: Can I check the status of my card delivery?
GEN | [lost_or_stolen_phone] | Orig: hello I have lost my phone and I'm worried someone's going to steal money from me -> Aug: I've misplaced my phone and I'm concerned that someone might access my account and steal my money.
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending EU transfer after I've initiated the payment and sent the funds immediately?
GEN | [compromised_card] | Orig: How can I tell if someone else is using my card? -> Aug: Is there a way to detect if someone has stolen my credit card information?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM using my bank card?
GEN | [get_physical_card] | Orig: Is the PIN sent in another message? -> Aug: I didn't receive my physical card, can I request a new one?
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: I received the wrong amount of cash from the ATM transaction.
GEN | [order_physical_card] | Orig: How to receive the actual card -> Aug: How can I get my physical credit card delivered to my address?
GEN | [apple_pay_or_google_pay] | Orig: Can I add funds directly from my Apple Watch? -> Aug: Can I use Apple Pay to add funds to my account from my Apple Watch?
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on? -> Aug: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my name on my account to reflect my new married name.
GEN | [order_physical_card] | Orig: Where do you deliver cards to? -> Aug: Can you please provide me with the delivery information for my physical card order?
GEN | [failed_transfer] | Orig: please help my transfer go through -> Aug: can you assist me in completing my transfer?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much! -> Aug: I'm concerned that there's been an error with the exchange rate. I converted my Russian Rubles to UK pounds, but the amount I was charged is significantly higher than expected.
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I forgot my passcode, can you help me reset it?
GEN | [lost_or_stolen_phone] | Orig: my phone was taken yesterday, what should I do about my account? -> Aug: I'm worried that my phone was stolen yesterday and I'm concerned about the security of my account. Can you help me take immediate action to protect my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why hasn't my recent bank transfer reflected in my account balance?
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a refund of this charge from my account.
VAL | [change_pin] | YES | Text: I need to update my PIN immediately.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I top-up my account using cash or cheque, or is digital transfer the only option available?
VAL | [atm_support] | NO | Text: where can I withdraw cash from an ATM near me?
VAL | [card_arrival] | NO | Text: When can I expect to receive my new card?
VAL | [card_linking] | YES | Text: How will the new card be reflected in the mobile app?
VAL | [transfer_not_received_by_recipient] | YES | Text: I transferred funds to my relative on Friday, but they're still waiting to receive it.
VAL | [transfer_not_received_by_recipient] | NO | Text: I made a payment and didn't receive a confirmation receipt
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm having an issue with a transfer I made to a recipient, and they're saying they haven't received it. I've double-checked the details, and it shows as complete on my end, but the recipient is claiming they haven't received the funds.
VAL | [cancel_transfer] | NO | Text: I accidentally entered the wrong account information.
VAL | [change_pin] | NO | Text: Can I change my PIN at a physical bank branch or is there another way to do it?
VAL | [change_pin] | NO | Text: Can I change my PIN at a bank branch or do I need to use an online service?
VAL | [card_arrival] | NO | Text: Could you please help me locate my card's delivery status?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use cash to top up at any of your bank branches or partner locations?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't access my account, what steps can I take to regain access?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to stop a direct debit payment that was taken from my account.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [card_arrival] | YES | Text: Can I check the status of my card delivery?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and I'm concerned that someone might access my account and steal my money.
VAL | [pending_transfer] | YES | Text: How long does it typically take for a seller to receive a pending EU transfer after I've initiated the payment and sent the funds immediately?
VAL | [compromised_card] | YES | Text: Is there a way to detect if someone has stolen my credit card information?
VAL | [cash_withdrawal_charge] | YES | Text: What are the charges for withdrawing cash from an ATM using my bank card?
VAL | [get_physical_card] | NO | Text: I didn't receive my physical card, can I request a new one?
VAL | [wrong_amount_of_cash_received] | YES | Text: I received the wrong amount of cash from the ATM transaction.
VAL | [order_physical_card] | YES | Text: How can I get my physical credit card delivered to my address?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use Apple Pay to add funds to my account from my Apple Watch?
VAL | [transfer_fee_charged] | YES | Text: I initiated a transfer, but the recipient claims they didn't receive the full amount, and I need to make an additional transfer to cover the shortfall. Can you help me understand what's happening with the transfer fee charged?
VAL | [edit_personal_details] | YES | Text: I recently got married and would like to update my name on my account to reflect my new married name.
VAL | [order_physical_card] | NO | Text: Can you please provide me with the delivery information for my physical card order?
VAL | [failed_transfer] | YES | Text: can you assist me in completing my transfer?
VAL | [pending_top_up] | YES | Text: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that there's been an error with the exchange rate. I converted my Russian Rubles to UK pounds, but the amount I was charged is significantly higher than expected.
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode, can you help me reset it?
VAL | [lost_or_stolen_phone] | YES | Text: I'm worried that my phone was stolen yesterday and I'm concerned about the security of my account. Can you help me take immediate action to protect my account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Why hasn't my recent bank transfer reflected in my account balance?
VAL | [request_refund] | YES | Text: I'd like to request a refund of this charge from my account.
