GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: I'm trying to locate the recent bank transfer that I made, but my account balance isn't reflecting the updated amount.
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits she mentioned? I'd be happy to help you understand how to set up or use that feature on your account.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL TRANSACTION IN MY ONLINE STATEMENT.
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information and confirmed that everything is accurate. I'm still waiting for a pending transfer to process, and I'm not sure why it's been delayed.
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [getting_spare_card] | Orig: Do you send duplicate cards? -> Aug: Can I get a replacement card or a spare card?
GEN | [top_up_by_cash_or_cheque] | Orig: Is there somewhere I can send a check to add to my account? -> Aug: Can I deposit a check to increase my account balance?
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
GEN | [apple_pay_or_google_pay] | Orig: I seem to be having trouble with my Google Pay Top. Can you please help? -> Aug: I'm having issues with Apple Pay on my iPhone. Can you assist me with that?
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who is responsible for the fee charged to my card
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: I need my top-up confirmation code.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble seeing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me in resolving this issue?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction seems suspicious.
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I was shortchanged on the cash I received.
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: where can i make a cash deposit to top up my account?
GEN | [activate_my_card] | Orig: What do I need to do in order to use my card I just got? -> Aug: To activate my new card, what steps do I need to take to start using it?
GEN | [atm_support] | Orig: What locations can I get money from? -> Aug: Where can I withdraw cash from an ATM?
GEN | [get_disposable_virtual_card] | Orig: Please send me a disposable virtual card. -> Aug: Can you provide me with a disposable virtual card?
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to China before it expires?
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Can you help me troubleshoot the issue with my Apple Pay account?
GEN | [pending_top_up] | Orig: My top is still pending. -> Aug: My top-up request is still pending.
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: What happens if I continue to use my card after the expiration date?
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [top_up_by_card_charge] | Orig: is it free to add money to my card -> Aug: Is there a fee associated with topping up my card balance using my card?
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I forgot my passcode and I'm unable to access my account
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: I'm trying to understand why my recent transfer was declined.
GEN | [top_up_by_cash_or_cheque] | Orig: What are the steps for depositing cash into my account? -> Aug: How can I add cash to my account balance?
GEN | [getting_spare_card] | Orig: How many active cards can I have? -> Aug: I'd like to know how many spare cards I can have in my account.
GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions. I'd appreciate it if this could be done as soon as possible.
GEN | [verify_source_of_funds] | Orig: I need to verify my funds. -> Aug: I'd like to confirm the source of my funds.
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: I'm trying to access my account, but I'm still waiting for my ID verification to be processed. Can I still use my account until then?
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: To place an order for a physical credit/debit card, please follow these steps: I'd be happy to guide you through the process. Can you please confirm your account information and card details, and I'll assist you in placing the order?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: I haven't seen any changes to my account balance after a recent transfer. Can you help me figure out why it's not reflecting the new amount?
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to locate the recent bank transfer that I made, but my account balance isn't reflecting the updated amount.
VAL | [disposable_card_limits] | NO | Text: Can you tell me more about the disposable card limits she mentioned? I'd be happy to help you understand how to set up or use that feature on your account.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'M UNABLE TO FIND THE CASH WITHDRAWAL TRANSACTION IN MY ONLINE STATEMENT.
VAL | [pending_transfer] | YES | Text: I've reviewed my account information and confirmed that everything is accurate. I'm still waiting for a pending transfer to process, and I'm not sure why it's been delayed.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I made a transfer, but my account balance hasn't been updated.
VAL | [getting_spare_card] | NO | Text: Can I get a replacement card or a spare card?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I deposit a check to increase my account balance?
VAL | [Refund_not_showing_up] | YES | Text: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm having issues with Apple Pay on my iPhone. Can you assist me with that?
VAL | [transfer_fee_charged] | YES | Text: who is responsible for the fee charged to my card
VAL | [verify_top_up] | NO | Text: I need my top-up confirmation code.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm having trouble seeing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me in resolving this issue?
VAL | [card_payment_not_recognised] | NO | Text: I'm not familiar with that merchant. This transaction seems suspicious.
VAL | [getting_spare_card] | YES | Text: How can I obtain a replacement card?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was shortchanged on the cash I received.
VAL | [top_up_by_cash_or_cheque] | NO | Text: where can i make a cash deposit to top up my account?
VAL | [activate_my_card] | YES | Text: To activate my new card, what steps do I need to take to start using it?
VAL | [atm_support] | YES | Text: Where can I withdraw cash from an ATM?
VAL | [get_disposable_virtual_card] | YES | Text: Can you provide me with a disposable virtual card?
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to China before it expires?
VAL | [getting_spare_card] | YES | Text: I need a replacement card
VAL | [apple_pay_or_google_pay] | NO | Text: Can you help me troubleshoot the issue with my Apple Pay account?
VAL | [pending_top_up] | YES | Text: My top-up request is still pending.
VAL | [card_about_to_expire] | YES | Text: What happens if I continue to use my card after the expiration date?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [top_up_by_card_charge] | YES | Text: Is there a fee associated with topping up my card balance using my card?
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode and I'm unable to access my account
VAL | [failed_transfer] | YES | Text: I'm trying to understand why my recent transfer was declined.
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I add cash to my account balance?
VAL | [getting_spare_card] | NO | Text: I'd like to know how many spare cards I can have in my account.
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions. I'd appreciate it if this could be done as soon as possible.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the source of my funds.
VAL | [why_verify_identity] | NO | Text: I'm trying to access my account, but I'm still waiting for my ID verification to be processed. Can I still use my account until then?
VAL | [order_physical_card] | NO | Text: To place an order for a physical credit/debit card, please follow these steps: I'd be happy to guide you through the process. Can you please confirm your account information and card details, and I'll assist you in placing the order?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I haven't seen any changes to my account balance after a recent transfer. Can you help me figure out why it's not reflecting the new amount?
VAL | [declined_card_payment] | NO | Text: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
