text,label
"Clippers escape with victory over Bobcats - Like any team bent on abiding by an unwritten rule of following sports cliches, the Clippers say they, yawn, take their games one at a time.",1
Beckham Aiming to Play Beyond 2006 World Cup -  MADRID (Reuters) - England captain David Beckham has denied  reports that he plans to retire from international soccer after  the 2006 World Cup and says he wants to play for his country as  long as possible.,1
"Lehman Selected Captain of 2006 US Ryder Cup Team - On Wednesday, November 3, Tom Lehman was selected to captain the 2006 US Ryder Cup Team. Lehman, a member of three Ryder Cup Teams and winner of the 1996 British Open, was chosen by the PGA of America to guide ",1
"Coffee, Soybeans Rise, Crude Drops -  NEW YORK (Reuters) - Prices for arabica coffee rallied 14  percent on Monday chased higher by commodity funds as concerns  about a decline in the number of bags in U.S. warehouses were  reinforced by an earthquake in major grower Colombia.",2
"Putin Moves to Strengthen Kremlin's Power - MOSCOW - Responding to a spate of deadly terror attacks, President Vladimir Putin announced a series of anti-terror initiatives Monday that would strengthen the Kremlin's grip on every layer of Russian political life.    Putin told Cabinet members and security officials convened in special session that the future of Russia was at stake, and called for the creation of a central, powerful anti-terror agency...",0
"India #39;s home rule broken at last to give Australia grand slam - THE moment that all Australian cricket fans had been anticipating for 35 years came at 4.20pm local time. It had been delayed by a frustrating last-wicket stand of 52 in seven overs, but when Zaheer Khan swung ",1
"For Merck, a Painful Withdrawal - Manufacture aggressively markets product before drug' long-term safety has been proven. &lt;br&gt; &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
Surprise! Sales tax rolled back - VICTORIA - A stunning surprise for BC consumers: the provincial sales tax is going back to seven per cent from 7.5 per cent. Finance Minister Gary Collins made the announcement Wednesday in the legislature.,2
"Octopus Doesn't Give Up on Motherhood (AP) - AP - IN AN OCTOPUS'S NURSERY: Aurora, a female giant octopus who hit it off with an elderly male of the species at the Alaska Sealife Center in May, had been tending thousands of eggs ever since. Her sweetheart, J-1, died in September.",3
"Gulf veterans back illness report - British veterans' groups welcome a US report linking Gulf War syndrome  to toxins, including nerve gas.",0
"Altria considers breakup - Altria Group Inc., the parent company of cigarette maker Philip Morris and Kraft Foods Inc., may split into three separate units to improve shareholder value, according to Chief Executive Louis Camilleri.",2
"Talks to End Fighting in Baghdad Stall - BAGHDAD, Iraq - Talks to end fighting between U.S. forces and Shiite militants in the Baghdad slum of Sadr City have stalled, with the government refusing militant demands for American troops to keep out of the troubled district, negotiators for the militants said Wednesday...",0
European giants dash minnows #39; hopes at the death - PARIS (AFP) - Multiple European Cup winners Real Madrid and Liverpool squeezed through to the last 16 of the Champions League after winning their respective final group matches.,1
Microsoft Plugs ISA Vulnerability - Microsoft issued a patch for a vulnerability in its server software that could allow an attacker to spoof trusted Internet content.,3
"IBM delivers Power-based servers with Linux - IBM is unveiling an aggressively priced series of Linux-only systems today that will push its Power5 line of servers down into the low end of the market, taking Linux with it.",3
"Even Greek grandmas root for the home team - In 2000, Greece brought home 13 medals. The Greek Olympic Committee hopes to double that number.",0
"Auburn wins title but not one it wanted - The Hokies beat the Hurricanes for the second straight season, won the ACC title and a BCS spot - one that Tech let slip away by collapsing down the stretch a year ago, is the reward.",1
"Alitalia Delays Key Vote - The Italian airline Alitalia said on Wednesday that it had delayed by five days, until Monday, the final approval to its bailout plan, which includes 5,000 layoffs.",2
"Shiites Hold Najaf Shrine; Clashes Flare - NAJAF, Iraq - Militants loyal to radical Shiite cleric Muqtada al-Sadr kept their hold on a revered shrine, and clashes flared in Najaf on Saturday, raising fears that a resolution to the crisis in the holy city could collapse amid bickering between Shiite leaders.    An unofficial mediator pleaded with al-Sadr to disarm his militants, pull them out of the shrine and disband his militia immediately...",0
"Hollywood allies sue DVD jukebox maker - A Hollywood-backed technology group is suing a high-end home theater system company, contending that its home DVD jukebox technology is illegal.",3
"Blair launches ad blitz for early polls - British Prime Minister Tony Blair is planning to call general elections in February, ahead of schedule, to maximise his present opinion poll advantage over his opponents.",0
"Foot ailment in early stages - MEMPHIS, Tenn. -- Kobe Bryant had his worst shooting night of the season Wednesday in the Lakers #39; 110-87 loss to the Grizzlies, and worse yet, he needed nearly 45 minutes of postgame treatment for plantar fasciitis in his left foot.",1
"Dozens casualties in Nepal bomb explosion - A heavy bomb exploded near a government office in the Nepal capital, wounding at least 38 people. According to the police three men left a bomb on the first floor of the office of the Employees Provident Fund.",0
