text,label
"US Air Force deploys Microsoft and Dell - The US Air Force has awarded a \$500m, six-year contract to Microsoft Corp and Dell Corp, to update and consolidate 38 software licenses across multiple sites on more than 525,000 machines.",3
An Odyssey of Wealth Destruction - The Merriam-Webster dictionary defines odyssey as  quot;a long wandering or voyage usually marked by many changes of fortune. quot; For hospice care provider Odyssey Healthcare (Nasdaq: ODSY ,2
African Union Tries to Break Darfur Talks Deadlock - African Union mediators adjourned Sudan peace talks on Saturday to plan a new approach after failing to get the government and Darfur rebels to end a row over security issues.,0
"Blackburn give Hughes heart - AN ADVERTISEMENT ON THE giant screen at Ewood Park declared that Blackburn Rovers are giving generously this season and, while it purported to refer to a sale at the club shop, no one could deny that their charity extends to the pitch.",1
"Artest Says 'Move On' - Ron Artest asks the public to ""move on,"" as reports that an additional player was involved in the melee reach local authorities.",1
Dawn of man was a lousy day - Scientists took a fresh look at human evolution through tiny hitchhikers that have clung to humans and their relatives for centuries - lice.,3
"Software Disasters Often People Problems - New software at Hewlett-Packard Co. was supposed to get orders in and out the door faster at the computer giant. Instead, a botched deployment cut into earnings in a big way in August and executives got fired.",3
"Annual ranking of  #39;most dangerous #39; cities - TRENTON, NJ Camden, New Jersey, has become the nation #39;s most-dangerous city, according to a Kansas company #39;s yearly ranking based on crime statistics.",2
Patriots not getting ahead of themselves - Its become a familiar mantra: One game at a time. One week at a time. One game at a time . . . Todays 1 pm game against the Seattle Seahawks at Gillette ,1
"Agents Seek Bigger Voice in Sport's Future -  SALVO, North Carolina (Reuters) - A newly formed group of  athletes' representatives are meeting in Miami this week to  seek a larger voice in the development of athletics.",1
"Sadr Fighters to Disarm Under Iraq Peace Deal -  BAGHDAD (Reuters) - A Shi'ite militia led by Moqtada  al-Sadr has agreed to disarm in Baghdad under a deal reached on  Saturday with Iraq's interim government and U.S. officials, the  chief Shi'ite negotiator said.",0
"Kobe Bryant Accuser's Name to Be Disclosed -Judge (Reuters) - Reuters - The young woman who accused basketball\star Kobe Bryant of rape must disclose her identity in her\civil case against him, a federal judge ruled on Wednesday.",1
Vogts expects victory - Scotland manager Berti Vogts insists he is expecting nothing but victory against Moldova on Wednesday. The game certainly is a must-win affair if the Scots are to have any chance of qualifying for the 2006 World Cup finals.,1
Microsoft issues patches for seven software flaws - SEATTLE - Microsoft has warned of seven newly found flaws in its software that could allow an attacker to steal data and take over a personal computer running the Windows operating system.,3
"Buzz of possible Target, Bay deal - Speculation of a possible deal between Hudson #39;s Bay Co. and American retailer Target Corp. heated up again as the Canadian icon prepared to release its quarterly results today, but the Bay #39;s largest shareholder downplayed the rumours.",2
East Timor marks historic vote - East Timor celebrates the fifth anniversary of a historic vote to break away from Indonesia's rule.,0
"Ex-presidents to lead aid effort - WASHINGTON -- President Bush, seeking to highlight America's concern over the Asian disaster, named his father and his predecessor yesterday to spearhead a private fund-raising campaign to help victims of last month's tsunamis, calling on Americans to ''contribute as they are able to do so.""",0
"Trend of Foreign Whites Adopting Black US Kids - Description: NPR #39;s Tavis Smiley talks with reporter Dawn Davenport about her latest article,  quot;Born in America, Adopted Abroad, quot; featured in the October 27 edition of The Christian Science Monitor.",3
Yankees Walk to Win - A bases-loaded walk from the O's Jorge Julio in the ninth gives the Yankees a 4-3 win over the Orioles.,1
