GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?! -> Aug: I'm showing a few transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to see who made a withdrawal from my account? I'm not sure if I authorized it, but I'd like to verify who took the money a few weeks ago.
GEN | [cash_withdrawal_not_recognised] | Orig: The app is saying I made a withdrawl but I didn't. -> Aug: The app is showing a cash withdrawal transaction that I didn't make.
GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?! -> Aug: I'm seeing some transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
GEN | [card_about_to_expire] | Orig: Are there restrictions on new cards in China? -> Aug: I'm concerned about my credit card's expiration date. Will I be able to get a new one if it's about to expire while I'm in China?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Why is my pending top-up still not processed?
GEN | [cancel_transfer] | Orig: I need to change a transfer. -> Aug: I'd like to cancel a transfer I previously initiated.
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a payment for an item I've already received, but the amount hasn't been deducted from my account. Can you help me understand why?
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL TRANSACTION IN MY ONLINE STATEMENT.
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: I'm having trouble with my physical card; it's not functioning properly.
GEN | [cancel_transfer] | Orig: I goofed up and used the wrong account.  Please help. -> Aug: I accidentally selected the wrong account for the transfer. Can you assist me in canceling the transaction?
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: I didn't authorize this transaction
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processing immediately?
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: I made an online purchase, but the payment was reversed and the amount was credited back to my account. Can you help me understand why this happened?
GEN | [transfer_not_received_by_recipient] | Orig: Is there a reason why a recipient might not see my money transaction -> Aug: Why hasn't the recipient received the funds from my recent transfer?
GEN | [country_support] | Orig: Who gets support? -> Aug: Who is eligible for support?
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: If the recipient hasn't received the transferred amount, what's the next step to resolve the issue?
GEN | [wrong_amount_of_cash_received] | Orig: My cash received does not match what has been requested -> Aug: The amount of cash I received is not what I was expecting.
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my pending cash withdrawal not showing up in my account?
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I haven't received the funds from my recent transfer.
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: What types of cards and currencies do you accept for transactions?
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can you please tell me the daily spending limit on my disposable card?
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago. -> Aug: We've received a payment notification from your account, but it appears to be a direct debit payment that we're not recognizing. Can you please confirm the payment details and the merchant's name to help us investigate this discrepancy?
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't authorize it and I still have my card with me. What should I do?
GEN | [cash_withdrawal_not_recognised] | Orig: I did not make a cash withdrawal that is on my statement -> Aug: I'm looking at my statement and I don't see a cash withdrawal that I made
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was declined. Could you please verify the issue, as this is the first time it's happened?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. I haven't misplaced it, but I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [exchange_charge] | Orig: I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently. -> Aug: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
GEN | [transfer_into_account] | Orig: Can I transfer money to my card via bank-transfer? -> Aug: Can I initiate a transfer from my account to my debit card?
VAL | [card_payment_not_recognised] | YES | Text: I'm showing a few transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Can I review a past transaction to see who made a withdrawal from my account? I'm not sure if I authorized it, but I'd like to verify who took the money a few weeks ago.
VAL | [cash_withdrawal_not_recognised] | YES | Text: The app is showing a cash withdrawal transaction that I didn't make.
VAL | [card_payment_not_recognised] | YES | Text: I'm seeing some transactions on my card in the app that I didn't authorize. Can you help me figure out what's going on? Is someone else using my card without my permission?
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date. Will I be able to get a new one if it's about to expire while I'm in China?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up still not processed?
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transfer I previously initiated.
VAL | [reverted_card_payment?] | NO | Text: I made a payment for an item I've already received, but the amount hasn't been deducted from my account. Can you help me understand why?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'M UNABLE TO FIND THE CASH WITHDRAWAL TRANSACTION IN MY ONLINE STATEMENT.
VAL | [card_not_working] | YES | Text: I'm having trouble with my physical card; it's not functioning properly.
VAL | [cancel_transfer] | YES | Text: I accidentally selected the wrong account for the transfer. Can you assist me in canceling the transaction?
VAL | [card_payment_not_recognised] | YES | Text: I didn't authorize this transaction
VAL | [pending_top_up] | YES | Text: Why is my pending top-up for my new account not processing immediately?
VAL | [reverted_card_payment?] | YES | Text: I made an online purchase, but the payment was reversed and the amount was credited back to my account. Can you help me understand why this happened?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't the recipient received the funds from my recent transfer?
VAL | [country_support] | NO | Text: Who is eligible for support?
VAL | [transfer_not_received_by_recipient] | YES | Text: If the recipient hasn't received the transferred amount, what's the next step to resolve the issue?
VAL | [wrong_amount_of_cash_received] | YES | Text: The amount of cash I received is not what I was expecting.
VAL | [pending_cash_withdrawal] | YES | Text: Why is my pending cash withdrawal not showing up in my account?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer.
VAL | [supported_cards_and_currencies] | YES | Text: What types of cards and currencies do you accept for transactions?
VAL | [disposable_card_limits] | YES | Text: Can you please tell me the daily spending limit on my disposable card?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a payment notification from your account, but it appears to be a direct debit payment that we're not recognizing. Can you please confirm the payment details and the merchant's name to help us investigate this discrepancy?
VAL | [cash_withdrawal_not_recognised] | YES | Text: A withdrawal was processed on my account, but I didn't authorize it and I still have my card with me. What should I do?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm looking at my statement and I don't see a cash withdrawal that I made
VAL | [declined_cash_withdrawal] | YES | Text: This morning, I attempted to make a cash withdrawal, but my card was declined. Could you please verify the issue, as this is the first time it's happened?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that my card may have been compromised. I haven't misplaced it, but I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [exchange_charge] | YES | Text: I'm looking for information on any available promotions or discounts for exchanging charges, as this process happens quite often.
VAL | [transfer_into_account] | NO | Text: Can I initiate a transfer from my account to my debit card?
