GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to top up my account?
GEN | [declined_cash_withdrawal] | Orig: Why can I not take out cash? -> Aug: Why was my cash withdrawal request declined?
GEN | [topping_up_by_card] | Orig: I cannot tell what my top up currently is. -> Aug: I'd like to check my current card balance and confirm the amount available for topping up.
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really frustrated. My payment was declined, and I don't know why.
GEN | [direct_debit_payment_not_recognised] | Orig: There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit. -> Aug: I'm concerned about a recent transaction that was deducted from my account, but I don't recall making the payment. Could you help me investigate this transaction from a few weeks ago to verify its legitimacy? I'm not seeking a refund, just want to confirm whether it's a genuine payment or not.
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require an ATM location.
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: My statement has a pending charge for £1 that I don't recognize. Can you please explain what this transaction is for?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your card has been declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting our customer service team to report the issue and we can assist you further.
GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
GEN | [transfer_not_received_by_recipient] | Orig: I need to check status as my friend hasn't got money I sent. -> Aug: I'm concerned because my friend hasn't received the funds I transferred to them.
GEN | [card_about_to_expire] | Orig: How can I get a card sent to China? -> Aug: I'm trying to send a card to China, but I'm worried it might expire before I can use it. Can I get a new one or extend the validity period?
GEN | [transfer_not_received_by_recipient] | Orig: The recipient can not locate funds. -> Aug: The recipient is unable to find the transferred amount.
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
GEN | [top_up_reverted] | Orig: For some reason, the money I added was returned. -> Aug: The funds I attempted to top up were unexpectedly reversed.
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: My friend deposited $100 into my account, but it is not showing up! -> Aug: My account balance hasn't been updated after my friend deposited $100 in cash, and I'm unable to see the new amount.
GEN | [balance_not_updated_after_bank_transfer] | Orig: It has been a couple of hours but I do not see my balance updated, can you help? -> Aug: I've been waiting for a while, but my account balance still hasn't been updated after the recent transfer, could you assist me with this issue?
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I'd like to add some cash to my account, please.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I be charged a fee for topping up my account using a bank transfer, and will the full amount be credited to my account?
GEN | [top_up_reverted] | Orig: What I topped up was reverted by the app. -> Aug: The amount I added to my account was reversed by the app.
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: I'm having trouble transferring funds to another bank account. Despite having sufficient funds, I've been denied the transfer multiple times. I've tried initiating the transfer five times already, but it keeps getting rejected. Is there an issue with the receiving bank or is there something else I'm missing?
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used my old card and made a purchase, but it was charged twice. I've since canceled the card, can I get a refund for the extra charge?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
GEN | [failed_transfer] | Orig: Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere. -> Aug: I've been trying to initiate a standard transfer for hours, but it keeps failing. Is there an issue with your system or is it a problem on my end?
GEN | [supported_cards_and_currencies] | Orig: I'd prefer to use my American Express when putting funds into my account. -> Aug: I'd like to use my American Express card to deposit funds into my account.
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: I'm showing a direct debit payment on my account that I didn't authorise, can you help me investigate and cancel it?
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if you accept cards from the United States, please?
GEN | [apple_pay_or_google_pay] | Orig: Can an apple watch be used to tup-up? -> Aug: Can I use my Apple Watch to make payments with Apple Pay or Google Pay?
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: I've noticed that the transaction appears to have been duplicated on my account.
GEN | [receiving_money] | Orig: can my husband open an account and transfer money -> Aug: Can my spouse create an account and deposit funds?
GEN | [compromised_card] | Orig: What should I do if I think there are unauthorized transactions? -> Aug: If I suspect that someone has accessed my account without my permission, what steps can I take to address the issue?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I use a cheque to top up my account?
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request declined?
VAL | [topping_up_by_card] | NO | Text: I'd like to check my current card balance and confirm the amount available for topping up.
VAL | [declined_card_payment] | NO | Text: I'm really frustrated. My payment was declined, and I don't know why.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned about a recent transaction that was deducted from my account, but I don't recall making the payment. Could you help me investigate this transaction from a few weeks ago to verify its legitimacy? I'm not seeking a refund, just want to confirm whether it's a genuine payment or not.
VAL | [atm_support] | YES | Text: I urgently require an ATM location.
VAL | [extra_charge_on_statement] | YES | Text: My statement has a pending charge for £1 that I don't recognize. Can you please explain what this transaction is for?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your card has been declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting our customer service team to report the issue and we can assist you further.
VAL | [cancel_transfer] | NO | Text: I mistakenly sent a payment to the wrong account for my rent payment yesterday. I urgently need this issue resolved and the funds transferred to the correct account by tomorrow.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned because my friend hasn't received the funds I transferred to them.
VAL | [card_about_to_expire] | NO | Text: I'm trying to send a card to China, but I'm worried it might expire before I can use it. Can I get a new one or extend the validity period?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient is unable to find the transferred amount.
VAL | [pin_blocked] | YES | Text: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
VAL | [top_up_reverted] | YES | Text: The funds I attempted to top up were unexpectedly reversed.
VAL | [transfer_fee_charged] | YES | Text: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: My account balance hasn't been updated after my friend deposited $100 in cash, and I'm unable to see the new amount.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I've been waiting for a while, but my account balance still hasn't been updated after the recent transfer, could you assist me with this issue?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'd like to add some cash to my account, please.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee for topping up my account using a bank transfer, and will the full amount be credited to my account?
VAL | [top_up_reverted] | YES | Text: The amount I added to my account was reversed by the app.
VAL | [failed_transfer] | YES | Text: I'm having trouble transferring funds to another bank account. Despite having sufficient funds, I've been denied the transfer multiple times. I've tried initiating the transfer five times already, but it keeps getting rejected. Is there an issue with the receiving bank or is there something else I'm missing?
VAL | [transaction_charged_twice] | YES | Text: I accidentally used my old card and made a purchase, but it was charged twice. I've since canceled the card, can I get a refund for the extra charge?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an unexpected fee associated with one of my transactions. I wasn't informed about this additional charge beforehand.
VAL | [failed_transfer] | YES | Text: I've been trying to initiate a standard transfer for hours, but it keeps failing. Is there an issue with your system or is it a problem on my end?
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to use my American Express card to deposit funds into my account.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment on my account that I didn't authorise, can you help me investigate and cancel it?
VAL | [supported_cards_and_currencies] | NO | Text: I'm wondering if you accept cards from the United States, please?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make payments with Apple Pay or Google Pay?
VAL | [transaction_charged_twice] | YES | Text: I've noticed that the transaction appears to have been duplicated on my account.
VAL | [receiving_money] | NO | Text: Can my spouse create an account and deposit funds?
VAL | [compromised_card] | YES | Text: If I suspect that someone has accessed my account without my permission, what steps can I take to address the issue?
