GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What are the fees associated with ordering a physical credit/debit card from your bank?
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the transfer be processed and reflected in my account balance?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: I made a mistake with the exchange rate when withdrawing cash from my account.
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: If I swallowed my bank card, what should I do?
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I haven't received my refund. I've reached out to the seller, but they haven't taken any action. It's been a week now, and I'm still waiting for my money back.
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My card seems to have been swallowed by the ATM, what should I do now?
GEN | [receiving_money] | Orig: My salary is in GBP, do I need to exchange it before putting it into my account? -> Aug: Can I deposit my GBP salary directly into my account, or do I need to convert it to a different currency first?
GEN | [transfer_timing] | Orig: When will the money be made available in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [pending_card_payment] | Orig: I am waiting for a payment to be processed -> Aug: I'm still waiting for a payment to be cleared
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: When will the extra charge appear on my statement?
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what the pending payment on my card is for.
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I check my incoming transactions?
GEN | [activate_my_card] | Orig: I tried activating my plug-in and it didn't piece of work -> Aug: I attempted to activate my debit card, but it's not functioning properly
GEN | [card_not_working] | Orig: I am having problems with my physical card. -> Aug: I'm experiencing issues with my physical credit card.
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been mistakenly charged twice for a few transactions this week. Could you please investigate and reverse the duplicate charges?
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [direct_debit_payment_not_recognised] | Orig: There is a debit paymet that I don't recognize. -> Aug: I'm showing a direct debit payment in my account that I'm not familiar with.
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: Your card was declined during the transaction at the store.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why hasn't my recent bank transfer reflected in my account balance?
GEN | [direct_debit_payment_not_recognised] | Orig: I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction? -> Aug: I'm trying to figure out a payment I made to a merchant, but I don't recall the transaction. Can you help me identify the seller and verify the payment details?
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific locations or merchants where my card is not accepted?
GEN | [transaction_charged_twice] | Orig: I have two of the same charges on my account! -> Aug: I've noticed duplicate charges on my account statement.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do you offer free ATM withdrawals of ones hometown currency while on holiday? -> Aug: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a cost to receive money? -> Aug: Are there any fees associated with receiving a bank transfer top-up?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $400 that I didn't authorize. Can you assist me in resolving this issue?
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
VAL | [order_physical_card] | YES | Text: What are the fees associated with ordering a physical credit/debit card from your bank?
VAL | [pending_transfer] | NO | Text: When will the transfer be processed and reflected in my account balance?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I made a mistake with the exchange rate when withdrawing cash from my account.
VAL | [card_swallowed] | NO | Text: If I swallowed my bank card, what should I do?
VAL | [Refund_not_showing_up] | YES | Text: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I haven't received my refund. I've reached out to the seller, but they haven't taken any action. It's been a week now, and I'm still waiting for my money back.
VAL | [card_swallowed] | YES | Text: My card seems to have been swallowed by the ATM, what should I do now?
VAL | [receiving_money] | NO | Text: Can I deposit my GBP salary directly into my account, or do I need to convert it to a different currency first?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [pending_card_payment] | YES | Text: I'm still waiting for a payment to be cleared
VAL | [extra_charge_on_statement] | NO | Text: When will the extra charge appear on my statement?
VAL | [pending_card_payment] | YES | Text: I'm not sure what the pending payment on my card is for.
VAL | [card_payment_fee_charged] | NO | Text: Are there any fees associated with using a credit or debit card for payment?
VAL | [reverted_card_payment?] | YES | Text: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
VAL | [receiving_money] | YES | Text: how can I check my incoming transactions?
VAL | [activate_my_card] | NO | Text: I attempted to activate my debit card, but it's not functioning properly
VAL | [card_not_working] | YES | Text: I'm experiencing issues with my physical credit card.
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for my domestic transfer to be credited to my account. I verified the recipient's account details a few days ago, but the funds haven't been transferred yet. Can you please look into this and let me know what's causing the delay?
VAL | [transaction_charged_twice] | YES | Text: I've found that I've been mistakenly charged twice for a few transactions this week. Could you please investigate and reverse the duplicate charges?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've been waiting for three days now and the transfer to the recipient's account still hasn't arrived, what's the estimated timeframe for it to be processed?
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from another account to this account.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm showing a direct debit payment in my account that I'm not familiar with.
VAL | [declined_card_payment] | YES | Text: Your card was declined during the transaction at the store.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Why hasn't my recent bank transfer reflected in my account balance?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm trying to figure out a payment I made to a merchant, but I don't recall the transaction. Can you help me identify the seller and verify the payment details?
VAL | [declined_card_payment] | NO | Text: I'm confused, I have sufficient funds in my account, yet my card payment is being declined. Can you help me understand why this is happening?
VAL | [card_acceptance] | YES | Text: Are there any specific locations or merchants where my card is not accepted?
VAL | [transaction_charged_twice] | YES | Text: I've noticed duplicate charges on my account statement.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with receiving a bank transfer top-up?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $400 that I didn't authorize. Can you assist me in resolving this issue?
VAL | [compromised_card] | YES | Text: I'm trying to get a new card because I suspect my current one has been compromised, can you help me with the replacement process?
