GEN | [exchange_via_app] | Orig: Can I use this app to change money? -> Aug: Can I make an exchange using this mobile app?
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to make a crypto top-up using your service, but it didn't go through. The transaction was reversed, and the amount was taken from my account. Can you investigate this issue and let me know what's happening?
GEN | [apple_pay_or_google_pay] | Orig: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? -> Aug: I'm experiencing an issue with my American Express account on Google Pay, can you assist me in resolving the problem with a top-up?
GEN | [cancel_transfer] | Orig: I need to reverse a transaction -> Aug: I would like to cancel a transfer
GEN | [transfer_into_account] | Orig: What are my bank details so I can do a transfer? -> Aug: I'd like to know my account information to initiate a transfer to another account.
GEN | [pending_top_up] | Orig: I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this. -> Aug: I've been trying to add funds to my account, but it's been stuck in a pending state for an extended period. Can you please look into this? I'm a new customer and this is my first time topping up, so I'm a bit concerned it's taking so long.
GEN | [topping_up_by_card] | Orig: Show me how can my friends top up my account. -> Aug: Can you please guide me on how my friends can add funds to my account using their credit/debit card?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: I was charged an incorrect exchange rate for the item I bought.
GEN | [direct_debit_payment_not_recognised] | Orig: I do not understand what this particular direct debit is ? -> Aug: I'm confused about this direct debit payment that I see on my account statement.
GEN | [cash_withdrawal_not_recognised] | Orig: Money was taken out without my consent, -> Aug: Someone has withdrawn cash from my account without my permission.
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was declined. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds from my failed top-up be returned to my account?
GEN | [cash_withdrawal_not_recognised] | Orig: I need your help immediately.  There is a 500£ cash withdrawal that I know nothing about.  I think my account has become compromised. -> Aug: I'm concerned about an unauthorized cash withdrawal of £500 that I'm not aware of. I believe my account may have been compromised.
GEN | [direct_debit_payment_not_recognised] | Orig: Please help! I was looking at my account and saw a transaction with a seller I don't remember. Is it possible for you to track the sale, because I really don't think I made a payment to them. -> Aug: I'm concerned about a recent transaction on my account that I don't recognize. It appears to be a payment to a seller I've never dealt with before. Could you please investigate this transaction and let me know if it's a legitimate charge or an error on my account?
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to a specific account, or are there limitations on the recipient's account type or institution?
GEN | [cash_withdrawal_not_recognised] | Orig: There was just a withdrawal but it wasn't me, I've never even visited the town where the withdrawal happened. -> Aug: I'm not the one who made the withdrawal, I've never been to the location where it was made, but it shows up on my account.
GEN | [order_physical_card] | Orig: Can I revive a physical card. -> Aug: Can I reorder a physical credit card?
GEN | [card_arrival] | Orig: Can you help me track my card? -> Aug: Can you assist me in locating my card?
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm trying to understand why my transfer was declined.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I've forgotten my passcode and can't log in to my account.
GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal address is outdated and needs to be updated.
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [order_physical_card] | Orig: I would like a card please. -> Aug: I'd like to order a physical credit card.
GEN | [transfer_into_account] | Orig: Can I use my bank account to send me more money? -> Aug: Can I transfer funds from my bank account to add more money to it?
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment made using my card has not been successfully processed.
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: I was expecting a different amount of currency for my cash withdrawal, as the exchange rate was not what I was told.
GEN | [card_payment_fee_charged] | Orig: You promised no fees but now I've got one. What the hell!? -> Aug: I was assured there would be no charges, but I've been billed a fee. Can you explain this discrepancy?
GEN | [top_up_by_card_charge] | Orig: Will you assess me more fees if I top up with an international card? -> Aug: Will I incur additional charges if I make a top-up using an international credit/debit card?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I add funds to my account using my friend's credit/debit card?
VAL | [exchange_via_app] | YES | Text: Can I make an exchange using this mobile app?
VAL | [top_up_reverted] | YES | Text: I attempted to make a crypto top-up using your service, but it didn't go through. The transaction was reversed, and the amount was taken from my account. Can you investigate this issue and let me know what's happening?
VAL | [apple_pay_or_google_pay] | NO | Text: I'm experiencing an issue with my American Express account on Google Pay, can you assist me in resolving the problem with a top-up?
VAL | [cancel_transfer] | NO | Text: I would like to cancel a transfer
VAL | [transfer_into_account] | YES | Text: I'd like to know my account information to initiate a transfer to another account.
VAL | [pending_top_up] | YES | Text: I've been trying to add funds to my account, but it's been stuck in a pending state for an extended period. Can you please look into this? I'm a new customer and this is my first time topping up, so I'm a bit concerned it's taking so long.
VAL | [topping_up_by_card] | YES | Text: Can you please guide me on how my friends can add funds to my account using their credit/debit card?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I was charged an incorrect exchange rate for the item I bought.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm confused about this direct debit payment that I see on my account statement.
VAL | [cash_withdrawal_not_recognised] | YES | Text: Someone has withdrawn cash from my account without my permission.
VAL | [topping_up_by_card] | NO | Text: my card top-up is still pending, where can I locate it?
VAL | [top_up_failed] | YES | Text: I attempted to make a payment using my card, but it was declined. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [pending_top_up] | YES | Text: When will the funds from my failed top-up be returned to my account?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned about an unauthorized cash withdrawal of £500 that I'm not aware of. I believe my account may have been compromised.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned about a recent transaction on my account that I don't recognize. It appears to be a payment to a seller I've never dealt with before. Could you please investigate this transaction and let me know if it's a legitimate charge or an error on my account?
VAL | [beneficiary_not_allowed] | NO | Text: Can I transfer funds to a specific account, or are there limitations on the recipient's account type or institution?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm not the one who made the withdrawal, I've never been to the location where it was made, but it shows up on my account.
VAL | [order_physical_card] | NO | Text: Can I reorder a physical credit card?
VAL | [card_arrival] | NO | Text: Can you assist me in locating my card?
VAL | [declined_transfer] | YES | Text: I'm trying to understand why my transfer was declined.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't log in to my account.
VAL | [edit_personal_details] | YES | Text: My personal address is outdated and needs to be updated.
VAL | [lost_or_stolen_phone] | NO | Text: I recently lost my phone and I'm not sure if I need to create a new account or if I can recover my old one.
VAL | [verify_top_up] | NO | Text: How can I confirm the details of my top-up card?
VAL | [order_physical_card] | YES | Text: I'd like to order a physical credit card.
VAL | [transfer_into_account] | NO | Text: Can I transfer funds from my bank account to add more money to it?
VAL | [pending_card_payment] | YES | Text: A payment made using my card has not been successfully processed.
VAL | [pending_top_up] | YES | Text: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a different amount of currency for my cash withdrawal, as the exchange rate was not what I was told.
VAL | [card_payment_fee_charged] | YES | Text: I was assured there would be no charges, but I've been billed a fee. Can you explain this discrepancy?
VAL | [top_up_by_card_charge] | YES | Text: Will I incur additional charges if I make a top-up using an international credit/debit card?
VAL | [topping_up_by_card] | YES | Text: Can I add funds to my account using my friend's credit/debit card?
