GEN | [declined_card_payment] | Orig: My card did not go through in a shop -> Aug: Your payment was declined at the merchant's location.
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
GEN | [transfer_into_account] | Orig: What transfer methods do you accept? -> Aug: How can I transfer funds into my account?
GEN | [reverted_card_payment?] | Orig: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. -> Aug: I'm having trouble with an online purchase, as the payment is being reversed. This has been happening for about two weeks now, and I'd appreciate any guidance on how to resolve this issue.
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: Can you help me stop a pending transfer?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [direct_debit_payment_not_recognised] | Orig: There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money. -> Aug: I'm showing a payment in my account that I didn't authorise, and I'm not sure how it got there. Can you please investigate and reverse the transaction?
GEN | [reverted_card_payment?] | Orig: What should I do if my card payment was cancelled? -> Aug: What happens if my card payment was reversed or cancelled?
GEN | [cash_withdrawal_charge] | Orig: How come I got to pay to get my money from the ATM? -> Aug: Why do I have to pay a fee to withdraw cash from the ATM?
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I'm concerned that I've been incorrectly charged a transfer fee.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: I'm trying to make sense of a transaction on my account, but I didn't make the purchase at the store.
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: I'd like to know the exchange rate used for the conversion of UK pounds to Russian rubles in my recent transaction.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a recent payment in my account records.
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: Can I make a payment without incurring any charges or fees on my card?
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't initiate a direct debit that I see on my account -> Aug: I'm showing a direct debit payment on my account that I didn't set up myself
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: I reversed my card payment
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a cash deposit at an ATM last week, but my account balance hasn't been updated yet. Can you please look into this and resolve the issue as soon as possible?
GEN | [card_payment_fee_charged] | Orig: I want to see what this fee is on my card payment. -> Aug: I'd like to know the fee associated with my recent card payment.
GEN | [card_delivery_estimate] | Orig: are you sending me my card? -> Aug: Can you provide an estimated delivery date for my new card?
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all merchants?
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I'm still waiting for the cash withdrawal to be processed, but my account balance still shows it as pending. Can you help me understand why it's taking so long?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: When can I expect the verification process for my pending cash withdrawal to be completed?
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I use my card in Austria, or are there any specific restrictions I should be aware of?
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: I need my top-up confirmation code.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm trying to add funds to my account, but I'm being asked to verify my top-up again, can you help me understand why?
GEN | [card_not_working] | Orig: I think my card is broken or something. I tried using it and it wouldn't go through, please help. -> Aug: I'm having trouble with my card, it's not functioning properly. I tried to make a transaction, but it was declined, can you assist me?
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If a friend wants to add funds to my account using their card, can they do so?
GEN | [compromised_card] | Orig: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. -> Aug: I'm concerned that someone else has used my card since I've never been to the location where some transactions on my statement are from. Can you please take immediate action to stop any further unauthorized activity?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago. -> Aug: I'd like to confirm that my account balance has been updated correctly after the recent transfer I initiated. Could you please verify that the transaction has been processed successfully?
VAL | [declined_card_payment] | YES | Text: Your payment was declined at the merchant's location.
VAL | [top_up_failed] | YES | Text: I'm having trouble accessing my funds. Could it be related to the top-up process? I'm certain I entered the details correctly.
VAL | [transfer_into_account] | YES | Text: How can I transfer funds into my account?
VAL | [reverted_card_payment?] | NO | Text: I'm having trouble with an online purchase, as the payment is being reversed. This has been happening for about two weeks now, and I'd appreciate any guidance on how to resolve this issue.
VAL | [cancel_transfer] | NO | Text: Can you help me stop a pending transfer?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm showing a payment in my account that I didn't authorise, and I'm not sure how it got there. Can you please investigate and reverse the transaction?
VAL | [reverted_card_payment?] | YES | Text: What happens if my card payment was reversed or cancelled?
VAL | [cash_withdrawal_charge] | YES | Text: Why do I have to pay a fee to withdraw cash from the ATM?
VAL | [transfer_fee_charged] | YES | Text: I'm concerned that I've been incorrectly charged a transfer fee.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque/cash a few days ago, but my account balance hasn't been updated yet, could you look into this for me?
VAL | [topping_up_by_card] | NO | Text: I'm having an issue with my card balance, as I've recently tried to top up my account but it's still showing as empty.
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to make sense of a transaction on my account, but I didn't make the purchase at the store.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'd like to know the exchange rate used for the conversion of UK pounds to Russian rubles in my recent transaction.
VAL | [card_payment_not_recognised] | NO | Text: I'm unable to locate a recent payment in my account records.
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account or perform transactions?
VAL | [card_payment_fee_charged] | NO | Text: Can I make a payment without incurring any charges or fees on my card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment on my account that I didn't set up myself
VAL | [reverted_card_payment?] | YES | Text: I reversed my card payment
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit at an ATM last week, but my account balance hasn't been updated yet. Can you please look into this and resolve the issue as soon as possible?
VAL | [card_payment_fee_charged] | YES | Text: I'd like to know the fee associated with my recent card payment.
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my new card?
VAL | [card_acceptance] | YES | Text: Is the card accepted by all merchants?
VAL | [pending_cash_withdrawal] | YES | Text: I'm still waiting for the cash withdrawal to be processed, but my account balance still shows it as pending. Can you help me understand why it's taking so long?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
VAL | [top_up_reverted] | YES | Text: Hi, I've successfully recharged my top-up, but the amount hasn't been credited to my account. Could you please assist me in resolving this issue? I suspect there might be a technical glitch in the system.
VAL | [pending_cash_withdrawal] | YES | Text: When can I expect the verification process for my pending cash withdrawal to be completed?
VAL | [country_support] | NO | Text: Can I use my card in Austria, or are there any specific restrictions I should be aware of?
VAL | [verify_top_up] | NO | Text: I need my top-up confirmation code.
VAL | [verify_top_up] | YES | Text: I'm trying to add funds to my account, but I'm being asked to verify my top-up again, can you help me understand why?
VAL | [card_not_working] | NO | Text: I'm having trouble with my card, it's not functioning properly. I tried to make a transaction, but it was declined, can you assist me?
VAL | [topping_up_by_card] | NO | Text: If a friend wants to add funds to my account using their card, can they do so?
VAL | [compromised_card] | YES | Text: I'm concerned that someone else has used my card since I've never been to the location where some transactions on my statement are from. Can you please take immediate action to stop any further unauthorized activity?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'd like to confirm that my account balance has been updated correctly after the recent transfer I initiated. Could you please verify that the transaction has been processed successfully?
