GEN | [reverted_card_payment?] | Orig: Was my transaction reverted with my card? -> Aug: Did my recent payment made with my card get reversed?
GEN | [failed_transfer] | Orig: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? -> Aug: I'm having trouble completing a transaction to buy a property. My mortgage payment is stuck and I need assistance to resolve the issue.
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [transfer_into_account] | Orig: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? -> Aug: I'm running low on funds in my account. Can I make a bank transfer to replenish my balance?
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: I'd like to know if I can get a refund for an item I recently purchased.
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to be charged for receiving  money? -> Aug: Will there be any fees associated with receiving a bank transfer to top up my account?
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation receipt
GEN | [top_up_failed] | Orig: Fix my top up -> Aug: Resolve the issue with my recent top-up attempt
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction because the app won't let me select a beneficiary. Can you help me figure out why I'm being prevented from completing the crypto purchase?
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, your cash withdrawal request was declined due to insufficient funds or other reasons.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I recently reversed a payment made to this card.
GEN | [why_verify_identity] | Orig: Can I make transfers before my identity verification? -> Aug: Before we proceed with any transactions, including transfers, we need to verify your identity to ensure the security and integrity of your account. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Can you tell me why my cash withdrawal was declined?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there. -> Aug: I made a cash deposit at the bank yesterday, but my account balance hasn't been updated yet. Can you look into this and let me know what's going on?
GEN | [cash_withdrawal_not_recognised] | Orig: I am confused why there is cash I did not accept in my account -> Aug: I'm not sure why I'm seeing a cash withdrawal that I didn't authorize in my account.
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my new card, but I'm having trouble topping up my account. I'm getting frustrated and considering canceling my account due to this issue. Can you help me resolve this problem?
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for the recent top-up transaction?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative -> Aug: I'm in a bit of an emergency and need to top-up my card ASAP, but it's not accepting the payment. Can you help me resolve this issue or suggest an alternative solution?
GEN | [card_payment_not_recognised] | Orig: I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back. -> Aug: I'm concerned that someone is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a charge for getting my money? -> Aug: Are there any fees associated with transferring funds to top up my account?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I'm concerned about an unexpected debit on my account.
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: We're sorry to inform you that your cash withdrawal request was declined due to an issue with your card. Please check your account balance or contact our customer service team to resolve the issue.
GEN | [wrong_amount_of_cash_received] | Orig: If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do? -> Aug: I was expecting to receive 25 dollars, but the ATM dispensed only 15, what should I do?
VAL | [reverted_card_payment?] | YES | Text: Did my recent payment made with my card get reversed?
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transaction to buy a property. My mortgage payment is stuck and I need assistance to resolve the issue.
VAL | [reverted_card_payment?] | YES | Text: What circumstances would cause my payment to be reversed?
VAL | [transfer_into_account] | NO | Text: I'm running low on funds in my account. Can I make a bank transfer to replenish my balance?
VAL | [request_refund] | YES | Text: I'd like to know if I can get a refund for an item I recently purchased.
VAL | [Refund_not_showing_up] | YES | Text: I'm checking on the status of the refund I requested from a merchant a few days ago. Can you please confirm if the funds have been credited to my account yet?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will there be any fees associated with receiving a bank transfer to top up my account?
VAL | [transfer_not_received_by_recipient] | NO | Text: I made a payment and didn't receive a confirmation receipt
VAL | [top_up_failed] | YES | Text: Resolve the issue with my recent top-up attempt
VAL | [beneficiary_not_allowed] | NO | Text: I'm having trouble finalizing a transaction because the app won't let me select a beneficiary. Can you help me figure out why I'm being prevented from completing the crypto purchase?
VAL | [declined_cash_withdrawal] | YES | Text: Unfortunately, your cash withdrawal request was declined due to insufficient funds or other reasons.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I made a transfer, but my account balance hasn't been updated.
VAL | [transfer_fee_charged] | NO | Text: I recently made an online purchase and noticed a fee was deducted for the transfer. Shouldn't this be a free service?
VAL | [card_payment_not_recognised] | YES | Text: I'm not sure if I authorized this payment on my recent statement
VAL | [wrong_amount_of_cash_received] | YES | Text: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
VAL | [reverted_card_payment?] | YES | Text: I recently reversed a payment made to this card.
VAL | [why_verify_identity] | NO | Text: Before we proceed with any transactions, including transfers, we need to verify your identity to ensure the security and integrity of your account. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
VAL | [top_up_by_card_charge] | YES | Text: I'd like to understand the fees associated with using a European-issued card for a card charge top-up.
VAL | [declined_cash_withdrawal] | YES | Text: Can you tell me why my cash withdrawal was declined?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit at the bank yesterday, but my account balance hasn't been updated yet. Can you look into this and let me know what's going on?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm not sure why I'm seeing a cash withdrawal that I didn't authorize in my account.
VAL | [visa_or_mastercard] | NO | Text: I'm expecting to receive a Mastercard
VAL | [top_up_failed] | NO | Text: I recently received my new card, but I'm having trouble topping up my account. I'm getting frustrated and considering canceling my account due to this issue. Can you help me resolve this problem?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds used for the recent top-up transaction?
VAL | [top_up_failed] | YES | Text: I'm in a bit of an emergency and need to top-up my card ASAP, but it's not accepting the payment. Can you help me resolve this issue or suggest an alternative solution?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned that someone is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Are there any fees associated with transferring funds to top up my account?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about an unexpected debit on my account.
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to inform you that your cash withdrawal request was declined due to an issue with your card. Please check your account balance or contact our customer service team to resolve the issue.
VAL | [wrong_amount_of_cash_received] | NO | Text: I was expecting to receive 25 dollars, but the ATM dispensed only 15, what should I do?
