GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: I'd be happy to help you with that! Can you please provide me with the transaction reference number or the last four digits of the card used for the pending payment? This will help me look into the status of your payment and provide you with an estimated timeframe for when it will be processed.
GEN | [card_acceptance] | Orig: You accepts my card? -> Aug: Does your system accept my credit card?
GEN | [compromised_card] | Orig: Someone besides me might be using my card. -> Aug: I'm concerned that someone else might be using my credit card without my permission.
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: I'm missing a cash withdrawal that was supposed to be credited to my account.
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized transactions on my account. Can you suspend my card and prevent any further activity?
GEN | [receiving_money] | Orig: My friend would like to send me money. What are the options available to them? -> Aug: A friend is planning to transfer funds to me. Can you please provide the available methods for them to do so?
GEN | [card_swallowed] | Orig: I was removing a dollar amount from my account and now don't have access to my card. -> Aug: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: I'm missing a withdrawal from my account.
GEN | [receiving_money] | Orig: Do I need to add my salary? -> Aug: Can I include my income in the application?
GEN | [extra_charge_on_statement] | Orig: I was made to pay an additional pound! -> Aug: I was surprised to see an unexpected charge on my statement.
GEN | [card_payment_not_recognised] | Orig: There is a card payment I'm not familiar with. -> Aug: I'm showing a card payment that I'm not recognizing.
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash I didn't get shows in my app -> Aug: I'm showing a cash withdrawal that I didn't make in my account statement
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I accidentally initiated a transfer to the wrong account and would like to cancel it.
GEN | [atm_support] | Orig: How do I withdraw money? -> Aug: What are the steps to withdraw cash from an ATM?
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: I'm confused because my app shows a cash withdrawal, but I didn't receive the cash.
GEN | [verify_source_of_funds] | Orig: I need to verify my funds. -> Aug: I'd like to confirm the source of my funds.
GEN | [pending_cash_withdrawal] | Orig: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? -> Aug: I attempted to withdraw cash earlier, but the ATM wasn't functioning properly. Now, my account shows a pending transaction. Can you help me understand why it's still processing?
GEN | [receiving_money] | Orig: My salary is in GBP - what should I do? -> Aug: I'm expecting a payment in GBP, what are the next steps?
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my credit/debit card for the first time.
GEN | [top_up_by_cash_or_cheque] | Orig: I can't find how to top up my account with a check.  Where is that? -> Aug: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [pending_top_up] | Orig: My top-up funds aren't available yet. -> Aug: My pending top-up payment is still processing and hasn't been credited to my account yet.
GEN | [cash_withdrawal_not_recognised] | Orig: I didn't withdraw cash but I see that transaction on my app -> Aug: I'm showing a cash withdrawal transaction on my app, but I didn't actually make the withdrawal.
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
GEN | [top_up_limits] | Orig: How many top-ups can be approved? -> Aug: What is the limit on the number of top-ups I can request?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
GEN | [card_payment_fee_charged] | Orig: Is there an allowance on cards? -> Aug: Are there any exceptions or waivers for card payment fees?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: How can I add funds to my account, and what methods are available for doing so?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since I recharged my top-up.
GEN | [topping_up_by_card] | Orig: How do I transfer funds directly from my credit card? -> Aug: Can I use my credit card to add funds to my account directly?
GEN | [card_not_working] | Orig: Why won't my card accept any transactions? -> Aug: Why is my card not processing any payments?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I fill up my gas tank using a check? -> Aug: Can I use a cheque to top up my account and then use the funds to fill up my gas tank?
VAL | [pending_card_payment] | NO | Text: I'd be happy to help you with that! Can you please provide me with the transaction reference number or the last four digits of the card used for the pending payment? This will help me look into the status of your payment and provide you with an estimated timeframe for when it will be processed.
VAL | [card_acceptance] | YES | Text: Does your system accept my credit card?
VAL | [compromised_card] | YES | Text: I'm concerned that someone else might be using my credit card without my permission.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a cash withdrawal that was supposed to be credited to my account.
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized transactions on my account. Can you suspend my card and prevent any further activity?
VAL | [receiving_money] | YES | Text: A friend is planning to transfer funds to me. Can you please provide the available methods for them to do so?
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
VAL | [card_not_working] | YES | Text: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a withdrawal from my account.
VAL | [receiving_money] | NO | Text: Can I include my income in the application?
VAL | [extra_charge_on_statement] | YES | Text: I was surprised to see an unexpected charge on my statement.
VAL | [card_payment_not_recognised] | YES | Text: I'm showing a card payment that I'm not recognizing.
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
VAL | [topping_up_by_card] | YES | Text: Can I use my credit card to add funds to my account?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal that I didn't make in my account statement
VAL | [cancel_transfer] | YES | Text: I accidentally initiated a transfer to the wrong account and would like to cancel it.
VAL | [atm_support] | NO | Text: What are the steps to withdraw cash from an ATM?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm confused because my app shows a cash withdrawal, but I didn't receive the cash.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the source of my funds.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash earlier, but the ATM wasn't functioning properly. Now, my account shows a pending transaction. Can you help me understand why it's still processing?
VAL | [receiving_money] | NO | Text: I'm expecting a payment in GBP, what are the next steps?
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit/debit card for the first time.
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [pending_top_up] | YES | Text: My pending top-up payment is still processing and hasn't been credited to my account yet.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal transaction on my app, but I didn't actually make the withdrawal.
VAL | [pending_top_up] | YES | Text: I made a recent top-up and tried to make a purchase, but the system is showing that the funds are still pending. Can you help me expedite the processing of my pending top-up?
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can request?
VAL | [pin_blocked] | NO | Text: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
VAL | [card_payment_fee_charged] | NO | Text: Are there any exceptions or waivers for card payment fees?
VAL | [top_up_by_cash_or_cheque] | YES | Text: How can I add funds to my account, and what methods are available for doing so?
VAL | [pending_top_up] | NO | Text: It's been a while since I recharged my top-up.
VAL | [topping_up_by_card] | NO | Text: Can I use my credit card to add funds to my account directly?
VAL | [card_not_working] | YES | Text: Why is my card not processing any payments?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use a cheque to top up my account and then use the funds to fill up my gas tank?
