GEN | [card_not_working] | Orig: My card hasn't been working for even small transactions today. -> Aug: My credit card has stopped functioning for small purchases today.
GEN | [top_up_by_card_charge] | Orig: Can I get information on topping up? -> Aug: How do I add funds to my account using my card?
GEN | [card_linking] | Orig: If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it? -> Aug: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I thought I was going to receive more currency? -> Aug: I was expecting a better exchange rate for the cash withdrawal.
GEN | [pending_cash_withdrawal] | Orig: When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier today, but it was declined. I've checked my account and the transaction is still pending. Can you please cancel this transaction as I didn't receive the cash and it's still showing as pending in my account?
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I authorize someone else to make a card payment to top up my account?
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: I'm showing a fee associated with the transfer.
GEN | [supported_cards_and_currencies] | Orig: Can you tell me which cards and currencies are supported? -> Aug: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and more. What specific card or currency are you looking for information on?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: I was charged a fee for the transfer, can you explain why?
GEN | [order_physical_card] | Orig: Where do you export the cards to? -> Aug: Can you please provide the shipping address for the physical card I'd like to order?
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned about a suspicious transaction on my account. I didn't authorise a payment, and I'm not sure what happened. Can you investigate and cancel the direct debit payment that was made without my consent?
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card, it my only one. -> Aug: Do you support credit cards as a payment method, as it's the only one I have?
GEN | [direct_debit_payment_not_recognised] | Orig: Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out. -> Aug: I'd like to dispute a significant payment that appears to have been made by someone else in my recent statements. It's already been delayed, and I'd appreciate your assistance in resolving this issue.
GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: I'm planning to get a new card, but I'm worried about the expiration date. Can I expedite the delivery to avoid any late fees?
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card balance isn't showing the recent top-up.
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: I'm extremely dissatisfied with your services. Please cancel my account immediately.
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was taken from my account.
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
GEN | [beneficiary_not_allowed] | Orig: I was unable to transfer to another account. -> Aug: You are not authorized to transfer funds to an account that is not in your name.
GEN | [change_pin] | Orig: I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? -> Aug: I'm currently abroad and need to update my PIN urgently. Can I make the change remotely from my current location?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm trying to check my account and I see a direct debit payment that I didn't authorise. Can you please investigate and cancel it for me?
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was overcharged the wrong exchange rate for a transaction.
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: I haven't seen the refund credited to my account yet, can you help me with that?
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transaction that was processed earlier today.
GEN | [card_not_working] | Orig: I am unable to use my card. -> Aug: I'm having trouble using my credit card.
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: Why is my card not being recognized by the payment terminal?
GEN | [card_payment_fee_charged] | Orig: I am angry that I got charged for using my card. -> Aug: I'm frustrated because I was unexpectedly charged a fee for making a transaction with my credit card.
GEN | [cash_withdrawal_not_recognised] | Orig: My app says I made a withdrawal, but I didn't. -> Aug: I'm showing a cash withdrawal on my account, but I'm certain I didn't make one.
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can I have someone else add funds to my account using their card?
GEN | [visa_or_mastercard] | Orig: Why can I not choose the card i want? -> Aug: Why can I not select the Visa or Mastercard I prefer?
GEN | [age_limit] | Orig: What about my children? -> Aug: Are you referring to the age restrictions for minors?
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We currently support a wide range of countries, including but not limited to, the United States, Canada, Mexico, and many more. Please let me know if you have a specific country in mind and I'll be happy to assist you with your inquiry.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require an urgent estimate for my card delivery.
VAL | [card_not_working] | YES | Text: My credit card has stopped functioning for small purchases today.
VAL | [top_up_by_card_charge] | YES | Text: How do I add funds to my account using my card?
VAL | [card_linking] | NO | Text: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for the cash withdrawal.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier today, but it was declined. I've checked my account and the transaction is still pending. Can you please cancel this transaction as I didn't receive the cash and it's still showing as pending in my account?
VAL | [topping_up_by_card] | YES | Text: Can I authorize someone else to make a card payment to top up my account?
VAL | [transfer_fee_charged] | YES | Text: I'm showing a fee associated with the transfer.
VAL | [supported_cards_and_currencies] | NO | Text: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and more. What specific card or currency are you looking for information on?
VAL | [transfer_fee_charged] | NO | Text: I was charged a fee for the transfer, can you explain why?
VAL | [order_physical_card] | NO | Text: Can you please provide the shipping address for the physical card I'd like to order?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a suspicious transaction on my account. I didn't authorise a payment, and I'm not sure what happened. Can you investigate and cancel the direct debit payment that was made without my consent?
VAL | [supported_cards_and_currencies] | YES | Text: Do you support credit cards as a payment method, as it's the only one I have?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'd like to dispute a significant payment that appears to have been made by someone else in my recent statements. It's already been delayed, and I'd appreciate your assistance in resolving this issue.
VAL | [card_about_to_expire] | NO | Text: I'm planning to get a new card, but I'm worried about the expiration date. Can I expedite the delivery to avoid any late fees?
VAL | [topping_up_by_card] | YES | Text: My card balance isn't showing the recent top-up.
VAL | [terminate_account] | YES | Text: I'm extremely dissatisfied with your services. Please cancel my account immediately.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to stop a direct debit payment that was taken from my account.
VAL | [card_payment_fee_charged] | NO | Text: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
VAL | [beneficiary_not_allowed] | NO | Text: You are not authorized to transfer funds to an account that is not in your name.
VAL | [change_pin] | YES | Text: I'm currently abroad and need to update my PIN urgently. Can I make the change remotely from my current location?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to check my account and I see a direct debit payment that I didn't authorise. Can you please investigate and cancel it for me?
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I was overcharged the wrong exchange rate for a transaction.
VAL | [Refund_not_showing_up] | YES | Text: I haven't seen the refund credited to my account yet, can you help me with that?
VAL | [cancel_transfer] | YES | Text: I'd like to cancel a transaction that was processed earlier today.
VAL | [card_not_working] | YES | Text: I'm having trouble using my credit card.
VAL | [beneficiary_not_allowed] | YES | Text: The transfer to the account is restricted, are there any alternative methods I can use to complete the transaction?
VAL | [card_not_working] | YES | Text: Why is my card not being recognized by the payment terminal?
VAL | [card_payment_fee_charged] | YES | Text: I'm frustrated because I was unexpectedly charged a fee for making a transaction with my credit card.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal on my account, but I'm certain I didn't make one.
VAL | [topping_up_by_card] | YES | Text: Can I have someone else add funds to my account using their card?
VAL | [visa_or_mastercard] | NO | Text: Why can I not select the Visa or Mastercard I prefer?
VAL | [age_limit] | NO | Text: Are you referring to the age restrictions for minors?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I recently made a transfer from a UK account, but my account balance hasn't been updated yet. Can you please let me know how long it usually takes for transfers to reflect in my account?
VAL | [pending_top_up] | YES | Text: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
VAL | [country_support] | NO | Text: We currently support a wide range of countries, including but not limited to, the United States, Canada, Mexico, and many more. Please let me know if you have a specific country in mind and I'll be happy to assist you with your inquiry.
VAL | [card_delivery_estimate] | YES | Text: I require an urgent estimate for my card delivery.
