GEN | [receiving_money] | Orig: What are the steps for my friend to send me money? -> Aug: How can my friend transfer funds to me?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I haven't received my transfer receipt.
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I'm having trouble sending a payment to a recipient and it keeps getting declined. Can you help me figure out what's going on?
GEN | [terminate_account] | Orig: I want to shut down my account as soon as possible. -> Aug: I'd like to cancel my account immediately.
GEN | [extra_charge_on_statement] | Orig: Where did the  €1 fee in my statement come from -> Aug: Can you explain the €1 charge on my recent statement?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
GEN | [activate_my_card] | Orig: The activation process for my card isn't working. -> Aug: I'm having trouble activating my card, can you help me with the process?
GEN | [transfer_into_account] | Orig: I have zero dollars in my account. Can I submit additional funds via bank transfer? -> Aug: I have a balance of $0 in my account. Can I initiate a bank transfer to add funds to my account?
GEN | [extra_charge_on_statement] | Orig: An extra fee of €1 was in my statement -> Aug: We noticed an additional charge of €1 on your recent statement.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
GEN | [age_limit] | Orig: Can my teenager have an account? -> Aug: Can a minor open an account?
GEN | [card_payment_fee_charged] | Orig: My card is showing a fee from when I used it, but I thought this card was supposed to be fee free? -> Aug: I'm reviewing my recent transactions and noticed a fee was charged to my card, but I'm certain I was told this card had no annual fee. Can you help me understand why I was charged?
GEN | [getting_spare_card] | Orig: Is there a fee for sending additional cards? -> Aug: Can I get a spare card without incurring any extra charges?
GEN | [direct_debit_payment_not_recognised] | Orig: I think I was charged by mistake on my debit statement. -> Aug: I'm concerned that I was incorrectly debited from my account.
GEN | [card_linking] | Orig: What if I want to add a card I already have to the app? -> Aug: How do I link an existing card to my account in the app?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: What happens if I continue to use my card after the expiration date?
GEN | [getting_virtual_card] | Orig: explain the virtual card -> Aug: What is a virtual card and how do I get one?
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash from the ATM? -> Aug: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or a technical issue. Please try again later or contact our customer support team for assistance.
GEN | [get_disposable_virtual_card] | Orig: Tell me more about getting a virtual disposable card. -> Aug: Can you provide information on how to obtain a temporary virtual credit card for online transactions?
GEN | [declined_cash_withdrawal] | Orig: I tried to make a withdrawal from the ATM, but it was cancelled. -> Aug: I attempted to withdraw cash from the ATM, but the transaction was declined.
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I'm in a tight spot and I need to add more funds to my card to cover an unexpected expense, like filling up my gas tank.
GEN | [automatic_top_up] | Orig: I want to auto top-up. -> Aug: I'd like to set up an automatic top-up for my account.
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: I'm still waiting for my refund, could you please expedite the process?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How do you figure out the exchange rate? Can you explain why I got less money than expected? -> Aug: I'm trying to understand how you calculate the exchange rate. Can you help me figure out why I received less cash than I was expecting?
GEN | [pending_transfer] | Orig: I did a transfer but its still pending -> Aug: I initiated a transfer, but it's still in a pending state
GEN | [beneficiary_not_allowed] | Orig: Why has my beneficiary been denied? -> Aug: Can you explain why my designated beneficiary was not allowed to receive the payment?
GEN | [pending_top_up] | Orig: Why has my top up not gone through yet? -> Aug: Why hasn't my recent top-up transaction been processed yet?
GEN | [order_physical_card] | Orig: What areas are cards delivered to? -> Aug: What are the delivery areas for physical cards?
GEN | [pending_transfer] | Orig: What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment. -> Aug: Can you please provide an update on the status of my pending transfer? I made a purchase a few days ago, but the seller hasn't received the payment yet, and I'm concerned about the transfer timeline.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much does it cost to make transfers? -> Aug: What are the bank transfer charges for topping up my account?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your identity by providing your birthdate?
GEN | [terminate_account] | Orig: What are the steps to finishing up with this account? -> Aug: How do I go about closing this account and ending my banking relationship?
GEN | [card_delivery_estimate] | Orig: When are cards shipped? -> Aug: What is the estimated delivery date for my card?
GEN | [request_refund] | Orig: i bought the wrong size and would like a refund -> Aug: I accidentally purchased the incorrect size and would like to initiate a refund process.
GEN | [extra_charge_on_statement] | Orig: I checked my statement and saw a charge of one pound, where is this charge coming from? -> Aug: I reviewed my statement and noticed an unexpected charge of £1, could you please explain the reason behind this extra charge?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long do bank transfers take to clear -> Aug: I recently transferred funds from my account to another account, but my account balance hasn't been updated yet. Can you please let me know when I can expect the transfer to be reflected in my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a cash deposit, but it hasn't shown up in my balance yet. -> Aug: I deposited a cheque, but my account balance hasn't been updated to reflect the deposit.
GEN | [lost_or_stolen_phone] | Orig: Someone has stolen my phone, what should I do? -> Aug: My phone has been stolen, what are my next steps?
VAL | [receiving_money] | YES | Text: How can my friend transfer funds to me?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received my transfer receipt.
VAL | [failed_transfer] | YES | Text: I'm having trouble sending a payment to a recipient and it keeps getting declined. Can you help me figure out what's going on?
VAL | [terminate_account] | YES | Text: I'd like to cancel my account immediately.
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the €1 charge on my recent statement?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
VAL | [activate_my_card] | YES | Text: I'm having trouble activating my card, can you help me with the process?
VAL | [transfer_into_account] | YES | Text: I have a balance of $0 in my account. Can I initiate a bank transfer to add funds to my account?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional charge of €1 on your recent statement.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm trying to withdraw some cash from an ATM in a foreign country, but the exchange rate seems off. I'm not sure if I'm being charged a fee or if the rate is just incorrect. Can you help me with this issue?
VAL | [age_limit] | YES | Text: Can a minor open an account?
VAL | [card_payment_fee_charged] | NO | Text: I'm reviewing my recent transactions and noticed a fee was charged to my card, but I'm certain I was told this card had no annual fee. Can you help me understand why I was charged?
VAL | [getting_spare_card] | NO | Text: Can I get a spare card without incurring any extra charges?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned that I was incorrectly debited from my account.
VAL | [card_linking] | YES | Text: How do I link an existing card to my account in the app?
VAL | [card_about_to_expire] | YES | Text: What happens if I continue to use my card after the expiration date?
VAL | [getting_virtual_card] | NO | Text: What is a virtual card and how do I get one?
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or a technical issue. Please try again later or contact our customer support team for assistance.
VAL | [get_disposable_virtual_card] | YES | Text: Can you provide information on how to obtain a temporary virtual credit card for online transactions?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM, but the transaction was declined.
VAL | [topping_up_by_card] | NO | Text: I'm in a tight spot and I need to add more funds to my card to cover an unexpected expense, like filling up my gas tank.
VAL | [automatic_top_up] | YES | Text: I'd like to set up an automatic top-up for my account.
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund, could you please expedite the process?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to understand how you calculate the exchange rate. Can you help me figure out why I received less cash than I was expecting?
VAL | [pending_transfer] | YES | Text: I initiated a transfer, but it's still in a pending state
VAL | [beneficiary_not_allowed] | YES | Text: Can you explain why my designated beneficiary was not allowed to receive the payment?
VAL | [pending_top_up] | YES | Text: Why hasn't my recent top-up transaction been processed yet?
VAL | [order_physical_card] | YES | Text: What are the delivery areas for physical cards?
VAL | [pending_transfer] | NO | Text: Can you please provide an update on the status of my pending transfer? I made a purchase a few days ago, but the seller hasn't received the payment yet, and I'm concerned about the transfer timeline.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What are the bank transfer charges for topping up my account?
VAL | [why_verify_identity] | NO | Text: Can you confirm your identity by providing your birthdate?
VAL | [terminate_account] | YES | Text: How do I go about closing this account and ending my banking relationship?
VAL | [card_delivery_estimate] | YES | Text: What is the estimated delivery date for my card?
VAL | [request_refund] | YES | Text: I accidentally purchased the incorrect size and would like to initiate a refund process.
VAL | [extra_charge_on_statement] | YES | Text: I reviewed my statement and noticed an unexpected charge of £1, could you please explain the reason behind this extra charge?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I recently transferred funds from my account to another account, but my account balance hasn't been updated yet. Can you please let me know when I can expect the transfer to be reflected in my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I deposited a cheque, but my account balance hasn't been updated to reflect the deposit.
VAL | [lost_or_stolen_phone] | YES | Text: My phone has been stolen, what are my next steps?
