GEN | [card_payment_not_recognised] | Orig: There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me? -> Aug: I'm showing an unusual transaction on my card from the recent past, and I'm certain I didn't authorize it. Can you please put a hold on it? How do I get my money back since it's not my transaction?
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week now, but it's still not functioning properly.
GEN | [cash_withdrawal_not_recognised] | Orig: Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now. -> Aug: I'm concerned that someone has stolen my card and made a £500 cash withdrawal. I have my card with me, but I'm worried that the thief has already accessed my account. Can you please assist me in resolving this issue as soon as possible?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, I initially thought it was misplaced, but I just found it in my coat when I woke up.
GEN | [declined_card_payment] | Orig: My card didn't go through.  It doesn't make sense.  You told me that everything was ok. -> Aug: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
GEN | [top_up_reverted] | Orig: What if my top up is reverted? -> Aug: If my top-up transaction is reversed, what happens next?
GEN | [transaction_charged_twice] | Orig: To many charges on my card how do I go about fixing that? -> Aug: I've noticed duplicate charges on my account, can you help me resolve this issue?
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
GEN | [card_not_working] | Orig: I can't use my card for anything -> Aug: I'm having trouble making any transactions with my card
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is no longer functioning.
GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: We've noticed a £1 charge showing as pending on your statement, and we're investigating the reason behind it. Can you please confirm if you've made any recent transactions or purchases that might explain the charge?
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I was expecting to receive my new card by now.
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: Can I use someone else's card to add funds to my account through the app?
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the amount I didn't receive?
GEN | [wrong_amount_of_cash_received] | Orig: How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten. -> Aug: I accidentally received the wrong amount of cash from the ATM. The app shows the correct amount I should have received, but I only got a different amount.
GEN | [cancel_transfer] | Orig: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? -> Aug: I mistakenly entered the wrong account number and sent funds to the wrong recipient. I'm unable to cancel the transaction through the app. Can you assist me in reversing this transfer as soon as possible?
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: I left my phone at a hotel and was wondering if I can still access the app.
GEN | [card_delivery_estimate] | Orig: My card is needed soon -> Aug: When can I expect my card to arrive?
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending, can you help me resolve the issue?
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Why was my top-up reversed?
GEN | [card_payment_not_recognised] | Orig: I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? -> Aug: I'm concerned about unauthorized transactions on my account. I've noticed some payments that I didn't make, and I'd like to report them and get my money refunded as soon as possible.
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I'm showing an unexpected payment in my account, and I didn't make the transaction. Can you help me reverse the charge?
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I'm concerned about some unfamiliar transactions on my card statement from recent days. Can I temporarily suspend my card to prevent further unauthorized activity? If so, will I still be able to recover the disputed amounts?
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I get money? -> Aug: Will I be charged a fee when I receive a bank transfer top-up?
GEN | [receiving_money] | Orig: i want to get my salary deposited as pesos? -> Aug: i would like to receive my paycheck in pesos
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I initiated did not go through.
VAL | [card_payment_not_recognised] | YES | Text: I'm showing an unusual transaction on my card from the recent past, and I'm certain I didn't authorize it. Can you please put a hold on it? How do I get my money back since it's not my transaction?
VAL | [card_not_working] | YES | Text: I've been trying to use my card for a week now, but it's still not functioning properly.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that someone has stolen my card and made a £500 cash withdrawal. I have my card with me, but I'm worried that the thief has already accessed my account. Can you please assist me in resolving this issue as soon as possible?
VAL | [card_linking] | YES | Text: I'd like to reactivate my card, I initially thought it was misplaced, but I just found it in my coat when I woke up.
VAL | [declined_card_payment] | NO | Text: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
VAL | [top_up_reverted] | YES | Text: If my top-up transaction is reversed, what happens next?
VAL | [transaction_charged_twice] | YES | Text: I've noticed duplicate charges on my account, can you help me resolve this issue?
VAL | [activate_my_card] | YES | Text: What steps can I take to activate my card and start using it?
VAL | [card_linking] | NO | Text: I'd be happy to assist you with reactivating your card. Since you previously reported it lost, I'll need to verify some information to ensure the security of your account. Can you please confirm your card details and provide the card number, expiration date, and security code?
VAL | [card_not_working] | YES | Text: I'm having trouble making any transactions with my card
VAL | [card_not_working] | YES | Text: My credit card is no longer functioning.
VAL | [extra_charge_on_statement] | NO | Text: We've noticed a £1 charge showing as pending on your statement, and we're investigating the reason behind it. Can you please confirm if you've made any recent transactions or purchases that might explain the charge?
VAL | [top_up_failed] | NO | Text: I'm frustrated that my card was declined for topping up my account. Can you please explain why this happened and what I can do to resolve the issue?
VAL | [card_arrival] | YES | Text: I was expecting to receive my new card by now.
VAL | [topping_up_by_card] | NO | Text: Can I use someone else's card to add funds to my account through the app?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the amount I didn't receive?
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received the wrong amount of cash from the ATM. The app shows the correct amount I should have received, but I only got a different amount.
VAL | [cancel_transfer] | YES | Text: I mistakenly entered the wrong account number and sent funds to the wrong recipient. I'm unable to cancel the transaction through the app. Can you assist me in reversing this transfer as soon as possible?
VAL | [lost_or_stolen_phone] | NO | Text: I left my phone at a hotel and was wondering if I can still access the app.
VAL | [card_delivery_estimate] | YES | Text: When can I expect my card to arrive?
VAL | [pending_card_payment] | YES | Text: My payment is still pending, can you help me resolve the issue?
VAL | [top_up_reverted] | YES | Text: Why was my top-up reversed?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about unauthorized transactions on my account. I've noticed some payments that I didn't make, and I'd like to report them and get my money refunded as soon as possible.
VAL | [top_up_failed] | YES | Text: I'm unable to make a successful top-up.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing an unexpected payment in my account, and I didn't make the transaction. Can you help me reverse the charge?
VAL | [cancel_transfer] | YES | Text: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned about some unfamiliar transactions on my card statement from recent days. Can I temporarily suspend my card to prevent further unauthorized activity? If so, will I still be able to recover the disputed amounts?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but you're disputing that you didn't authorise the transaction. Can you please provide more information about this payment so we can assist you in resolving the issue?
VAL | [pin_blocked] | NO | Text: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee when I receive a bank transfer top-up?
VAL | [receiving_money] | YES | Text: i would like to receive my paycheck in pesos
VAL | [failed_transfer] | YES | Text: The transfer I initiated did not go through.
