GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer with you? -> Aug: Can I initiate a bank transfer to top up my account with a charge, using the SWIFT network?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you accept SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account, and what are the associated charges?
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm worried that someone has stolen my wallet and is using my card to make unauthorized cash withdrawals. Can you please suspend my card or limit its usage to prevent any further transactions?
GEN | [card_delivery_estimate] | Orig: I need my card ASAP! -> Aug: I require an estimated delivery date for my card as soon as possible.
GEN | [get_physical_card] | Orig: Does the PIN come under separate cover? -> Aug: Can I request a separate package for my physical debit card?
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you please provide an estimate of the delivery time for my card, specifically within a 2-day timeframe?
GEN | [order_physical_card] | Orig: I need an actual card that I can hold in my hand, how do I do that? -> Aug: I'd like to place an order for a physical credit card, can you guide me through the process?
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the shortfall. Can you investigate this discrepancy and let me know what's happening?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive a transfer payment?
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request express shipping for my card delivery?
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I'm concerned that there was an error with the transfer I initiated
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a refund of this charge from my account.
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Unusual activity detected on my account.
GEN | [cash_withdrawal_not_recognised] | Orig: A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me? -> Aug: I'm concerned about a recent cash withdrawal of £500 from my account, which I didn't authorize. I'm worried my card information has been compromised and I'd appreciate your assistance in resolving this issue.
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what went wrong?
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment reversed or declined by the app?
GEN | [activate_my_card] | Orig: What do I need to do in order to use my card I just got? -> Aug: To activate my new card, what steps do I need to take to start using it?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: To initiate a transfer into an account, can you please guide me through the process of moving funds from one account to another using your mobile app?
GEN | [card_not_working] | Orig: I can't seem to use my card. Can you help? -> Aug: I'm having trouble using my card. Can you assist me?
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
GEN | [cancel_transfer] | Orig: My transaction from earlier needs to be reversed. -> Aug: I'd like to cancel the transfer I initiated earlier.
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 40 pounds but only 20 came out. Did you steal my money? -> Aug: I attempted to withdraw 50 euros, but only 30 were dispensed. Is there an issue with the cash machine?
GEN | [get_physical_card] | Orig: still need to get card pin -> Aug: I would like to obtain my physical debit/credit card.
GEN | [topping_up_by_card] | Orig: I used my card to top up, but now I don't see the money in my account. -> Aug: I attempted to add funds to my account using my card, but the transaction is not showing up in my account balance.
GEN | [transfer_fee_charged] | Orig: I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise? -> Aug: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
GEN | [country_support] | Orig: where do you have locations at -> Aug: which countries do you operate in?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it didn't go through.
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Have I been declined anywhere with my card?
GEN | [declined_card_payment] | Orig: May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please? -> Aug: My monthly payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I'm concerned it won't go through. Can you help me understand what's happening and ensure the payment is processed successfully?
GEN | [card_not_working] | Orig: What's going on? My card wont accept any transactions. -> Aug: Why is my card not working? It's not processing any transactions.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I initiate a bank transfer to top up my account with a charge, using the SWIFT network?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a bank transfer to top up my account, and what are the associated charges?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm worried that someone has stolen my wallet and is using my card to make unauthorized cash withdrawals. Can you please suspend my card or limit its usage to prevent any further transactions?
VAL | [card_delivery_estimate] | YES | Text: I require an estimated delivery date for my card as soon as possible.
VAL | [get_physical_card] | NO | Text: Can I request a separate package for my physical debit card?
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimate of the delivery time for my card, specifically within a 2-day timeframe?
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical credit card, can you guide me through the process?
VAL | [transfer_fee_charged] | NO | Text: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the shortfall. Can you investigate this discrepancy and let me know what's happening?
VAL | [receiving_money] | YES | Text: Can I use a transfer to receive a transfer payment?
VAL | [card_arrival] | YES | Text: Can I request express shipping for my card delivery?
VAL | [declined_transfer] | YES | Text: I'm concerned that there was an error with the transfer I initiated
VAL | [request_refund] | YES | Text: I'd like to request a refund of this charge from my account.
VAL | [compromised_card] | YES | Text: Unusual activity detected on my account.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned about a recent cash withdrawal of £500 from my account, which I didn't authorize. I'm worried my card information has been compromised and I'd appreciate your assistance in resolving this issue.
VAL | [failed_transfer] | YES | Text: The transfer I initiated with my card was unsuccessful, what went wrong?
VAL | [reverted_card_payment?] | NO | Text: Why was my payment reversed or declined by the app?
VAL | [activate_my_card] | YES | Text: To activate my new card, what steps do I need to take to start using it?
VAL | [getting_spare_card] | YES | Text: Can I request a new card to be added to my account?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
VAL | [transfer_into_account] | NO | Text: To initiate a transfer into an account, can you please guide me through the process of moving funds from one account to another using your mobile app?
VAL | [card_not_working] | YES | Text: I'm having trouble using my card. Can you assist me?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've double-checked the account number to ensure it's correct, as I initiated a domestic transfer two days ago, but the funds are still missing. Can you investigate what's causing the delay?
VAL | [cancel_transfer] | YES | Text: I'd like to cancel the transfer I initiated earlier.
VAL | [wrong_amount_of_cash_received] | NO | Text: I attempted to withdraw 50 euros, but only 30 were dispensed. Is there an issue with the cash machine?
VAL | [get_physical_card] | NO | Text: I would like to obtain my physical debit/credit card.
VAL | [topping_up_by_card] | YES | Text: I attempted to add funds to my account using my card, but the transaction is not showing up in my account balance.
VAL | [transfer_fee_charged] | NO | Text: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
VAL | [country_support] | YES | Text: which countries do you operate in?
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it didn't go through.
VAL | [card_acceptance] | YES | Text: Have I been declined anywhere with my card?
VAL | [declined_card_payment] | YES | Text: My monthly payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I'm concerned it won't go through. Can you help me understand what's happening and ensure the payment is processed successfully?
VAL | [card_not_working] | YES | Text: Why is my card not working? It's not processing any transactions.
