GEN | [receiving_money] | Orig: What do I need to do to get my salary through this? -> Aug: How can I receive my salary payment through this service?
GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: I'd like to report my card as lost or stolen and request that it be frozen or restricted to prevent any unauthorized transactions.
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm concerned that my top-up didn't process successfully.
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in my account before I check my available balance?
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: I'm trying to re-initiate my cancelled top-up and wanted to confirm if I need to complete the 3D Secure authentication process before resubmitting it.
GEN | [lost_or_stolen_card] | Orig: I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card? -> Aug: I'm pretty sure I left my wallet on the bus and I just got to the office. I'm worried someone might use my card. Can I report it lost or stolen?
GEN | [wrong_amount_of_cash_received] | Orig: Help, your app is showing a larger WD than I actually did earlier at an ATM. -> Aug: The app is displaying a higher withdrawal amount than what I physically took out from the ATM.
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If my credit card information has been stolen, what steps can I take to protect my account and report the incident to the bank?
GEN | [beneficiary_not_allowed] | Orig: Why won't you let me name X as a beneficiary? -> Aug: We're unable to add X as a beneficiary due to internal policies and regulations that restrict certain individuals from being designated as beneficiaries.
GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will my account balance be automatically replenished when the time is suitable?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can I make direct deposits from my employer's payroll to my account with your bank?
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY DEBIT CARD?
GEN | [automatic_top_up] | Orig: Will the system automatically update once there is no more money left? -> Aug: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
GEN | [card_payment_not_recognised] | Orig: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. -> Aug: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can you help me reverse these charges? Additionally, I'd like to temporarily suspend my card to prevent any further transactions.
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.00 when I requested it through the app.
GEN | [supported_cards_and_currencies] | Orig: I need to know if you will accept my credit card. -> Aug: I'd like to confirm if you support my Visa card.
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: Hey, I'm concerned about a suspicious transaction on my account. I see a payment from a store that's not near my location, and I'm worried someone might have accessed my card details. Can you help me reverse the charge and refund the amount so I can settle my rent on time?
GEN | [receiving_money] | Orig: How does one send me money? -> Aug: Can you please guide me on how to receive a payment from someone?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: Can you please explain the additional charge I see on my recent statement?
GEN | [topping_up_by_card] | Orig: what happened to the money after i put in the wrong info and it got declined -> Aug: what happens when i enter incorrect details and my card topping-up attempt is declined?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction on my account
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What steps can I take to unblock my debit/credit card?
GEN | [receiving_money] | Orig: Who can send me money? -> Aug: Who can transfer funds to me?
GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Can I apply for a card that's available in the European Union? I'm a resident there.
GEN | [transfer_not_received_by_recipient] | Orig: How can I the person see my money transaction? -> Aug: Why hasn't the recipient received the money from my recent transaction?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm concerned about unauthorized activity on my account from a location I've never visited. Can you temporarily freeze my account until I can visit the bank in person?
GEN | [visa_or_mastercard] | Orig: This transaction needs both a Visa and a Mastercard. -> Aug: This transaction requires both a Visa and a Mastercard.
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to add funds to my account, but the transaction was unsuccessful and I received an error notification.
GEN | [activate_my_card] | Orig: I need to actuate my card. -> Aug: I'd like to activate my credit card.
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: Can I receive a direct deposit from my boss to my debit card?
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't charge me for this service. Can you explain why this is the case?
GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a payment attempt from your debit card, but it's not being recognized as a direct debit payment. Can you please check your account and confirm the payment details?
GEN | [top_up_by_bank_transfer_charge] | Orig: Does this program take SWIFT transfers? -> Aug: Can I use a bank transfer with a SWIFT code to top up my account?
GEN | [receiving_money] | Orig: What can I use to receive my salary? -> Aug: How can I get my paycheck or receive my wages?
VAL | [receiving_money] | YES | Text: How can I receive my salary payment through this service?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as lost or stolen and request that it be frozen or restricted to prevent any unauthorized transactions.
VAL | [cash_withdrawal_not_recognised] | NO | Text: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [top_up_failed] | YES | Text: I'm concerned that my top-up didn't process successfully.
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds in my account before I check my available balance?
VAL | [top_up_reverted] | YES | Text: I'm trying to re-initiate my cancelled top-up and wanted to confirm if I need to complete the 3D Secure authentication process before resubmitting it.
VAL | [lost_or_stolen_card] | YES | Text: I'm pretty sure I left my wallet on the bus and I just got to the office. I'm worried someone might use my card. Can I report it lost or stolen?
VAL | [wrong_amount_of_cash_received] | YES | Text: The app is displaying a higher withdrawal amount than what I physically took out from the ATM.
VAL | [compromised_card] | NO | Text: If my credit card information has been stolen, what steps can I take to protect my account and report the incident to the bank?
VAL | [beneficiary_not_allowed] | YES | Text: We're unable to add X as a beneficiary due to internal policies and regulations that restrict certain individuals from being designated as beneficiaries.
VAL | [automatic_top_up] | YES | Text: Will my account balance be automatically replenished when the time is suitable?
VAL | [receiving_money] | YES | Text: Can I make direct deposits from my employer's payroll to my account with your bank?
VAL | [card_not_working] | NO | Text: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY DEBIT CARD?
VAL | [automatic_top_up] | YES | Text: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can you help me reverse these charges? Additionally, I'd like to temporarily suspend my card to prevent any further transactions.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive the full amount of $100, but instead, I only got $20.00 when I requested it through the app.
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to confirm if you support my Visa card.
VAL | [direct_debit_payment_not_recognised] | NO | Text: Hey, I'm concerned about a suspicious transaction on my account. I see a payment from a store that's not near my location, and I'm worried someone might have accessed my card details. Can you help me reverse the charge and refund the amount so I can settle my rent on time?
VAL | [receiving_money] | YES | Text: Can you please guide me on how to receive a payment from someone?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my recent statement?
VAL | [topping_up_by_card] | NO | Text: what happens when i enter incorrect details and my card topping-up attempt is declined?
VAL | [card_payment_not_recognised] | NO | Text: I'm disputing a transaction on my account
VAL | [pin_blocked] | NO | Text: What steps can I take to unblock my debit/credit card?
VAL | [receiving_money] | YES | Text: Who can transfer funds to me?
VAL | [country_support] | YES | Text: Can I apply for a card that's available in the European Union? I'm a resident there.
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't the recipient received the money from my recent transaction?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned about unauthorized activity on my account from a location I've never visited. Can you temporarily freeze my account until I can visit the bank in person?
VAL | [visa_or_mastercard] | YES | Text: This transaction requires both a Visa and a Mastercard.
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my account, but the transaction was unsuccessful and I received an error notification.
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit card.
VAL | [receiving_money] | YES | Text: Can I receive a direct deposit from my boss to my debit card?
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
VAL | [cash_withdrawal_charge] | NO | Text: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't charge me for this service. Can you explain why this is the case?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We've received a payment attempt from your debit card, but it's not being recognized as a direct debit payment. Can you please check your account and confirm the payment details?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Can I use a bank transfer with a SWIFT code to top up my account?
VAL | [receiving_money] | YES | Text: How can I get my paycheck or receive my wages?
