GEN | [pending_cash_withdrawal] | Orig: I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it? -> Aug: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help resolve the issue?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
GEN | [pending_transfer] | Orig: What is the average pending time for a transaction? -> Aug: How long does it typically take for a transfer to be processed?
GEN | [activate_my_card] | Orig: How can my new card be renewed? -> Aug: How can I reactivate my new card?
GEN | [pending_top_up] | Orig: Where are my funds? I topped off my car but it didn't seem to complete. -> Aug: Why haven't I received the funds after topping up my account?
GEN | [top_up_reverted] | Orig: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. -> Aug: I'm trying to figure out what happened to my funds. I recently made a top-up payment, but it seems to have been reversed or cancelled. Can you help me understand what's going on?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? -> Aug: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: We're having trouble confirming your identity.
GEN | [card_not_working] | Orig: Why can't I use my card? -> Aug: Why is my card not functioning properly?
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: My account balance is still zero despite the recent card top-up I made an hour ago.
GEN | [card_not_working] | Orig: I can't seem to use my card. Can you help? -> Aug: I'm having trouble using my card. Can you assist me?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting for the transaction to be completed. -> Aug: I'm still waiting for the transfer to reach the recipient.
GEN | [topping_up_by_card] | Orig: I don't see my top up in my wallet. -> Aug: I'm unable to locate the recent card top-up in my digital wallet.
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet?
GEN | [topping_up_by_card] | Orig: Why is my 'top up' not showing up in my wallet? -> Aug: Why isn't my card-based top-up reflected in my account balance?
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: Why hasn't the money transfer been credited to the recipient's account?
GEN | [beneficiary_not_allowed] | Orig: Why wasn't my payment to beneficiary X approved? -> Aug: Why was my payment to the designated beneficiary rejected?
GEN | [transfer_into_account] | Orig: can i transfer money i the app -> Aug: can i make a transfer within the app?
GEN | [transaction_charged_twice] | Orig: I have been overcharged. -> Aug: I've been mistakenly charged twice.
GEN | [pending_top_up] | Orig: How do I make my top up complete? -> Aug: What steps can I take to finalize my pending top-up?
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my cash withdrawal pending and not showing up?
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
GEN | [receiving_money] | Orig: How can I receive money? -> Aug: What methods are available for me to receive funds?
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: The transfer of funds from my account was unsuccessful.
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [card_payment_not_recognised] | Orig: I didn't make a payment at this business. -> Aug: We didn't process a payment at this merchant.
GEN | [card_about_to_expire] | Orig: What is the cost and time frame of getting a new card? -> Aug: What is the process and timeline for replacing an expiring card?
GEN | [transfer_timing] | Orig: How long do I have to wait for a US transfer? -> Aug: What is the typical timeframe for a US transfer to be processed?
GEN | [transfer_into_account] | Orig: How can I link my bank to my top up account? -> Aug: How can I connect my bank account to my transfer account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it? | Augmented: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help resolve the issue?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: So much time has gone by, the pending status shouldn't still be there shouldn't it? | Augmented: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: What is the average pending time for a transaction? | Augmented: How long does it typically take for a transfer to be processed?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How can my new card be renewed? | Augmented: How can I reactivate my new card?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where are my funds? I topped off my car but it didn't seem to complete. | Augmented: Why haven't I received the funds after topping up my account?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that a top-up payment was reversed or cancelled, and the user needs clarification on the status of their funds. | Original: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. | Augmented: I'm trying to figure out what happened to my funds. I recently made a top-up payment, but it seems to have been reversed or cancelled. Can you help me understand what's going on?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? | Augmented: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I dont have identification | Augmented: We're having trouble confirming your identity.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why can't I use my card? | Augmented: Why is my card not functioning properly?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Need help to get my card to work. | Augmented: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My wallet is empty even though I topped it up an hour ago. | Augmented: My account balance is still zero despite the recent card top-up I made an hour ago.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I can't seem to use my card. Can you help? | Augmented: I'm having trouble using my card. Can you assist me?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I am just waiting for the transaction to be completed. | Augmented: I'm still waiting for the transfer to reach the recipient.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see my top up in my wallet. | Augmented: I'm unable to locate the recent card top-up in my digital wallet.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Isn't my top-up supposed to mean its complete? | Augmented: Why hasn't my top-up been processed yet?
VAL | [topping_up_by_card] | ACCEPT | Reason: The augmented text maintains the intent of a top-up not being reflected, and the addition of "card-based" provides clarity without altering the core intent. | Original: Why is my 'top up' not showing up in my wallet? | Augmented: Why isn't my card-based top-up reflected in my account balance?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: Both texts are asking about a situation where a money transfer did not reach the intended recipient, preserving the same intent. | Original: What happens when I money transaction doesn't show up on the receiving side? | Augmented: Why hasn't the money transfer been credited to the recipient's account?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why wasn't my payment to beneficiary X approved? | Augmented: Why was my payment to the designated beneficiary rejected?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: can i transfer money i the app | Augmented: can i make a transfer within the app?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have been overcharged. | Augmented: I've been mistakenly charged twice.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: How do I make my top up complete? | Augmented: What steps can I take to finalize my pending top-up?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: How do I get my cash withdrawal to show? | Augmented: Why is my cash withdrawal pending and not showing up?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? | Augmented: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? | Augmented: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can I receive money? | Augmented: What methods are available for me to receive funds?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I was unable to transfer money from my account. | Augmented: The transfer of funds from my account was unsuccessful.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. | Augmented: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
