GEN | [Refund_not_showing_up] | Orig: I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help? -> Aug: I've been waiting for a refund from a merchant for some time now, but I've checked my statement multiple times and haven't seen the refund appear. Can you assist me in figuring out what's happening and why the refund hasn't been processed yet?
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: A surprise fee has appeared on a transfer that shouldn't have had one.
GEN | [card_delivery_estimate] | Orig: can I choose delivery times to suite me? -> Aug: Can I select a delivery time that fits my schedule?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: When I exchanged currencies the value of my money changed. -> Aug: When I converted my cash, the exchange rate was incorrect.
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [Refund_not_showing_up] | Orig: I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not? -> Aug: I'm concerned that the refund for my recent, substantial purchase hasn't been processed. Could you check if the refund has been issued or not?
GEN | [activate_my_card] | Orig: How can i make my card active? -> Aug: What steps can I take to activate my card?
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I believe I've been incorrectly billed for a transfer fee.
GEN | [balance_not_updated_after_bank_transfer] | Orig: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. -> Aug: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A recipient informed me that they didn't receive the full transfer I initiated, and the amount was short. I'll need to make an additional transfer to cover the shortfall. Could you please investigate this discrepancy and get back to me?
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [card_payment_not_recognised] | Orig: i dont recognize a charge on my card -> Aug: I'm unable to identify a transaction on my credit card statement.
GEN | [card_delivery_estimate] | Orig: How many days to deliver to a US customer? -> Aug: What is the estimated delivery timeframe for a card to a customer in the United States?
GEN | [top_up_by_card_charge] | Orig: What are the fees for using a European bank card? -> Aug: What are the charges for making a payment using a European bank card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I charged for receiving money? -> Aug: Do I incur a fee when someone transfers money to my account?
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that my card has been stolen.
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: Can you please provide me with my top-up code?
GEN | [top_up_by_cash_or_cheque] | Orig: How long before a check I send clears? -> Aug: How long does it take for a cheque to clear before I can use it to top up my account?
GEN | [declined_cash_withdrawal] | Orig: I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past. -> Aug: I'm experiencing a problem with a cash withdrawal on my card, which was declined when I tried to make a withdrawal on my way to work this morning. This is unusual, as it's never happened before.
GEN | [reverted_card_payment?] | Orig: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? -> Aug: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Did my card payment get reversed from my account?
GEN | [transfer_fee_charged] | Orig: A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here? -> Aug: A recipient informed me that they didn't receive the full transfer I initiated, and it was actually short by a small amount. To rectify the situation, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter and provide an update?
GEN | [supported_cards_and_currencies] | Orig: How can I top up my account and which currency can I use? -> Aug: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
GEN | [getting_spare_card] | Orig: How many different cards can I have for my account? -> Aug: Can I have multiple cards linked to my account?
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [compromised_card] | Orig: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. -> Aug: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
GEN | [pending_card_payment] | Orig: I have a payment which has not been approved. -> Aug: A payment I made has not yet been processed.
GEN | [supported_cards_and_currencies] | Orig: how can i add money from my amex card -> Aug: what methods are available to top up my account using my American Express card?
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: how can I proceed with a cash deposit or cheque top-up?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees? -> Aug: Can I get some local currency from an ATM while I'm traveling? I'm worried about being without cash and need to know if I can withdraw my home currency without extra charges.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help? | Augmented: I've been waiting for a refund from a merchant for some time now, but I've checked my statement multiple times and haven't seen the refund appear. Can you assist me in figuring out what's happening and why the refund hasn't been processed yet?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: There is a fee from a transfer that is not supposed to be here! | Augmented: A surprise fee has appeared on a transfer that shouldn't have had one.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: can I choose delivery times to suite me? | Augmented: Can I select a delivery time that fits my schedule?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: When I exchanged currencies the value of my money changed. | Augmented: When I converted my cash, the exchange rate was incorrect.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Is my country's currency supported by your system? | Augmented: Does your bank support transactions in my local currency?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not? | Augmented: I'm concerned that the refund for my recent, substantial purchase hasn't been processed. Could you check if the refund has been issued or not?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How can i make my card active? | Augmented: What steps can I take to activate my card?
VAL | [transfer_fee_charged] | ACCEPT | Reason: The augmented text maintains the core idea of an extra charge for a transfer, which is consistent with the target intent. It does not introduce any new or unsupported information and remains specific to the banking context of fees. | Original: I think I have an extra transfer charge. | Augmented: I believe I've been incorrectly billed for a transfer fee.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay. | Augmented: I'm concerned about the status of a recent transfer from a UK account. I initiated it a short while ago, but my account balance hasn't been updated yet. Could you please confirm everything is in order?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? | Augmented: A recipient informed me that they didn't receive the full transfer I initiated, and the amount was short. I'll need to make an additional transfer to cover the shortfall. Could you please investigate this discrepancy and get back to me?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What types of top-up methods do you accept? | Augmented: You can top up your account using either cash or cheque.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i dont recognize a charge on my card | Augmented: I'm unable to identify a transaction on my credit card statement.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: How many days to deliver to a US customer? | Augmented: What is the estimated delivery timeframe for a card to a customer in the United States?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: What are the fees for using a European bank card? | Augmented: What are the charges for making a payment using a European bank card?
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Am I charged for receiving money? | Augmented: Do I incur a fee when someone transfers money to my account?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Help!  I fear that my card was stolen, | Augmented: I'm worried that my card has been stolen.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I got an unexpected charge on my transfers. How can I correct this? | Augmented: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Where's my top up code? | Augmented: Can you please provide me with my top-up code?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: How long before a check I send clears? | Augmented: How long does it take for a cheque to clear before I can use it to top up my account?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past. | Augmented: I'm experiencing a problem with a cash withdrawal on my card, which was declined when I tried to make a withdrawal on my way to work this morning. This is unusual, as it's never happened before.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? | Augmented: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? | Augmented: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
VAL | [reverted_card_payment?] | REVIEW | Reason: N/A | Original: My card payment has not been withdrawn from my account | Augmented: Did my card payment get reversed from my account?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here? | Augmented: A recipient informed me that they didn't receive the full transfer I initiated, and it was actually short by a small amount. To rectify the situation, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter and provide an update?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I top up my account and which currency can I use? | Augmented: What methods are available for adding funds to my account, and what currencies are accepted for transactions?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How many different cards can I have for my account? | Augmented: Can I have multiple cards linked to my account?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I need to know how much it costs to transfer funds. | Augmented: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [compromised_card] | ACCEPT | Reason: The augmented text clearly conveys the same issue of unauthorized transactions and the need for action, which aligns with the 'compromised_card' intent. There are no contradictions or unsupported details added. | Original: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. | Augmented: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I have a payment which has not been approved. | Augmented: A payment I made has not yet been processed.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: how can i add money from my amex card | Augmented: what methods are available to top up my account using my American Express card?
