GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can others deposit funds into my account or transfer money to me?
GEN | [verify_source_of_funds] | Orig: Can I track history on funds? -> Aug: Can I review the origin of the funds?
GEN | [receiving_money] | Orig: My friend would like to send me money. What are the options available to them? -> Aug: My friend wants to transfer funds to me. What methods can they use to do so?
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why isn't my bank transfer reflected in my account balance?
GEN | [exchange_rate] | Orig: How do you do exchanges? -> Aug: What's the process for converting currencies?
GEN | [cash_withdrawal_charge] | Orig: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? -> Aug: When did you start charging for cash withdrawals? I've always been able to do it without incurring a fee. How much does it cost now?
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges involved when I top up my account using my card?
GEN | [lost_or_stolen_card] | Orig: Who can I speak with regarding a lost card? -> Aug: I'd like to report a missing credit card.
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is there a holdup in processing my card payment for my account?
GEN | [pending_top_up] | Orig: When will my top up be approved? -> Aug: When will my pending top-up be processed?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use a bank transfer to top up my account?
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to obtain a physical card?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I make a top-up payment via bank transfer, are there any charges involved?
GEN | [contactless_not_working] | Orig: I am having issues using contactless payments, could my card be damaged? -> Aug: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
GEN | [contactless_not_working] | Orig: how many days processing new card? -> Aug: what's the estimated timeframe for processing new contactless payment cards?
GEN | [receiving_money] | Orig: i want to get my salary deposited as pesos? -> Aug: I'd like to receive my salary in pesos.
GEN | [declined_card_payment] | Orig: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. -> Aug: I'm having trouble making a payment with my new card, as it keeps getting declined. I'm quite frustrated with this situation.
GEN | [reverted_card_payment?] | Orig: I tried to use my debit card, but the payment did not work. -> Aug: I attempted to make a payment using my debit card, but it was unsuccessful.
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [card_about_to_expire] | Orig: How can I get a card sent to China? -> Aug: What steps can I take to have a card delivered to China?
GEN | [top_up_by_card_charge] | Orig: Is topping up free? -> Aug: Is there a charge for topping up my account using my card?
GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request that it be immediately suspended or deactivated to prevent any unauthorized transactions.
GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a payment attempt from your debit card, but it's not being recognized.
GEN | [cash_withdrawal_charge] | Orig: When did you start charging to make a withdrawal? How much is it now? I always thought it was free. -> Aug: When did you begin being charged for cash withdrawals? What's the current fee amount? I'm surprised to hear it's no longer free.
GEN | [top_up_by_cash_or_cheque] | Orig: how can i add money to my account if you don't accept cash -> Aug: Can I deposit funds into my account if you don't accept cash?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put cash in my account, but I don't see it. -> Aug: I made a cash deposit, but my account balance hasn't been updated.
GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: Can my account be accessed by an unauthorized person? I had my phone stolen.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there. -> Aug: I'm trying to understand why my international bank transfer to France hasn't been reflected in my account balance yet, as it was initiated a few days ago.
GEN | [compromised_card] | Orig: It looks like someone besides me ordered something with my card, what should I do? -> Aug: It appears that an unauthorized party has used my card to make a purchase, what steps can I take?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Are there ways for other people to send me money? | Augmented: Can others deposit funds into my account or transfer money to me?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I track history on funds? | Augmented: Can I review the origin of the funds?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: My friend would like to send me money. What are the options available to them? | Augmented: My friend wants to transfer funds to me. What methods can they use to do so?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. | Augmented: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: How can I fix my bank transfer to show up on my bank account? | Augmented: Why isn't my bank transfer reflected in my account balance?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: How do you do exchanges? | Augmented: What's the process for converting currencies?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? | Augmented: When did you start charging for cash withdrawals? I've always been able to do it without incurring a fee. How much does it cost now?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I was wondering if you will take any fees in exchange for top ups? | Augmented: Are there any charges involved when I top up my account using my card?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Who can I speak with regarding a lost card? | Augmented: I'd like to report a missing credit card.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: What is the cause of the delay in applying my card payment to my account? | Augmented: Why is there a holdup in processing my card payment for my account?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: When will my top up be approved? | Augmented: When will my pending top-up be processed?
VAL | [top_up_by_bank_transfer_charge] | REVIEW | Reason: N/A | Original: Are SWIFT transfers supported? | Augmented: Can I use a bank transfer to top up my account?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Is payment required to get a card of my own? | Augmented: Do I need to make a payment to obtain a physical card?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: ... | Original: If I top-up by using a trasfer are there charges that applied? | Augmented: If I make a top-up payment via bank transfer, are there any charges involved?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I am having issues using contactless payments, could my card be damaged? | Augmented: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: how many days processing new card? | Augmented: what's the estimated timeframe for processing new contactless payment cards?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: i want to get my salary deposited as pesos? | Augmented: I'd like to receive my salary in pesos.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. | Augmented: I'm having trouble making a payment with my new card, as it keeps getting declined. I'm quite frustrated with this situation.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I tried to use my debit card, but the payment did not work. | Augmented: I attempted to make a payment using my debit card, but it was unsuccessful.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I schedule future top ups? | Augmented: Can I set up recurring automatic top-ups?
VAL | [card_about_to_expire] | UNKNOWN | Reason: N/A | Original: How can I get a card sent to China? | Augmented: What steps can I take to have a card delivered to China?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Is topping up free? | Augmented: Is there a charge for topping up my account using my card?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. | Augmented: I'd like to report my card as stolen and request that it be immediately suspended or deactivated to prevent any unauthorized transactions.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: People are using my debit card - help! | Augmented: We've received a payment attempt from your debit card, but it's not being recognized.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: When did you start charging to make a withdrawal? How much is it now? I always thought it was free. | Augmented: When did you begin being charged for cash withdrawals? What's the current fee amount? I'm surprised to hear it's no longer free.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: how can i add money to my account if you don't accept cash | Augmented: Can I deposit funds into my account if you don't accept cash?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of checking the status of a refund and does not add any unsupported information or change the original intent. | Original: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. | Augmented: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put cash in my account, but I don't see it. | Augmented: I made a cash deposit, but my account balance hasn't been updated.
