GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm trying to make sense of a recent bank transfer from France, but my account balance hasn't been updated yet. Can you give me an estimate of how long it usually takes for these transactions to reflect in my account?
GEN | [transfer_not_received_by_recipient] | Orig: |I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? -> Aug: I recently relocated to a new residence and terminated my direct debit with my previous landlord, which was functioning correctly. Since then, I've established a new transfer to my new landlord, but it hasn't been received by her yet. Could you kindly investigate this matter for me?
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: Close my account immediately, as I'm extremely dissatisfied with your company's services.
GEN | [card_arrival] | Orig: Is my new bank card on the way and is there a way to track it? -> Aug: Has my new bank card been dispatched, and can I monitor its delivery status?
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential security risks. Can you confirm my identity to ensure my account is secure?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you provide an estimate for the delivery of my card within a 2-day timeframe?
GEN | [pending_card_payment] | Orig: How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since. -> Aug: When can I expect my recent card payment to be processed and credited to my account, as it's been a few days since I made the payment and it's still pending?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: what is the exchange rate for a cash withdrawal on a weekend?
GEN | [declined_transfer] | Orig: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. -> Aug: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
GEN | [beneficiary_not_allowed] | Orig: I have been trying to exchange this for crypto but the app won't work could you please help me? -> Aug: I'm having trouble converting this to cryptocurrency, but the app is not allowing me to proceed. Can you assist me with this issue?
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require access to an ATM.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet. -> Aug: Hi, I'd like to inquire about my UK account. I've recently made a transfer, but my account balance hasn't been updated yet. Could you please look into this and let me know what's going on?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay -> Aug: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
GEN | [terminate_account] | Orig: What are the steps to finishing up with this account? -> Aug: How do I go about closing this account?
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card?
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Required urgent top-up, experiencing a 30-minute delay. Please resolve this issue as soon as possible!
GEN | [automatic_top_up] | Orig: What is the limit on Auto top? -> Aug: What is the maximum amount allowed for automatic top-ups?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [declined_transfer] | Orig: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. -> Aug: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: Your account balance has not been updated after the recent bank transfer.
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific places or situations where my card won't be accepted?
GEN | [transaction_charged_twice] | Orig: Can you explain the various transaction times shown on my statement? -> Aug: Can you clarify the multiple transaction dates listed on my account statement?
GEN | [pending_card_payment] | Orig: I am waiting for a payment to be processed -> Aug: I am expecting a payment to be cleared
GEN | [top_up_by_bank_transfer_charge] | Orig: What does it cost to receive a SEPA transfer? -> Aug: What is the charge for receiving a bank transfer via SEPA?
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the transfer be processed and reflected in my account balance?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to see a charge for a SEPA transfer? -> Aug: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [card_arrival] | Orig: Have you sent out my card yet? -> Aug: Has my new card been dispatched already?
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when can I expect the top-up amount to be credited to my account balance?
GEN | [verify_source_of_funds] | Orig: What kind of security protects my money? -> Aug: We want to ensure the origin of your funds is legitimate and secure.
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processed immediately?
GEN | [order_physical_card] | Orig: Where are the cards transported to? -> Aug: How are physical cards shipped or delivered?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. | Augmented: I'm trying to make sense of a recent bank transfer from France, but my account balance hasn't been updated yet. Can you give me an estimate of how long it usually takes for these transactions to reflect in my account?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: |I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? | Augmented: I recently relocated to a new residence and terminated my direct debit with my previous landlord, which was functioning correctly. Since then, I've established a new transfer to my new landlord, but it hasn't been received by her yet. Could you kindly investigate this matter for me?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Your company is lame. Shut down all my account services right now. | Augmented: Close my account immediately, as I'm extremely dissatisfied with your company's services.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is my new bank card on the way and is there a way to track it? | Augmented: Has my new bank card been dispatched, and can I monitor its delivery status?
VAL | [verify_my_identity] | ACCEPT | Reason: The augmented text maintains the core request for identity verification to ensure account security, which is consistent with the original intent. | Original: im worried about fraud how do you protect my account | Augmented: I'm concerned about potential security risks. Can you confirm my identity to ensure my account is secure?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move | Augmented: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
VAL | [pending_card_payment] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the duration of a pending card payment and the issue of a payment not moving forward, which is consistent with the original text. | Original: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move | Augmented: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: how much to get my card in 2 days? | Augmented: Can you provide an estimate for the delivery of my card within a 2-day timeframe?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since. | Augmented: When can I expect my recent card payment to be processed and credited to my account, as it's been a few days since I made the payment and it's still pending?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: what are weekend rates for getting cash | Augmented: what is the exchange rate for a cash withdrawal on a weekend?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. | Augmented: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I have been trying to exchange this for crypto but the app won't work could you please help me? | Augmented: I'm having trouble converting this to cryptocurrency, but the app is not allowing me to proceed. Can you assist me with this issue?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need an ATM right now! | Augmented: I urgently require access to an ATM.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the unupdated account balance after a recent transfer. It does not introduce any new or unsupported information. | Original: Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet. | Augmented: Hi, I'd like to inquire about my UK account. I've recently made a transfer, but my account balance hasn't been updated yet. Could you please look into this and let me know what's going on?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives | Augmented: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I'm trying to move money from my account to elsewhere, but it's giving me an error message. | Augmented: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay | Augmented: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
VAL | [terminate_account] | ACCEPT | Reason: Both texts are asking about the process of ending an account relationship, which aligns with the target intent of 'terminate_account'. There is no contradiction, and the text is specific enough. | Original: What are the steps to finishing up with this account? | Augmented: How do I go about closing this account?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: can you share card tracking number? | Augmented: can you provide the tracking number for my card?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Needed gas, been delayed for half an hour.Please fix it! | Augmented: Required urgent top-up, experiencing a 30-minute delay. Please resolve this issue as soon as possible!
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: What is the limit on Auto top? | Augmented: What is the maximum amount allowed for automatic top-ups?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you help me resolve this issue or suggest an alternative solution?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: Both texts convey the same issue of a deposit being made but the account balance not updating, and the user requesting help. This preserves the original intent without adding any unsupported information or becoming ambiguous. | Original: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this | Augmented: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. | Augmented: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! | Augmented: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Balance is not up to date. | Augmented: Your account balance has not been updated after the recent bank transfer.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. | Augmented: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I purchases several items today. Why are they still showing pending? | Augmented: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed yet?
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text maintains the user's request for assistance in locating the automatic top-up feature, which is consistent with the original intent. | Original: I know there's an auto-top option but I can not locate it when I look? | Augmented: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Is there anywhere I can't use my card? | Augmented: Are there any specific places or situations where my card won't be accepted?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Can you explain the various transaction times shown on my statement? | Augmented: Can you clarify the multiple transaction dates listed on my account statement?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I am waiting for a payment to be processed | Augmented: I am expecting a payment to be cleared
