GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my active account?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was made from my account.
GEN | [cancel_transfer] | Orig: Can I stop a transaction? -> Aug: Can I cancel a transfer?
GEN | [pending_transfer] | Orig: i put in money for vacation and its not showing. i need that money today, how long will it take -> Aug: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently got a new phone, do I need to set up a new account?
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the beneficiary not eligible to receive the allowance?
GEN | [visa_or_mastercard] | Orig: I want to get a Visa -> Aug: I'd like to obtain a Mastercard
GEN | [direct_debit_payment_not_recognised] | Orig: Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late. -> Aug: We've noticed an unusual direct debit payment on your account that doesn't seem to match any of your authorized transactions. I'm concerned it might have been an unauthorized transaction. Can you please let us know if you'd like to dispute this payment, as it's already been processed?
GEN | [edit_personal_details] | Orig: How do I input a new address? -> Aug: How can I update my address information?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: The cast deposit from a week ago still is not in my account. Why? -> Aug: The deposit made in cash last week has not been reflected in my account balance. Can you please investigate?
GEN | [visa_or_mastercard] | Orig: I'm happy with Mastercard and want to stick with just that credit card. -> Aug: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: Can I request a replacement card for my account, so my daughter can use it?
GEN | [top_up_by_card_charge] | Orig: If I were to use a European bank card for a top up, will I incur a charge? -> Aug: If I were to make a top-up payment using a European bank card, would I be charged a fee?
GEN | [cancel_transfer] | Orig: Is it possible for a transaction to be cancelled? -> Aug: Can I cancel a transfer that's already been initiated?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect my funds to be available in my account?
GEN | [country_support] | Orig: where do you have locations at -> Aug: which locations do you have in your country?
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm having trouble topping up my card, and it's consistently being declined. I urgently need help resolving this issue as soon as possible.
GEN | [getting_spare_card] | Orig: I would like to use one of my cards for a family member. Is that allowed? -> Aug: I'd like to assign a spare card to a family member. Can I do that?
GEN | [card_arrival] | Orig: I don't have my card in 1 week.  Should I be worried? -> Aug: I haven't received my card within a week. Should I be concerned?
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
GEN | [visa_or_mastercard] | Orig: Which type of card will I receive? -> Aug: What kind of payment card will I be issued?
GEN | [failed_transfer] | Orig: A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong. -> Aug: I'm experiencing an issue with a mortgage payment I'm attempting to make, and I'm receiving an error message. This is my first time making this payment, and I'd like to understand what's causing the problem.
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
GEN | [pending_top_up] | Orig: I can't find the money I just added to my account. -> Aug: I'm having trouble locating the funds I recently deposited into my account.
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before securing my compromised card?
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
GEN | [verify_top_up] | Orig: What is the top up code for? -> Aug: What is the verification code for the top-up process?
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I make purchases with my card in Austria?
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I locked my account, but how do I get a new card issued?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: How long do deposits take to appear? I've been waiting for more than a week and need the money! -> Aug: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Reasons for reversal of top-up transaction.
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for two days for a transfer to be credited to a retailer's account, and I'm starting to worry that it might take even longer.
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
GEN | [top_up_reverted] | Orig: Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help. -> Aug: Are you unable to process certain cryptocurrency transactions? I attempted to perform a top-up, but the funds vanished. I'm unsure what's happening or what I'm doing incorrectly, could you please assist me?
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: Why is there a direct debit set up in my name? | Augmented: We've noticed a direct debit payment that doesn't seem to be recognized in your account records.
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Can you please disable my current account. | Augmented: Can you assist me in closing my active account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to cancel a transaction on my debit card. | Augmented: I'm trying to stop a direct debit payment that was made from my account.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Can I stop a transaction? | Augmented: Can I cancel a transfer?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: i put in money for vacation and its not showing. i need that money today, how long will it take | Augmented: I initiated a transfer for my vacation fund, but it's still pending. Can you please let me know when I can expect the funds to be available?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I just replaced my phone so do I have to make a new account? | Augmented: I recently got a new phone, do I need to set up a new account?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is allowance not being given to my beneficiary? | Augmented: Why is the beneficiary not eligible to receive the allowance?
VAL | [visa_or_mastercard] | REJECT | Reason: N/A | Original: I want to get a Visa | Augmented: I'd like to obtain a Mastercard
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late. | Augmented: We've noticed an unusual direct debit payment on your account that doesn't seem to match any of your authorized transactions. I'm concerned it might have been an unauthorized transaction. Can you please let us know if you'd like to dispute this payment, as it's already been processed?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: How do I input a new address? | Augmented: How can I update my address information?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: The cast deposit from a week ago still is not in my account. Why? | Augmented: The deposit made in cash last week has not been reflected in my account balance. Can you please investigate?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I'm happy with Mastercard and want to stick with just that credit card. | Augmented: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: My daughter would like a card from my account?  Can I do this? | Augmented: Can I request a replacement card for my account, so my daughter can use it?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: If I were to use a European bank card for a top up, will I incur a charge? | Augmented: If I were to make a top-up payment using a European bank card, would I be charged a fee?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: Is it possible for a transaction to be cancelled? | Augmented: Can I cancel a transfer that's already been initiated?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long will I have to wait for my money to be in my account? | Augmented: When can I expect my funds to be available in my account?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: where do you have locations at | Augmented: which locations do you have in your country?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. | Augmented: I'm having trouble topping up my card, and it's consistently being declined. I urgently need help resolving this issue as soon as possible.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I would like to use one of my cards for a family member. Is that allowed? | Augmented: I'd like to assign a spare card to a family member. Can I do that?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I don't have my card in 1 week.  Should I be worried? | Augmented: I haven't received my card within a week. Should I be concerned?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text maintains the focus on understanding the charges or fees for using a European card for a top-up transaction, which is consistent with the original intent. It does not introduce any new or contradictory information. | Original: I need to know what charges I will incur for using a European card for top up. | Augmented: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Which type of card will I receive? | Augmented: What kind of payment card will I be issued?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong. | Augmented: I'm experiencing an issue with a mortgage payment I'm attempting to make, and I'm receiving an error message. This is my first time making this payment, and I'd like to understand what's causing the problem.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question with slightly different wording but retains the essence of the inquiry about an un-updated withdrawal status. | Original: Why is the app showing a still pending message on a withdraw that has already been done? | Augmented: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My card didn't work at the ATM in Notting Hill.  Is my card working? | Augmented: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: I can't find the money I just added to my account. | Augmented: I'm having trouble locating the funds I recently deposited into my account.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Should I order a new card before I freeze my original one? | Augmented: Should I request a replacement card before securing my compromised card?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: I have heard about these disposable virtual cards but don't understand how they work. | Augmented: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: What is the top up code for? | Augmented: What is the verification code for the top-up process?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I use my card in Austria? | Augmented: Can I make purchases with my card in Austria?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I froze my account, but how do I order a replacement card? | Augmented: I locked my account, but how do I get a new card issued?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: How long do deposits take to appear? I've been waiting for more than a week and need the money! | Augmented: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Can I select my card scheme or do you choose it for me? | Augmented: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for Europe transfers? | Augmented: What is the typical timeframe for international transfers to Europe?
