GEN | [extra_charge_on_statement] | Orig: Why has my card been charged an extra pound? -> Aug: Why is there an additional charge on my statement?
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance has not been updated. -> Aug: The account balance remains unchanged.
GEN | [balance_not_updated_after_bank_transfer] | Orig: how do i see what i transferred -> Aug: why isn't my account balance updated after I made a transfer?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've detected an unfamiliar payment.
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: how can I charge my card to add funds?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I get a spare card added to my account?
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
GEN | [exchange_charge] | Orig: Do I get any sort of discount on volume for a lot fo currency exchanges? -> Aug: Can I take advantage of any bulk discounts for frequent currency exchange transactions?
GEN | [card_payment_wrong_exchange_rate] | Orig: My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened? -> Aug: My client was exchanging their Russian rubles for UK pounds, but the amount they were charged was significantly higher than expected due to an incorrect exchange rate.
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been expecting my transfer since Friday, but it still hasn't arrived.
GEN | [cancel_transfer] | Orig: The wrong account was used during a transaction. -> Aug: The incorrect account was mistakenly used for a transfer.
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd rather use Mastercard, is it possible to make a change?
GEN | [extra_charge_on_statement] | Orig: What am I being charged an extra pound when I haven't bought something worth that much? -> Aug: I'm not sure why I'm being charged an additional amount on my statement when I didn't make a purchase that warrants such a charge.
GEN | [exchange_charge] | Orig: is there a frequent currency discount? -> Aug: are there any regular exchange rate promotions available?
GEN | [lost_or_stolen_phone] | Orig: Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? -> Aug: I'm in a bit of a panic - I was robbed and my phone was taken, which means they have access to my account. Can you please assist me in securing my account to prevent any unauthorized transactions?
GEN | [card_linking] | Orig: How do I link a new payment card? -> Aug: What are the steps to connect a new payment card to my account?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family on Friday, but they haven't received it yet.
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [unable_to_verify_identity] | Orig: The app failed to verify me. -> Aug: The system was unable to confirm my identity.
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I make exchanges through this app for both US dollars and British pounds?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [cancel_transfer] | Orig: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? -> Aug: I mistakenly entered the wrong account number, resulting in a transfer to the wrong account. I'm unable to reverse the transaction through the app. Can you assist me in canceling this transfer as soon as possible?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Where is the transfer that I did? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [wrong_amount_of_cash_received] | Orig: You shorted me money when I tried to make a withdrawal. -> Aug: You gave me less cash than I was supposed to get when I withdrew some money.
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
GEN | [balance_not_updated_after_bank_transfer] | Orig: It has been a couple of hours but I do not see my balance updated, can you help? -> Aug: I've been waiting for a bit, but my account balance still hasn't reflected the recent transfer, could you assist me with this issue?
GEN | [visa_or_mastercard] | Orig: Can I choose my card scheme? -> Aug: May I select my preferred payment method, such as Visa or Mastercard?
GEN | [extra_charge_on_statement] | Orig: I have a strange transaction for £1 on my statement, what is that? -> Aug: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
GEN | [exchange_charge] | Orig: My job requires me to do a lot of exchanging currency, and I was wondering about any possible discounts or lower prices. -> Aug: As I frequently need to exchange currencies for work purposes, I was hoping to find out if there are any promotions or reduced rates available.
GEN | [exchange_charge] | Orig: Please tell me what the exchange fee is. -> Aug: Please inform me about the charge for exchanging currencies.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why has my card been charged an extra pound? | Augmented: Why is there an additional charge on my statement?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: The balance has not been updated. | Augmented: The account balance remains unchanged.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: how do i see what i transferred | Augmented: why isn't my account balance updated after I made a transfer?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unknown charge. | Augmented: We've detected an unfamiliar payment.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text preserves the same banking intent of adding money to a card. It does not introduce any contradictory information or unsupported details. | Original: how should i add money to my card | Augmented: how can I charge my card to add funds?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: how is it possible to add another card to account | Augmented: Can I get a spare card added to my account?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: The augmented text maintains the same intent of understanding an unexpected charge on the account, and the pending status and amount are preserved. | Original: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? | Augmented: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do I get any sort of discount on volume for a lot fo currency exchanges? | Augmented: Can I take advantage of any bulk discounts for frequent currency exchange transactions?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text maintains the same banking intent by focusing on the incorrect exchange rate leading to a higher-than-expected charge during a currency conversion, which is consistent with the original text. | Original: My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened? | Augmented: My client was exchanging their Russian rubles for UK pounds, but the amount they were charged was significantly higher than expected due to an incorrect exchange rate.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've been waiting since Friday, where is my money? | Augmented: I've been expecting my transfer since Friday, but it still hasn't arrived.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: The wrong account was used during a transaction. | Augmented: The incorrect account was mistakenly used for a transfer.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Please help me get a Visa card. | Augmented: Please assist me in obtaining a Mastercard.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I prefer using Mastercard, can I substitute? | Augmented: I'd rather use Mastercard, is it possible to make a change?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: What am I being charged an extra pound when I haven't bought something worth that much? | Augmented: I'm not sure why I'm being charged an additional amount on my statement when I didn't make a purchase that warrants such a charge.
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: is there a frequent currency discount? | Augmented: are there any regular exchange rate promotions available?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? | Augmented: I'm in a bit of a panic - I was robbed and my phone was taken, which means they have access to my account. Can you please assist me in securing my account to prevent any unauthorized transactions?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: How do I link a new payment card? | Augmented: What are the steps to connect a new payment card to my account?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Can you explain to me the way to verify my top up has gone through? | Augmented: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent money to my family last Friday but they don't have it. | Augmented: I made a transfer to my family on Friday, but they haven't received it yet.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Do I have to pick a creditcard brand? | Augmented: Must I choose between Visa or Mastercard?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app failed to verify me. | Augmented: The system was unable to confirm my identity.
VAL | [exchange_via_app] | ACCEPT | Reason: The augmented text does not change the intent, remains specific to the target intent, and is not contradictory to the original intent. | Original: Can I use this app for both USD and GBP? | Augmented: Can I make exchanges through this app for both US dollars and British pounds?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did the ATM cancel my transaction | Augmented: Why was my cash withdrawal declined at the ATM?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately? | Augmented: I mistakenly entered the wrong account number, resulting in a transfer to the wrong account. I'm unable to reverse the transaction through the app. Can you assist me in canceling this transfer as soon as possible?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Where is the transfer that I did? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: You shorted me money when I tried to make a withdrawal. | Augmented: You gave me less cash than I was supposed to get when I withdrew some money.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: I went to top up my card and it was cancelled. | Augmented: I attempted to add funds to my card, but the transaction was reversed.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you check if my money has reached my account since it is not showing up yet? | Augmented: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: my identity hasn't been verified and i can't edit my details, what's next | Augmented: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
